BOR;AN;nofinesset;nofinessej;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2020;110780483;110000155;1;0;1;1991;0;1575;2251;0;1;;;;1340;0;1;1322;0;203;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1458;0;0;0;9;0;0;0;0;0;0;3;;;;3;;1;;;;;1;;;;;1.86;;;;
CANCERO;2020;120000039;120780044;1;1;1;20320;0;19742;3257;0;1;;;;6426;0;171;6210;0;709;0;3;0;2;;2;555;12955;127;15;0;633;0;2;3;3;7;0;2;0;1;8;0;2;2.28;3.8;10.66;0;2.81;12;21;;;811;6747;0;0;0;2;0;0;3767;0;0;0;4;0;1;0;4.88;0;7;1;0;0;2;22;15;2;1;2;18.81;7.57;0.78;0.36;3.04
CANCERO;2020;120000054;120780069;1;0;1;1486;0;1291;1625;0;1;;;;1259;0;10;1207;0;135;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;1207;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;2.75;1.5;0.5;;
CANCERO;2020;120004569;120004528;1;0;0;438;0;353;441;0;0;340780493;;;333;0;8;314;0;54;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130000409;130041916;1;0;0;8509;0;7677;6432;0;1;;;;7794;0;107;7690;0;864;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130000565;130781446;1;0;0;500;25;437;322;33;0;130786049;;;417;25;2;407;33;49;6;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130001225;130782634;1;0;0;2099;0;1988;994;0;1;;;;2002;0;8;1972;0;201;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130001647;130784127;1;1;1;78443;29;69332;58715;68;1;;;;38436;29;4330;32292;68;4718;21;0;0;4;0;2;2182;31940;498;243;310;1902;0;302;5;6;23;3;8;5;2;3;1;;6.39;7.69;25.08;3.5;8.67;202;51;77;20;9639;37762;5127;7847;0;0;1;4;45538;17404;0;8;77;;42;;88.93;;270;103;5;6;63;28;4;2;2;6;273.72;99.93;5.83;6.67;67.48
CANCERO;2020;130002827;130789274;1;0;0;2199;0;1994;2290;0;1;;;;2006;0;47;1914;0;206;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130002835;130789316;1;0;0;3165;0;2683;3353;0;1;;;;2769;0;178;2490;0;299;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130008253;130001084;0;0;0;167;0;153;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130034580;130034572;0;1;0;32724;;31410;0;;;;;;;;;;;;;;;3;0;0;1314;31410;;0;;1263;;0;4;4;17;2;4;;;;;;4;4;16.37;2;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130037922;130037823;1;0;0;177;0;120;149;0;0;130784051;;;67;0;0;67;0;19;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130043664;130002157;1;0;0;8949;0;7436;10394;0;1;;;;7579;0;196;7134;0;965;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130044753;130810336;0;0;0;68;0;67;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130050917;130050891;1;0;0;241;0;165;279;0;0;840000350;;;27;0;0;27;0;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130780521;130786049;1;1;1;24436;0;21370;17167;0;1;;;;9481;0;1340;7858;0;1274;0;0;0;1;0;;812;12478;151;0;0;662;13;0;;;;;;4;;;;;1.46;;;;;51;12;5;0;3287;7011;275;13;4;2;1;0;11777;1089;11;1;2;6;2;6;2.37;4.86;28;12;2;;13;2;3;;;5;29.94;14.27;1.34;;12.39
CANCERO;2020;130781370;130000532;1;0;0;126;0;94;196;0;0;840000350;;;33;0;0;33;0;6;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130781479;130000599;1;0;1;3240;0;2890;3215;0;1;;;;2779;0;0;2737;0;277;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;2972;0;0;0;0;0;0;0;0;0;0;;1;5;2;2.5;2;3;;;1;1;1;;1;;1;3.92;;0.5;0.2;1.1
CANCERO;2020;130782147;130000979;0;0;0;250;0;51;1721;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130782162;130000987;1;0;0;173;0;86;481;0;0;130002835;;;7;0;0;7;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130782675;130001233;1;0;0;386;0;256;579;0;0;130001225;;;99;0;0;99;0;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130783236;130786049;1;1;0;5969;32;4239;12003;34;1;;;;4574;32;317;4071;34;506;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130783293;130786049;1;1;1;34831;0;31118;20389;0;1;;;;12392;0;1136;9736;0;1794;0;1;0;3;0;9;1032;19320;1505;0;608;1809;34;547;4;;26;;18;4;;1;;1;4.84;;25.91;;18.46;55;28;;;2588;8950;0;0;3;5;0;0;10496;0;4;0;6;9;2;5;3.95;10.59;66;31;2;;13;10;1;3;;4;66;30.82;3.69;;13.64
CANCERO;2020;130783327;130001415;0;0;0;245;0;127;551;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130783665;130043722;1;0;1;321;0;296;114;0;0;130043664;130784713;;212;0;0;212;0;29;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;212;0;0;0;0;0;0;0;0;0;0;;;3;;0.42;;;;;;;2;;1;1;;0.48;;0.2;0.2;
CANCERO;2020;130783723;130001456;0;0;0;299;0;286;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130784051;130037823;1;1;1;7180;0;6416;8093;0;1;;;;6428;0;104;6233;0;782;0;0;0;4;1;;2448;29447;0;0;0;1946;0;0;0;6;21;3;12;8;1;1;1;1;4.3;6.6;21.8;3.8;12.5;30;22;;;228;6362;0;0;0;0;0;0;2227;0;0;0;;;2;;1;;20;7;1;1;3;2;3;;;;24.21;14.18;1;1;1.11
CANCERO;2020;130784234;130786049;1;0;0;3;0;1;12;0;0;130783293;;;1;0;0;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130784713;130038847;1;1;1;5827;0;5187;5495;0;1;;;;5123;0;2;5019;0;528;0;0;0;2;1;;820;20773;;;;816;;;;2;8;2;3;9;2;2;;1;2.7;3.6;9.6;2;3.2;;22;;;0;5165;0;0;0;0;0;0;0;0;0;0;;5;5;5;2.5;5.5;5;;1;;;;;;;;5;;1;;
CANCERO;2020;130785389;130002173;0;0;0;138;0;64;290;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130785652;130014228;1;0;1;11388;142;9838;11208;142;1;;;;9985;142;373;9393;142;1033;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;28;;;251;9302;0;0;0;0;0;0;1753;0;0;0;2;4;5;;4.3;4;12;;1;;11;5;;;;1;11.95;;1;;9.5
CANCERO;2020;130785678;130002249;1;0;1;2149;0;1953;3757;0;1;;;;1980;0;1;1904;0;143;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1902;0;0;0;0;0;0;0;0;0;0;;;2;4;1;2;2;;;;;;;1;;;2.08;;0.5;;
CANCERO;2020;130786361;130002447;1;0;1;10540;0;9079;11429;0;1;;;;8842;0;127;8474;0;957;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;25;;;666;8459;0;0;1;0;0;0;6814;0;2;0;4;4;1;1;;;1;;;;2;;;4;;;0.08;;1.59;;0.63
CANCERO;2020;130786445;130002488;0;0;0;132;0;87;101;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130786742;750821092;1;0;0;133;0;71;733;0;1;;;;1;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130802143;130804396;1;0;0;0;9;0;0;9;0;;;;0;9;0;0;9;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;130804297;130786049;1;1;1;3993;0;3179;7557;0;0;130783293;;;3175;0;453;2372;0;11;0;230;0;0;;;0;0;24;0;0;2;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;8;;5.82;21;15;2;;9;31;15;2;;7;35.86;20.04;2.38;;10.69
CANCERO;2020;130810740;130007362;0;0;0;738;0;370;2466;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140000027;140000035;1;0;0;1750;54;1646;1031;60;1;;;;1672;54;5;1654;60;218;11;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140000209;140000100;1;0;1;18627;0;14990;29199;0;1;;;;16411;0;1176;14461;0;1958;0;81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;7;4;;;294;1933;0;0;278;1837;0;0;1252;0;1195;0;;2;;;;1.5;5;3;1;;5;4;;;;2;7.4;2.69;0.64;;4.71
CANCERO;2020;140000233;140000118;1;0;0;115;3;70;206;60;0;;;;8;1;;8;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140000290;140000449;0;0;0;164;0;35;405;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140000373;140000159;1;0;0;261;3;256;42;3;0;610780165;140000639;;260;3;0;255;3;35;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140000555;140000639;1;1;1;73793;0;70999;19979;0;1;;;;21004;0;818;19615;0;2676;0;1;0;7;;4;2938;46991;791;401;288;2742;33;415;16;13;53;7;14;3;2;3;;3;12.55;13.42;52.07;8.87;10.54;110;48;32;10;3458;21372;1896;2695;4;9;0;5;30216;5891;18;0;26;;15;;33.76;;151;61;;4;;36;26;7;;;164.1;70.14;2.98;3.57;
CANCERO;2020;140016759;140003146;1;1;1;6686;0;5390;7447;0;1;;;;5707;0;448;5169;0;707;0;0;0;;0;;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;30;15;;;1391;4947;0;0;0;0;0;0;7906;0;0;0;1;5;;;1;5;8;7;;1;2;9;9;1;;;13.4;12.4;0.59;0.4;1.76
CANCERO;2020;140017237;140003278;0;0;0;950;0;290;3412;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140018730;140000423;1;0;0;589;0;378;797;0;0;140000027;;;38;0;0;30;0;15;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140024886;140000092;1;0;1;1437;0;1345;1142;0;1;;;;1322;0;3;1290;0;168;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;1365;0;0;0;0;0;0;0;0;0;0;;;2;1;1.24;0.08;2;;;;;4;;1;1;2;3.25;;0.08;0.44;1.54
CANCERO;2020;140026709;140000415;1;0;0;258;20;198;351;20;0;140000027;;;0;20;0;0;20;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140027731;720020171;0;1;0;18022;;17367;0;;;;;;;;;;;;;;;2;;;655;17367;;;;674;0;;2;1;7;1;1;;2;3;1;3;2;2.6;8.4;1.5;3.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;140030891;140000639;0;1;0;3040;0;3040;0;0;;;;;;;;;;;;;;1;;;0;3040;0;0;0;96;26;0;9;3;7;1;6;3;;;;;2.34;2.51;5.37;1;0.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;150000032;150780088;1;0;0;259;0;237;263;0;0;150780096;630780989;630000479;239;0;0;236;0;35;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;150000040;150780096;1;0;1;4398;303;3761;4739;305;1;;;;4079;303;232;3718;305;471;68;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;2740;0;0;0;0;0;0;0;0;0;0;1;2;;4;1;1.28;3;3;;;2;5;3;2;1;5;5.64;4.07;0.73;0.07;4.31
CANCERO;2020;150003713;630011831;0;1;0;10316;;9762;0;;;;;;;;;;;;;;;1;0;0;554;9762;;0;;529;;0;2;0;3;0;2;0;2;3;0;1;2;1.72;5.4;0;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;150780732;150000271;1;0;1;2500;0;2207;3250;0;1;;;;1890;0;14;1845;0;263;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;6;;;208;1863;0;0;0;0;0;0;3210;0;0;0;2;;1;;2.8;;2;;;;1;;;;;;2;;;;1
CANCERO;2020;160000170;160000204;0;0;0;167;0;99;314;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;160000253;160000451;1;1;1;17316;0;16522;6585;0;1;;;;8123;0;206;7759;0;824;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;23;15;;;621;8017;0;0;0;0;0;0;5838;0;0;0;0;4;2;1;1.51;2.57;17;10;0;0;11;8;3;1;0;3;20.72;10.49;0.8;0;10.57
CANCERO;2020;160000279;160000212;0;0;0;150;0;86;368;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;160013207;160001632;1;0;1;5603;0;4813;4146;0;1;;;;4388;0;133;4208;0;523;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;4205;0;0;0;0;0;0;0;0;0;0;1;;2;1;2;0.8;8;10;;;;2;;3;;;9.88;8.62;0.98;;
CANCERO;2020;160014650;160014643;0;1;0;;;;;;;;;;;;;;;;;;;2;1;0;1042;21509;568;;1;970;;1;2;2;7;2;6;3;1;9;0;1;3.3;2.7;12.8;2;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;160015368;160014411;1;0;1;1782;0;1697;1149;0;1;;;;1777;0;29;1683;0;175;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;10;;;151;2898;0;0;0;2;0;0;1754;0;0;0;;;;;;;9;7;;;3;4;1;1;;1;7.47;6.53;0.21;;1.46
CANCERO;2020;170000038;170780050;1;0;0;581;0;487;1372;0;0;170000103;;;509;0;0;479;0;68;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170000087;170024194;1;0;1;17409;386;15765;11054;392;1;;;;16350;386;514;15187;392;1904;101;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;31;;;1340;15109;0;0;0;0;0;0;9707;0;0;0;5;4;4;1;5.4;4.8;29;15;1;;9;9;8;1;1;3;36.72;21.27;1.12;0.75;10.09
CANCERO;2020;170000103;170780175;1;1;1;29998;502;29239;8070;509;1;;;;7941;502;5;7733;509;968;94;8;0;2;0;;1878;19406;0;0;0;837;0;0;3;4;7;;6;0;;5;;1;2.8;3.37;9.82;;3.61;12;14;;;1118;8139;0;0;1;0;0;0;10891;0;1;0;6;;0;;1.54;;3;10;1;;3;4;2;;;1;6.55;1.11;0.63;;0.76
CANCERO;2020;170000129;170780191;1;0;0;2815;0;2746;1118;0;0;170000103;;;2813;0;24;2743;0;295;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170000152;170780225;1;0;0;2814;0;2275;3201;0;1;;;;2538;0;230;2208;0;280;0;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170780563;170000251;1;0;0;983;0;409;3396;0;0;170780563;;;312;0;0;312;0;49;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170780613;170024053;1;0;0;537;0;277;1050;0;0;170023279;;;28;0;0;28;0;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170780621;170000285;0;0;0;173;0;147;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170780662;170024053;1;0;0;929;0;628;1133;0;0;170023279;;;55;0;0;55;0;9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;170783138;170000723;0;1;0;33464;;31900;0;;;;;;;;;;;;;;;3;0;0;1564;31900;;0;0;1564;0;0;5;3;16;3;12;;;;;;5;3;13.65;3;11.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;180000010;180000028;1;0;0;5201;219;4643;6071;222;1;;;;4876;219;154;4568;222;458;23;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;180000200;180000051;1;0;1;1578;0;1473;1046;0;0;180004145;;;1520;0;18;1427;0;114;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1427;;;;;;;;;;;0;0;0;1;0;0.09;0;0;0;0;0;7;0;0;0;0;1.84;0;0;0;0
CANCERO;2020;180000358;180000739;1;0;1;196;0;138;452;0;0;180004145;;;125;0;0;123;0;38;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;0;138;0;0;0;0;0;0;0;0;0;0;;;;;;0.23;;;;;;;;;;;0.23;;;;
CANCERO;2020;180004145;180000887;1;0;1;7328;0;6694;4202;0;1;;;;6452;0;14;6364;0;714;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;6478;0;0;0;0;0;0;0;0;0;0;3;1;2;;4;1;;;;;;;;;;;;;;;
CANCERO;2020;180009490;180006496;0;1;0;26886;;25443;0;;;;;;;;;;;;;;;3;0;0;1443;25443;;0;;1066;;0;6;5;18;3;17;0;;3;0;0;5.17;5;18.63;2.16;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;190000018;190000042;1;1;1;29226;0;27902;8059;0;1;;;;9386;0;677;8543;0;1328;0;0;0;3;0;;956;18313;306;0;0;967;0;0;5;1;18;2;;;3;2;;;3.53;3.76;16.72;2;;30;18;;;1417;8782;0;0;0;0;0;0;8487;0;0;0;8;;4;;6.1;;18;16;1;1;5;3;2;;;1;19.49;17.51;1;0.6;4.91
CANCERO;2020;190000026;190000059;1;0;0;547;6;372;1118;6;0;190000042;;;350;6;0;348;6;40;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;190000091;190000075;1;0;0;452;0;355;939;0;0;190000042;;;370;0;9;350;0;48;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;190000224;190000901;0;0;0;458;0;156;2617;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;190000257;190001131;1;0;0;156;0;96;312;0;0;;;;78;0;0;78;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;190010629;190010579;1;0;0;0;873;0;0;899;0;190000018;;;0;873;0;0;899;0;103;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;190013482;190000042;0;0;0;133;0;47;439;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;210005559;210010773;0;1;0;21866;;20770;0;;;;;;;;;;;;;;;2;0;1;1096;20704;;66;27;992;;43;;3;11;2;9;5;;;;4;2.9;3;10.5;2;11.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;210011847;210011839;1;0;1;5682;0;5112;3328;0;1;;;;4803;0;250;4465;0;585;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;4605;0;0;0;0;0;0;0;0;0;0;2;;;;2;;;;;;;;;;;;;;;;
CANCERO;2020;210012670;210011367;0;0;0;386;0;86;1681;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;210780789;210003208;1;0;1;2805;1;2156;3946;1;1;;;;2043;1;23;1986;1;230;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;2455;0;0;0;0;0;0;0;0;0;0;;;3;10;1;1;4;1;;;;;;;;1;4;1;;;0.8
CANCERO;2020;210987558;210780581;1;0;1;22758;0;19547;30220;0;1;;;;20600;0;743;18267;0;2056;0;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;4;58;;;27;22650;0;0;25;1124;0;0;47;0;42;0;;;13;3;6.33;1.9;14;6;;;6;12;7;1;;3;17.69;7.79;1;;7.31
CANCERO;2020;210987657;210012175;1;0;0;1489;5;1283;1509;15;1;;;;1286;5;17;1228;15;138;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;210987699;210780706;1;0;0;442;0;395;382;0;0;210780581;210780417;210011847;349;0;0;348;0;51;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;210987731;210780417;1;1;1;54776;166;48473;19735;194;1;;;;20052;166;4485;14952;194;2372;45;0;0;5;0;2;2365;30845;760;282;126;1944;11;158;10;5;22;4;16;2;2;2;;;11.28;6.85;23.82;4;16;103;36;29;8;6905;15231;1748;2129;1;0;2;3;23787;6091;2;6;16;5;5;1;15.79;6.58;120;29;2;4;72;9;2;2;;14;120.28;27.36;2.8;3.25;75.28
CANCERO;2020;220000012;220000020;1;0;0;10413;0;9182;10244;0;1;;;;9698;0;490;8933;0;1087;0;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;220000095;220000046;1;0;0;2237;0;2130;1665;0;0;350000022;;;2224;0;6;2120;0;264;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2020;220000111;220000376;1;0;1;2404;0;2259;911;0;0;220000269;;;1724;0;0;1723;0;180;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;0;1646;0;0;0;0;0;0;0;0;0;0;;;4;;0.4;;;;;;;3;;1;;2;2.6;;0.2;;0.4
