BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2020;150002921;150780468;NAUT;2;9;3.96;0
USLD_P;2020;160000188;160000121;M1320;;;;1
USLD_P;2020;160000188;160000121;MEDCH;;;;1
USLD_P;2020;160000188;160000121;N2210;21;7;11.35;1
USLD_P;2020;160000188;160000121;N2410;1;;0.5;1
USLD_P;2020;160000188;160000121;N2460;1;;1;1
USLD_P;2020;160000188;160000121;N2510;36;11;21.37;1
USLD_P;2020;160000188;160000121;N3120;1;;0.19;1
USLD_P;2020;160000188;160000121;NAUT;35;7;15.47;1
USLD_P;2020;160000253;160000451;M1320;0;2;0.36;
USLD_P;2020;160000253;160000451;MEDCH;0;2;0.36;
USLD_P;2020;160000253;160000451;N2210;7;0;6.34;
USLD_P;2020;160000253;160000451;N2510;9;0;8.98;
USLD_P;2020;160000253;160000451;N3120;0;1;0.03;
USLD_P;2020;160000253;160000451;NAUT;5;9;7.41;
USLD_P;2020;160000261;160014411;M1320;1;;0.8;
USLD_P;2020;160000261;160014411;MEDCH;2;;1.5;
USLD_P;2020;160000261;160014411;N2210;7;1;6.25;
USLD_P;2020;160000261;160014411;N2410;2;;0.5;
USLD_P;2020;160000261;160014411;N2460;1;;1;
USLD_P;2020;160000261;160014411;N2510;21;11;21.75;
USLD_P;2020;160000261;160014411;NAUT;4;2;4.41;
USLD_P;2020;160000303;160006037;M1320;1;1;1.4;0
USLD_P;2020;160000303;160006037;MEDCH;1;1;1.4;0
USLD_P;2020;160000303;160006037;N2210;13;2;12.54;0
USLD_P;2020;160000303;160006037;N2410;1;;1;0
USLD_P;2020;160000303;160006037;N2460;;1;0.5;0
USLD_P;2020;160000303;160006037;N2510;25;5;29.97;0
USLD_P;2020;160000303;160006037;NAUT;21;14;25.78;0
USLD_P;2020;160000311;160000485;M1320;;1;0.64;0
USLD_P;2020;160000311;160000485;MEDCH;1;1;0.81;0
USLD_P;2020;160000311;160000485;N2210;10;4;6.44;0
USLD_P;2020;160000311;160000485;N2510;11;;11.44;0
USLD_P;2020;160000311;160000485;N3120;1;;0.1;1
USLD_P;2020;160000311;160000485;NAUT;10;3;8.61;0
USLD_P;2020;160000360;160014411;MEDCH;1;2;1.86;
USLD_P;2020;160000360;160014411;N2210;14;2;13.01;
USLD_P;2020;160000360;160014411;N2410;1;1;1.45;
USLD_P;2020;160000360;160014411;N2460;1;;1;
USLD_P;2020;160000360;160014411;N2510;46;9;26.45;
USLD_P;2020;160000360;160014411;NAUT;19;4;27.83;
USLD_P;2020;170000152;170780225;M1320;2;;0.4;1
USLD_P;2020;170000152;170780225;MEDCH;2;;0.4;1
USLD_P;2020;170000152;170780225;N2210;9;;8.87;1
USLD_P;2020;170000152;170780225;N2410;;;;1
USLD_P;2020;170000152;170780225;N2460;;;;1
USLD_P;2020;170000152;170780225;N2510;26;5;24.3;1
USLD_P;2020;170000152;170780225;N3120;1;;0.1;1
USLD_P;2020;170000152;170780225;NAUT;15;2;10.91;1
USLD_P;2020;170784110;170024194;M1320;;4;1.3;
USLD_P;2020;170784110;170024194;MEDCH;;4;1.3;
USLD_P;2020;170784110;170024194;N2210;15;6;21.66;
USLD_P;2020;170784110;170024194;N2510;36;12;45.27;
USLD_P;2020;170784110;170024194;N3120;;2;0.12;
USLD_P;2020;170784110;170024194;NAUT;15;24;27.19;
USLD_P;2020;170792220;170780175;M1320;1;0;0.17;1
USLD_P;2020;170792220;170780175;MEDCH;1;0;0.17;1
USLD_P;2020;170792220;170780175;N2210;11;8;5.62;1
USLD_P;2020;170792220;170780175;N2410;5;2;2.09;1
USLD_P;2020;170792220;170780175;N2510;33;6;17.13;1
USLD_P;2020;170792220;170780175;NAUT;29;6;20.18;1
USLD_P;2020;170802789;170780191;M1320;;1;0.8;1
USLD_P;2020;170802789;170780191;MEDCH;1;1;0.92;1
USLD_P;2020;170802789;170780191;N2210;5;2;6.28;1
USLD_P;2020;170802789;170780191;N2410;;2;0.9;1
USLD_P;2020;170802789;170780191;N2460;;;;1
USLD_P;2020;170802789;170780191;N2510;19;13;27.02;1
USLD_P;2020;170802789;170780191;N3120;;1;0.06;1
USLD_P;2020;170802789;170780191;NAUT;17;14;18.21;1
USLD_P;2020;180000176;180001158;MEDCH;1;1;0.9;1
USLD_P;2020;180000176;180001158;N2210;8;1;8.5;1
USLD_P;2020;180000176;180001158;N2410;;1;0.55;1
USLD_P;2020;180000176;180001158;N2460;;1;0.5;1
USLD_P;2020;180000176;180001158;N2510;16;4;17.65;1
USLD_P;2020;180000176;180001158;NAUT;12;9;11.37;1
USLD_P;2020;180000200;180000051;MEDCH;;2;0.7;0
USLD_P;2020;180000200;180000051;N2210;5;;4.74;0
USLD_P;2020;180000200;180000051;N2510;17;3;19.5;0
USLD_P;2020;180000200;180000051;NAUT;20;5;17.44;
USLD_P;2020;180000333;180000093;M1320;;1;0.5;1
USLD_P;2020;180000333;180000093;MEDCH;;1;0.5;1
USLD_P;2020;180000333;180000093;N2210;1;;2.2;0
USLD_P;2020;180000333;180000093;N2460;;1;0.07;1
USLD_P;2020;180000333;180000093;N2510;14;2;14.96;0
USLD_P;2020;180000333;180000093;NAUT;9;5;9.24;1
USLD_P;2020;180003287;180000028;M1320;;1;1.28;0
USLD_P;2020;180003287;180000028;MEDCH;;2;2.11;0
USLD_P;2020;180003287;180000028;N2210;2;12;12.14;1
USLD_P;2020;180003287;180000028;N2460;;1;0.25;1
USLD_P;2020;180003287;180000028;N2510;10;38;34.29;1
USLD_P;2020;180003287;180000028;NAUT;2;17;12.1;1
USLD_P;2020;180003386;180000069;MEDCH;1;;0.5;1
USLD_P;2020;180003386;180000069;N2210;;10;3.04;1
USLD_P;2020;180003386;180000069;N2460;;1;0.03;1
USLD_P;2020;180003386;180000069;N2510;;31;15.1;1
USLD_P;2020;180003386;180000069;NAUT;;19;7.45;1
USLD_P;2020;180007825;180001158;MEDCH;1;;0.6;1
USLD_P;2020;180007825;180001158;N2210;9;2;11.21;1
USLD_P;2020;180007825;180001158;N2510;24;2;23.08;1
USLD_P;2020;180007825;180001158;NAUT;14;7;17.06;1
USLD_P;2020;190000018;190000042;M1320;2;;0.33;1
USLD_P;2020;190000018;190000042;MEDCH;2;;0.33;1
USLD_P;2020;190000018;190000042;N2210;5;;5.64;
USLD_P;2020;190000018;190000042;N2510;17;1;16.25;
USLD_P;2020;190000018;190000042;N3120;1;;0.1;
USLD_P;2020;190000018;190000042;NAUT;7;2;4.21;
USLD_P;2020;190000034;190000067;MEDCH;;;0.5;0
USLD_P;2020;190000034;190000067;N2210;7;1;6.97;0
USLD_P;2020;190000034;190000067;N2410;;1;0.5;0
USLD_P;2020;190000034;190000067;N2460;;1;0.5;0
USLD_P;2020;190000034;190000067;N2510;10;2;10;0
USLD_P;2020;190000034;190000067;N3120;;1;0.1;1
USLD_P;2020;190000034;190000067;NAUT;5;3;6.51;0
USLD_P;2020;190000091;190000075;M1320;0;2;0.75;1
USLD_P;2020;190000091;190000075;MEDCH;0;2;0.75;1
USLD_P;2020;190000091;190000075;N2210;7;2;6.5;0
USLD_P;2020;190000091;190000075;N2460;0;1;0.4;1
USLD_P;2020;190000091;190000075;N2510;21;2;24.04;0
USLD_P;2020;190000091;190000075;NAUT;3;9;5.65;1
USLD_P;2020;190002493;190000059;MEDCH;;2;0.67;0
USLD_P;2020;190002493;190000059;N2210;7;4;9.29;
USLD_P;2020;190002493;190000059;N2410;1;;1;
USLD_P;2020;190002493;190000059;N2510;15;10;23.52;
USLD_P;2020;190002493;190000059;N3120;;1;0.3;
USLD_P;2020;190002493;190000059;NAUT;15;12;20.5;
USLD_P;2020;190005140;190002485;M1320;;1;0.5;1
USLD_P;2020;190005140;190002485;MEDCH;;2;0.6;1
USLD_P;2020;190005140;190002485;N2210;7;;6.8;1
USLD_P;2020;190005140;190002485;N2510;23;4;11.47;1
USLD_P;2020;190005140;190002485;NAUT;30;5;18;1
USLD_P;2020;190005165;190002519;M1320;;;;1
USLD_P;2020;190005165;190002519;MEDCH;;1;0.64;1
USLD_P;2020;190005165;190002519;N2210;15;;16.51;1
USLD_P;2020;190005165;190002519;N2410;1;;0.5;1
USLD_P;2020;190005165;190002519;N2460;2;;0.65;1
USLD_P;2020;190005165;190002519;N2510;44;7;46.21;1
USLD_P;2020;190005165;190002519;N3120;;;;1
USLD_P;2020;190005165;190002519;NAUT;9;6;6.64;
USLD_P;2020;210986089;210780581;M1320;1;;1;0
USLD_P;2020;210986089;210780581;MEDCH;1;;1;0
USLD_P;2020;210986089;210780581;N2210;6;3;8.21;0
USLD_P;2020;210986089;210780581;N2410;;1;0.7;1
USLD_P;2020;210986089;210780581;N2460;;1;0.15;1
USLD_P;2020;210986089;210780581;N2510;14;4;15.51;0
USLD_P;2020;210986089;210780581;NAUT;3;6;6.76;1
USLD_P;2020;210987574;210012175;N2210;;12;3.58;1
USLD_P;2020;210987574;210012175;N2510;;19;16.26;0
USLD_P;2020;210987574;210012175;NAUT;;11;10.12;1
USLD_P;2020;210987616;210012175;MEDCH;;1;0.5;
USLD_P;2020;210987616;210012175;N2210;1;4;3.45;
USLD_P;2020;210987616;210012175;N2410;;1;0.39;
USLD_P;2020;210987616;210012175;N2510;;18;9.65;
USLD_P;2020;210987616;210012175;NAUT;;11;4.18;
USLD_P;2020;210987673;210012142;MEDCH;1;;0.5;1
USLD_P;2020;210987673;210012142;N2210;4;1;5.83;1
USLD_P;2020;210987673;210012142;N2510;14;3;13.07;1
USLD_P;2020;210987673;210012142;NAUT;2;1;2.13;1
USLD_P;2020;210987939;210780607;M1320;;2;1.03;1
USLD_P;2020;210987939;210780607;MEDCH;;2;1.03;1
USLD_P;2020;210987939;210780607;N2210;9;;9.32;0
USLD_P;2020;210987939;210780607;N2410;2;;0.21;0
USLD_P;2020;210987939;210780607;N2510;22;3;23.26;0
USLD_P;2020;210987939;210780607;NAUT;9;1;6.18;1
USLD_P;2020;220000095;220000046;MEDCH;1;1;1.17;0
USLD_P;2020;220000095;220000046;N2210;8;3;10.94;
USLD_P;2020;220000095;220000046;N2510;21;7;25.72;
USLD_P;2020;220000095;220000046;N3120;0;1;0.14;
USLD_P;2020;220000095;220000046;NAUT;9;8;15.94;
USLD_P;2020;220000343;220000079;MEDCH;;;0.5;
USLD_P;2020;220000343;220000079;N2210;5;3;5.7;1
USLD_P;2020;220000343;220000079;N2510;8;6;11;1
USLD_P;2020;220000343;220000079;N3120;;;0.5;
USLD_P;2020;220000343;220000079;NAUT;4;1;4.8;
USLD_P;2020;220000368;220000103;MEDCH;;2;0.24;0
USLD_P;2020;220000368;220000103;N2210;3;9;7.72;1
USLD_P;2020;220000368;220000103;N2410;;1;0.35;1
USLD_P;2020;220000368;220000103;N2460;;1;0.1;1
USLD_P;2020;220000368;220000103;N2510;10;8;13.18;1
USLD_P;2020;220000368;220000103;N3120;;1;0.1;1
USLD_P;2020;220000368;220000103;NAUT;8;14;8.52;1
USLD_P;2020;220000566;220021968;M1320;;1;0.65;1
USLD_P;2020;220000566;220021968;MEDCH;;1;0.65;1
USLD_P;2020;220000566;220021968;N2210;6;2;6.6;0
USLD_P;2020;220000566;220021968;N2410;;1;0.5;0
USLD_P;2020;220000566;220021968;N2510;7;3;9;0
USLD_P;2020;220000566;220021968;NAUT;2;;2;0
USLD_P;2020;220001259;220005045;MEDCH;1;;1;
USLD_P;2020;220001259;220005045;N2210;2;13;8.55;
USLD_P;2020;220001259;220005045;N2410;;2;0.52;
USLD_P;2020;220001259;220005045;N2460;;1;0.16;
USLD_P;2020;220001259;220005045;N2510;13;21;25.7;
USLD_P;2020;220001259;220005045;NAUT;1;11;6.75;
USLD_P;2020;220006423;220000152;MEDCH;;;0.38;0
USLD_P;2020;220006423;220000152;N2210;;14;4.95;0
USLD_P;2020;220006423;220000152;N2410;;1;0.26;0
USLD_P;2020;220006423;220000152;N2460;;2;0.13;0
USLD_P;2020;220006423;220000152;N2510;3;34;14.35;0
USLD_P;2020;220006423;220000152;NAUT;2;10;5.26;0
USLD_P;2020;220014138;220017974;M1320;;1;0.4;
USLD_P;2020;220014138;220017974;MEDCH;;1;0.4;
USLD_P;2020;220014138;220017974;N2210;8;4;10.12;
USLD_P;2020;220014138;220017974;N2410;;1;0.03;
USLD_P;2020;220014138;220017974;N2510;5;6;7.87;
USLD_P;2020;220014138;220017974;NAUT;1;15;7.8;
USLD_P;2020;230000259;230780041;M1320;1;;1.07;0
USLD_P;2020;230000259;230780041;MEDCH;1;;1.07;0
USLD_P;2020;230000259;230780041;N2210;16;;14.44;
USLD_P;2020;230000259;230780041;N2410;;3;1.36;
USLD_P;2020;230000259;230780041;N2460;;1;0.14;
USLD_P;2020;230000259;230780041;N2510;25;;25.64;
USLD_P;2020;230000259;230780041;N3120;;1;0.24;
USLD_P;2020;230000259;230780041;NAUT;7;16;10.52;
USLD_P;2020;230000838;230780058;MEDCH;;1;0.6;1
USLD_P;2020;230000838;230780058;N2210;4;;5.1;0
USLD_P;2020;230000838;230780058;N2510;11;1;11.71;0
USLD_P;2020;230000838;230780058;NAUT;5;;6.75;0
USLD_P;2020;230000846;230780066;MEDCH;;1;0.46;
USLD_P;2020;230000846;230780066;N2210;4;2;6.14;
USLD_P;2020;230000846;230780066;N2410;;1;0.18;
USLD_P;2020;230000846;230780066;N2510;8;1;10.45;
USLD_P;2020;230000846;230780066;NAUT;4;5;7.76;
USLD_P;2020;230000952;230780512;MEDCH;1;1;0.75;1
USLD_P;2020;230000952;230780512;N2210;6;1;6.12;1
USLD_P;2020;230000952;230780512;N2410;1;;0.5;0
USLD_P;2020;230000952;230780512;N2510;12;1;9.9;1
USLD_P;2020;230000952;230780512;NAUT;43;3;16.76;1
USLD_P;2020;230000960;230780520;MEDCH;;2;0.83;1
USLD_P;2020;230000960;230780520;N2210;7;1;7.26;1
USLD_P;2020;230000960;230780520;N2410;1;;1;1
USLD_P;2020;230000960;230780520;N2510;15;4;18.42;1
USLD_P;2020;230000960;230780520;NAUT;13;2;14.59;1
USLD_P;2020;240000372;240000059;M1320;0;0;0.1;0
USLD_P;2020;240000372;240000059;MEDCH;0;1;0.66;0
USLD_P;2020;240000372;240000059;N2210;10;1;9.6;0
USLD_P;2020;240000372;240000059;N2510;21;4;21.64;0
USLD_P;2020;240000372;240000059;N3120;0;1;0.1;0
USLD_P;2020;240000372;240000059;NAUT;15;2;14.62;0
USLD_P;2020;240000471;240000109;MEDCH;1;;1;
USLD_P;2020;240000471;240000109;N2210;4;2;5.08;
USLD_P;2020;240000471;240000109;N2510;8;1;8.8;
USLD_P;2020;240000489;240000117;M1320;1;;1;1
USLD_P;2020;240000489;240000117;MEDCH;1;;1;1
USLD_P;2020;240000489;240000117;N2210;8;2;9.94;
USLD_P;2020;240000489;240000117;N2410;1;0;1;1
USLD_P;2020;240000489;240000117;N2510;25;1;25.2;
USLD_P;2020;240000489;240000117;NAUT;25;1;13.86;
USLD_P;2020;240000505;240016055;MEDCH;;1;0.8;
USLD_P;2020;240000505;240016055;N2210;5;4;8.2;0
USLD_P;2020;240000505;240016055;N2510;28;;28;0
USLD_P;2020;240000505;240016055;NAUT;7;;7;0
USLD_P;2020;240000687;240000448;MEDCH;;1;0.23;
USLD_P;2020;240000687;240000448;N2210;4;4;5.95;
USLD_P;2020;240000687;240000448;N2410;;1;0.09;
USLD_P;2020;240000687;240000448;N2510;17;2;18.57;
USLD_P;2020;240000687;240000448;NAUT;10;3;11.57;
USLD_P;2020;250000627;250000221;N2210;6;3;7.94;0
USLD_P;2020;250000627;250000221;N2410;;2;1;0
USLD_P;2020;250000627;250000221;N2510;10;5;11.7;0
USLD_P;2020;250000627;250000221;NAUT;8;3;8.57;0
USLD_P;2020;250000635;250000239;MEDCH;;;0.09;
USLD_P;2020;250000635;250000239;N2210;2;2;3.65;0
USLD_P;2020;250000635;250000239;N2460;;;0.24;1
USLD_P;2020;250000635;250000239;N2510;5;5;8.81;0
USLD_P;2020;250000635;250000239;NAUT;7;4;10.34;1
USLD_P;2020;250000882;250002839;M1320;1;;1;1
USLD_P;2020;250000882;250002839;MEDCH;1;;1.12;1
USLD_P;2020;250000882;250002839;N2210;6;7;10.02;1
USLD_P;2020;250000882;250002839;N2410;;1;0.27;1
USLD_P;2020;250000882;250002839;N2460;1;;1;1
USLD_P;2020;250000882;250002839;N2510;11;2;11.83;1
USLD_P;2020;250000882;250002839;NAUT;20;3;21.75;
USLD_P;2020;250001237;250007598;M1320;;1;0.45;0
USLD_P;2020;250001237;250007598;MEDCH;4;4;1.56;1
USLD_P;2020;250001237;250007598;N2210;13;6;13.78;0
USLD_P;2020;250001237;250007598;N2410;;1;0.58;1
USLD_P;2020;250001237;250007598;N2460;;1;0.12;1
USLD_P;2020;250001237;250007598;N2510;30;1;21.46;1
USLD_P;2020;250001237;250007598;N3120;;1;0.12;1
USLD_P;2020;250001237;250007598;NAUT;63;23;33.46;1
USLD_P;2020;250001252;250007788;M1320;;2;1.2;0
USLD_P;2020;250001252;250007788;MEDCH;;2;1.2;0
USLD_P;2020;250001252;250007788;N2210;8;5;11.5;0
USLD_P;2020;250001252;250007788;N2410;0;0;0;1
USLD_P;2020;250001252;250007788;N2460;0;0;0;1
USLD_P;2020;250001252;250007788;N2510;19;11;27.2;0
USLD_P;2020;250001252;250007788;N3120;0;0;0;1
USLD_P;2020;250001252;250007788;NAUT;17;5;18.7;1
USLD_P;2020;250004009;900000365;M1320;0;0;0.27;
USLD_P;2020;250004009;900000365;MEDCH;0;0;0.27;
USLD_P;2020;250004009;900000365;N2210;5;2;6.83;
USLD_P;2020;250004009;900000365;N2510;9;1;9.01;
USLD_P;2020;250004009;900000365;NAUT;6;8;9.16;
USLD_P;2020;250007234;250000452;M1320;;;;1
USLD_P;2020;250007234;250000452;MEDCH;1;;1;0
USLD_P;2020;250007234;250000452;N2210;0;0;0;1
USLD_P;2020;250007234;250000452;N2410;1;;0.4;1
USLD_P;2020;250007234;250000452;N2460;;;;1
USLD_P;2020;250007234;250000452;N2510;8;5;11.72;1
USLD_P;2020;250007234;250000452;N3120;;;;1
USLD_P;2020;250007234;250000452;NAUT;6;4;8.96;1
USLD_P;2020;260000013;260000021;M1320;2;1;1.67;0
USLD_P;2020;260000013;260000021;MEDCH;4;1;1.72;0
USLD_P;2020;260000013;260000021;N2210;12;8;18.05;0
USLD_P;2020;260000013;260000021;N2460;;;0.8;0
USLD_P;2020;260000013;260000021;N2510;30;10;38;0
USLD_P;2020;260000013;260000021;NAUT;;1;0.8;0
USLD_P;2020;260000138;260000047;M1320;0;3;1.18;1
USLD_P;2020;260000138;260000047;MEDCH;0;3;1.18;1
USLD_P;2020;260000138;260000047;N2210;8;1;9.36;1
USLD_P;2020;260000138;260000047;N2410;0;1;0.1;1
USLD_P;2020;260000138;260000047;N2460;0;1;0.3;1
USLD_P;2020;260000138;260000047;N2510;20;1;19.19;1
USLD_P;2020;260000138;260000047;N3120;0;0;0;1
USLD_P;2020;260000138;260000047;NAUT;11;2;13.13;1
USLD_P;2020;260000195;260006770;M1320;;1;0.63;
USLD_P;2020;260000195;260006770;MEDCH;1;1;1.3;
USLD_P;2020;260000195;260006770;N2210;6;5;9.48;
USLD_P;2020;260000195;260006770;N2410;2;;0.8;
USLD_P;2020;260000195;260006770;N2510;4;19;22.35;
USLD_P;2020;260000195;260006770;N3120;;1;0.1;
USLD_P;2020;260000195;260006770;NAUT;;24;21.32;
USLD_P;2020;260000823;260003264;MEDCH;;;0.16;0
USLD_P;2020;260000823;260003264;N2210;9;;8.76;0
USLD_P;2020;260000823;260003264;N2510;12;1;14.63;0
USLD_P;2020;260000823;260003264;NAUT;7;1;7.19;0
USLD_P;2020;270000367;270000086;M1320;0;1;0.1;1
USLD_P;2020;270000367;270000086;MEDCH;1;2;1.6;1
USLD_P;2020;270000367;270000086;N2210;10;1;9.68;0
USLD_P;2020;270000367;270000086;N2510;30;4;28.94;0
USLD_P;2020;270000367;270000086;NAUT;2;0;3.07;0
USLD_P;2020;270000425;270000102;M1320;;1;0.5;
USLD_P;2020;270000425;270000102;MEDCH;;1;0.5;
USLD_P;2020;270000425;270000102;N2210;5;2;5.85;
USLD_P;2020;270000425;270000102;N2510;4;3;7.88;
USLD_P;2020;270000425;270000102;NAUT;9;3;9.26;
USLD_P;2020;270000441;270000110;MEDCH;1;1;1.25;1
USLD_P;2020;270000441;270000110;N2210;13;;12.31;1
USLD_P;2020;270000441;270000110;N2410;;;;1
USLD_P;2020;270000441;270000110;N2460;1;;0.04;1
USLD_P;2020;270000441;270000110;N2510;18;3;20.13;0
USLD_P;2020;270000441;270000110;N3120;;1;0.29;1
USLD_P;2020;270000441;270000110;NAUT;22;3;22.97;0
USLD_P;2020;270000516;270000177;MEDCH;0;3;1;1
USLD_P;2020;270000516;270000177;N2210;4;2;5.1;0
USLD_P;2020;270000516;270000177;N2510;13;3;14.02;0
USLD_P;2020;270000516;270000177;NAUT;13;5;14.27;0
USLD_P;2020;270026107;270023724;MEDCH;;1;0.3;1
USLD_P;2020;270026107;270023724;N2210;3;1;3.97;
USLD_P;2020;270026107;270023724;N2460;;1;0.25;
USLD_P;2020;270026107;270023724;N2510;19;2;20.38;
USLD_P;2020;270026107;270023724;NAUT;3;13;7.69;
USLD_P;2020;280000050;280000142;M1320;0;1;0.17;1
USLD_P;2020;280000050;280000142;MEDCH;0;2;0.77;1
USLD_P;2020;280000050;280000142;N2210;7;0;7.63;0
USLD_P;2020;280000050;280000142;N2510;17;1;18.68;0
USLD_P;2020;280000050;280000142;NAUT;14;6;16.23;0
USLD_P;2020;280000084;280000183;M1320;;1;0.1;
USLD_P;2020;280000084;280000183;MEDCH;;4;1.53;
USLD_P;2020;280000084;280000183;N2210;12;26;15.35;
USLD_P;2020;280000084;280000183;N2410;;1;0.42;
USLD_P;2020;280000084;280000183;N2460;;1;0.4;
USLD_P;2020;280000084;280000183;N2510;31;38;34.65;
USLD_P;2020;280000084;280000183;NAUT;22;42;35.21;
USLD_P;2020;280000100;280000225;M1320;;;;1
USLD_P;2020;280000100;280000225;MEDCH;;1;0.67;1
USLD_P;2020;280000100;280000225;N2210;4;2;5.79;0
USLD_P;2020;280000100;280000225;N2410;;;0.25;1
USLD_P;2020;280000100;280000225;N2460;;;0.33;1
USLD_P;2020;280000100;280000225;N2510;10;5;14.17;1
USLD_P;2020;280000100;280000225;N3120;;;0.07;1
USLD_P;2020;280000100;280000225;NAUT;8;6;12.66;1
USLD_P;2020;280000662;280500075;MEDCH;;2;0.36;1
USLD_P;2020;280000662;280500075;N2210;7;2;6.8;
USLD_P;2020;280000662;280500075;N2410;;1;0.6;1
USLD_P;2020;280000662;280500075;N2460;;1;0.18;
USLD_P;2020;280000662;280500075;N2510;13;2;16.05;
USLD_P;2020;280000662;280500075;NAUT;3;7;5.48;1
USLD_P;2020;290000033;290021542;N2210;;1;0.75;
USLD_P;2020;290000033;290021542;N2510;3;;2.63;
USLD_P;2020;290000033;290021542;NAUT;3;;1.25;
USLD_P;2020;290000066;290020700;MEDCH;0;1;0.1;
USLD_P;2020;290000066;290020700;N2210;21;15;12.03;1
USLD_P;2020;290000066;290020700;N2410;1;0;0.28;1
USLD_P;2020;290000066;290020700;N2460;0;5;0.38;1
USLD_P;2020;290000066;290020700;N2510;56;37;20.97;1
USLD_P;2020;290000066;290020700;N3120;;2;0.05;1
USLD_P;2020;290000066;290020700;NAUT;27;28;8;1
USLD_P;2020;290000256;290000017;MEDCH;1;;0.63;
USLD_P;2020;290000256;290000017;N2210;6;3;6.71;
USLD_P;2020;290000256;290000017;N2410;;1;0.27;
USLD_P;2020;290000256;290000017;N2460;;1;0.21;
USLD_P;2020;290000256;290000017;N2510;13;4;14.83;
USLD_P;2020;290000256;290000017;N3120;;1;0.04;
USLD_P;2020;290000256;290000017;NAUT;3;3;3.82;
USLD_P;2020;290000553;290021542;MEDCH;2;1;0.66;0
USLD_P;2020;290000553;290021542;N2210;8;5;14.74;
USLD_P;2020;290000553;290021542;N2510;29;7;36.12;
USLD_P;2020;290000553;290021542;NAUT;9;1;17.14;0
USLD_P;2020;290000785;220020739;MEDCH;1;;0.57;1
USLD_P;2020;290000785;220020739;N2210;6;7;13.89;1
USLD_P;2020;290000785;220020739;N2410;;3;0.27;1
USLD_P;2020;290000785;220020739;N2510;18;7;21.45;1
USLD_P;2020;290000785;220020739;NAUT;4;2;4.93;1
USLD_P;2020;290008853;290000074;M1320;0;1;0.44;1
USLD_P;2020;290008853;290000074;MEDCH;0;1;0.44;1
USLD_P;2020;290008853;290000074;N2210;7;0;6.74;
USLD_P;2020;290008853;290000074;N2410;0;1;0.33;
USLD_P;2020;290008853;290000074;N2460;0;3;0.17;
USLD_P;2020;290008853;290000074;N2510;6;2;5.1;
USLD_P;2020;290008853;290000074;NAUT;7;8;9.05;
USLD_P;2020;290014687;560005746;M1320;;;;1
USLD_P;2020;290014687;560005746;MEDCH;;1;0.27;1
USLD_P;2020;290014687;560005746;N2210;4;2;6.81;1
USLD_P;2020;290014687;560005746;N2410;;;;1
USLD_P;2020;290014687;560005746;N2460;;;;1
USLD_P;2020;290014687;560005746;N2510;6;2;9.84;1
USLD_P;2020;290014687;560005746;N3120;;;;1
USLD_P;2020;290014687;560005746;NAUT;1;2;5.71;1
USLD_P;2020;290017946;290000017;M1320;2;1;2.15;1
USLD_P;2020;290017946;290000017;MEDCH;2;1;2.15;1
USLD_P;2020;290017946;290000017;N2210;17;10;27.4;
USLD_P;2020;290017946;290000017;N2460;;1;0.6;
USLD_P;2020;290017946;290000017;N2510;45;9;51.48;
USLD_P;2020;290017946;290000017;N3120;;1;0.3;
USLD_P;2020;290017946;290000017;NAUT;26;11;33.15;
USLD_P;2020;290024462;290000298;M1320;1;;1;0
USLD_P;2020;290024462;290000298;MEDCH;2;1;1.3;0
USLD_P;2020;290024462;290000298;N2210;13;2;11.5;0
USLD_P;2020;290024462;290000298;N2410;;1;0.49;0
USLD_P;2020;290024462;290000298;N2460;;1;0.24;0
USLD_P;2020;290024462;290000298;N2510;16;10;23.82;0
USLD_P;2020;290024462;290000298;N3120;;1;0.29;0
USLD_P;2020;290024462;290000298;NAUT;11;10;17.37;0
USLD_P;2020;290025113;290020700;MEDCH;;1;0.16;
USLD_P;2020;290025113;290020700;N2210;14;5;5.18;1
USLD_P;2020;290025113;290020700;N2410;0;1;0.24;1
USLD_P;2020;290025113;290020700;N2460;0;5;0.19;1
USLD_P;2020;290025113;290020700;N2510;37;18;10.76;1
USLD_P;2020;290025113;290020700;N3120;0;1;0.02;1
USLD_P;2020;290025113;290020700;NAUT;21;14;4.44;1
USLD_P;2020;290025147;290020700;MEDCH;;1;0.14;
USLD_P;2020;290025147;290020700;N2210;10;10;5.9;1
USLD_P;2020;290025147;290020700;N2410;0;1;0.22;1
USLD_P;2020;290025147;290020700;N2460;0;5;0.19;1
USLD_P;2020;290025147;290020700;N2510;28;19;9.65;1
USLD_P;2020;290025147;290020700;N3120;0;1;0.03;1
USLD_P;2020;290025147;290020700;NAUT;23;16;4.54;1
USLD_P;2020;300000031;300780053;MEDCH;0;1;0.5;1
USLD_P;2020;300000031;300780053;N2210;5;0;5.06;
USLD_P;2020;300000031;300780053;N2410;1;0;0.29;
USLD_P;2020;300000031;300780053;N2510;19;3;16.32;
USLD_P;2020;300000031;300780053;NAUT;14;3;7.85;
USLD_P;2020;300000064;300780087;MEDCH;;1;0.79;
USLD_P;2020;300000064;300780087;N2210;5;2;4.58;
USLD_P;2020;300000064;300780087;N2410;3;5;0.14;
USLD_P;2020;300000064;300780087;N2510;15;4;10.98;
USLD_P;2020;300000064;300780087;N3120;;;0.5;
USLD_P;2020;300000064;300780087;NAUT;29;7;6.36;
