BOR;AN;nofinesset;nofinessej;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2020;2B0003917;2B0003891;384;;;;;;;;;;;;;;;;;;;;11025;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;2B0004113;2B0000467;307;59;4;3;68;79;29;62;4;3;96;90;29;21051;4335;833;234;4500;4484;1859;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;300000023;300780046;3924;105;2;;;120;14;13;2;;;52;7;14346;2002;;;;2923;249;4018;107;;;;246;34;38792;469;3;;;538;13;1;1;0;0;0;0;0;;0;;0;0
PSY2;2020;300000080;300780103;7584;75;10;0;53;312;113;104;10;0;63;386;127;32779;2601;1687;0;1197;11233;3083;10368;150;0;0;0;555;90;83579;1180;35;0;0;2680;544;0;;1;34.43;0;;0;;0;;0;0
PSY2;2020;300000387;300000387;189;;;;;;;;;;;;;5241;;;;;;;3639;;;;;;;3491;;;;;;;;;0;;0;;0;;0;;;0
PSY2;2020;300000759;300000759;188;;;;;;;;;;;;;;;;;;;;313;;;;;;;5794;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;300002128;300000247;156;;;;;;;;;;;;;16080;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0
PSY2;2020;300780210;300000148;1278;;;;;;;;;;;;;39707;;;;;;;7826;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;300780244;920031747;408;;;;;;;;;;;;;23565;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2020;300780251;300000189;690;;;;;;;;;;;;;63981;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;;;0;
PSY2;2020;300780269;300000197;806;;;;;;;;;;;;;30957;;;;;;;3222;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;300780384;750721334;208;;;;;;;;;;;;;414;;;;;;;1639;;;;;;;4971;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;300781424;300000692;298;0;0;0;0;0;0;0;0;0;0;0;0;20389;0;0;0;0;0;0;3403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;0
PSY2;2020;300782117;300780038;6015;96;;;;286;29;;;;;;;9808;2388;;;;5467;410;5070;108;;;;99;;49082;876;;;;878;4;1;15.17;1;23.15;1;31.95;0;;0;;0;0
PSY2;2020;310000369;310780754;12178;292;60;7;3;455;57;188;11;4;15;293;37;59106;20144;9959;188;12;20874;2445;19914;456;371;;;144;;207190;2885;886;1;1;3610;182;0;;0;;0;;0;;1;;1;0
PSY2;2020;310018650;310781562;67;;;;;;;;;;;;;;;;;;;;;;;;;;;1274;;;;;;;0;;0;;1;2.08;0;;0;;0;0
PSY2;2020;310780119;310000047;569;;;;;;;;;;;;;38757;;;;;;;1051;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;310780143;920031754;1143;;;;;;;;;;;;;45105;;;;;;;6014;;;;;;;;;;;;;;0;;1;11.5;0;;0;;0;;0;
PSY2;2020;310780358;310000146;665;;;;;;;;;;;;;36083;;;;;;;1256;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;310780390;310000187;583;;;;;320;;;;;;320;;54562;;;;;7602;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;310781000;310788880;1425;;;;;;;;;;;;;43752;;;;;;;6328;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;310781133;310000427;1175;;;;;;;;;;;;;49323;;;;;;;5115;;;;;;;;;;;;;;0;;1;1;0;;0;;0;;0;0
PSY2;2020;310781141;310000435;1569;;;;;;;;;;;;;52500;;;;;;;2885;;;;;;;;;;;;;;0;;0;;0;;;;0;;0;
PSY2;2020;310781158;920031762;1133;;;;;;;;;;;;;47184;;;;;;;3200;;;;;;;;;;;;;;0;;0;;0;23.26;0;;0;;;
PSY2;2020;310781430;310788906;93;;;;;;;;;;;;;12102;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;310782446;310782446;3494;;;;;;;;;;;;;;;;;;;;7413;;;;;;;46347;;;;;;;0;;0;;1;25.09;0;;0;;0;0
PSY2;2020;310783063;310781406;5386;10;8;;;157;12;31;10;;;160;13;21344;402;855;;;5732;469;8439;;14;;;6;;71817;14;79;;;168;17;0;;1;3.9;1;10.1;0;;0;;0;0
PSY2;2020;310783097;750005068;178;;;;;;;;;;;;;;;;;;;;5387;;;;;;;;;;;;;;0;;0;;0;;0;0;0;0;0;0
PSY2;2020;310795463;310785068;65;;;;;;;;;;;;;5274;;;;;;;3143;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;320000094;320780125;4913;47;1;1;0;104;150;43;1;1;0;85;184;52900;2314;73;30;0;6165;4097;4831;45;0;;0;37;0;45792;976;12;;0;724;424;1;0.8;1;34.3;1;24.3;0;;0;;;0
PSY2;2020;320780109;320000078;433;;;;;;;;;;;;;20099;;;;;;;243;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330000431;330000431;149;;;;;;;;;;;;;19224;;;;;;;3014;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330000639;330781287;24303;363;14;12;1;880;103;417;14;12;1;964;107;114056;15275;623;163;127;33954;4277;19153;29;2;;;43;2;232097;6933;437;57;;2384;292;1;2.37;1;29;1;30.41;0;;1;19.31;0;0
PSY2;2020;330000647;330781295;1648;317;35;1;132;592;125;327;35;1;146;611;134;72357;30924;6653;7;6068;23473;4886;15350;359;39;0;0;410;75;148078;4664;110;0;156;6514;1147;1;1.47;1;44.27;1;25.46;1;200.6;0;;1;0
PSY2;2020;330000779;330000779;361;;;;;;;;;;;;;;;;;;;;6959;;;;;;;9617;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330058504;330059825;241;;;;;;;;;;;;;;;;;;;;4162;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330780289;330790809;36;;;;;;;;;;;;;;;;;;;;3868;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330780297;330000175;457;;;;;;;;;;;;;13298;;;;;;;6113;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330780313;330000191;589;;;;;;;;;;;;;29307;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330780321;330000209;850;;;;;;;;;;;;;20532;;;;;;;12171;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;330780636;330785072;1875;;;;;;;;;;;;;;;;;;;;;;;;;;;25959;;;;;;;0;;0;;1;6.04;0;;0;;0;0
PSY2;2020;330780776;330056839;398;;;;;;;;;;;;;28848;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330781170;330785072;89;;;;;;;;;;;;;10949;;;;;;;288;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330781188;330056540;306;;;;;;;;;;;;;4912;;;;;;;4763;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330781303;750821092;1743;0;0;0;0;0;0;0;0;0;0;0;0;3559;0;0;0;0;0;0;0;0;0;0;0;0;0;4670;0;0;0;0;0;0;0;;0;;0;;0;;0;;0;0
PSY2;2020;330782350;330000480;89;;;;;;;;;;;;;;;;;;;;8265;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330783614;330785072;182;;;;;;;;;;;;;;;;;;;;9069;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;330783721;330781253;5901;66;;1;1;227;37;25;;1;1;117;26;25209;2858;;;;5758;792;;;;;;;;54108;807;;1;15;2678;308;;;0;;1;7.7;0;;0;;0;0
PSY2;2020;330783960;750005068;527;;;;;;;;;;;;;;;;;;;;8790;;;;;;;3649;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;330802752;330781196;101;;;;;;;;;;;;;2380;;;;;;;;;;;;;;;;;;;;;0;;0;;1;32.63;0;;0;;0;0
PSY2;2020;340000033;340780055;2252;14;1;;1;68;21;14;1;;1;68;21;2726;;;;;3;3;;;;;;;;5818;51;7;;4;206;64;1;2.1;1;4.47;1;2.5;0;;0;;0;0
PSY2;2020;340000223;340011295;289;;;;;;;12;;;;51;11;7361;;;;;;;2108;;;;;;;;;;;;;;1;;1;;;;0;;0;;0;0
PSY2;2020;340010149;340010099;234;;;;;;;;;;;;;23487;;;;;;;4876;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;340016732;340780055;5348;89;6;;40;325;99;91;77;;49;363;94;20523;4110;566;;309;11010;3430;13426;494;38;;;675;482;43960;1321;72;;5;1989;829;1;2.1;1;4.47;1;2.5;0;;;;0;
PSY2;2020;340780121;340000082;410;;;;;;;;;;;;;30268;;;;;;;8086;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;340780485;340780477;17223;148;27;0;56;887;231;259;33;0;33;1691;504;35547;7166;1604;0;1457;36973;8759;17711;726;546;0;102;2630;803;162692;4505;1980;0;428;20834;4986;1;0.2;0;;1;31;1;31.3;0;;0;
PSY2;2020;340780758;340000355;980;;;;;;;;;;;;;60957;;;;;;;2591;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;340780766;920030269;699;;;;;;;;;;;;;39147;;;;;;;;;;;;;;;;;;;;;0;;0;;1;18.41;0;;0;;0;0
PSY2;2020;340780782;340000371;710;;;;;;;;;;;;;50221;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;340780790;340000389;319;;;;;;;;;;;;;19109;;;;;;;;;;;;;;;;;;;;;0;;1;73.5;0;;0;;0;;0;0
PSY2;2020;340780931;340000454;249;;;;;;;;;;;;;28518;;;;;;;6346;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;340782036;340780477;2950;;;;;;;;;;;;;1952;;;;;;;4798;;;;;;;15342;;;;;;;1;0.05;0;;1;33.5;0;;0;;0;0
PSY2;2020;340787266;340011295;943;;;;;;;;;;;;;7;;;;;;;1827;;;;;;;9170;;;;;;;1;0.2;0;;1;10;0;;0;;0;0
PSY2;2020;350000147;350000022;6191;14;2;0;0;126;64;4;2;0;4;126;60;21756;649;0;0;0;6077;2205;4066;10;0;0;0;21;3;60561;349;9;0;0;735;217;1;0.85;0;;1;16.77;;;;;;
PSY2;2020;350000162;350000048;2239;8;5;;;85;;4;1;;;49;3;5423;576;283;;;2020;;1257;2;143;;;111;;;;;;;;;1;1.63;0;;0;;0;;0;;0;0
PSY2;2020;350000337;350000246;24523;255;14;9;11;732;415;308;22;9;11;895;507;151742;16548;1475;118;423;25335;17369;32758;972;430;;;1098;210;302619;296;30;5;8;1303;598;1;;1;;1;;0;;1;22.04;1;1
PSY2;2020;350002119;350000386;388;;;;;;;;;;;;;27224;;;;;;;2881;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;350002176;350000402;594;;;;;;;;;;;;;24309;;;;;;;3328;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;350002192;220020739;703;;;;;;;;;;;;;26239;;;;;;;1280;;;;;;;;;;;;;;0;;1;0.2;0;;0;;0;;0;0
PSY2;2020;350002234;750720575;56;;;;;;;;;;;;;1757;;;;;;;1044;;;;;;;787;;;;;;;0;;0;;1;4.95;0;;0;;0;0
PSY2;2020;350002754;440042844;83;;;;;;;;;;;;;;;;;;;;8424;;;;;;;1647;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;350039574;350023495;63;;;;;;;;;;;;;0;;;;;;;1112;;;;;;;1707;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;360000137;360000053;4969;38;1;;20;303;57;15;;;13;173;47;33320;2171;366;;62;11376;1978;1642;;;;;46;16;56926;822;;;156;3277;471;1;;0;;0;;0;;0;;0;0
PSY2;2020;360000210;920031036;298;;;;;;;;;;;;;20619;;;;;;;3004;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2020;370000119;370013062;946;;;;;;;;;;;;;50733;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;370000127;370000259;1158;;;;;;;;;;;;;32752;;;;;;;;;;;;;;;;;;;;;0;;1;;0;;0;;0;;0;0
PSY2;2020;370000143;370000291;610;0;0;0;0;0;0;0;0;0;0;0;0;20299;0;0;0;0;0;0;1967;0;0;0;0;0;0;0;0;0;0;0;0;0;;;0;;0;;0;;0;;0;0
PSY2;2020;370000499;370000481;1475;;;;;;;;;;;;;;;;;;;;;;;;;;;13864;;;;;;;1;;0;;0;;0;;0;;0;0
PSY2;2020;370000531;370000606;2290;10;0;0;0;31;5;10;0;0;0;31;5;24676;200;0;0;0;1150;172;;;;;;;;32584;195;0;0;0;312;29;1;;1;;1;14.78;0;;0;;0;
PSY2;2020;370000580;370000564;1168;22;;;;55;9;23;;;;58;11;13032;513;;;;2459;384;1152;37;;;;58;;9150;240;;;;214;2;0;;0;;0;;0;;0;;0;0
PSY2;2020;370000861;370000481;1331;35;;;1;121;13;11;;;1;100;17;9346;762;;;4;4536;775;7520;;;;;43;;21392;216;;;;394;;0;;0;;0;;0;;0;;0;
PSY2;2020;370000879;370000564;1660;;1;;;2;;;1;;;2;;1520;;;;;;;2407;;69;;;66;;15214;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;370000903;370000614;1020;;;;;;;;;;;;;;;;;;;;2591;;;;;;;9645;;;;;;;1;;0;;0;;0;;0;;0;0
PSY2;2020;370004467;370000481;1925;18;2;;;191;23;4;1;;;79;13;21985;1681;366;;;9442;1484;6965;;;;;16;3;32628;99;1;;;435;40;1;;0;;0;;0;;0;;0;
PSY2;2020;370005050;370000481;2776;18;;;;140;19;15;;;;155;20;11274;608;;;;5257;459;;;;;;;;16949;10;;;;18;;0;;1;;1;;0;;0;;0;0
PSY2;2020;380000034;380780049;1930;;;;;;;;;;;;;2768;;;;;;;792;;;;;;;16534;;;;;;;0;;0;;;;0;;0;;0;0
PSY2;2020;380000067;380780080;3038;;;3;;20;3;;;6;;25;4;7094;;;58;;752;230;551;;;;;;;7447;;;4;;17;1;0;;0;;0;;0;;0;;0;0
PSY2;2020;380000133;380780247;16829;295;10;10;10;676;258;277;12;7;10;606;248;57283;14846;700;410;276;26281;12530;20770;120;0;5;0;422;114;255292;6098;320;43;19;9476;2983;1;;1;36.69;1;47.89;0;;1;13.41;0;0
PSY2;2020;380780296;380021550;1255;;;;;;;;;;;;;45410;;;;;;;;;;;;;;;;;;;;;0;;1;22.41;0;;0;;0;;0;0
PSY2;2020;380780312;750720575;103;;;;;;;;;;;;;25985;;;;;;;4182;;;;;;;1165;;;;;;;0;;0;;1;86.68;;;;;;
PSY2;2020;380784462;750005068;374;;;;;;;;;;;;;251;;;;;;;4523;;;;;;;773;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;380794297;380794297;7023;73;5;;;279;115;74;5;;;301;127;37717;3785;950;;;7655;2884;7088;165;;;;175;81;74183;929;19;;;806;344;0;;1;2;1;1.82;0;;0;;0;0
PSY2;2020;380795773;380795765;206;;;;;;;;;;;;;;;;;;;;66;;;;;;;3917;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;390000164;390780476;7897;32;6;3;3;252;213;32;6;4;3;264;243;60942;2709;678;231;30;14619;8006;14107;63;28;0;0;182;85;80191;217;198;51;21;749;499;1;1.8;1;76.64;1;43.65;0;;0;;0;0
PSY2;2020;400000105;400780193;4736;2;;;;50;4;4;;;;39;8;2978;71;;;;1950;134;4787;;;;;;;48067;;;;;;;1;6.37;1;6.43;1;7.19;0;;0;;0;0
PSY2;2020;400000113;400011177;887;46;1;;18;286;63;57;1;;19;356;77;41054;3926;218;;160;10711;1904;9621;197;;;;265;101;90119;;;;;;;1;;1;;1;;0;;0;;0;1
PSY2;2020;400014072;400014064;170;;;;;;;;;;;;;;;;;;;;4733;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;400780367;750720575;273;;;;;;;;;;;;;15037;;;;;;;1203;;;;;;;1448;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;400780375;400013801;628;;;;;;;;;;;;;22417;;;;;;;5985;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;410000020;410000087;3281;30;1;1;294;147;31;30;1;1;294;147;31;9447;2546;35;126;0;6194;1194;1938;64;0;0;0;206;40;35603;202;0;4;1445;732;172;1;0.8;0;;1;8.61;0;;0;;0;0
PSY2;2020;410000046;410000103;2002;14;;13;;54;8;7;;3;;45;4;13979;1445;;179;;1542;236;2932;152;;;;97;;16891;;;210;;106;44;0;;0;;0;;0;;0;;0;0
PSY2;2020;410000277;410000467;343;;;;;;;;;;;;;37365;;;;;;;7142;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;410000293;410000491;204;;;;;;;;;;;;;37284;;;;;;;7701;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;410000475;410000475;245;;;;;;;;;;;;;20027;;;;;;;5797;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;410003768;410000095;1045;20;;;;23;7;20;;;;23;7;6969;570;;;;1220;194;9004;481;;;;390;86;7435;121;3;7;;31;25;1;3;0;;0;;0;;0;;0;0
PSY2;2020;420000010;420780033;4955;30;;;;136;23;833;;;;1909;401;7713;1872;;;;4694;701;6319;544;;;;990;;48419;0;;;;0;0;1;;1;2.57;1;4.11;0;;0;;0;0
PSY2;2020;420000226;420013831;3582;24;0;0;0;91;6;26;0;0;0;107;6;7934;1700;0;0;0;3024;178;4268;0;0;0;0;0;0;30987;261;64;4;1;155;16;0;;0;;0;;0;;0;;0;0
PSY2;2020;420781767;420000523;487;;;;;;;;;;;;;22207;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;0
PSY2;2020;420782559;420784878;1670;19;;;;30;4;;;;;;;12571;604;;;;2145;152;5035;74;;;;8;;11041;8;;;;;;0;;0;;1;;0;;0;;0;0
PSY2;2020;420782567;420784878;2428;38;;;;51;2;;;;;;;;;;;;;;2386;110;;;;80;;20884;252;;;;218;7;0;;1;5.15;0;;0;;0;;0;0
PSY2;2020;420783102;420000929;191;;;;;;;;;;;;;12935;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;420785354;420784878;8785;78;12;9;358;334;29;;;;;;;38963;3589;65;102;300;11048;625;6368;236;;;;;;52852;74;;;;1223;8;1;7;0;;0;;0;;0;;0;0
PSY2;2020;420788440;420001794;875;;;;;;;;;;;;;34302;;;;;;;3010;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;420790081;750056335;515;;;;;;;;;;;;;23816;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;430000026;630786754;7231;39;7;3;4;269;49;52;9;3;7;291;51;40574;3333;864;13;73;15519;2214;11999;112;60;;;598;117;83937;529;170;96;39;2240;393;1;0.69;1;77.21;1;22.17;0;;0;;0;0
PSY2;2020;440000180;440000263;6765;43;2;1;2;285;75;39;2;;6;300;76;59492;2579;303;13;16;9866;2777;8476;242;35;;;794;88;49680;472;;;;2074;408;0;;1;33.3;1;59.7;0;;0;;0;0
PSY2;2020;440000800;440001246;696;;;;;;;;;;;;;16775;;;;;;;2705;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;440001972;440003309;7914;44;6;9;4;273;92;747;185;51;5;3215;801;27305;1687;174;105;41;6363;2092;17212;349;84;3;0;905;485;67899;592;159;27;0;2671;587;0;;1;10.78;1;15.5;0;;0;;0;0
PSY2;2020;440003390;440001998;779;;;;;;;;;;;;;19658;;;;;;;2292;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;440007482;440007482;44;;;;;;;;;;;;;20508;;;;;;;1962;;;;;;;876;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;440007607;440000057;6449;39;2;5;1;279;100;63;0;3;0;379;109;25969;1181;;7;;6215;2429;6630;163;;0;;1243;305;58679;421;6;26;11;1991;605;1;;0;;1;;0;;0;;0;0
PSY2;2020;440018729;440018729;1891;;;;;;;;;;;;;4010;;;;;;;1641;;;;;;;30914;;;;;;;0;;0;;1;2.5;0;;0;;0;0
PSY2;2020;440021392;440000289;18500;121;0;0;0;516;198;885;0;0;0;1653;1043;63785;4750;0;0;0;10925;4786;18699;342;0;0;0;225;102;112017;1139;0;0;0;1943;631;;;;;;;0;;1;30.4;0;1
PSY2;2020;450000062;450000104;3151;13;1;;;88;3;27;1;;;180;4;11064;215;407;;;1211;580;2658;47;;;;4;;30720;413;49;;;256;14;1;;0;;0;;0;;0;;0;0
PSY2;2020;450000252;450000559;541;;;;;;;;;;;;;32656;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;450000930;450002423;16042;182;10;;126;352;172;251;16;;165;440;191;55356;6144;1077;;3730;9283;2908;13709;182;167;;3;190;192;124789;2276;223;;23;1080;481;1;2.85;1;33.11;1;33.69;0;;1;20.01;1;1
PSY2;2020;450011507;450011507;42;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;3460;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY2;2020;450018924;450015409;312;;;;;;;;;;;;;26578;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;460785090;460785090;6932;36;2;7;0;123;235;36;2;8;0;128;250;26645;2730;365;88;0;5847;9839;6411;4;0;0;0;93;178;63468;446;1;2;0;659;1929;1;0.43;1;80.53;1;31.17;0;;0;;0;0
PSY2;2020;470000563;470000381;11297;204;4;2;36;223;242;77;4;3;40;189;222;51155;12114;266;43;383;7817;5553;13560;1136;45;11;0;256;264;122897;3724;73;60;94;1524;997;1;0.5;1;42.59;1;60.64;0;;0;;0;0
PSY2;2020;480000058;480780147;3616;7;0;0;3;63;19;5;0;0;5;64;19;23218;596;0;0;;2470;305;3515;19;0;0;0;137;28;40792;281;0;0;18;1716;355;1;0.85;1;40.28;1;20.85;0;;0;;0;0
PSY2;2020;490000106;490000163;13298;143;10;1;25;351;295;151;5;1;29;396;366;69959;7788;820;50;180;9910;9302;4895;74;73;0;0;20;18;155349;1810;139;1;1;276;166;1;0;1;2.3;1;29.25;0;;0;;0;0
PSY2;2020;490000247;490000130;273;;;;;;;;;;;;;11358;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;490000635;490000676;5677;13;;;;174;10;23;;;;357;10;20188;453;;;;3413;;3948;39;;;;1585;;54640;9;;;;118;10;1;1;1;9.99;1;2.28;0;;0;;0;0
PSY2;2020;490001765;490528452;2312;31;1;;;53;;39;2;;;61;;3245;1094;44;;;839;;1456;89;;;;43;;15534;214;;;;116;;1;0.48;1;1.1;1;3.29;0;;0;;0;0
PSY2;2020;490002979;490535705;145;;;;;;;;;;;;;19208;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;500000575;500000245;7010;16;;;;67;48;17;;;;75;62;19625;2451;;;;1708;2548;15534;83;;;;222;268;59993;185;;;;304;169;1;;1;8.12;1;4.65;0;;0;;0;0
PSY2;2020;500010384;500010384;15737;24;5;3;10;229;110;24;5;3;10;229;110;54842;2840;829;54;31;6159;2541;11837;66;99;0;0;263;42;96409;560;36;22;0;290;167;1;1.56;0;;1;17.62;0;;0;;0;0
PSY2;2020;510000219;510000052;14820;209;26;;13;398;85;190;28;;15;432;86;71839;22068;4068;;249;19980;3637;12405;638;;;25;507;117;223827;2753;182;;4;1887;227;1;0.48;1;18.82;1;12.37;1;89.66;1;10.37;0;0
PSY2;2020;510000284;920035599;461;;;;;;;;;;;;;14389;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;
PSY2;2020;510000813;510000854;48;;;;;;;;;;;;;9597;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;510002447;510000029;2841;;;1;;;;;;1;;;;2849;;;19;;;;1046;;;;;;;27183;;;;;;;0;;0;;1;29;0;;0;;0;0
PSY2;2020;510025091;510000052;1680;17;;;;154;35;17;;;;168;37;882;4;;;;232;42;;;;;;;;2084;14;;;;2;;;;;;;;;;;;;
PSY2;2020;510025471;750720575;35;;;;;;;;;;;;;5995;;;;;;;;;;;;;;;;;;;;;0;;0;;1;35.5;0;;0;;0;0
PSY2;2020;520000076;520780081;5640;41;3;0;0;153;185;33;3;0;0;128;169;33977;1317;689;;;4376;4880;6428;215;38;;;100;80;66354;604;87;;;1142;999;1;;0;;1;83.82;0;;0;;0;0
PSY2;2020;530000017;530000025;;10;;;;39;9;;;;;;;5337;663;;;;1780;121;2112;917;;;;1244;303;6840;300;;;;1016;148;1;;0;;0;;0;;0;;0;0
PSY2;2020;530000124;530000249;495;;;;;;;;;;;;;20698;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;530000173;530000074;2674;17;0;0;0;46;13;17;0;0;0;46;13;23381;2526;0;0;0;1473;309;7414;353;0;0;0;71;282;23554;783;0;0;0;450;777;1;0.65;0;;0;;0;;0;;0;0
PSY2;2020;530000264;530000371;434;9;1;0;1;73;18;14;1;0;1;61;10;20719;727;2;0;2;3116;405;6944;5;0;0;0;0;0;49270;84;5;0;0;163;5;1;0.34;0;;0;;0;;0;;0;
PSY2;2020;540001070;540000767;167;4;;;;4;;4;;;;1;;7557;24;;;;160;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;0;0
PSY2;2020;540001096;570010181;180;15;;;;48;19;15;;;;48;19;2509;262;;;;1030;227;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0;0
PSY2;2020;540006830;540000767;2545;10;;;;10;;4;;;;5;;;;;;;;;565;63;;;;97;;23797;573;;;;516;;;;;;;;0;;0;;0;0
PSY2;2020;540014073;540000056;25296;76;5;0;118;310;271;86;5;0;134;373;314;71686;4157;777;0;4224;13598;9248;8851;39;0;0;0;148;54;222392;182;3;0;106;309;310;1;4.8;1;43.78;1;90.18;0;;0;;1;0
PSY2;2020;550000186;550006795;536;;;;;;;;;;;;;1189;;;;;;;1171;;;;;;;3623;;;;;;;1;0.3;0;;1;2;0;;0;;0;
PSY2;2020;550000251;550000095;4257;26;1;;11;175;35;30;1;;11;180;35;27804;2328;357;;17;7074;1417;5838;14;;;;936;29;35750;258;;;;2011;227;1;0.18;1;0.8;1;;0;;0;;0;0
PSY2;2020;550003362;550006795;1603;37;;;23;44;17;61;;;0;208;42;4418;1364;;;;1818;581;821;42;;;;637;;7335;208;;;75;787;207;1;0.2;0;;0;;0;;0;;0;0
