BOR;AN;nofinesset;nofinessej;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43;PSY_A44
PSY2;2015;920001096;;646;;;;;;;;;;;;;26426;;;;;;;3887;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2015;920002177;920804465;8841;65;4;5;0;258;121;40;1;3;0;243;98;25723;2448;324;300;0;8163;4609;681;30;8;0;0;69;35;132887;717;25;84;0;1755;850;1;0.85;0;;1;25.86;0;;0;;;
PSY2;2015;920007408;950140012;120;4;;;;28;14;4;;;;31;16;5398;7;;;;635;327;;;;;;;;;;;;;;;0;;0;;;;0;;0;;;
PSY2;2015;920007549;920007499;408;;;;;;;;;;;;;23123;;;;;;;2831;;;;;;;;;;;;;;0;;1;49.86;0;;0;;0;;;
PSY2;2015;920027711;940140049;430;43;4;18;;248;119;45;4;18;;264;125;18786;3463;559;530;;10569;7233;;39;;;;147;;;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2015;920100047;750712184;3625;69;;;;167;4;1785;;;;1851;12;12361;2689;;;;5539;235;3855;309;;;;226;;19970;1721;;;;1688;7;1;1;1;0.3;1;4.5;0;;0;;;
PSY2;2015;920100062;750712184;3306;19;3;0;0;152;43;308;43;0;0;2868;504;15164;1137;11;;;5736;1548;8706;623;198;;;1120;158;23289;286;40;;;2634;435;0;;1;24.86;0;;0;;0;;;
PSY2;2015;920120011;750821092;212;;;;;;;;;;;;;5826;;;;;;;;;;;;;;7889;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;920140019;750005068;1115;20;3;;;63;24;20;3;;;57;23;9568;1966;800;;;2556;1566;4393;575;0;;;269;179;7149;104;9;;;50;57;0;;0;;0;;0;;0;;;
PSY2;2015;920140027;750720575;1072;;;;;;;;;;;;;27229;;;;;;;6257;;;;;;;9082;;;;;;;0;;0;;;;0;;0;;;
PSY2;2015;920170024;940809452;73;;;;;;;;;;;;;;;;;;;;9216;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;920170081;750721391;196;;;;;;;;;;;;;284;;;;;;;17846;;;;;;;168;;;;;;;;;;;;;;;;;;
PSY2;2015;920170115;920718053;101;;;;;;;;;;;;;8919;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;920310026;920001070;459;;;;;;;;;;;;;21349;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;920310034;920001088;455;0;0;0;0;0;0;;;;;;;13231;;;;;;;0;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;920310059;920001104;416;;;;;;;;;;;;;13827;;;;;;;6219;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;920690278;920718202;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;
PSY2;2015;920811635;780140059;3112;;0;9;;1;;;;;;;;5987;;;456;;;;7284;;;;;;;38645;;;27;;1;;0;;0;;1;2.87;0;;0;;;
PSY2;2015;930000336;930110069;3838;43;4;;4;173;20;68;4;;6;185;22;27945;313;29;;29;1260;146;10847;122;11;;11;489;57;48875;548;51;;51;2203;255;1;3;0;;1;;0;;0;;;
PSY2;2015;930000344;930140025;29352;364;31;5;11;992;661;295;26;;11;820;712;109635;16700;1692;247;206;28002;16384;50252;83;7;0;0;874;56;441796;3075;778;0;1;3542;1610;1;6.83;1;4.04;1;97.4;0;;0;;;
PSY2;2015;930001433;930110051;3975;;;;;;;;;;;;;;;;;;;;1492;;;;;;;48006;;;;;;;0;;0;;1;81.37;0;;0;;;
PSY2;2015;930004288;750720922;32;;;;;;;;;;;;;;;;;;;;4224;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;930020920;750043408;556;;;;;6;;;;;;;;33457;;;;;595;;3532;;;;;54;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;930100037;750712184;3207;;;;;;;;;;;;;;;;;;;;1144;;;;;;;17065;;;;;;;;;0;;1;14.5;0;;0;;;
PSY2;2015;930310016;440052041;990;4;;;;141;24;;;;;;;52850;184;;;;7740;1290;;;;;;;;;;;;;;;0;;0;;;;0;;0;;;
PSY2;2015;930703921;750721334;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;;0;;0;;0;;0;;;
PSY2;2015;930817465;930712716;60;;;;;;;;;;;;;7260;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;;;0;;;
PSY2;2015;940000573;940110018;1842;;;4;;;;;;4;;;;1892;;;231;;;;2492;;;;;;;25591;;;;;;;1;1;0;;1;12.07;0;;0;;;
PSY2;2015;940000599;940110042;2423;14;1;0;0;34;6;15;1;0;0;35;6;7024;1257;0;0;0;712;129;2415;0;0;0;0;0;0;14648;289;32;0;0;7;0;1;;1;;0;;0;;0;;;
PSY2;2015;940000607;940140015;2347;;;41;;;;;;;;;;11822;;;1613;;;;8852;;;511;;;;25000;;;0;;;;0;0;0;0;0;0;0;0;0;0;;
PSY2;2015;940000615;940140023;6447;225;;;;520;215;140;8;;;421;206;42989;10493;;;;17303;7518;12954;1523;;;;1073;141;66862;2776;;;;2413;658;1;1.6;0;;0;;0;;0;;;
PSY2;2015;940000631;940140049;1082;186;35;30;166;653;391;188;35;30;176;711;433;51816;24372;8596;1072;14139;25312;15956;24801;1769;302;;;849;637;;;;;;;;1;2;1;3;0;;1;142.19;1;;;
PSY2;2015;940016868;940016819;5664;22;1;;;62;35;;;;;;;6930;296;74;;;955;395;11490;;;;;;;106325;;;;;;;0;;;;;;0;;0;;;
PSY2;2015;940021157;750005068;339;;;;;;;;;;;;;;;;;;;;6728;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2015;940100027;750712184;6685;43;;;;324;23;354;;;;853;52;21867;2804;;;;15775;593;7053;117;;;;184;0;38883;302;;;;359;28;1;2;0;;0;;0;;0;;;
PSY2;2015;940100035;750712184;346;;;;;;;;;;;;;6127;;;;;;;2234;;;;;;;666;;;;;;;0;;1;27.5;0;;0;;0;;;
PSY2;2015;940100043;750712184;3226;;;;;;;;;;;;;13550;;;;;;;1555;;;;;;;8753;;;;;;;1;;0;;0;;0;;0;;;
PSY2;2015;940100068;750712184;1328;11;;;;66;22;205;;;;544;129;12036;328;;;;2045;1150;811;24;;;;21;;10282;194;;;;458;98;1;0.25;0;;0;;0;;0;;;
PSY2;2015;940120017;750821092;61;;;;;;;;;;;;;2107;;;;;;;;;;;;;;3762;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;940170012;940000672;59;;;;;;;;;;;;;;;;;;;;11246;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;940170137;750721391;68;;;;;;;;;;;;;110;;;;;;;8356;;;;;;;219;;;;;;;0;;;;;;;;;;;
PSY2;2015;940310014;940000979;1216;;;;;;;;;;;;;46399;;;;;;;1607;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;940310022;940022163;1319;;;;;;;;;;;;;36924;;;;;;;2807;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;940715170;;621;;;;;;;;;;;;;;;;;;;;;;;;;;;10475;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;940721400;;3404;;;;;;;;;;;;;8279;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;1;;0;;;
PSY2;2015;940807654;;54;;;;;;;;;;;;;5731;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950000307;950110015;342;28;;;;127;22;28;;;;127;22;8286;784;;;;3556;616;;;;;;;;;;;;;;;1;2;0;;1;30.63;0;;0;;;
PSY2;2015;950000315;950001370;300;24;;;;96;20;;;;;;;11572;2044;;;;3341;564;9319;371;246;;;78;47;23713;231;;;;232;12;1;;0;;1;;0;;0;;;
PSY2;2015;950000323;950013870;5202;46;;;1;213;29;;;;;;;28372;2927;;;25;8935;1934;9280;1012;;;;251;8;48476;135;;;;387;8;1;2.5;1;20;1;19.8;0;;0;;;
PSY2;2015;950000331;950110049;5047;38;4;2;1;178;63;52;4;2;1;232;79;20818;2931;124;15;10;6364;3222;37146;865;73;0;0;860;91;49686;91;0;6;0;456;200;1;;1;1;1;;0;;0;;;
PSY2;2015;950000364;950110080;;43;2;;;150;24;43;2;;;150;24;;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;0;;0;;;
PSY2;2015;950000398;950140012;441;84;15;;;269;133;85;15;;;284;142;22007;7282;2687;;;11211;5522;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950002568;750043994;2101;;;;;10;1;;;;;;;97113;;;;;301;29;6216;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950006908;750719270;194;;;;;;;;;;;;;22138;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950150052;750720575;234;;;;;;;;;;;;;16456;;;;;;;922;;;;;;;236;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2015;950170019;950003319;20;;;;;;;;;;;;;3713;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950300301;950000562;596;;;;;;;;;;;;;11535;;;;;;;2144;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950310029;950008938;484;;;;;;;;;;;;;24041;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;950787119;950802405;22;;;;;;;;;;;;;3239;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;970100111;970100343;278;;;;;;;;;;;;;8361;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;970100251;970100467;302;;;;;;;;;;;;;14070;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;970100400;970100186;905;84;;;;;;;;;;;;78;49;;;;;;0;;;;;;;827;35;;;;;;1;4;1;0.1;1;1;0;;0;;;
PSY2;2015;970100442;970100228;3968;59;2;1;1;382;17;48;3;0;1;436;8;13918;3125;158;1;69;10442;315;7045;50;0;0;0;44;0;35803;375;2;4;0;912;62;1;;0;;0;;0;;0;;;
PSY2;2015;970100475;970100277;5855;91;6;5;14;501;39;116;6;5;15;633;40;22677;3486;1401;93;157;13413;703;;;;;;350;;51189;395;101;0;0;1488;39;1;0.8;0;;0;;0;;1;19.76;;
PSY2;2015;970200069;970202180;574;102;10;0;9;409;226;118;1;;15;395;252;49658;10544;3509;;343;11251;7746;;;;;;;;131422;883;55;;;1038;1;1;2;1;60;1;13;1;27;0;;;
PSY2;2015;970209714;970210225;378;;;;;;;;;;;;;15608;;;;;;;3446;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;970211215;970211207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;0;;0;;0;;1;;;
PSY2;2015;970300026;970302022;524;43;;;19;143;119;;;;;;;17818;522;;;220;749;679;;;;;;;;;;;;;;;1;9.9;0;;1;;0;;0;;;
PSY2;2015;970300083;970302121;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;;
PSY2;2015;970400016;970411005;2281;49;2;7;14;488;301;;;;;;;49091;4757;378;135;214;10873;7868;;;;;;;;;;;;;;;1;8.64;1;2.7;1;10.01;0;;1;29.93;;
PSY2;2015;970400057;970408589;10128;35;2;;;230;24;;;;;;;26938;1426;28;;;5407;264;4238;44;11;;;166;;59024;;;;;;;1;4;1;3;1;12.5;0;;0;;;
PSY2;2015;970408753;970408746;530;;;;;;;;;;;;;20969;;;;;;;4971;;;;;;;;;;;;;;0;;0;;;;0;;0;;;
PSY2;2015;970467155;970467148;589;;;;;;;;;;;;;24304;;;;;;;6657;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2015;980500011;980500003;98;14;0;0;0;57;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;0;;0;;0;;;
PSY2;2014;010000495;010783009;16363;86;7;2;33;676;176;92;3;2;29;542;154;79245;6316;776;68;349;43908;6145;17304;438;0;0;0;887;102;165914;1291;41;3;27;8409;903;1;2.3;1;7.09;0;;1;26.97;0;;;
PSY2;2014;020000386;020000600;1116;;;;;;;;;;;;;28409;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;020000543;020000295;2216;83;3;0;45;198;165;79;3;0;59;179;151;179185;8561;730;0;562;9398;5783;18561;408;0;0;0;104;45;150598;1001;0;0;0;1259;690;0;;0;;0;;0;;0;;;
PSY2;2014;020004156;590805065;426;;;;;;;;;;;;;19173;;;;;;;3370;;;;;;;;;;;;;;0;;1;21;0;;0;;0;;;
PSY2;2014;020006664;020000063;3501;36;0;0;0;126;30;79;0;0;0;223;96;13034;2575;0;0;0;3539;915;12458;1229;0;0;0;631;503;32841;34;0;0;0;33;0;1;1;0;;0;;0;;0;;;
PSY2;2014;030000061;030780092;4516;33;1;2;;130;18;86;1;1;;240;30;57512;2330;21;14;;5467;513;13710;233;;;;314;13;52758;50;22;4;;300;59;1;;1;;1;;1;;0;;;
PSY2;2014;030000087;030780118;;;;;;;;;;;;;;33562;1556;;;;6368;;44216;;;;;332;;60623;47;;;;1007;;1;9.41;1;39.22;1;5.08;0;;0;;;
PSY2;2014;030000160;030780282;725;;;;;;;;;;;;;123379;;;;;;;;;;;;;;23789;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;030781637;030780100;1115;17;;;;131;0;23;;;;;;11151;1888;;;;3254;;8607;177;;;;25;;28873;342;;;;2350;;1;;1;;1;;0;;0;;;
PSY2;2014;040000911;040788879;2190;53;2;0;0;123;67;;;;;;;37478;2082;66;;;2636;891;;;;;;;;17967;397;0;;;719;310;0;;1;31.62;1;17.68;0;;0;;;
PSY2;2014;050000132;050007145;2850;12;4;1;;52;49;12;4;;;54;51;33680;577;491;1;;1756;1394;3241;;;;;22;;40430;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;050000231;050000116;812;;;;;;;;;;;;;6466;;;;;;;3106;;;;;;;11759;;;;;;;;;;;;;;;;;;
PSY2;2014;050000454;050000645;109;;;;;;;;;;;;;9808;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2014;050000991;050000546;320;;;;;;;;;;;;;12920;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;060000478;060780897;1638;30;15;1;13;78;0;15;3;0;0;113;0;5940;630;273;0;0;3032;0;1810;0;0;0;0;0;0;16624;195;40;1;22;134;0;1;;0;;0;;0;;;;;
PSY2;2014;060000510;060780954;6119;41;0;0;0;242;16;22;0;0;0;145;8;22044;1320;0;0;0;5017;212;5648;0;0;0;0;136;0;36833;146;0;0;0;521;19;1;5.5;0;;0;;0;;0;;;
PSY2;2014;060000544;060780988;546;39;;;3;253;13;42;;;4;290;13;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;
PSY2;2014;060780442;060000213;590;;;;;;;;;;;;;17668;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;060780525;060000247;757;;;;;;;;;;;;;22032;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;060780541;060000262;711;;;;;;;;;;;;;23649;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;060780749;060000395;348;;;;;;;;;;;;;13661;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;060780996;630786754;2000;170;9;30;54;718;59;193;10;32;70;843;62;83462;15342;820;693;2216;28701;2143;31245;702;1;;1418;252;8;154521;2917;48;20;1314;2624;59;;;1;44.24;1;21.61;1;25.92;1;23.35;;
PSY2;2014;060781929;060000858;825;;;;;;;;;;;;;27339;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;060785003;060785011;323;34;;;;113;9;34;;;;128;10;11673;769;;;;6382;639;4354;0;;;;31;0;17325;169;;;;655;8;0;;0;;0;;0;;0;;;
PSY2;2014;060800174;;3987;;;1;;;;;;1;;;;5427;;;14;;;;10311;;;;;;;44250;;;;;;;1;;0;;1;36.5;;;;;;
PSY2;2014;070780317;630786754;12484;77;3;1;11;260;205;82;3;1;13;261;219;56563;4130;117;25;62;12196;4771;23305;323;;;;1364;403;117439;574;21;;16;2593;653;1;0.96;1;28.3;0;;0;;0;;;
PSY2;2014;080000318;080000086;1396;47;;2;;256;284;30;;2;;214;147;61427;1450;;18;;6668;3272;19714;128;;;;599;168;63501;404;0;0;;1105;829;1;0.38;0;;1;3.35;0;;0;;;
PSY2;2014;090000183;090781816;6928;94;0;2;1;214;121;;;;;;;19638;2705;0;11;0;4991;4445;4862;97;0;0;0;198;5;5476;1066;0;0;1;2418;36;1;;1;;0;;0;;0;;;
PSY2;2014;100000108;100000033;5313;53;;1;20;190;43;26;;1;23;210;47;61879;5870;;21;284;9226;1678;16042;1221;;;;1106;13;62694;;;;;;;1;3.2;1;71.35;1;7.48;0;;0;;;
PSY2;2014;110002953;110780137;2809;20;;;;79;;22;;;;86;;10618;1205;;;;3396;;7076;;;;;;;19365;;;;;;;1;1.5;0;;1;;0;;0;;;
PSY2;2014;110780152;110000064;543;;;;;;;;;;;;;21666;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;110786324;;8450;53;3;;8;253;10;61;3;;8;287;10;59139;2934;855;;87;12204;520;14890;;;;;26;;61736;258;;;;315;;1;1.5;1;3;1;;0;;0;;;
PSY2;2014;120000039;120780044;1730;;;;;;;;;;;;;1507;;;;;;;3374;;;;;;;17101;;;;;;;;;;;;;;;;;;
PSY2;2014;120004569;120004528;2673;;;;;;;;;;;;;7040;;;;;;;8033;;;;;;;37149;;;;;;;1;5.8;0;;1;3.9;0;;0;;;
PSY2;2014;120780283;630786754;8415;69;2;5;232;259;171;31;;1;1;221;157;73184;2079;724;2;3;9181;3799;13433;181;;;;410;172;107579;376;;11;1101;2827;490;0;;1;;0;;0;;0;;;
PSY2;2014;130000235;130780554;9888;123;28;2;25;354;87;124;28;2;31;392;90;52488;8883;2908;32;535;16913;3275;26360;544;52;;;1709;53;148624;4671;336;4;127;11193;1367;1;0.4;0;;1;25.86;0;;0;;;
PSY2;2014;130000433;130781131;18438;99;9;2;40;516;196;192;13;7;59;628;254;84048;5216;900;272;848;17547;8217;23109;475;42;;;1262;107;179825;692;145;2;30;1942;375;1;;1;;1;;0;;0;;;
PSY2;2014;130002496;130786494;1453;50;4;1;15;182;104;81;5;1;23;218;118;35006;2919;300;28;215;5220;2399;31619;300;133;;;624;19;119341;312;93;30;1;1180;350;1;1.66;1;7.5;1;9.88;0;;0;;;
PSY2;2014;130002827;130789274;411;16;1;1;;63;2;17;;;;65;2;6760;1422;120;31;;2477;411;2015;;;;;;;42946;150;1;;;218;;0;;0;;1;;0;;0;;;
PSY2;2014;130780273;130000151;268;;;;;;;;;;;;;18252;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130781065;130000417;539;;;;;;;;;;;;;27211;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130781594;130010648;117;;;;;;;;;;;;;37076;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130783236;130786049;7456;67;3;0;24;281;93;69;3;0;27;310;100;25052;2189;232;0;359;6749;2655;10828;158;30;0;5;191;25;40136;;;;;;;1;;0;;0;;0;;;;;
PSY2;2014;130783764;750043994;2291;;;;;;;;;;;;;51728;;;;;;;2725;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130784234;130786049;12372;47;2;0;22;135;56;49;2;0;28;143;62;43095;2507;248;0;345;4078;2458;16646;0;0;0;0;57;0;81459;;;;;;;0;;0;;1;;1;;0;;;
PSY2;2014;130784291;130001696;561;;;;;;;;;;;;;32287;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;;
PSY2;2014;130784549;130001811;84;;;;;;;;;;;;;30660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2014;130784606;130001860;1135;;;;;;;;;;;;;69864;;;;;;;3315;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130784697;130001902;260;;;;;;;;;;;;;34721;;;;;;;5369;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130786015;130002322;235;;;;;;;;;;;;;29023;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130786742;750821092;171;2;0;0;0;0;0;0;0;0;0;0;0;4930;2;0;0;0;0;0;0;0;0;0;0;0;0;4225;0;0;0;0;0;0;1;3.5;0;;0;;0;;0;;;
PSY2;2014;130786890;130001688;108;;;;;;;;;;;;;1291;;;;;;;3097;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130786973;130002702;262;;;;;;;;;;;;;27188;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130790157;130789316;5512;66;2;0;5;262;22;;;;;;;16274;976;133;0;14;8133;434;14140;488;0;0;0;1018;5;65066;86;1;0;2;2419;28;1;5.4;0;;1;1.1;0;;0;;;
PSY2;2014;130798002;130004807;904;;;;;;;;;;;;;69187;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130804032;;57;;;;;;;;;;;;;4146;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;130806011;130001183;362;;;;;;;;;;;;;24242;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;140000209;140000100;1004;35;3;;;97;14;;;;;;;;7;1;;;33;6;;218;2;;;64;8;;;;;;;;1;;0;;1;;1;;0;;;
PSY2;2014;140000233;140000118;34;;;;;;;;;;;;;;;;;;;;2194;;;;;;;374;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;140000324;140026279;31;;;;;;;;;;;;;1127;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;140000373;140000159;2568;16;0;0;1;74;5;;;;;;;9185;883;0;0;0;1057;0;3277;2;0;0;0;123;0;21496;89;0;0;1;88;23;1;;0;;1;;0;;0;;;
PSY2;2014;140000456;140000316;12173;185;9;0;52;265;104;192;9;0;78;281;118;77673;15157;799;0;366;9856;2279;25756;3499;14;0;1;861;68;98387;2903;87;0;99;1554;245;1;3.8;;;1;17.23;0;;1;;;
PSY2;2014;140004136;140000092;2000;25;;;;51;2;;;;;;;7102;458;;;;872;145;3298;31;;;;69;;16503;478;;;;77;;1;0.3;0;;0;;0;;0;;;
PSY2;2014;140004383;140000100;1435;;;;;;;;;;;;;2681;;;;;;;2817;;;;;;;8311;;;;;;;1;1;0;;1;32.3;0;;0;;;
PSY2;2014;150000040;150780096;4462;28;;2;10;161;46;;;;;;;24221;865;;18;;8541;2689;13773;52;;;;2902;407;50909;577;;;17;1868;76;1;;1;1.4;1;2;0;;0;;;
PSY2;2014;150780773;150780088;862;9;;;;28;;10;;;;37;;5230;99;;;;1553;;801;433;;;;976;;6492;129;;;;473;;1;0.01;0;;0;;0;;0;;;
PSY2;2014;150780823;150780096;155;1;;;;;;;;;;;;1241;;;;;;;14562;79;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2014;150782944;150002566;67;;;;;;;1;;;;;;9021;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;160000345;160000501;1138;115;5;0;11;257;137;118;5;0;12;263;144;54702;5174;771;0;46;8876;3747;;;;;;;;62380;1696;7;0;0;1405;843;1;1.21;1;1;1;40.17;0;;0;;;
PSY2;2014;160008231;160001038;566;;;;;;;;;;;;;13785;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;170000103;170780175;1209;19;;1;;62;10;;;;;;;10480;1086;;23;;4280;507;1540;;;;;;;5335;;;;;;;1;;0;;1;24.08;0;;0;;;
PSY2;2014;170020994;170780175;3665;9;;;;13;1;;;;;;;;;;;;;;6120;11;;;;114;1;38052;;;;;691;;1;;0;;1;15.32;0;;0;;;
PSY2;2014;170780282;170000186;552;;;;;;;;;;;;;20527;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;170780290;170000194;553;;;;;;;;;;;;;20261;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;170782981;170023279;2896;38;3;;18;392;46;4;8;;25;329;39;72595;1960;711;;235;15409;1474;28932;582;;;;790;48;84139;274;946;;1965;2632;117;1;;1;4.92;1;31.02;0;;0;;;
PSY2;2014;170783146;170780050;1454;16;1;;3;73;35;25;1;;3;79;43;15450;1683;13;;21;1901;931;17576;391;81;;;368;214;;;;;;;;1;;1;6.29;1;4.87;0;;0;;;
PSY2;2014;170784086;330785072;28;;;;;;;;;;;;;3820;;;;;;;;;;;;;;;;;;;;;0;;0;;1;22.86;0;;0;;;
PSY2;2014;180000176;180001158;2317;42;;;4;192;71;42;;;4;218;74;179210;3158;;;25;8463;1655;22965;265;;;;948;41;;;;;;;;1;0.3;1;;1;;0;;0;;;
PSY2;2014;180000382;180008518;402;;;;;;;;;;;;;10925;;;;;;;827;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;180004533;580780971;10;;;;;;;;;;;;;;;;;;;;1253;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;190000026;190000059;2032;8;;;7;66;5;;;;;;;7769;133;;;7;1183;66;6019;;;;;9;;13443;34;;;;98;;0;;0;;0;;0;;0;;;
PSY2;2014;190000091;190000075;835;;;;;;;;;;;;;5313;;;;;;;3128;;;;;;;5527;;;;;;;1;2;0;;0;;0;;0;;;
PSY2;2014;190000117;;739;92;4;;35;60;42;;;;;;;27039;11580;202;;1988;3387;2134;2336;31;;;;;;17198;667;;;;90;463;0;;1;36.58;0;;1;93.35;0;;;
PSY2;2014;190011601;190000042;838;14;;;;111;17;14;;;;111;17;15032;;;;;;;7005;;;;;;;;;;;;;;1;;1;2.5;0;;0;;0;;;
PSY2;2014;210780425;210781282;67;;;;;;;;;;;;;5222;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;;
PSY2;2014;210781621;210780581;3747;2;;;;62;13;2;;;;70;13;17569;;;;;;;3811;;;;;;;13630;;;;;;;1;1;1;1;0;;0;;0;;;
PSY2;2014;210987558;210780581;1071;;;;;;;;;;;;;3173;;;;;;;1037;;;;;;;9723;;;;;;;;;0;;1;;0;;0;;;
PSY2;2014;210987632;210780607;11869;27;1;1;17;330;152;28;1;1;23;368;162;82144;2032;294;22;204;6729;2500;22223;42;;;;55;;140167;11;;;;67;;1;1;1;39.22;1;6.49;0;;1;12.21;;
PSY2;2014;210987699;210780706;2614;41;;;1;85;;28;;;;71;;7360;1183;;;;1638;;2703;59;;;;22;;14082;85;;;2;40;;1;4.79;0;;1;5.3;0;;0;;;
