BOR;AN;nofinesset;nofinessej;STRUCTURE;CONS_PSY_INT;ACT_INF_INT;CONS_MED_INT;CONS_MED_INT_HORSPSY;CONS_MED_INT_PSY;CONS_IDE_INT;CONS_TOT_INT;CAS_RSP_INT;FILACT_INT;dt_NOUV_INT;CONS_PSY_EXT;ACT_INF_EXT;CONS_MED_EXT;CONS_MED_EXT_HORSPSY;CONS_MED_EXT_PSY;CONS_IDE_EXT;CONS_TOT_EXT;CAS_RSP_EXT;FILACT_EXT;dt_NOUV_EXT;CONS_PSY18;ACT_INF18;CONS_MED18;CONS_MED18_HORSPSY;CONS_MED18_PSY;CONS_IDE18;CONS_TOT18;CAS_RSP18;FILACT18;dt_NOUV18;SEJ;HOSP;CAS_RCP;EFFPL_PM;EFFPL_PMDOU;EFFPL_IDE;EFFPL_IDEDOU;EFFPL_PSY;EFFPL_PNMAUT;EFFPA_PM;EFFPA_PMDOU;EFFPA_IDE;EFFPA_IDEDOU;EFFPA_PSY;EFFPA_PNMAUT;EFFPA1_PM;EFFPA1_PMDOU;EFFPA1_IDE;EFFPA1_IDEDOU;EFFPA1_PSY;EFFPA1_PNMAUT;EFFPA2_PM;EFFPA2_PMDOU;EFFPA2_IDE;EFFPA2_IDEDOU;EFFPA2_PSY;EFFPA2_PNMAUT;EFFPA3_PM;EFFPA3_PMDOU;EFFPA3_IDE;EFFPA3_IDEDOU;EFFPA3_PSY;EFFPA3_PNMAUT;ETP_PM;ETP_PMDOU;ETP_IDE;ETP_IDEDOU;ETP_PSY;ETP_PNMAUT
DOULEUR;2016;850009630;850000035;Consultation;;;0;;;;;;;;158;93;511;511;;;;;279;;;;0;;;;;;;;0;0;;;;;;1;1;;1;1;1;;;;;;;;;;;;;;;;;;;;;;0.2;0.5;0.5;0.2;0.2
DOULEUR;2016;860000223;860014208;Centre;;106;27;25;2;;;;23;14;;1026;8091;7747;344;;;47;2434;1269;;16;56;56;;;;3;29;18;4513;699;189;1;1;4;;;4;7;1;2;;;3;;;;;;;;;;;;;;;;;;;4.08;1.67;5.2;;;4.3
DOULEUR;2016;870000064;870000015;Centre;18;306;275;151;124;;;;18;18;598;1376;3571;3389;182;;;;1386;796;0;518;133;133;;;;;;;0;0;79;4;3;1;1;1;1;1;0;;;;1;;;;;;;;;;;;;;;;;;;3.13;3;1.33;1;1;1.1
DOULEUR;2016;880006663;880007059;Consultation;3;98;121;121;;;;;;;923;1087;1523;1523;;;;318;812;318;;;0;;;;;;;;0;0;;;;;;;;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;0.85;;0.5;0.56
DOULEUR;2016;890975527;890000037;Consultation;;;0;;;;;;;;;;1478;1478;;;;;;289;;;0;;;;;;;;0;0;;;;;;;;1;1;1;;1;1;;;;;;;;;;;;;;;;;;;0.5;0.5;0.4;;0.75;0.8
DOULEUR;2016;890975550;890970569;Consultation;;267;0;;;;;;;;92;;1540;1540;;;;19;809;421;;;11;11;;;;;11;11;0;0;19;4;2;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;0.73;0.53;;;0.19;0.8
DOULEUR;2016;900000167;900000365;Centre;;365;886;886;;;;64;239;193;968;3568;4997;4997;;;;580;1191;580;;9;34;34;;;;;;;1;0;150;2;;3;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;2.1;;3.3;;1;
DOULEUR;2016;910000306;910110063;;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;
DOULEUR;2016;910020254;910002773;Consultation;0;142;25;25;;;;;;;0;260;775;775;;;;;;;0;;0;;;;;;;;0;0;;0;0;1;0;0;0;2;2;0;0;0;0;;;;;;;;;;;;;;;;;;;0.55;0.55;1;0;0;0
DOULEUR;2016;920000460;750813321;Consultation;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;3;;2;;;5;1;;1;;;;;;;;;;;;;;;;;;;;;;0.67;;1;;;0.85
DOULEUR;2016;920000650;920150059;Consultation;793;402;1380;1380;;;;22;;;;;2435;2435;;;;;1249;745;0;;0;;;;;;;;0;0;;4;2;5;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;3.23;2;4.2;2;1.2;2.73
DOULEUR;2016;920100013;750712184;Centre;;;0;;;;;;;;450;2629;6891;6733;158;;;222;1955;1213;;;0;;;;;;;;302;176;222;2;2;1;1;1;2;7;3;0;0;0;0;;;;;;;;;;;;;;;;;;;4.6;3;1;1;1;2
DOULEUR;2016;920301033;920001062;Consultation;224;0;439;439;0;;;;;;;;0;;;;;;;;;;0;;;;;;;;0;0;;;;;;;;12;1;;;1;;;;;;;;;;;;;;;;;;;;5.45;0.17;;;0.23;
DOULEUR;2016;930100037;750712184;Consultation;0;34;0;;0;;;;;;217;74;752;752;;;;20;697;193;11;2;10;10;;;;;2;2;0;0;0;;;1;1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;1;1;0.6;1
DOULEUR;2016;940000649;940150014;Consultation;;;672;672;;;;;153;102;593;131;1828;1805;23;;;93;622;217;;;0;;;;;;;;0;0;465;1;;1;;;;2;1;;;1;3;;;;;;;;;;;;;;;;;;;1.05;0.4;0.5;;0.8;1.2
DOULEUR;2016;940000664;940160013;Centre;462;512;1957;1878;79;;;624;465;263;924;1537;1929;1771;158;;;312;929;283;140;200;416;316;100;;;50;120;80;274;140;936;2;2;3;3;;3;6;3;;;2;2;;;;;;;;;;;;;;;;;;;3.9;2.9;3;3;1.5;3.3
DOULEUR;2016;940100027;750712184;Centre;0;197;127;127;;;;197;;;223;0;2923;2923;;;;1400;1461;1400;0;0;0;;;;;;;;0;0;60;1;;1;;;;7;;;;1;3;;;;;;;;;;;;;;;;;;;4.3;;1;;0.15;1.2
DOULEUR;2016;940100043;750712184;;572;3807;3832;3832;;;;;;;665;76;2666;2190;476;;;90;1822;350;;;448;448;;;;;;;42;17;90;2;1;1;;1;1;5;1;2;;2;0;;;;;;;;;;;;;;;;;;;3.2;1.5;1.97;;2;1
DOULEUR;2016;950000307;950110015;Consultation;;171;64;64;;;;;;;318;72;2210;2210;;;;168;976;395;;;0;;;;;;;;0;0;168;1;0;0;0;0;0;1;0;1;1;1;3;;;;;;;;;;;;;;;;;;;1.3;0;0.6;0.6;0.6;1.4
DOULEUR;2016;950000323;950013870;Consultation;;;0;;;;;;167;;285;160;1242;1242;;;;169;422;274;;;0;;;;;;;;48;37;169;2;;2;2;;;5;1;;;2;2;;;;;;;;;;;;;;;;;;;2.93;0.1;2;2;0.79;0.6
DOULEUR;2016;950000331;950110049;Consultation;;;13;13;0;;;;;;446;382;1386;1386;0;;;;497;290;0;0;0;0;0;;;0;0;0;0;0;56;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;;
DOULEUR;2016;950000364;950110080;Consultation;;132;22;22;;;;;;;245;275;1027;945;82;;;220;402;220;0;0;138;138;0;;;;80;;0;0;;0;0;1;1;0;0;9;5;0;0;1;2;;;;;;;;;;;;;;;;;;;0.9;0.55;0.5;0.5;0.5;0.82
DOULEUR;2016;970100020;970100152;Consultation;;;0;;;;;;;;;209;149;149;;;;;63;40;;;0;;;;;;;;0;0;;;;;;;;1;;1;;1;1;;;;;;;;;;;;;;;;;;;0.2;;0.2;;0.2;0.2
DOULEUR;2016;970100442;970100228;Consultation;472;240;192;192;;;;;192;183;72;96;1164;1164;;;;;434;131;;18;20;20;;;;;;;0;0;;2;2;3;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3;3;1;
DOULEUR;2016;970211215;970211207;Centre;;;0;;;;;;;;;;445;445;;;;;;;;;0;;;;;;;;0;0;;4;;1;;;4;;;;;;;;;;;;;;;;;;;;;;;;;2.87;;1;;;3.5
DOULEUR;2016;970400024;970408589;Consultation;13;287;354;354;;;;;130;125;281;907;1308;1308;;;;;531;373;6;41;87;87;;;;;39;19;0;0;;1;1;1;1;;1;2;2;1;1;1;;;;;;;;;;;;;;;;;;;;1.17;1.17;1.5;1.5;0.5;1
DOULEUR;2016;970400065;970421038;Consultation;;;0;;;;;;;;466;;1369;1369;;;;292;385;161;2;;5;5;;;;;;;0;0;292;;0;0;0;0;1;4;1;0;0;1;1;;;;;;;;;;;;;;;;;;;1;0.8;0;0;0.5;1.5
DOULEUR;2016;970400081;970408589;Centre;;;0;;;;;;;;278;1571;2940;2940;;;;;866;;;;141;141;;;;;63;;0;0;10;2;2;1;1;;;1;;;;1;2;;;;;;;;;;;;;;;;;;;1.7;1.6;1;1;0.5;0.3
DOULEUR;2016;970462107;970400305;Centre;;;0;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;1057;219;;;;2;;;1;2;;;;1;;;;;;;;;;;;;;;;;;;;1;;2;;0.5;1
DOULEUR;2014;010000024;010780054;Consultation;53;41;62;;;;;;62;62;452;205;723;;;;;;391;50;;;;;;;;;;;0;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;;;;;
DOULEUR;2014;020000162;020000063;Consultation;0;22;22;;;;;;22;22;767;541;1631;;;;;;664;337;2;3;3;;;;;;3;3;39;;;0;0;;;;1;3;1;;;;0;;;;;;;;;;;;;;;;;;;0.9;0.4;;;;1
DOULEUR;2014;020000394;020000253;Consultation;;;310;;;;;;;;320;324;915;;;;;;298;197;;;0;;;;;;;;199;;;1;1;;;;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;0.5;0.5;;;;0.5
DOULEUR;2014;020000519;020000261;Consultation;715;1037;2772;;;;;;;;;;3806;;;;;;1221;672;;;25;;;;;;13;8;0;;;;;;;;2;7;7;;;;1;;;;;;;;;;;;;;;;;;;1.28;1.28;;;;2.5
DOULEUR;2014;020001061;020004404;Consultation;;;105;;;;;;;;196;;525;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.7;;;;;0.35
DOULEUR;2014;030000061;030780092;Centre;0;135;13;;;;;;98;90;0;1017;1010;;;;;;458;243;0;0;0;;;;;;0;0;0;;;1;1;;;;1;1;1;;;;1;;;;;;;;;;;;;;;;;;;0.9;0.9;;;;1.2
DOULEUR;2014;030000087;030780118;Consultation;;28;10;;;;;;625;;101;314;1237;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;0.95;0.95;;;;
DOULEUR;2014;040000911;040788879;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;050000348;050002948;Consultation;;;;;;;;;;;274;880;756;;;;;;346;166;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;060000510;060780954;Consultation;574;0;751;;;;;;262;;;;;;;;;;;;;;;;;;;;;;172;;;4;3;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;4.7;3;;;;
DOULEUR;2014;060788957;060785011;;30;250;605;;;;;;455;455;1095;2043;7855;;;;;;3100;1576;;;;;;;;;;;1960;;;6;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;6.76;;;;;
DOULEUR;2014;090000175;090781774;Consultation;0;29;8;;;;;;30;;195;458;397;;;;;;259;126;1;0;0;;;;;;1;1;0;;;;;;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;;0.51;0.51;;;;0.64
DOULEUR;2014;100000090;100000017;Centre;;;;;;;;;;;653;2022;1589;;;;;;816;388;0;0;0;;;;;;0;0;0;;;2;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1.05;0.4;;;;
DOULEUR;2014;110000023;110780061;Consultation;;;71;;;;;;63;61;;;829;;;;;;349;280;;;;;;;;;;;0;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;0.57;0.07;;;;
DOULEUR;2014;110000056;110780137;Consultation;0;22;18;;;;;;;18;200;540;865;;;;;;400;198;40;12;0;;;;;;0;0;0;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;
DOULEUR;2014;120000039;120780044;;25;48;51;;;;;;63;;490;474;654;;;;;;289;332;;;4;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;120004569;120004528;Consultation;;;;;;;;;;;237;305;345;;;;;;123;61;;;;;;;;;;;0;;;;;;;;;2;1;;;;1;;;;;;;;;;;;;;;;;;;0.25;0.15;;;;0.6
DOULEUR;2014;120004668;120004619;Consultation;;;;;;;;;2;;238;351;380;;;;;;100;32;;;;;;;;;;;0;;;1;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;0.63;0.33;;;;0.8
DOULEUR;2014;130000409;130041916;Consultation;728;1669;1881;;;;;;406;;548;509;2891;;;;;;868;413;;;;;;;;;;;467;;;2;1;;;;1;6;;;;;;;;;;;;;;;;;;;;;;;;2.36;1;;;;1
DOULEUR;2014;130001225;130782634;Consultation;588;1343;1220;;;;;;579;480;489;242;1344;;;;;;491;169;;;;;;;;;;;0;;;;;;;;;3;3;;;;2;;;;;;;;;;;;;;;;;;;0.5;0.5;;;;1
DOULEUR;2014;130001647;130784127;Consultation;92;;;;;;;;;;158;;616;;;;;;;;;;;;;;;;;;0;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;;
DOULEUR;2014;130043664;130002157;Consultation;51;135;131;;;;;;66;50;7;;466;;;;;;233;30;;;;;;;;;;;0;;;;;;;;;2;2;;;;1;;;;;;;;;;;;;;;;;;;1.6;1.6;;;;0.8
DOULEUR;2014;130783293;130786049;Centre;402;2735;7012;;;;;;2093;1526;;;;;;;;;;;;;;;;;;;;;552;;;3;2;;;;;4;2;;;;;;;;;;;;;;;;;;;;;;;3.7;3;;;;
DOULEUR;2014;130784051;130037823;Consultation;;;;;;;;;;;;;156;;;;;;61;54;;;;;;;;;;;0;;;;2;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;2
DOULEUR;2014;130784903;130002041;Centre;98;73;;;;;;;;;;;1464;;;;;;997;;;;;;;;;;;;0;;;;;;;;2;8;2;;;;;;;;;;;;;;;;;;;;;;;6;1;;;;2
DOULEUR;2014;130785652;130014228;Consultation;74;40;184;;;;;;119;76;299;354;1602;;;;;;1041;671;;;;;;;;;;;257;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;1.7;;;;;
DOULEUR;2014;140000027;140000035;Consultation;38;555;504;;;;;;200;124;397;542;1265;;;;;;496;221;1;4;5;;;;;;3;2;0;;;2;2;;;;1;0;0;;;;2;;;;;;;;;;;;;;;;;;;1.56;2;;;;1.5
DOULEUR;2014;140000555;140000639;Consultation;;210;310;;;;;;198;38;199;322;1170;;;;;;487;257;;;;;;;;;;;0;;;3;2;;;;1;3;1;;;;;;;;;;;;;;;;;;;;;;;1.08;1;;;;1
DOULEUR;2014;140004383;140000100;Centre;3;37;62;;;;;;56;54;513;717;3727;;;;;;1023;646;2;22;816;;;;;;254;185;0;;;1;1;;;;1;7;7;;;;2;;;;;;;;;;;;;;;;;;;2.56;2.56;;;;1.94
DOULEUR;2014;140016759;140003146;Consultation;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;;;
DOULEUR;2014;140024886;140000092;Centre;6;374;615;;;;;;210;96;446;862;2405;;;;;;650;231;;7;7;;;;;;;;191;;;3;1;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;1.7;1;;;;
DOULEUR;2014;150000040;150780096;Consultation;34;;;;;;;;;;260;0;819;;;;;;459;410;;;;;;;;;;;0;;;;;;;;;2;1;;;;1;;;;;;;;;;;;;;;;;;;0.5;0.2;;;;0.1
DOULEUR;2014;160000253;160000451;Consultation;;;;;;;;;;;34;186;727;;;;;;370;196;;;2;;;;;;2;2;0;;;3;3;;;;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;0.5;0.5;;;;0
DOULEUR;2014;160013207;160001632;Consultation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;0.83;0.57;;;;
DOULEUR;2014;170000087;170023279;Consultation;49;692;277;;;;;;153;144;614;96;1306;;;;;;498;264;;2;;;;;;;;;0;;;3;3;;;;1;2;2;;;;;;;;;;;;;;;;;;;;;;;2.28;2.28;;;;1
DOULEUR;2014;170000152;170780225;Consultation;;;;;;;;;;;;;208;;;;;;;;;;;;;;;;;;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;
DOULEUR;2014;180000010;180000028;Consultation;94;53;79;;;;;;;;1095;737;2066;;;;;;1592;357;;;;;;;;;;;0;;;2;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1.3;;;;;1
DOULEUR;2014;190000018;190000042;Consultation;;;;;;;;;;;256;177;218;;;;;;139;70;;;;;;;;;;;0;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;0.2;;;;
DOULEUR;2014;210987558;210780581;Consultation;;;100;;;;;;;;;1733;3219;;;;;;;;;;;;;;;;;;0;;;4;2;;;;3;6;;;;;;;;;;;;;;;;;;;;;;;;1.5;0.7;;;;1.2
DOULEUR;2014;210987731;210780417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;342;;;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;5;;;;
DOULEUR;2014;220000012;220000020;Consultation;199;522;1026;;;;;;532;357;0;98;241;;;;;;182;115;1;0;8;;;;;;6;5;0;;;1;1;;;;0;2;0;;;;2;;;;;;;;;;;;;;;;;;;0.81;0.64;;;;1.6
DOULEUR;2014;220000095;220000046;Consultation;;250;10;;;;;;;;;53;372;;;;;;;115;;;;;;;;;;;0;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;;;;
DOULEUR;2014;220012884;220000103;Consultation;;;;;;;;;;;206;207;1226;;;;;;773;377;;;;;;;;;;;;;;1;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;;;;
DOULEUR;2014;230000820;230780041;Consultation;;;;;;;;;;;188;507;719;;;;;;;192;4;;;;;;;;;;0;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;;;;
DOULEUR;2014;240000372;240000059;Consultation;;;9;;;;;;9;1;;;47;;;;;;34;23;;;0;;;;;;0;0;0;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0.25;0.25;;;;1
DOULEUR;2014;240000489;240000117;Centre;15;88;132;;;;;;116;106;802;1019;1011;;;;;;378;287;10;2;6;;;;;;4;3;0;;;;;;;;;4;4;;;;;;;;;;;;;;;;;;;;;;;1.09;1.09;;;;
DOULEUR;2014;250000114;900000365;Centre;;;1002;;;;;;;;300;2612;2932;;;;;;811;295;3;;9;;;;;;;;79;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;250000700;250000452;Consultation;;64;135;;;;;;97;90;602;671;;;;;;;630;;;;;;;;;;;;0;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1.05;;;;;
DOULEUR;2014;250006954;250000015;Centre;8;4;244;;;;;;;;671;505;3076;;;;;;1430;824;;;174;;;;;;;;1222;;;1;1;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;2.21;1.41;;;;
DOULEUR;2014;260000013;260000021;Centre;136;154;76;;;;;;;;1107;1397;1651;;;;;;684;384;7;5;12;;;;;;4;3;0;;;0;0;;;;;4;2;;;;3;;;;;;;;;;;;;;;;;;;1.3;0.9;;;;1.5
DOULEUR;2014;270000359;270023724;Consultation;226;1231;1413;;;;;;552;313;;1;814;;;;;;405;222;;;;;;;;;;;0;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.58;;;;;
DOULEUR;2014;270000458;270023724;Consultation;5;267;241;;;;;;132;120;;0;255;;;;;;113;60;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;280000084;280000183;Consultation;37;527;34;;;;;;31;30;589;710;1189;;;;;;517;347;1;8;8;;;;;;8;3;0;;;1;;;;;;4;4;;;;1;;;;;;;;;;;;;;;;;;;1.3;0.8;;;;0.5
DOULEUR;2014;280504267;280000134;Consultation;26;58;33;;;;;;29;24;739;712;1336;;;;;;677;393;45;3;20;;;;;;8;6;0;;;;;;;;1;5;5;;;;1;;;;;;;;;;;;;;;;;;;1.27;1.27;;;;1
DOULEUR;2014;290000025;290020700;Consultation;0;138;37;;;;;;34;32;390;468;1411;;;;;;660;379;0;0;3;;;;;;3;3;0;;;3;3;;;;1;3;1;;;;1;;;;;;;;;;;;;;;;;;;0.85;0.55;;;;0.8
DOULEUR;2014;290000033;290021542;Consultation;146;105;513;;;;;;178;127;0;0;27;;;;;;24;24;1;0;3;;;;;;3;3;0;;;1;1;;;;2;2;2;;;;0;;;;;;;;;;;;;;;;;;;0.5;0.5;;;;0.4
DOULEUR;2014;290000728;750821092;Consultation;2;;64;;;;;;19;;102;;436;;;;;;253;;;;;;;;;;;;0;;;2;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;0.5;0.3;;;;
DOULEUR;2014;290004324;290000017;;;226;244;;;;;;118;;;919;3303;;;;;;1416;;;;203;;;;;;74;;318;;;9;5;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2.6;2;;;;1
DOULEUR;2014;300000023;300780046;Consultation;;;;;;;;;;;;;179;;;;;;114;112;;;2;;;;;;1;0;0;;;2;1;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;1.6;0.6;;;;
DOULEUR;2014;300780152;300000114;Consultation;1467;2961;917;;;;;;209;94;;1104;2049;;;;;;273;;;;259;;;;;;;;0;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;;;;1
DOULEUR;2014;300782117;300780038;Centre;3;;555;;;;;;389;323;732;;6745;;;;;;2279;1493;5;;767;;;;;;37;31;3043;;;3;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;3.4;2;;;;
DOULEUR;2014;310000310;310780671;Consultation;;;;;;;;;;;454;568;1769;;;;;;442;184;;;;;;;;;;;0;;;2;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;2.8;;;;;0.18
DOULEUR;2014;310016977;310781406;Centre;363;3500;221;;;;;;51;30;669;22;1351;;;;;;741;690;1032;3522;1572;;;;;;792;720;0;;;1;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1.5
DOULEUR;2014;310780259;310000096;Centre;;;242;;;;;;;;736;132;1653;;;;;;606;491;;;4;;;;;;4;;0;;;;;;;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;1;1;;;;1
DOULEUR;2014;310780283;310000112;Centre;272;527;1969;;;;;;250;180;176;165;2314;;;;;;1198;795;;;6;;;;;;6;6;0;;;1;1;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;1.5;1;;;;1.5
DOULEUR;2014;310780309;310000120;Centre;484;91;;;;;;;;;;821;4865;;;;;;1203;1068;;;2;;;;;;;;1838;;;4;4;;;;1;;;;;;4;;;;;;;;;;;;;;;;;;;4;4;;;;3
DOULEUR;2014;310781067;310788898;Consultation;1;60;210;;;;;;95;88;654;657;1160;;;;;;362;163;;;1;;;;;;;;0;;;2;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0.7;0.7;;;;0.8
DOULEUR;2014;310781125;310000419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DOULEUR;2014;310782347;310789136;Centre;105;;90;;;;;;45;;201;339;608;;;;;;359;261;;;;;;;;;;;0;;;;;;;;2;3;2;;;;;;;;;;;;;;;;;;;;;;;1.7;0.9;;;;2
DOULEUR;2014;310783048;310781406;Centre;1126;51;180;;;;;;156;175;1380;1031;3485;;;;;;1160;1289;;;;;;;;;;;0;;;1;1;;;;1;2;2;;;;1;;;;;;;;;;;;;;;;;;;2.8;2.5;;;;1.6
DOULEUR;2014;320000086;320780117;Consultation;2;2;40;;;;;;36;33;213;50;139;;;;;;108;85;8;7;6;;;;;;4;4;0;;;1;1;;;;1;0;0;;;;0;;;;;;;;;;;;;;;;;;;1;1;;;;1
DOULEUR;2014;330000555;330781204;Consultation;;81;10;;;;;;28;27;220;211;560;;;;;;203;109;;;;;;;;;2;2;0;;;2;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.4;;;;0.8
DOULEUR;2014;330000589;330027509;Consultation;0;0;9;;;;;;;;252;73;577;;;;;;;;0;0;0;;;;;;;;0;;;;;;;;1;1;1;;;;2;;;;;;;;;;;;;;;;;;;0.2;0.2;;;;0.6
DOULEUR;2014;330000597;330027509;Consultation;1;0;6;;;;;;9;3;168;48;385;;;;;;447;343;0;0;2;;;;;;;;0;;;0;0;;;;1;1;1;;;;2;;;;;;;;;;;;;;;;;;;0.3;0.3;;;;1.4
DOULEUR;2014;330000605;330781253;Consultation;2;32;58;;;;;;53;51;277;54;865;;;;;;424;236;0;0;7;;;;;;5;4;0;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;
DOULEUR;2014;330000662;330781329;Centre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16577;;;2;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;0.75
DOULEUR;2014;330781360;330781196;Centre;;;;;;;;;;;;;3200;;;;;;1547;849;;;;;;;;;;;6;;;9;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7;2.7;;;;3
DOULEUR;2014;340000033;340780055;Centre;;;184;;;;;;174;;660;1820;2283;;;;;;886;;;;2;;;;;;3;;0;;;0;0;;;;0;4;0;;;;0;;;;;;;;;;;;;;;;;;;1.02;0;;;;0
DOULEUR;2014;340000223;340011295;Consultation;8;4;91;;;;;;82;82;116;18;651;;;;;;271;143;0;0;2;;;;;;2;2;0;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1.83;;;;;
DOULEUR;2014;340780675;340000298;Centre;48;114;436;;;;;;295;238;685;167;1715;;;;;;623;480;37;3;19;;;;;;10;6;44;;;1;1;;;;0;2;1;;;;1;;;;;;;;;;;;;;;;;;;1.4;1.2;;;;0.8
DOULEUR;2014;340781608;340015171;Consultation;0;0;58;;;;;;32;32;0;0;51;;;;;;18;18;;;;;;;;;;;0;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;0.1;0.1;;;;0.05
DOULEUR;2014;340782036;340780477;Centre;;;487;;;;;;3715;3262;700;2644;3952;;;;;;14485;8311;;;;;;;;;48;44;474;;;2;2;;;;4;7;7;;;;5;;;;;;;;;;;;;;;;;;;3.9;3.9;;;;6.6
DOULEUR;2014;340785161;340780477;Centre;49;369;379;;;;;;375;;171;137;572;;;;;;242;;220;506;951;;;;;;617;;0;;;2;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1.5;1.5;;;;1
DOULEUR;2014;350000139;350001137;Centre;153;45;0;;;;;;;;593;1061;2141;;;;;;1023;;;;;;;;;;;;305;;;0;0;;;;1;4;1;;;;6;;;;;;;;;;;;;;;;;;;1.24;0.8;;;;4.66
DOULEUR;2014;350000147;350000022;Consultation;;;20;;;;;;;;347;855;1485;;;;;;698;439;;;20;;;;;;10;;368;;;1;1;;;;;1;1;;;;1;;;;;;;;;;;;;;;;;;;0.7;0.7;;;;0.75
