BOR;AN;nofinesset;nofinessej;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2018;010789006;210012290;122BA;;;;0;0;;;;7;;
DIALYSE;2018;010789006;210012290;TOT;0;;;;;;;;;;
DIALYSE;2018;020000162;020000063;112BA;;;;30;126;19393;;;;;
DIALYSE;2018;020000162;020000063;TOT;0;;;;;;1829;2;;93;0
DIALYSE;2018;020000394;020000253;112AX;;;;2;0;104;;;;;
DIALYSE;2018;020000394;020000253;112BA;;;;12;41;5990;;;;;
DIALYSE;2018;020000394;020000253;1130X;;;;8;23;0;;;;;
DIALYSE;2018;020000394;020000253;1140X;;;;12;10;;;;;;
DIALYSE;2018;020000394;020000253;1150A;;;;1;1;;;;;;
DIALYSE;2018;020000394;020000253;TOT;0;;;;;;417;1;;17;2
DIALYSE;2018;020000519;020000261;112AX;;;;8;16;12;;;;;
DIALYSE;2018;020000519;020000261;112BA;;;;15;68;9479;;;;;
DIALYSE;2018;020000519;020000261;1140X;;;;11;8;;;;;;
DIALYSE;2018;020000519;020000261;TOT;0;;;;;;613;;;;
DIALYSE;2018;020001772;590799995;1130X;;;;12;47;7066;;;;;
DIALYSE;2018;020001913;590799995;1130X;;;;6;23;3529;;;;;
DIALYSE;2018;020001913;590799995;1140X;;;;6;10;1592;;;;;
DIALYSE;2018;020006441;590799995;1130X;;;;8;12;2085;;;;;
DIALYSE;2018;020006441;590799995;1140X;;;;6;5;690;;;;;
DIALYSE;2018;020012860;590799995;112AX;;;;1;0;107;;;;;
DIALYSE;2018;020012860;590799995;1130X;;;;16;74;11043;;;;;
DIALYSE;2018;020016242;590799995;1130X;;;;8;32;4754;;;;;
DIALYSE;2018;020017075;590799995;1140X;;;;8;7;834;;;;;
DIALYSE;2018;030000061;030780092;112BA;;;;12;46;6941;;;;;
DIALYSE;2018;030000061;030780092;TOT;0;;;;;;426;1;;28;
DIALYSE;2018;030000079;030780100;112BA;;;;12;50;6672;;;;;
DIALYSE;2018;030000079;030780100;122AX;;;;1;4;;;;102;;
DIALYSE;2018;030000079;030780100;122BA;;;;2;1;;;;46;;
DIALYSE;2018;030000079;030780100;TOT;0;;;;;;700;;;26;
DIALYSE;2018;030000087;030780118;112BA;;;;8;36;6567;;;;;
DIALYSE;2018;030000087;030780118;1130X;;;;4;46;3744;;;;;
DIALYSE;2018;030000087;030780118;1140X;;;;6;25;2423;;;;;
DIALYSE;2018;030000087;030780118;1150A;;;;4;1;1850;;;;;
DIALYSE;2018;030000087;030780118;1210;;;;;10;;;;16704;;
DIALYSE;2018;030000087;030780118;121AA;;;;;8;;;;13168;;
DIALYSE;2018;030000087;030780118;121CA;;;;7;2;;;;3536;;
DIALYSE;2018;030000087;030780118;122AX;;;;7;0;;;;500;;
DIALYSE;2018;030000087;030780118;122BA;;;;7;10;;;;705;;
DIALYSE;2018;030000087;030780118;TOT;0;;;;;;1335;;;48;18
DIALYSE;2018;030003669;630000990;112AX;;;;0;0;333;;;;;
DIALYSE;2018;030003669;630000990;1130X;;;;9;30;4096;;;;;
DIALYSE;2018;030003669;630000990;1140X;;;;4;12;2074;;;;;
DIALYSE;2018;030003669;630000990;1150A;;;;4;;1210;;;;;
DIALYSE;2018;030003669;630000990;1210;;;;;15;;;;866;;
DIALYSE;2018;030003669;630000990;121AA;;;;;13;;;;707;;
DIALYSE;2018;030003669;630000990;121CA;;;;1;2;;;;159;;
DIALYSE;2018;030003669;630000990;122AX;;;;0;0;;;;95;;
DIALYSE;2018;030003669;630000990;TOT;0;;;;;;;;;;
DIALYSE;2018;030003719;630000990;112AX;;;;0;0;193;;;;;
DIALYSE;2018;030003719;630000990;1130X;;;;8;31;3844;;;;;
DIALYSE;2018;030003768;630000990;112AX;;;;0;2;62;;;;;
DIALYSE;2018;030003768;630000990;1130X;;;;4;20;3672;;;;;
DIALYSE;2018;030003768;630000990;1140X;;;;6;13;2419;;;;;
DIALYSE;2018;030003768;630000990;1150A;;;;4;0;1326;;;;;
DIALYSE;2018;030003768;630000990;1210;;;;;48;;;;2389;;
DIALYSE;2018;030003768;630000990;121AA;;;;;39;;;;1887;;
DIALYSE;2018;030003768;630000990;121CA;;;;0;9;;;;502;;
DIALYSE;2018;030003768;630000990;TOT;0;;;;;;;;;;
DIALYSE;2018;040003113;330029208;1130X;;;;8;8;1235;;;;;
DIALYSE;2018;040784860;330029208;112BA;;;;24;98;13764;;;;;
DIALYSE;2018;040784860;330029208;1130X;;;;8;32;4503;;;;;
DIALYSE;2018;040784860;330029208;1150A;;;;1;1;262;;;;;
DIALYSE;2018;040784860;330029208;TOT;1;2;40;;;;0;1;;;
DIALYSE;2018;040787541;330029208;1130X;;;;3;3;508;;;;;
DIALYSE;2018;040787541;330029208;1140X;;;;5;5;780;;;;;
DIALYSE;2018;050000231;050000116;112BA;;;;8;25;3414;;;;;
DIALYSE;2018;050000231;050000116;1130X;;;;3;2;323;;;;;
DIALYSE;2018;050000231;050000116;1140X;;;;3;3;470;;;;;
DIALYSE;2018;050000231;050000116;TOT;0;;;;;;115;;;;
DIALYSE;2018;050000348;050002948;112AX;;;;1;0;6;;;;;
DIALYSE;2018;050000348;050002948;112BA;;;;12;53;7040;;;;;
DIALYSE;2018;050000348;050002948;122AX;;;;;1;;;;0;;
DIALYSE;2018;050000348;050002948;122BA;;;;0;0;;;;1;;
DIALYSE;2018;050000348;050002948;TOT;0;;;;;;260;1;;15;1
DIALYSE;2018;050003359;380793802;1130X;;;;1;1;323;;;;;
DIALYSE;2018;050003359;380793802;1140X;;;;2;3;470;;;;;
DIALYSE;2018;050006022;380793802;1130X;;;;6;20;2604;;;;;
DIALYSE;2018;050006022;380793802;1140X;;;;2;5;892;;;;;
DIALYSE;2018;050006022;380793802;1210;;;;;1;;;;65;;
DIALYSE;2018;050006022;380793802;121AA;;;;;1;;;;65;;
DIALYSE;2018;050006022;380793802;TOT;0;;;;;;;;;;
DIALYSE;2018;060000544;060780988;112BA;;;;15;45;7779;;;;;
DIALYSE;2018;060000544;060780988;1210;;;;;0;;;;835;;
DIALYSE;2018;060000544;060780988;121AA;;;;;;;;;249;;
DIALYSE;2018;060000544;060780988;121CA;;;;1;0;;;;586;;
DIALYSE;2018;060000544;060780988;122BA;;;;1;0;;;;163;;
DIALYSE;2018;060000544;060780988;TOT;0;;;;;;702;;;26;8
DIALYSE;2018;060010949;060790540;1130X;;;;12;60;9594;;;;;
DIALYSE;2018;060019676;060790540;1130X;;;;2;8;1178;;;;;
DIALYSE;2018;060019676;060790540;1140X;;;;8;27;3993;;;;;
DIALYSE;2018;060021276;060790540;112BA;;;;15;64;9529;;;;;
DIALYSE;2018;060021276;060790540;1130X;;;;16;78;11781;;;;;
DIALYSE;2018;060021276;060790540;TOT;0;;;;;;0;;;;
DIALYSE;2018;060785003;060785011;112BA;;;;22;113;16369;;;;;
DIALYSE;2018;060785003;060785011;121CA;;;;1;;;;;0;;
DIALYSE;2018;060785003;060785011;122AX;;;;1;1;;;;3;;
DIALYSE;2018;060785003;060785011;122BA;;;;1;;;;;0;;
DIALYSE;2018;060785003;060785011;TOT;0;;;;;;900;4;;46;
DIALYSE;2018;060788957;060785011;TOT;0;;;;;;8;;;;
DIALYSE;2018;060789195;060785011;112BE;;;;3;7;380;;;;;
DIALYSE;2018;060789195;060785011;1210;;;;;2;;;;545;;
DIALYSE;2018;060789195;060785011;121CE;;;;2;2;;;;545;;
DIALYSE;2018;060789195;060785011;TOT;0;;;;;;177;;;2;
DIALYSE;2018;060791860;060790797;112AX;;;;2;0;0;;;;;
DIALYSE;2018;060791860;060790797;112BA;;;;28;171;25743;;;;;
DIALYSE;2018;060791860;060790797;1130X;;;;16;62;8341;;;;;
DIALYSE;2018;060791860;060790797;1150A;;;;1;0;0;;;;;
DIALYSE;2018;060791860;060790797;TOT;0;;;;;;0;1;;60;
DIALYSE;2018;060792090;060790540;1150A;;;;2;1;191;;;;;
DIALYSE;2018;060792090;060790540;1210;;;;;36;;;;1742;;
DIALYSE;2018;060792090;060790540;121AA;;;;;21;;;;966;;
DIALYSE;2018;060792090;060790540;121CA;;;;18;13;;;;718;;
DIALYSE;2018;060792090;060790540;121CE;;;;;2;;;;58;;
DIALYSE;2018;060792090;060790540;TOT;0;;;;;;;;;60;17
DIALYSE;2018;060792736;060790540;1140X;;;;10;36;5086;;;;;
DIALYSE;2018;060792736;060790540;VACAN;;;;;;240;;;;;
DIALYSE;2018;060792900;060790797;1140X;;;;12;20;3164;;;;;
DIALYSE;2018;060792900;060790797;TOT;0;;;;;;0;0;;4;
DIALYSE;2018;060792926;330058918;112BA;;;;19;79;12385;;;;;
DIALYSE;2018;060792926;330058918;1130X;;;;12;60;9294;;;;;
DIALYSE;2018;060792926;330058918;TOT;0;;;;;;0;0;;;
DIALYSE;2018;060801016;060790540;1140X;;;;5;18;2515;;;;;
DIALYSE;2018;070000179;070780358;112BA;;;;13;82;8023;;;;;
DIALYSE;2018;070000179;070780358;1130X;;;;8;42;4271;;;;;
DIALYSE;2018;070000179;070780358;122AX;;;;2;;;;;0;;
DIALYSE;2018;070000179;070780358;122BA;;;;2;;;;;219;;
DIALYSE;2018;070000179;070780358;TOT;0;;;;;;1581;;;;
DIALYSE;2018;070004726;380793802;112BA;;;;12;35;5144;;;;;
DIALYSE;2018;070004726;380793802;1130X;;;;6;11;1659;;;;;
DIALYSE;2018;070004726;380793802;1210;;;;;7;;;;354;;
DIALYSE;2018;070004726;380793802;121AA;;;;;5;;;;250;;
DIALYSE;2018;070004726;380793802;121CA;;;;2;2;;;;104;;
DIALYSE;2018;070004726;380793802;122AX;;;;2;0;;;;128;;
DIALYSE;2018;070004726;380793802;122BA;;;;1;0;;;;1;;
DIALYSE;2018;070004726;380793802;TOT;0;;;;;;;;;12;1
DIALYSE;2018;070786231;690796552;1140X;;;;6;11;1771;;;;;
DIALYSE;2018;070786231;690796552;TOT;0;;;;;;;1;;;
DIALYSE;2018;070786249;690796552;112AX;;;;2;2;287;;;;;
DIALYSE;2018;070786249;690796552;1140X;;;;6;12;1643;;;;;
DIALYSE;2018;070786249;690796552;1150A;;;;;2;472;;;;;
DIALYSE;2018;070786249;690796552;1210;;;;;14;;;;717;;
DIALYSE;2018;070786249;690796552;121AA;;;;;2;;;;186;;
DIALYSE;2018;070786249;690796552;121CA;;;;12;12;;;;531;;
DIALYSE;2018;070786249;690796552;TOT;0;;;;;;;;;;
DIALYSE;2018;080000425;080000615;112AX;;;;2;1;217;;;;;
DIALYSE;2018;080000425;080000615;112BA;;;;18;87;12281;;;;;
DIALYSE;2018;080000425;080000615;TOT;0;;;;;;1062;;;;
DIALYSE;2018;080005846;510000953;1140X;;;;12;9;1319;;;;;
DIALYSE;2018;080005846;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2018;080006034;510000953;1140X;;;;12;14;2267;;;;;
DIALYSE;2018;080006034;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2018;080008568;510000953;1130X;;;;11;25;3082;;;;;
DIALYSE;2018;080008568;510000953;1150A;;;;1;1;120;;;;;
DIALYSE;2018;080008568;510000953;1210;;;;;24;;;;3462;;
DIALYSE;2018;080008568;510000953;121AA;;;;;18;;;;2553;;
DIALYSE;2018;080008568;510000953;121CA;;;;6;6;;;;909;;
DIALYSE;2018;080008568;510000953;TOT;0;;;;;;;1;;12;6
DIALYSE;2018;090000175;090781774;112AX;;;;;;36;;;;;
DIALYSE;2018;090000175;090781774;112BA;;;;12;58;6805;;;;;
DIALYSE;2018;090000175;090781774;1210;;;;;3;;;;250;;
DIALYSE;2018;090000175;090781774;121AA;;;;;2;;;;236;;
DIALYSE;2018;090000175;090781774;121CA;;;;;1;;;;14;;
DIALYSE;2018;090000175;090781774;122AX;;;;;;;;;10;;
DIALYSE;2018;090000175;090781774;122BA;;;;;;;;;23;;
DIALYSE;2018;090000175;090781774;TOT;0;;;;;;962;2;;3;1
DIALYSE;2018;090002833;310000633;1130X;;;;9;22;4042;;;;;
DIALYSE;2018;090002833;310000633;1140X;;;;3;6;1455;;;;;
DIALYSE;2018;090002833;310000633;TOT;0;;;;;;0;2;;;
DIALYSE;2018;090784125;310000633;1140X;;;;6;12;1609;;;;;
DIALYSE;2018;090784125;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2018;090784679;310000633;1140X;;;;6;14;2239;;;;;
DIALYSE;2018;090784679;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2018;100000090;100000017;112AX;;;;0;2;110;;;;;
DIALYSE;2018;100000090;100000017;112BA;;;;19;74;11905;;;;;
DIALYSE;2018;100000090;100000017;1210;;;;;1;;;;46;;
DIALYSE;2018;100000090;100000017;121AA;;;;;1;;;;42;;
DIALYSE;2018;100000090;100000017;121CA;;;;0;0;;;;4;;
DIALYSE;2018;100000090;100000017;122AX;;;;0;0;;;;49;;
DIALYSE;2018;100000090;100000017;122BA;;;;0;1;;;;87;;
DIALYSE;2018;100000090;100000017;TOT;0;;;;;;1060;1;;;
DIALYSE;2018;100005958;510000953;1140X;;;;16;18;2769;;;;;
DIALYSE;2018;100005958;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2018;100006550;510000953;1130X;;;;19;46;6505;;;;;
DIALYSE;2018;100006550;510000953;1140X;;;;17;38;5608;;;;;
DIALYSE;2018;100006550;510000953;1150A;;;;1;1;141;;;;;
DIALYSE;2018;100006550;510000953;1210;;;;;17;;;;2568;;
DIALYSE;2018;100006550;510000953;121AA;;;;;13;;;;1992;;
DIALYSE;2018;100006550;510000953;121CA;;;;4;4;;;;576;;
DIALYSE;2018;100006550;510000953;TOT;0;;;;;;;1;;29;2
DIALYSE;2018;110000023;110780061;112AX;;;;3;5;393;;;;;
DIALYSE;2018;110000023;110780061;112BA;;;;24;97;12784;;;;;
DIALYSE;2018;110000023;110780061;122AX;;;;1;2;;;;90;;
DIALYSE;2018;110000023;110780061;122BA;;;;1;1;;;;39;;
DIALYSE;2018;110000023;110780061;TOT;0;;;;;;1071;2;;42;6
DIALYSE;2018;110004413;340000264;1140X;;;;10;17;2235;;;;;
DIALYSE;2018;110004421;340000264;1140X;;;;6;20;1694;;;;;
DIALYSE;2018;110004439;340000264;1140X;;;;10;0;1826;;;;;
DIALYSE;2018;110005311;340000264;112AX;;;;1;0;103;;;;;
DIALYSE;2018;110005311;340000264;1130X;;;;10;19;5603;;;;;
DIALYSE;2018;110005311;340000264;TOT;0;;;;;;0;1;;;
DIALYSE;2018;110007259;110000114;1130X;;;;8;24;3747;;;;;
DIALYSE;2018;110007259;110000114;VACAN;;;;;;312;;;;;
DIALYSE;2018;110780228;110000114;112AX;;;;2;3;434;;;;;
DIALYSE;2018;110780228;110000114;112BA;;;;20;76;11973;;;;;
DIALYSE;2018;110780228;110000114;1210;;;;;0;;;;32;;
DIALYSE;2018;110780228;110000114;121AA;;;;;0;;;;29;;
DIALYSE;2018;110780228;110000114;121CA;;;;3;0;;;;3;;
DIALYSE;2018;110780228;110000114;122AX;;;;3;0;;;;10;;
DIALYSE;2018;110780228;110000114;122BA;;;;3;22;;;;52;;
DIALYSE;2018;110780228;110000114;TOT;0;;;;;;202;1;;49;12
DIALYSE;2018;110780228;110000114;VACAN;;;;1;;402;;;;;
DIALYSE;2018;120000039;120780044;112BA;;;;16;73;10023;;;;;
DIALYSE;2018;120000039;120780044;122BA;;;;12;1;;;;376;;
DIALYSE;2018;120000039;120780044;TOT;0;;;;;;725;1;;2;2
DIALYSE;2018;120000039;120780044;VACAN;;;;2;11;;;;;;
DIALYSE;2018;120001748;340000264;112AX;;;;3;9;1569;;;;;
DIALYSE;2018;120001748;340000264;1130X;;;;9;34;4952;;;;;
DIALYSE;2018;120001748;340000264;1140X;;;;;1;154;;;;;
DIALYSE;2018;120001748;340000264;TOT;0;;;;;;0;1;;2;
DIALYSE;2018;120005228;310000633;1140X;;;;11;20;4554;;;;;
DIALYSE;2018;120005228;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2018;120787429;310000633;1140X;;;;10;17;2963;;;;;
DIALYSE;2018;120787429;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2018;120788088;310000633;1140X;;;;6;11;1546;;;;;
DIALYSE;2018;120788088;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2018;130000409;130041916;112BA;;;;16;67;9664;;;;;
DIALYSE;2018;130000409;130041916;122AX;;;;1;0;;;;1;;
DIALYSE;2018;130000409;130041916;122BA;;;;1;2;;;;27;;
DIALYSE;2018;130000409;130041916;TOT;0;;;;;;1052;2;;26;2
DIALYSE;2018;130002835;130789316;112AX;;;;1;0;0;;;;;
DIALYSE;2018;130002835;130789316;112BA;;;;12;53;7344;;;;;
DIALYSE;2018;130002835;130789316;1130X;;;;8;28;3932;;;;;
DIALYSE;2018;130002835;130789316;122AX;;;;2;0;;;;74;;
DIALYSE;2018;130002835;130789316;TOT;0;;;;;;467;1;;53;1
DIALYSE;2018;130008287;130006810;1140X;;;;18;34;5665;;;;;
DIALYSE;2018;130024268;940023591;112BA;;;;6;24;3644;;;;;
DIALYSE;2018;130024268;940023591;1130X;;;;6;29;3152;;;;;
DIALYSE;2018;130024268;940023591;TOT;0;;;;;;;2;;12;0
DIALYSE;2018;130034002;130006562;1130X;;;;8;34;5491;;;;;
DIALYSE;2018;130034044;130006562;112BA;;;;10;43;7501;;;;;
DIALYSE;2018;130034044;130006562;1130X;;;;2;11;1755;;;;;
DIALYSE;2018;130034044;130006562;TOT;0;;;;;;0;;;;
DIALYSE;2018;130034531;130006562;112BA;;;;24;136;20704;;;;;
DIALYSE;2018;130034531;130006562;1130X;;;;4;11;1295;;;;;
DIALYSE;2018;130034531;130006562;1210;;;;;3;;;;360;;
DIALYSE;2018;130034531;130006562;121AA;;;;;2;;;;240;;
DIALYSE;2018;130034531;130006562;121CA;;;;1;1;;;;120;;
DIALYSE;2018;130034531;130006562;TOT;0;;;;;;0;;;33;0
DIALYSE;2018;130034556;130016058;1140X;;;;14;14;999;;;;;
DIALYSE;2018;130034614;130006810;1140X;;;;15;42;6428;;;;;
DIALYSE;2018;130034614;130006810;1150A;;;;2;0;9;;;;;
DIALYSE;2018;130034614;130006810;1210;;;;;29;;;;1658;;
DIALYSE;2018;130034614;130006810;121AA;;;;;11;;;;705;;
DIALYSE;2018;130034614;130006810;121CA;;;;10;16;;;;913;;
DIALYSE;2018;130034614;130006810;121CE;;;;0;2;;;;40;;
DIALYSE;2018;130034614;130006810;122AX;;;;0;0;;;;134;;
DIALYSE;2018;130034614;130006810;TOT;0;;;;;;;;;23;23
DIALYSE;2018;130035223;130001415;1140X;;;;16;3;708;;;;;
DIALYSE;2018;130035959;130006810;112AX;;;;2;2;879;;;;;
DIALYSE;2018;130035959;130006810;1130X;;;;10;32;3899;;;;;
DIALYSE;2018;130036650;130016058;1140X;;;;12;24;2880;;;;;
DIALYSE;2018;130036650;130016058;VACAN;;;;;;40;;;;;
DIALYSE;2018;130037922;130037823;TOT;0;;;;;;74;;;;
DIALYSE;2018;130038003;130029218;112AX;;;;1;3;67;;;;;
DIALYSE;2018;130038003;130029218;112BA;;;;24;118;17940;;;;;
DIALYSE;2018;130038003;130029218;112BE;;;;0;0;6;;;;;
DIALYSE;2018;130038003;130029218;1130X;;;;12;57;6646;;;;;
DIALYSE;2018;130038003;130029218;1150A;;;;1;;;;;;;
DIALYSE;2018;130038003;130029218;1210;;;;;5;;;;387;;
DIALYSE;2018;130038003;130029218;121AA;;;;;2;;;;113;;
DIALYSE;2018;130038003;130029218;121CA;;;;8;3;;;;274;;
DIALYSE;2018;130038003;130029218;122AX;;;;3;3;;;;83;;
DIALYSE;2018;130038003;130029218;TOT;0;;;;;;0;;;33;0
DIALYSE;2018;130038045;130006562;1140X;;;;6;10;1471;;;;;
DIALYSE;2018;130044845;130016058;1140X;;;;12;28;4180;;;;;
DIALYSE;2018;130044845;130016058;VACAN;;;;0;;30;;;;;
DIALYSE;2018;130780521;130786049;TOT;0;;;;;;322;;;;
DIALYSE;2018;130781867;130000813;1140X;;;;20;28;4222;;;;;
DIALYSE;2018;130781867;130000813;TOT;0;;;;;;0;;;9;
DIALYSE;2018;130783236;130786049;112BA;;;;72;;28940;;;;;
DIALYSE;2018;130783236;130786049;122AX;;;;1;;;;;328;;
DIALYSE;2018;130783236;130786049;TOT;0;;;;;;2465;;;;
DIALYSE;2018;130783293;130786049;TOT;0;;;;;;1035;;;;
DIALYSE;2018;130783327;130001415;112BA;;;;39;185;23578;;;;;
DIALYSE;2018;130783327;130001415;1130X;;;;20;12;1174;;;;;
DIALYSE;2018;130783327;130001415;1140X;;;;16;15;784;;;;;
DIALYSE;2018;130783327;130001415;1150A;;;;1;1;182;;;;;
DIALYSE;2018;130783327;130001415;1210;;;;;8;;;;1105;;
DIALYSE;2018;130783327;130001415;121AA;;;;;4;;;;710;;
DIALYSE;2018;130783327;130001415;121CA;;;;1;4;;;;395;;
DIALYSE;2018;130783327;130001415;122AX;;;;1;4;;;;167;;
DIALYSE;2018;130783327;130001415;122BA;;;;1;2;;;;79;;
DIALYSE;2018;130783327;130001415;TOT;0;;;;;;295;;;208;6
DIALYSE;2018;130784481;130006562;112BA;;;;68;289;47153;;;;;
DIALYSE;2018;130784481;130006562;1130X;;;;4;9;1822;;;;;
DIALYSE;2018;130784481;130006562;1210;;;;;6;;;;410;;
DIALYSE;2018;130784481;130006562;121AA;;;;;6;;;;410;;
DIALYSE;2018;130784481;130006562;122AX;;;;1;2;;;;27;;
DIALYSE;2018;130784481;130006562;TOT;1;2;16;;;;0;;;;1
DIALYSE;2018;130802549;130006562;1150A;;;;3;4;794;;;;;
DIALYSE;2018;130804297;130786049;112BE;;;;6;4;888;;;;;
DIALYSE;2018;130804297;130786049;1210;;;;;3;;;;;;
DIALYSE;2018;130804297;130786049;121CE;;;;3;3;;;;;;
DIALYSE;2018;130804297;130786049;122AX;;;;1;;;;;0;;
DIALYSE;2018;130804297;130786049;122BE;;;;2;0;;;;;;
DIALYSE;2018;130804297;130786049;TOT;0;;;;;;72;;;9;3
DIALYSE;2018;130806029;940023591;112AX;;;;1;1;2;;;;;
DIALYSE;2018;130806029;940023591;1130X;;;;14;29;4675;;;;;
DIALYSE;2018;130806029;940023591;1140X;;;;4;8;1395;;;;;
DIALYSE;2018;130806029;940023591;TOT;0;;;;;;;1;;2;0
DIALYSE;2018;130806078;130016058;112AX;;;;2;1;193;;;;;
DIALYSE;2018;130806078;130016058;1130X;;;;24;76;10518;;;;;
DIALYSE;2018;130806078;130016058;1150A;;;;12;11;2877;;;;;
DIALYSE;2018;130806078;130016058;1210;;;;;2;;;;100;;
DIALYSE;2018;130806078;130016058;121CA;;;;1;2;;;;100;;
DIALYSE;2018;130806078;130016058;TOT;1;1;17;;;;;;;21;0
DIALYSE;2018;130806078;130016058;VACAN;;;;;0;25;;;;;
DIALYSE;2018;130806417;130006810;1140X;;;;8;10;1439;;;;;
DIALYSE;2018;130809809;130007156;112AX;;;;1;1;13;;;;;
DIALYSE;2018;130809809;130007156;112BA;;;;24;104;15216;;;;;
DIALYSE;2018;130809809;130007156;1130X;;;;12;40;5966;;;;;
DIALYSE;2018;130809809;130007156;1140X;;;;6;6;893;;;;;
DIALYSE;2018;130809809;130007156;1150A;;;;1;0;0;;;;;
DIALYSE;2018;130809809;130007156;TOT;0;;;;;;0;;;;
DIALYSE;2018;130811797;130006562;1140X;;;;6;12;1730;;;;;
DIALYSE;2018;140000027;140000035;112AX;;;;1;0;115;;;;;
DIALYSE;2018;140000027;140000035;112BA;;;;15;76;8532;;;;;
DIALYSE;2018;140000027;140000035;1130X;;;;8;4;539;;;;;
DIALYSE;2018;140000027;140000035;122AX;;;;1;0;;;;38;;
DIALYSE;2018;140000027;140000035;122BA;;;;1;0;;;;33;;
DIALYSE;2018;140000027;140000035;TOT;0;;;;;;983;1;;35;5
DIALYSE;2018;140000209;140000100;112AX;;;;2;7;848;;;;;
DIALYSE;2018;140000209;140000100;112BA;;;;24;119;14960;;;;;
DIALYSE;2018;140000209;140000100;1130X;;;;8;19;1744;;;;;
DIALYSE;2018;140000209;140000100;122AX;;;;2;2;;;;4;;
DIALYSE;2018;140000209;140000100;122BA;;;;2;9;;;;158;;
DIALYSE;2018;140000209;140000100;TOT;0;;;;;;2696;4;;95;26
DIALYSE;2018;140002254;140000852;1130X;;;;10;23;3637;;;;;
DIALYSE;2018;140002254;140000852;1140X;;;;10;42;6173;;;;;
DIALYSE;2018;140002254;140000852;1150A;;;;27;27;6661;;;;;
DIALYSE;2018;140002254;140000852;1210;;;;;63;;;;2492;;
DIALYSE;2018;140002254;140000852;121AA;;;;;48;;;;1807;;
DIALYSE;2018;140002254;140000852;121CA;;;;15;15;;;;685;;
DIALYSE;2018;140002254;140000852;TOT;0;;;;;;;;;;
DIALYSE;2018;140017237;140003278;112BA;;;;24;82;13497;;;;;
DIALYSE;2018;140017237;140003278;112BE;;;;1;1;3;;;;;
DIALYSE;2018;140017237;140003278;1130X;;;;4;12;1758;;;;;
DIALYSE;2018;140017237;140003278;TOT;0;;;;;;10;;;;
DIALYSE;2018;140027434;140000852;1140X;;;;10;11;2655;;;;;
DIALYSE;2018;140027434;140000852;1150E;;;;1;1;258;;;;;
DIALYSE;2018;140027434;140000852;1210;;;;;14;;;;715;;
DIALYSE;2018;140027434;140000852;121AA;;;;;4;;;;180;;
DIALYSE;2018;140027434;140000852;121CA;;;;10;10;;;;535;;
DIALYSE;2018;140027434;140000852;TOT;0;;;;;;;;;;
DIALYSE;2018;140028895;140000852;1140X;;;;10;22;2953;;;;;
DIALYSE;2018;150000040;150780096;TOT;0;;;;;;2;;;;
DIALYSE;2018;150001758;630000990;112AX;;;;;;47;;;;;
DIALYSE;2018;150001758;630000990;1130X;;;;4;21;3696;;;;;
DIALYSE;2018;150001758;630000990;1140X;;;;6;3;699;;;;;
DIALYSE;2018;150001758;630000990;TOT;1;1;26;;;;;;;;
DIALYSE;2018;150780732;150000271;112AX;;;;2;0;40;;;;;
DIALYSE;2018;150780732;150000271;112BA;;;;18;83;12314;;;;;
DIALYSE;2018;150780732;150000271;1140X;;;;17;11;1843;;;;;
DIALYSE;2018;150780732;150000271;TOT;0;;;;;;;;;;
DIALYSE;2018;160000253;160000451;112AX;;;;2;3;361;;;;;
DIALYSE;2018;160000253;160000451;112BA;;;;24;105;12465;;;;;
DIALYSE;2018;160000253;160000451;1150A;;;;;0;85;;;;;
DIALYSE;2018;160000253;160000451;122AX;;;;1;0;;;;33;;
DIALYSE;2018;160000253;160000451;122BA;;;;1;0;;;;73;;
DIALYSE;2018;160000253;160000451;TOT;1;2;26;;;;525;;;47;6
DIALYSE;2018;160000253;160000451;VACAN;;;;;0;14;;;;;
DIALYSE;2018;160006110;860000348;112AX;;;;1;0;0;;;;;
DIALYSE;2018;160006110;860000348;1130X;;;;13;55;7453;;;;;
DIALYSE;2018;160006110;860000348;1140X;;;;6;18;2709;;;;;
DIALYSE;2018;160006110;860000348;1150A;;;;3;1;223;;;;;
DIALYSE;2018;160006110;860000348;1210;;;;;10;;;;520;;
DIALYSE;2018;160006110;860000348;121AA;;;;;6;;;;313;;
DIALYSE;2018;160006110;860000348;121CA;;;;6;4;;;;207;;
DIALYSE;2018;160006110;860000348;TOT;0;;;;;;;;;5;5
DIALYSE;2018;160012159;860000348;112AX;;;;1;0;;;;;;
DIALYSE;2018;160012159;860000348;1130X;;;;8;22;3105;;;;;
DIALYSE;2018;160012159;860000348;1140X;;;;5;3;718;;;;;
DIALYSE;2018;170000087;170024194;112AX;;;;2;2;125;;;;;
DIALYSE;2018;170000087;170024194;112BA;;;;24;97;13621;;;;;
DIALYSE;2018;170000087;170024194;122AX;;;;1;3;;;;47;;
