BOR;AN;nofinesset;nofinessej;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2017;970403705;970463592;1130X;;;;11;51;6516;;;;;
DIALYSE;2017;970403705;970463592;1140X;;;;11;43;6355;;;;;
DIALYSE;2017;970403721;970463592;112AX;;;;2;0;85;;;;;
DIALYSE;2017;970403721;970463592;1130X;;;;28;93;12354;;;;;
DIALYSE;2017;970403721;970463592;1140X;;;;8;15;2119;;;;;
DIALYSE;2017;970403721;970463592;TOT;1;2;4;;;;;;;;
DIALYSE;2017;970403747;970463592;1140X;;;;12;32;4897;;;;;
DIALYSE;2017;970403754;970463592;112AX;;;;2;0;6;;;;;
DIALYSE;2017;970403754;970463592;1130X;;;;12;47;6063;;;;;
DIALYSE;2017;970403754;970463592;1140X;;;;12;45;6127;;;;;
DIALYSE;2017;970403762;970463592;1140X;;;;10;28;3587;;;;;
DIALYSE;2017;970403770;970463592;1140X;;;;12;46;6670;;;;;
DIALYSE;2017;970404018;970403978;112BA;;;;25;93;14099;;;;;
DIALYSE;2017;970404018;970403978;TOT;0;;;;;;1;;;;
DIALYSE;2017;970404158;970463592;112AX;;;;2;1;53;;;;;
DIALYSE;2017;970404158;970463592;112BA;;;;12;45;6918;;;;;
DIALYSE;2017;970404158;970463592;1130X;;;;12;41;6181;;;;;
DIALYSE;2017;970404158;970463592;TOT;0;;;;;;0;;;;
DIALYSE;2017;970405064;970463592;112BA;;;;29;97;13287;;;;;
DIALYSE;2017;970405064;970463592;TOT;0;;;;;;0;;;;
DIALYSE;2017;970405411;970405403;112BA;;;;28;190;28012;;;;;
DIALYSE;2017;970405411;970405403;TOT;0;;;;;;25;;;;
DIALYSE;2017;970405452;970405403;112BA;;;;25;145;22288;;;;;
DIALYSE;2017;970405452;970405403;TOT;0;;;;;;0;;;;
DIALYSE;2017;970405676;970463592;1150A;;;;3;3;730;;;;;
DIALYSE;2017;970405676;970463592;1210;;;;;65;;;;3533;;
DIALYSE;2017;970405676;970463592;121AA;;;;;24;;;;1327;;
DIALYSE;2017;970405676;970463592;121CA;;;;39;39;;;;2149;;
DIALYSE;2017;970405676;970463592;121CE;;;;2;2;;;;57;;
DIALYSE;2017;970405676;970463592;122AX;;;;2;13;;;;579;;
DIALYSE;2017;970405676;970463592;TOT;0;;;;;;;;;;
DIALYSE;2017;970406641;970463592;1140X;;;;12;21;3091;;;;;
DIALYSE;2017;970407151;970463592;112AX;;;;2;0;83;;;;;
DIALYSE;2017;970407151;970463592;1130X;;;;15;48;7097;;;;;
DIALYSE;2017;970407151;970463592;1140X;;;;14;54;8482;;;;;
DIALYSE;2017;970407151;970463592;TOT;1;2;3;;;;;;;;
DIALYSE;2017;970407722;970463600;1140X;;;;8;25;3807;;;;;
DIALYSE;2017;970409645;970463600;1140X;;;;10;15;1496;;;;;
DIALYSE;2017;970467197;970463600;1130X;;;;24;117;16038;;;;;
DIALYSE;2017;970467197;970463600;1140X;;;;8;28;4112;;;;;
DIALYSE;2017;970467197;970463600;TOT;0;;;;;;;3;;21;
DIALYSE;2017;980500763;970407250;112BA;;;;19;58;8321;;;;;
DIALYSE;2017;980500763;970407250;TOT;0;;;;;;0;;;;
DIALYSE;2017;980500920;970407250;1130X;;;;19;48;7996;;;;;
DIALYSE;2017;980501159;970407250;1130X;;;;16;12;793;;;;;
DIALYSE;2017;980501159;970407250;1140X;;;;0;30;3165;;;;;
DIALYSE;2016;010000024;010780054;112AX;;;;3;0;93;;;;;
DIALYSE;2016;010000024;010780054;112BA;;;;19;67;9756;;;;;
DIALYSE;2016;010000024;010780054;1130X;;;;12;31;4581;;;;;
DIALYSE;2016;010000024;010780054;1140X;;;;6;;1315;;;;;
DIALYSE;2016;010000024;010780054;1150A;;;;4;4;866;;;;;
DIALYSE;2016;010000024;010780054;1210;;;;;13;;;;;;
DIALYSE;2016;010000024;010780054;121AA;;;;;7;;;;;;
DIALYSE;2016;010000024;010780054;121CA;;;;;6;;;;26;;
DIALYSE;2016;010000024;010780054;122AX;;;;;3;;;;0;;
DIALYSE;2016;010000024;010780054;122BA;;;;3;2;;;;14;;
DIALYSE;2016;010000024;010780054;TOT;0;;;;;;1095;3;;25;5
DIALYSE;2016;010006526;690796552;1130X;;;;10;11;1831;;;;;
DIALYSE;2016;010006526;690796552;1140X;;;;;0;149;;;;;
DIALYSE;2016;010006526;690796552;TOT;1;1;12;;;;;1;;;
DIALYSE;2016;010780294;690000278;112AX;;;;1;1;59;;;;;
DIALYSE;2016;010780294;690000278;112BA;;;;12;48;6828;;;;;
DIALYSE;2016;010780294;690000278;1130X;;;;5;4;1460;;;;;
DIALYSE;2016;010780294;690000278;1140X;;;;6;6;814;;;;;
DIALYSE;2016;010780294;690000278;TOT;0;;;;;;0;;;;
DIALYSE;2016;010789006;210012290;112AX;;;;3;3;394;;;;;
DIALYSE;2016;010789006;210012290;1130X;;;;12;30;4579;;;;;
DIALYSE;2016;010789006;210012290;1140X;;;;6;9;1428;;;;;
DIALYSE;2016;010789006;210012290;1150A;;;;4;4;871;;;;;
DIALYSE;2016;010789006;210012290;1210;;;;;12;;;;582;;
DIALYSE;2016;010789006;210012290;121AA;;;;;4;;;;262;;
DIALYSE;2016;010789006;210012290;121CA;;;;8;8;;;;320;;
DIALYSE;2016;010789006;210012290;TOT;0;;;;;;;;;31;7
DIALYSE;2016;020000162;020000063;112BA;;;;30;118;18993;;;;;
DIALYSE;2016;020000162;020000063;TOT;0;;;;;;1930;2;;66;3
DIALYSE;2016;020000394;020000253;112AX;;;;2;0;235;;;;;
DIALYSE;2016;020000394;020000253;112BA;;;;12;44;6347;;;;;
DIALYSE;2016;020000394;020000253;TOT;0;;;;;;284;1;;18;0
DIALYSE;2016;020000519;020000261;112BA;;;;15;66;9027;;;;;
DIALYSE;2016;020000519;020000261;1140X;;;;11;11;;;;;;
DIALYSE;2016;020000519;020000261;122AX;;;;2;1;;;;1;;
DIALYSE;2016;020000519;020000261;122BA;;;;1;1;;;;3;;
DIALYSE;2016;020000519;020000261;TOT;0;;;;;;638;;;;
DIALYSE;2016;020001772;590799995;1130X;;;;8;29;4884;;;;;
DIALYSE;2016;020001772;590799995;1140X;;;;4;4;596;;;;;
DIALYSE;2016;020001913;590799995;1140X;;;;12;38;5077;;;;;
DIALYSE;2016;020006441;590799995;1130X;;;;8;11;1736;;;;;
DIALYSE;2016;020006441;590799995;1140X;;;;6;4;682;;;;;
DIALYSE;2016;020012613;590799995;1140X;;;;5;6;858;;;;;
DIALYSE;2016;020012860;590799995;1130X;;;;12;67;10067;;;;;
DIALYSE;2016;020012860;590799995;1140X;;;;4;0;5;;;;;
DIALYSE;2016;020016242;590799995;1130X;;;;8;30;3022;;;;;
DIALYSE;2016;030000061;030780092;112BA;;;;12;44;6266;;;;;
DIALYSE;2016;030000061;030780092;TOT;0;;;;;;370;1;;17;
DIALYSE;2016;030000079;030780100;112BA;;;;10;48;6098;;;;;
DIALYSE;2016;030000079;030780100;122AX;;;;1;0;;;;1;;
DIALYSE;2016;030000079;030780100;122BA;;;;2;1;;;;107;;
DIALYSE;2016;030000079;030780100;TOT;0;;;;;;698;0;;31;0
DIALYSE;2016;030000087;030780118;112BA;;;;10;42;6954;;;;;
DIALYSE;2016;030000087;030780118;1130X;;;;4;20;3559;;;;;
DIALYSE;2016;030000087;030780118;1140X;;;;6;16;2542;;;;;
DIALYSE;2016;030000087;030780118;1150A;;;;3;1;980;;;;;
DIALYSE;2016;030000087;030780118;1210;;;;;6;;;;13714;;
DIALYSE;2016;030000087;030780118;121AA;;;;;6;;;;13714;;
DIALYSE;2016;030000087;030780118;121CA;;;;;2;;;;5552;;
DIALYSE;2016;030000087;030780118;122AX;;;;3;0;;;;507;;
DIALYSE;2016;030000087;030780118;122BA;;;;1;3;;;;1097;;
DIALYSE;2016;030000087;030780118;TOT;0;;;;;;1570;;;45;14
DIALYSE;2016;030003669;630000990;112AX;;;;1;0;218;;;;;
DIALYSE;2016;030003669;630000990;1130X;;;;9;19;3581;;;;;
DIALYSE;2016;030003669;630000990;1140X;;;;4;18;2324;;;;;
DIALYSE;2016;030003669;630000990;1150A;;;;3;0;936;;;;;
DIALYSE;2016;030003669;630000990;1210;;;;;18;;;;785;;
DIALYSE;2016;030003669;630000990;121AA;;;;;15;;;;624;;
DIALYSE;2016;030003669;630000990;121CA;;;;1;3;;;;161;;
DIALYSE;2016;030003669;630000990;122AX;;;;;0;;;;35;;
DIALYSE;2016;030003669;630000990;TOT;0;;;;;;;;;;
DIALYSE;2016;030003719;630000990;112AX;;;;;;66;;;;;
DIALYSE;2016;030003719;630000990;1130X;;;;8;20;2943;;;;;
DIALYSE;2016;030003768;630000990;112AX;;;;;1;189;;;;;
DIALYSE;2016;030003768;630000990;1130X;;;;4;20;3358;;;;;
DIALYSE;2016;030003768;630000990;1140X;;;;6;15;2562;;;;;
DIALYSE;2016;030003768;630000990;1150A;;;;6;;701;;;;;
DIALYSE;2016;030003768;630000990;1210;;;;;56;;;;2774;;
DIALYSE;2016;030003768;630000990;121AA;;;;;41;;;;1966;;
DIALYSE;2016;030003768;630000990;121CA;;;;;15;;;;808;;
DIALYSE;2016;030003768;630000990;TOT;0;;;;;;;;;;
DIALYSE;2016;040003113;330029208;1130X;;;;8;11;1212;;;;;
DIALYSE;2016;040784860;330029208;112BA;;;;20;77;11142;;;;;
DIALYSE;2016;040784860;330029208;1130X;;;;8;15;2207;;;;;
DIALYSE;2016;040784860;330029208;1140X;;;;4;8;1414;;;;;
DIALYSE;2016;040784860;330029208;TOT;0;;;;;;0;1;;;
DIALYSE;2016;040785230;330029208;1150A;;;;1;1;137;;;;;
DIALYSE;2016;040787541;330029208;1130X;;;;6;0;268;;;;;
DIALYSE;2016;040787541;330029208;1140X;;;;;0;616;;;;;
DIALYSE;2016;040787541;330029208;TOT;1;2;33;;;;;;;;
DIALYSE;2016;050000231;050000116;112BA;;;;8;15;3116;;;;;
DIALYSE;2016;050000231;050000116;1140X;;;;6;;818;;;;;
DIALYSE;2016;050000231;050000116;TOT;0;;;;;;114;;;;
DIALYSE;2016;050000348;050002948;112AX;;;;1;0;49;;;;;
DIALYSE;2016;050000348;050002948;112BA;;;;12;12;6871;;;;;
DIALYSE;2016;050000348;050002948;122AX;;;;1;0;;;;0;;
DIALYSE;2016;050000348;050002948;122BA;;;;1;1;;;;0;;
DIALYSE;2016;050000348;050002948;TOT;0;;;;;;283;1;;15;1
DIALYSE;2016;050003359;380793802;1130X;;;;3;2;207;;;;;
DIALYSE;2016;050003359;380793802;1140X;;;;3;2;611;;;;;
DIALYSE;2016;050006022;380793802;1130X;;;;8;7;1039;;;;;
DIALYSE;2016;050006022;380793802;1140X;;;;8;7;1244;;;;;
DIALYSE;2016;050006022;380793802;1210;;;;;3;;;;47;;
DIALYSE;2016;050006022;380793802;121AA;;;;;2;;;;31;;
DIALYSE;2016;050006022;380793802;121CA;;;;1;1;;;;16;;
DIALYSE;2016;050006022;380793802;122BA;;;;1;1;;;;3;;
DIALYSE;2016;050006022;380793802;TOT;0;;;;;;3;;;;
DIALYSE;2016;060000544;060780988;112BA;;;;14;60;9016;;;;;
DIALYSE;2016;060000544;060780988;1210;;;;;13;;;;632;;
DIALYSE;2016;060000544;060780988;121AA;;;;;6;;;;276;;
DIALYSE;2016;060000544;060780988;121CA;;;;;7;;;;356;;
DIALYSE;2016;060000544;060780988;122AX;;;;;0;;;;10;;
DIALYSE;2016;060000544;060780988;122BA;;;;1;2;;;;59;;
DIALYSE;2016;060000544;060780988;AUTRE;;;;;;35;;;;;
DIALYSE;2016;060000544;060780988;TOT;0;;;;;;484;1;;34;9
DIALYSE;2016;060010949;060790540;1130X;;;;12;60;8457;;;;;
DIALYSE;2016;060010949;060790540;TOT;0;;;;;;0;;;60;
DIALYSE;2016;060019676;060790540;1140X;;;;5;18;2355;;;;;
DIALYSE;2016;060019676;060790540;TOT;0;;;;;;;;;72;15
DIALYSE;2016;060021276;060790540;112BA;;;;15;66;9600;;;;;
DIALYSE;2016;060021276;060790540;1130X;;;;16;78;11652;;;;;
DIALYSE;2016;060021276;060790540;TOT;0;;;;;;0;1;;72;15
DIALYSE;2016;060022845;060790797;1130X;;;;12;47;6780;;;;;
DIALYSE;2016;060785003;060785011;112BA;;;;22;116;16119;;;;;
DIALYSE;2016;060785003;060785011;121CA;;;;1;0;;;;;;
DIALYSE;2016;060785003;060785011;122AX;;;;1;4;;;;5;;
DIALYSE;2016;060785003;060785011;122BA;;;;1;1;;;;1;;
DIALYSE;2016;060785003;060785011;TOT;0;;;;;;748;4;;52;9
DIALYSE;2016;060788957;060785011;TOT;0;;;;;;18;;;;
DIALYSE;2016;060789195;060785011;112BE;;;;3;3;360;;;;;
DIALYSE;2016;060789195;060785011;TOT;0;;;;;;454;;;3;
DIALYSE;2016;060791860;060790797;112AX;;;;2;;0;;;;;
DIALYSE;2016;060791860;060790797;112BA;;;;28;170;25706;;;;;
DIALYSE;2016;060791860;060790797;TOT;0;;;;;;0;1;;68;0
DIALYSE;2016;060792090;060790540;1150A;;;;2;2;345;;;;;
DIALYSE;2016;060792090;060790540;1210;;;;;28;;;;484;;
DIALYSE;2016;060792090;060790540;121AA;;;;;21;;;;348;;
DIALYSE;2016;060792090;060790540;121CA;;;;;7;;;;136;;
DIALYSE;2016;060792090;060790540;TOT;0;;;;;;;;;;
DIALYSE;2016;060792736;060790540;1140X;;;;10;29;4064;;;;;
DIALYSE;2016;060792736;060790540;TOT;0;;;;;;;;;72;15
DIALYSE;2016;060792736;060790540;VACAN;;;;;0;601;;;;;
DIALYSE;2016;060792850;060790797;1150A;;;;1;0;0;;;;;
DIALYSE;2016;060792900;060790797;1140X;;;;12;;2617;;;;;
DIALYSE;2016;060792926;060022951;112BA;;;;19;71;11281;;;;;
DIALYSE;2016;060792926;060022951;1130X;;;;12;60;0;;;;;
DIALYSE;2016;060792926;060022951;TOT;0;;;;;;0;;;60;
DIALYSE;2016;060801016;060790540;1140X;;;;5;16;2294;;;;;
DIALYSE;2016;060801016;060790540;TOT;0;;;;;;;;;72;15
DIALYSE;2016;070000179;070780358;112BA;;;;13;48;8299;;;;;
DIALYSE;2016;070000179;070780358;1130X;;;;8;32;4534;;;;;
DIALYSE;2016;070000179;070780358;122AX;;;;2;0;;;;118;;
DIALYSE;2016;070000179;070780358;122BA;;;;2;3;;;;89;;
DIALYSE;2016;070000179;070780358;TOT;0;;;;;;1566;;;40;16
DIALYSE;2016;070004726;380793802;112BA;;;;12;31;5015;;;;;
DIALYSE;2016;070004726;380793802;1130X;;;;10;11;1610;;;;;
DIALYSE;2016;070004726;380793802;1210;;;;;8;;;;281;;
DIALYSE;2016;070004726;380793802;121AA;;;;;4;;;;123;;
DIALYSE;2016;070004726;380793802;121CA;;;;4;4;;;;158;;
DIALYSE;2016;070004726;380793802;122AX;;;;3;3;;;;86;;
DIALYSE;2016;070004726;380793802;AUTRE;;;;;1;20;;;;;
DIALYSE;2016;070004726;380793802;TOT;0;;;;;;;1;;8;1
DIALYSE;2016;070786231;690796552;1140X;;;;6;12;1644;;;;;
DIALYSE;2016;070786231;690796552;TOT;0;;;;;;;1;;;
DIALYSE;2016;070786249;690796552;112AX;;;;2;2;337;;;;;
DIALYSE;2016;070786249;690796552;1140X;;;;6;10;1614;;;;;
DIALYSE;2016;070786249;690796552;1150A;;;;;2;657;;;;;
DIALYSE;2016;070786249;690796552;1210;;;;;17;;;;;;
DIALYSE;2016;070786249;690796552;121AA;;;;;4;;;;702;;
DIALYSE;2016;070786249;690796552;121CA;;;;;13;;;;1725;;
DIALYSE;2016;070786249;690796552;TOT;0;;;;;;;;;;
DIALYSE;2016;080000425;080000615;112AX;;;;2;2;208;;;;;
DIALYSE;2016;080000425;080000615;112BA;;;;18;92;13245;;;;;
DIALYSE;2016;080000425;080000615;TOT;0;;;;;;971;2;;;
DIALYSE;2016;080005846;510000953;1140X;;;;13;11;1780;;;;;
DIALYSE;2016;080005846;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2016;080006034;510000953;1140X;;;;12;18;2577;;;;;
DIALYSE;2016;080006034;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2016;080008568;510000953;1130X;;;;10;23;3309;;;;;
DIALYSE;2016;080008568;510000953;1150A;;;;1;1;159;;;;;
DIALYSE;2016;080008568;510000953;1210;;;;;17;;;;2436;;
DIALYSE;2016;080008568;510000953;121AA;;;;;12;;;;2022;;
DIALYSE;2016;080008568;510000953;121CA;;;;5;5;;;;414;;
DIALYSE;2016;080008568;510000953;TOT;0;;;;;;;1;;15;8
DIALYSE;2016;090000175;090781774;112BA;;;;12;44;7401;;;;;
DIALYSE;2016;090000175;090781774;1210;;;;;5;;;;266;;
DIALYSE;2016;090000175;090781774;121AA;;;;;4;;;;194;;
DIALYSE;2016;090000175;090781774;121CA;;;;0;1;;;;72;;
DIALYSE;2016;090000175;090781774;122AX;;;;0;0;;;;4;;
DIALYSE;2016;090000175;090781774;122BA;;;;0;1;;;;26;;
DIALYSE;2016;090000175;090781774;TOT;0;;;;;;805;2;;0;1
DIALYSE;2016;090002833;310000633;1140X;;;;12;37;1828;;;;;
DIALYSE;2016;090002833;310000633;TOT;0;;;;;;;2;;0;
DIALYSE;2016;090003658;310000633;1130X;;;;12;37;1828;;;;;
DIALYSE;2016;090784125;310000633;1140X;;;;6;12;596;;;;;
DIALYSE;2016;090784125;310000633;TOT;0;;;;;;;1;;0;
DIALYSE;2016;090784679;310000633;1140X;;;;6;33;1433;;;;;
DIALYSE;2016;090784679;310000633;TOT;0;;;;;;;1;;0;0
DIALYSE;2016;100000090;100000017;112AX;;;;0;0;61;;;;;
DIALYSE;2016;100000090;100000017;112BA;;;;19;85;11395;;;;;
DIALYSE;2016;100000090;100000017;TOT;0;;;;;;1389;0;;;
DIALYSE;2016;100005958;510000953;1140X;;;;16;23;3647;;;;;
DIALYSE;2016;100005958;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2016;100006550;510000953;1140X;;;;19;27;3972;;;;;
DIALYSE;2016;100006550;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2016;100009133;510000953;1130X;;;;12;43;6280;;;;;
DIALYSE;2016;100009133;510000953;1150A;;;;;1;39;;;;;
DIALYSE;2016;100009133;510000953;1210;;;;;9;;;;657;;
DIALYSE;2016;100009133;510000953;121AA;;;;;7;;;;528;;
DIALYSE;2016;100009133;510000953;121CA;;;;2;2;;;;129;;
DIALYSE;2016;100009133;510000953;122AX;;;;1;40;;;;2;;
DIALYSE;2016;100009133;510000953;TOT;0;;;;;;;1;;27;10
DIALYSE;2016;110000023;110780061;112AX;;;;3;2;325;;;;;
DIALYSE;2016;110000023;110780061;112BA;;;;22;82;12549;;;;;
DIALYSE;2016;110000023;110780061;122AX;;;;1;0;;;;56;;
DIALYSE;2016;110000023;110780061;122BA;;;;1;0;;;;28;;
DIALYSE;2016;110000023;110780061;AUTRE;;;;;0;220;;;;;
DIALYSE;2016;110000023;110780061;TOT;0;;;;;;1408;2;;35;5
DIALYSE;2016;110004413;340000264;1140X;;;;10;16;2651;;;;;
DIALYSE;2016;110004421;340000264;1140X;;;;6;10;1515;;;;;
DIALYSE;2016;110004439;340000264;1140X;;;;10;16;2486;;;;;
DIALYSE;2016;110005311;340000264;112AX;;;;1;42;36;;;;;
DIALYSE;2016;110005311;340000264;1130X;;;;11;109;5212;;;;;
DIALYSE;2016;110005311;340000264;TOT;0;;;;;;;1;;17;
DIALYSE;2016;110007259;110000114;1130X;;;;8;23;3484;;;;;
DIALYSE;2016;110007259;110000114;VACAN;;;;;;254;;;;;
DIALYSE;2016;110780228;110000114;112AX;;;;4;3;458;;;;;
DIALYSE;2016;110780228;110000114;112BA;;;;20;65;12180;;;;;
DIALYSE;2016;110780228;110000114;1210;;;;;0;;;;34;;
DIALYSE;2016;110780228;110000114;121AA;;;;;;;;;25;;
DIALYSE;2016;110780228;110000114;121CA;;;;4;0;;;;9;;
DIALYSE;2016;110780228;110000114;122AX;;;;4;0;;;;12;;
DIALYSE;2016;110780228;110000114;122BA;;;;3;23;;;;52;;
DIALYSE;2016;110780228;110000114;TOT;0;;;;;;208;2;;;
DIALYSE;2016;110780228;110000114;VACAN;;;;1;;371;;;;;
DIALYSE;2016;120000039;120780044;112AX;;;;1;0;29;;;;;
DIALYSE;2016;120000039;120780044;112BA;;;;15;61;8716;;;;;
DIALYSE;2016;120000039;120780044;1150A;;;;1;0;;;;;;
DIALYSE;2016;120000039;120780044;121AA;;;;;;;;;4015;;
DIALYSE;2016;120000039;120780044;121CA;;;;4;0;;;;1460;;
DIALYSE;2016;120000039;120780044;122AX;;;;12;0;;;;0;;
DIALYSE;2016;120000039;120780044;122BA;;;;12;0;;;;250;;
DIALYSE;2016;120000039;120780044;TOT;0;;;;;;1135;1;;;2
DIALYSE;2016;120001748;340000264;1130X;;;;12;32;5017;;;;;
DIALYSE;2016;120001748;340000264;TOT;0;;;;;;;1;;5;
DIALYSE;2016;120005228;310000633;1140X;;;;12;72;3808;;;;;
DIALYSE;2016;120005228;310000633;TOT;0;;;;;;;1;;0;
DIALYSE;2016;120787254;340000264;1140X;;;;12;1;108;;;;;
DIALYSE;2016;120787429;310000633;1140X;;;;10;60;2897;;;;;
DIALYSE;2016;120787429;310000633;TOT;0;;;;;;;1;;0;
DIALYSE;2016;120788088;310000633;1140X;;;;6;34;1814;;;;;
DIALYSE;2016;120788088;310000633;TOT;0;;;;;;;1;;0;
DIALYSE;2016;130000409;130041916;112BA;;;;16;70;9811;;;;;
DIALYSE;2016;130000409;130041916;121AA;;;;;;;;;17;;
DIALYSE;2016;130000409;130041916;121CA;;;;;1;;;;76;;
DIALYSE;2016;130000409;130041916;122AX;;;;;0;;;;13;;
DIALYSE;2016;130000409;130041916;122BA;;;;1;0;;;;10;;
DIALYSE;2016;130000409;130041916;TOT;;;;;;;1036;;;28;2
DIALYSE;2016;130002835;130789316;112AX;;;;1;0;0;;;;;
DIALYSE;2016;130002835;130789316;112BA;;;;12;54;7035;;;;;
DIALYSE;2016;130002835;130789316;1130X;;;;12;17;2732;;;;;
DIALYSE;2016;130002835;130789316;122AX;;;;2;0;;;;14;;
DIALYSE;2016;130002835;130789316;TOT;0;;;;;;619;1;;48;14
DIALYSE;2016;130008287;130006810;1140X;;;;18;42;6874;;;;;
DIALYSE;2016;130024268;130006794;112AX;;;;1;0;99;;;;;
DIALYSE;2016;130024268;130006794;112BA;;;;14;22;3546;;;;;
DIALYSE;2016;130024268;130006794;1130X;;;;14;20;3536;;;;;
DIALYSE;2016;130024268;130006794;TOT;0;;;;;;;2;;16;0
DIALYSE;2016;130034002;130006562;1130X;;;;8;41;5878;;;;;
DIALYSE;2016;130034002;130006562;1140X;;;;0;;46;;;;;
DIALYSE;2016;130034044;130006562;1130X;;;;12;32;3893;;;;;
DIALYSE;2016;130034044;130006562;1140X;;;;0;14;2504;;;;;
DIALYSE;2016;130034077;130007156;1140X;;;;12;6;864;;;;;
DIALYSE;2016;130034093;130006562;1130X;;;;12;25;2928;;;;;
DIALYSE;2016;130034093;130006562;1140X;;;;;;3;;;;;
DIALYSE;2016;130034531;130006562;112BA;;;;24;95;16564;;;;;
DIALYSE;2016;130034531;130006562;1130X;;;;0;3;720;;;;;
DIALYSE;2016;130034531;130006562;1210;;;;;4;;;;112;;
DIALYSE;2016;130034531;130006562;121CA;;;;2;4;;;;112;;
DIALYSE;2016;130034531;130006562;122AX;;;;2;4;;;;35;;
DIALYSE;2016;130034531;130006562;TOT;0;;;;;;0;;;;
DIALYSE;2016;130034556;130016058;1140X;;;;12;11;1698;;;;;
DIALYSE;2016;130034556;130016058;TOT;0;;;;;;0;0;;4;0
DIALYSE;2016;130034614;130006810;1140X;;;;15;40;6105;;;;;
DIALYSE;2016;130034614;130006810;1210;;;;;32;;;;1303;;
DIALYSE;2016;130034614;130006810;121AA;;;;;14;;;;531;;
DIALYSE;2016;130034614;130006810;121CA;;;;12;16;;;;695;;
DIALYSE;2016;130034614;130006810;121CE;;;;3;2;;;;77;;
DIALYSE;2016;130034614;130006810;122AX;;;;0;0;;;;68;;
DIALYSE;2016;130034614;130006810;TOT;0;;;;;;;;;;27
DIALYSE;2016;130035215;130001415;1140X;;;;12;24;2177;;;;;
DIALYSE;2016;130035223;130001415;1140X;;;;16;7;1349;;;;;
DIALYSE;2016;130035959;130006810;1130X;;;;8;23;4016;;;;;
DIALYSE;2016;130036650;130016058;1140X;;;;12;20;2994;;;;;
DIALYSE;2016;130036650;130016058;TOT;0;;;;;;0;0;;3;
DIALYSE;2016;130037922;130037823;TOT;0;;;;;;291;;;;
DIALYSE;2016;130038003;130029218;112AX;;;;1;0;89;;;;;
DIALYSE;2016;130038003;130029218;112BA;;;;24;118;17988;;;;;
DIALYSE;2016;130038003;130029218;1130X;;;;12;31;4514;;;;;
DIALYSE;2016;130038003;130029218;1150A;;;;1;0;0;;;;;
DIALYSE;2016;130038003;130029218;1210;;;;;8;;;;192;;
DIALYSE;2016;130038003;130029218;121AA;;;;;1;;;;55;;
DIALYSE;2016;130038003;130029218;121CA;;;;8;7;;;;137;;
DIALYSE;2016;130038003;130029218;122AX;;;;3;8;;;;102;;
DIALYSE;2016;130038003;130029218;TOT;0;;;;;;0;;;62;6
DIALYSE;2016;130038045;130006562;1140X;;;;6;12;1485;;;;;
DIALYSE;2016;130044829;130016058;112AX;;;;2;2;271;;;;;
DIALYSE;2016;130044829;130016058;1150A;;;;7;7;722;;;;;
DIALYSE;2016;130044829;130016058;1210;;;;;2;;;;52;;
DIALYSE;2016;130044829;130016058;121AA;;;;;2;;;;52;;
DIALYSE;2016;130044829;130016058;122AX;;;;1;1;;;;1;;
DIALYSE;2016;130044829;130016058;TOT;0;;;;;;;;;2;
DIALYSE;2016;130780521;130786049;TOT;0;;;;;;350;;;;
DIALYSE;2016;130781867;130000813;1140X;;;;18;20;2832;;;;;
DIALYSE;2016;130781867;130000813;TOT;0;;;;;;0;;;12;
DIALYSE;2016;130783236;130786049;112BA;;;;72;186;29392;;;;;
DIALYSE;2016;130783236;130786049;122AX;;;;1;5;;;;436;;
DIALYSE;2016;130783236;130786049;TOT;0;;;;;;2925;;;113;24
DIALYSE;2016;130783327;130001415;112BA;;;;39;157;23922;;;;;
DIALYSE;2016;130783327;130001415;1130X;;;;20;15;1939;;;;;
DIALYSE;2016;130783327;130001415;1210;;;;;14;;;;712;;
DIALYSE;2016;130783327;130001415;121AA;;;;;12;;;;463;;
DIALYSE;2016;130783327;130001415;121CA;;;;1;2;;;;249;;
DIALYSE;2016;130783327;130001415;122AX;;;;1;1;;;;48;;
DIALYSE;2016;130783327;130001415;122BA;;;;1;1;;;;23;;
DIALYSE;2016;130783327;130001415;TOT;0;;;;;;395;;;;
DIALYSE;2016;130784481;130006562;112AX;;;;;;476;;;;;
DIALYSE;2016;130784481;130006562;112BA;;;;69;307;49480;;;;;
DIALYSE;2016;130784481;130006562;1130X;;;;;11;1614;;;;;
DIALYSE;2016;130784481;130006562;1210;;;;;9;;;;3431;;
DIALYSE;2016;130784481;130006562;121AA;;;;;9;;;;3431;;
DIALYSE;2016;130784481;130006562;122AX;;;;;;;;;11;;
DIALYSE;2016;130784481;130006562;TOT;1;2;20;;;;0;;;;
DIALYSE;2016;130802549;130006562;1150A;;;;;;216;;;;;
DIALYSE;2016;130804297;130786049;112BA;;;;;;157;;;;;
DIALYSE;2016;130804297;130786049;112BE;;;;6;9;925;;;;;
DIALYSE;2016;130804297;130786049;1210;;;;;3;;;;;;
DIALYSE;2016;130804297;130786049;121AE;;;;;3;;;;;;
DIALYSE;2016;130804297;130786049;121CE;;;;3;;;;;;;
