BOR;AN;nofinesset;nofinessej;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2020;330000589;330027509;GEN;672;504;1;IAO;25628;3726;4412;7105;2246;177;90;74;;9;5;;406;102;65;;5;1830;3871;2118;1955;0;
URGENCES2;2020;330000605;330781253;GEN;428;1001;1;IAO;33279;5977;9391;15635;4378;1658;311;16;10;;;;;;;;8;;8031;2943;5854;1;1
URGENCES2;2020;330058355;330781253;GEN;128;84;1;IAO;5874;1022;1709;1658;431;72;6;0;0;;;;;;;;2;;1379;964;436;0;0
URGENCES2;2020;330780263;330000134;GEN;252;668;1;IAO;24276;1512;3246;2316;604;96;;;;;;;692;168;42;;8;2928;6719;4297;2674;1;1
URGENCES2;2020;330780479;330000274;GEN;371;672;1;IAO;30120;3653;3397;3750;;;;;;;;;;;;;5;1830;8915;5900;3427;1;1
URGENCES2;2020;330780495;330796392;GEN;168;168;1;IAO;16532;2124;2850;5036;1205;271;;;;;;;846;115;71;;4;1460;4543;3282;1295;1;1
URGENCES2;2020;330780529;330796392;GEN;420;383;1;IAO;24751;3478;1421;8246;2364;84;;;;;;;869;270;14;;12;4380;5620;3044;2970;1;0
URGENCES2;2020;330780537;330000324;GEN;168;504;1;IAO;17413;3845;2158;3167;1302;66;0;0;0;0;0;0;574;82;60;;4;1464;3275;2264;1011;1;1
URGENCES2;2020;330781303;750821092;GEN;379;672;1;IAOMAO;17265;1739;423;2560;1065;9;9;4;0;;;;1856;736;16;;4;1460;2823;494;2536;1;1
URGENCES2;2020;330781352;330781196;GEN;268;942;1;IAO;17504;2659;642;7428;2241;133;;;;;;;1;;;;8;2920;2412;1327;1122;1;0
URGENCES2;2020;330781360;330781196;GEN;753;1919;1;IAO;48211;5531;2676;23462;4717;903;;;;;;;69;9;3;;9;3240;8727;5100;3640;1;0
URGENCES2;2020;330781360;330781196;PED;429;672;1;IAO;31959;;;;;;;;;;;;;;;8236;8;2920;2293;1875;418;;
URGENCES2;2020;330783648;330781196;GEN;168;336;0;;5225;902;45;3531;766;12;;;;;;;5;;;;4;1400;3483;2357;1198;0;0
URGENCES2;2020;340000033;340780055;GEN;615;1405;1;MAO;54408;6714;16010;15445;3537;2031;704;28;36;;;;;;;;6;2190;5529;2954;2691;1;1
URGENCES2;2020;340000223;340011295;GEN;544;834;1;IAOMAO;30151;4614;4240;7829;2593;478;10;1;0;0;0;0;;;;;9;3294;4440;1786;2903;1;0
URGENCES2;2020;340015502;340000512;GEN;294;588;1;IAO;23507;1697;1274;3715;1067;18;;;;;;;;392;5;;7;2555;2442;1692;767;1;1
URGENCES2;2020;340015965;340000074;GEN;252;370;1;IAO;21431;2106;3136;4241;973;147;;;;;;;480;186;7;;2;730;665;634;31;1;1
URGENCES2;2020;340022979;340000306;GEN;252;504;1;IAO;39790;1453;13793;1364;453;77;;;;;;;560;32;191;;5;1261;1259;861;406;1;1
URGENCES2;2020;340780147;340000108;GEN;168;217;1;IAO;9174;769;1977;801;;;;;;;;;;;;;2;732;425;425;0;1;1
URGENCES2;2020;340780154;340000116;GEN;168;217;1;IAO;10694;1030;1951;1092;413;31;;;;;;;;;;;2;732;376;369;7;1;1
URGENCES2;2020;340780634;340000272;GEN;336;504;1;IAO;19181;1248;7086;2037;537;365;;;;;;;;;;;10;2019;568;454;120;1;1
URGENCES2;2020;340780642;340785856;GEN;168;252;0;;10677;1291;585;1451;411;17;;;;;;;;;;;4;321;211;109;106;1;1
URGENCES2;2020;340780667;340000280;GEN;238;495;1;IAO;16384;2453;838;2673;1111;27;;;;;;;;;;;8;2920;285;110;216;1;1
URGENCES2;2020;340780717;340023225;GEN;168;168;1;IAO;11645;2795;2128;1444;609;20;;;;;;;;;;;1;365;407;225;182;1;1
URGENCES2;2020;340780725;340000330;GEN;238;406;1;IAO;21400;1574;4274;1097;348;13;;;;;;;1196;50;0;;6;2072;839;110;822;1;1
URGENCES2;2020;340785161;340780477;GEN;862;2347;1;IAOMAO;79790;9025;4567;13846;3002;473;1532;434;84;;;;973;293;0;;30;9267;8933;2654;7807;;
URGENCES2;2020;340785161;340780477;PED;310;504;1;IAO;23861;;;;;;;;;;;;;;;3891;7;2116;1130;401;768;;
URGENCES2;2020;350000121;350000303;GEN;351;790;1;IAO;34522;5143;2909;5831;206;1250;;;;;;;;;;;6;2190;934;447;510;;
URGENCES2;2020;350000147;350000022;GEN;322;509;1;IAOMAO;35294;5350;5753;14680;4098;1263;429;12;83;;;;237;75;44;;11;3874;3045;597;3379;0;1
URGENCES2;2020;350000154;350000030;GEN;453;545;1;IAO;23195;3485;5328;4892;2055;568;7;4;0;0;0;0;460;92;37;;8;2388;2018;519;1803;1;1
URGENCES2;2020;350000162;350000048;GEN;336;420;1;IAO;19434;2886;3423;6486;2056;442;227;5;1;;;;369;43;37;;4;1464;5609;3070;3009;1;1
URGENCES2;2020;350000188;350000055;GEN;336;358;1;IAO;16851;2656;3273;3944;;;;;;;;;;;;;4;1464;892;185;804;1;1
URGENCES2;2020;350000741;350005179;GEN;644;1596;1;;72883;9166;3436;18524;5167;211;;;;;;;3766;1412;113;;19;6808;7269;4205;3218;1;1
URGENCES2;2020;350005146;350000733;GEN;259;424;1;IAO;23190;2303;3651;3471;1025;109;;;;;;;152;27;5;;4;1464;478;111;367;1;1
URGENCES2;2020;350007084;350005179;PED;300;1250;1;IAO;27351;;;;;;;;;;;;;;;4408;8;2560;2161;538;2115;;
URGENCES2;2020;360000038;360000046;GEN;168;168;1;IAO;11209;1499;2280;;;;;;;;;;;;;;6;2190;1381;874;550;0;0
URGENCES2;2020;360000137;360000053;GEN;564;756;1;IAO;39731;6268;8157;8849;3181;557;71;2;20;0;0;0;464;140;32;;10;10;2307;550;2368;1;1
URGENCES2;2020;360000160;360000053;GEN;168;168;1;IAO;7502;1332;1374;1438;675;16;31;2;3;;;;242;46;36;;3;1095;326;79;326;1;1
URGENCES2;2020;370000093;370013468;GEN;252;730;1;IAO;19066;3701;1089;4159;294;20;;;;;;;;;;;10;3660;2747;337;3500;;
URGENCES2;2020;370000499;370000481;PED;168;773;1;IAO;24696;;;;;;;;;;;;;;;3540;8;2928;1271;216;1146;;
URGENCES2;2020;370000531;370000606;GEN;218;374;1;IAO;14252;2356;2011;3623;1330;44;258;9;9;0;0;0;290;79;12;;6;2196;2203;631;1732;0;1
URGENCES2;2020;370000879;370000564;GEN;138;380;1;IAO;14337;2486;2151;2281;1131;11;70;4;2;;;;627;127;48;;4;1460;1611;922;716;1;0
URGENCES2;2020;370000903;370000614;GEN;336;420;0;;11539;;;1796;918;23;;;;;;;;;;;4;1464;1106;188;1112;1;0
URGENCES2;2020;370004467;370000481;GEN;168;1680;1;MAO;44464;7968;1319;16858;4952;281;;;;;;;;;;;18;6570;10746;3126;7736;1;1
URGENCES2;2020;370007569;370007528;GEN;228;468;1;IAO;18465;2592;1495;2474;;;;;;;;;;;;;5;1825;372;121;255;0;0
URGENCES2;2020;380000026;380780031;GEN;168;168;;;6135;1227;1090;104;;;1;;;;;;1;;;;;;;;;1;1
URGENCES2;2020;380000034;380780049;GEN;684;1204;1;IAO;43715;4616;10047;13695;2973;1281;22;;22;;;;885;88;118;;15;5475;7045;2775;5538;1;1
URGENCES2;2020;380000042;380780056;GEN;238;476;1;IAO;14827;1914;2898;2373;962;27;12;7;0;;;;;;;;2;732;1517;782;795;1;1
URGENCES2;2020;380000067;380780080;GEN;833;1848;1;IAO;58516;7516;393;11089;3541;58;;;;;;;928;70;6;;20;7300;21529;10782;11645;1;1
URGENCES2;2020;380000067;380780080;PED;400;840;1;IAO;25698;;;;;;;;;;;;;;;1623;12;4380;4626;1836;3035;;
URGENCES2;2020;380000174;380781435;GEN;568;931;1;IAO;36377;4329;11329;7565;2626;952;1;;;2;;;501;161;110;;8;2928;1392;316;1163;1;1
URGENCES2;2020;380000406;380780080;GEN;336;574;1;IAO;29234;4096;9610;4546;;;;;;;;;;;;;6;;3094;405;3154;;
URGENCES2;2020;380012658;380012609;GEN;552;1008;1;IAO;30917;4723;1931;6318;2560;36;0;;;0;;;692;239;15;;10;3650;10513;6137;5516;1;1
URGENCES2;2020;380020123;380021139;GEN;168;238;1;IAO;15216;767;3568;451;199;6;;;;;;;;;;;3;1095;1154;954;204;1;1
URGENCES2;2020;380782722;380780080;GEN;212;196;1;IAO;15977;972;3369;1680;0;0;0;0;0;0;0;0;0;0;0;;;;;;;1;0
URGENCES2;2020;380785956;380795211;GEN;203;507;1;IAO;21075;1928;1765;2896;643;39;;;;;;;;;;;12;4392;1789;1107;682;1;1
URGENCES2;2020;390000040;390780146;GEN;336;588;1;IAO;36181;4827;6865;7431;2666;765;;;;;;;;;;;13;4758;4919;1350;4650;1;1
URGENCES2;2020;390000065;390780161;GEN;168;168;0;;10061;1168;1779;2197;747;29;;;;;;;354;;;;4;1464;1636;305;1605;1;1
URGENCES2;2020;390000222;390780609;GEN;456;672;1;IAOMAO;24466;3460;4810;7073;2213;781;42;27;0;;;;;;;;4;1464;2299;1244;1130;1;1
URGENCES2;2020;400000105;400780193;GEN;500;756;1;IAO;39145;6055;6484;7796;4037;1365;52;3;0;0;0;0;557;71;19;;10;3650;6827;2568;4769;1;0
URGENCES2;2020;400000139;400011177;GEN;500;672;1;IAOMAO;32609;6469;6266;11035;3749;920;290;77;4;0;0;0;200;;23;;10;;3288;1249;2217;1;1
URGENCES2;2020;400015103;400015095;GEN;168;252;1;IAO;8142;1670;1178;1129;;;;;;;;;;;;;4;1464;1561;1224;357;1;1
URGENCES2;2020;410000020;410000087;GEN;599;763;1;IAO;46169;5391;11991;8290;2598;1148;332;9;10;;;;478;114;50;;11;4464;1523;192;2483;1;0
URGENCES2;2020;410000038;410000095;GEN;298;483;1;IAO;17575;3185;2561;3295;1528;26;81;4;2;;;;707;171;86;;6;2190;2156;745;1845;1;0
URGENCES2;2020;410000046;410000103;GEN;406;504;1;IAO;20998;3068;4803;5440;1692;648;59;41;0;;;;;;;;4;1464;2544;568;2220;1;1
URGENCES2;2020;420000010;420780033;GEN;280;823;1;IAO;36743;4372;11868;5368;1394;1145;611;270;7;51;13;;1038;400;57;;8;2928;3577;1320;2294;1;1
URGENCES2;2020;420000226;420013831;GEN;376;924;1;IAO;19140;2293;4879;4899;1545;424;192;7;1;0;0;0;;;;;6;2196;3749;1382;3136;1;1
URGENCES2;2020;420000234;420780652;GEN;411;756;1;IAO;27001;3531;5831;7998;2683;568;;;;;;;;;;;10;3650;6997;3487;3817;0;1
URGENCES2;2020;420000267;420013831;GEN;168;252;1;IAO;14001;2216;2387;2057;967;12;40;18;3;;;;;48;29;;6;2196;1810;354;1909;1;1
URGENCES2;2020;420011413;420011405;GEN;252;667;1;IAO;26584;2506;3536;4519;1278;71;;;;;;;;;;;6;2190;1917;1552;386;1;1
URGENCES2;2020;420780504;420000135;GEN;299;355;1;IAO;21932;1355;3575;;;;;;;;;;;;;;6;2190;3637;3104;536;1;1
URGENCES2;2020;420780637;420002495;GEN;274;96;1;IAO;21372;2837;3770;4834;1887;87;4;3;0;0;0;0;215;22;44;;6;1668;2100;561;1673;0;1
URGENCES2;2020;420782310;420000853;GEN;252;504;1;IAO;22889;2341;2154;4905;1062;44;;;;;;;;;;;6;2190;3389;2883;507;1;1
URGENCES2;2020;420785354;420784878;GEN;650;1260;1;MAO;55622;5562;2854;16905;3848;354;;;;;;;;;;;17;6222;13325;5843;7820;1;1
URGENCES2;2020;420785354;420784878;PED;394;820;1;IAOMAO;21828;;;;;;;;;;;;;;;3782;2;732;3755;2732;1029;;
URGENCES2;2020;430000117;430000018;GEN;543;756;1;IAO;37239;5185;5931;13933;3750;1014;54;41;0;;;;;;;;8;2928;2645;2260;395;0;
URGENCES2;2020;430000190;430000034;GEN;168;168;0;;9962;;;1937;;;;;;;;;438;;;;4;1464;635;99;584;1;1
URGENCES2;2020;440000016;440000057;GEN;561;1596;1;IAOMAO;66591;7053;12917;23253;5148;2321;69;2;1;;;;;;;;10;3650;8894;3983;5741;;
URGENCES2;2020;440000271;440000289;GEN;1070;2701;1;IAOMAO;69307;8185;3265;14649;4406;279;1940;49;111;;;;1655;241;64;;20;7320;3679;953;5232;1;1
URGENCES2;2020;440000271;440000289;PED;450;578;1;IAOMAO;32554;;;;;;;;;;;;;;;4038;9;3294;706;233;597;;
URGENCES2;2020;440000396;440053643;GEN;238;420;1;IAOMAO;14784;2320;2639;3134;1349;53;8;7;;;;;;;;;4;1464;1609;303;1571;0;0
URGENCES2;2020;440000503;440000313;GEN;168;389;1;IAO;18191;2641;3802;;;;;;;;;;;;;;4;1464;3616;1894;1792;0;1
URGENCES2;2020;440041580;440041572;GEN;442;936;1;IAO;28193;5044;832;8176;2675;79;;;;;;;1522;732;9;;8;2920;3097;687;2641;1;0
URGENCES2;2020;450000047;450000096;GEN;245;672;1;IAO;25570;;;6275;;;14;;;0;;;41;;;;10;3650;2848;726;2185;0;1
URGENCES2;2020;450000062;450000104;GEN;664;879;1;IAO;53353;5592;15417;6888;2646;783;212;7;9;;;;260;77;5;;8;2598;2995;1602;1528;1;1
URGENCES2;2020;450000070;450000112;GEN;168;168;1;IAO;10353;1601;1437;1816;797;10;0;0;0;0;0;0;174;43;18;;4;1464;1359;259;1233;0;0
URGENCES2;2020;450000294;450000591;GEN;252;981;1;IAO;29841;2631;2989;2479;843;19;;;;;;;5491;373;413;;8;2920;511;55;575;0;0
URGENCES2;2020;450002613;450000088;GEN;697;1627;1;IAOMAO;57007;;;13101;;;;;;;;;;;;;10;;1329;84;1705;1;1
URGENCES2;2020;450002613;450000088;PED;630;595;1;IAO;27080;;;;;;;;;;;;;;;3406;6;;1007;604;451;;
URGENCES2;2020;460000045;460780083;GEN;39;35;1;IAO;12792;2122;2066;2885;1182;74;1;1;;0;0;0;154;25;17;;2;732;765;457;309;0;1
URGENCES2;2020;460000052;460780091;GEN;97;195;0;;9176;1529;1616;1610;714;10;12;11;0;;;;355;89;30;;4;1460;1242;423;870;;
URGENCES2;2020;460000102;460780208;GEN;168;336;0;;8392;1577;1181;2195;912;41;;;;;;;;;;;3;;1011;422;696;0;1
URGENCES2;2020;460000110;460780216;GEN;168;525;1;IAO;21578;3237;2448;6473;1802;409;;;;;;;;;;;6;2196;2591;1320;1324;1;1
URGENCES2;2020;470000027;470014069;GEN;336;455;1;IAO;21878;2593;2150;4271;1201;94;;;;;;;;;;;10;3660;1877;939;1126;1;1
URGENCES2;2020;470000423;470016171;GEN;314;672;1;IAO;30587;4331;6344;7233;2473;770;;;;;;;;;;;6;2190;3717;1599;2258;1;1
URGENCES2;2020;470000431;470000324;GEN;308;420;1;IAO;27780;4205;5115;5701;;;;;;;;;978;;;;5;365;4716;2670;2202;1;1
URGENCES2;2020;470000480;470001660;GEN;252;336;1;IAO;20306;3885;3285;;;;;;;;;;;;;;3;1098;3598;1409;2342;;
URGENCES2;2020;480000017;480780097;GEN;168;336;0;;17815;2157;3238;3863;1095;308;9;6;0;;;;;;;;4;1464;1226;512;749;0;1
URGENCES2;2020;490000049;490000031;GEN;603;1252;1;MAO;51755;9234;1676;13303;4921;129;39;26;0;0;0;0;1744;255;86;;13;4758;7111;1936;5578;1;1
URGENCES2;2020;490000049;490000031;PED;203;481;1;IAO;20919;;;;;;;;;;;;;;;3203;8;2928;1596;902;699;;
URGENCES2;2020;490000635;490000676;GEN;456;1330;1;IAO;54018;6557;15177;11848;3843;1399;297;17;9;;;;;;;;8;2928;2418;689;1864;0;1
URGENCES2;2020;490001765;490528452;GEN;238;493;1;IAO;26411;3449;7389;3765;1624;455;42;8;0;;;;631;160;12;;8;2920;4651;2416;2554;0;1
URGENCES2;2020;490014909;490008109;GEN;322;596;1;IAO;28812;;;4696;;;;;;;;;;;;;7;2562;826;665;161;1;1
URGENCES2;2020;500000021;500000054;GEN;273;504;1;IAO;24174;4166;2230;5728;2412;133;;;;;;;524;143;14;;4;1460;2478;525;2207;1;0
URGENCES2;2020;500000187;500000013;GEN;469;1000;1;IAO;40418;6032;4006;11145;3919;138;2;1;0;1;0;0;800;79;6;;12;4392;5425;2369;3473;1;0
URGENCES2;2020;500000260;500000054;GEN;196;168;1;IAO;13407;2105;1972;3228;1183;65;2;7;;;;;106;29;3;;4;1460;2015;896;1197;0;0
URGENCES2;2020;500000427;500000096;GEN;39;35;1;IAO;7238;1205;911;776;;;9;;;;;;35;;;;2;730;822;383;490;0;0
URGENCES2;2020;500000450;500000112;GEN;168;472;;;41158;5061;10343;10461;3005;1096;178;133;;;;;1311;495;43;;7;2562;2407;1599;827;0;0
URGENCES2;2020;500000591;500000393;GEN;168;420;1;IAO;14171;2297;2207;2912;1635;13;76;53;;0;;;722;223;1;;5;1830;1520;838;700;1;1
URGENCES2;2020;510000169;510000037;GEN;351;630;1;IAOMAO;23464;2982;3418;3761;944;331;16;9;0;0;0;0;430;73;6;;8;2928;1507;633;930;0;1
URGENCES2;2020;510000185;510000532;GEN;168;392;1;IAO;10611;666;908;2845;337;46;;;;;;;;;;;8;2928;1343;995;360;1;0
URGENCES2;2020;510000235;510000060;GEN;193;532;1;IAO;16757;3388;2855;4805;1555;420;;;;;;;;;;;3;1098;1540;766;951;1;1
URGENCES2;2020;510000250;510000078;GEN;168;183;;;11304;1169;1853;2369;850;36;93;59;;;;;;;;;4;1464;1525;878;691;;
URGENCES2;2020;510002470;510000029;PED;313;914;1;IAO;21309;;;;;;;;;;;;;;;2836;8;2928;2256;487;1847;;
URGENCES2;2020;510004302;510000029;GEN;498;1582;1;IAO;44092;6279;622;9337;3289;47;79;34;1;;;;1180;80;4;;12;4930;3922;1285;3229;1;1
URGENCES2;2020;510024979;510000532;GEN;175;406;1;IAO;12899;1049;604;4483;584;60;;;;;;;;;;;6;;2776;1647;1167;1;0
URGENCES2;2020;520000027;520780032;GEN;44;630;;IAO;;;;;;;;;;;;;;;;;4;1460;2141;428;1884;1;1
URGENCES2;2020;520000043;520780057;GEN;96;252;0;;12101;1781;1942;2700;1097;14;;;;;;;1028;229;97;;4;1464;1136;499;699;1;0
URGENCES2;2020;520000068;520780073;GEN;238;420;1;IAO;22627;2962;4707;;;;;;;;;;;;;;4;1360;1570;598;1214;1;1
URGENCES2;2020;530000017;530000025;GEN;168;392;1;IAO;16157;3848;2546;5066;2289;130;188;14;8;;;;396;;;;1;;1178;559;630;0;1
URGENCES2;2020;530000173;530000074;GEN;385;588;1;IAO;20391;3383;2878;4131;1786;47;213;23;0;0;0;0;396;109;36;;6;2196;1524;124;1663;1;
URGENCES2;2020;530000264;530000371;GEN;420;874;1;IAO;36339;4384;10689;7196;2220;1243;45;1;2;4;2;;266;;9;;11;4015;2363;430;2104;0;1
URGENCES2;2020;540000015;540023264;PED;209;63;1;MAO;10736;;;;;;;;;;;;;;;2547;;;;;;;
URGENCES2;2020;540000023;540000049;GEN;406;217;1;IAO;13611;1663;2168;1916;1068;14;2;2;0;;;0;591;86;82;;4;1460;1644;344;1469;1;1
URGENCES2;2020;540000155;540000080;GEN;218;252;;IAO;13749;2073;2312;4273;1430;223;;;;;;;470;48;96;;4;1460;1179;472;739;1;1
URGENCES2;2020;540000486;540000932;GEN;168;576;1;IAO;12675;502;43;;;;;;;;;;;;;;8;2920;5696;3730;2172;1;1
URGENCES2;2020;540001070;540000767;GEN;220;402;1;IAO;23906;2420;5449;3550;1265;294;112;8;0;0;0;0;784;;;;5;1807;1837;710;1390;;
URGENCES2;2020;540001096;570010181;GEN;385;572;1;IAO;18325;2475;2519;1316;473;84;308;160;7;15;7;0;146;104;2;;7;2555;2889;2789;120;;0
URGENCES2;2020;540001138;540023264;GEN;504;1344;1;IAO;41661;6847;592;10731;3919;43;;;;;;;1772;187;16;;16;5360;10237;3682;8055;1;1
URGENCES2;2020;540002698;540023264;PED;170;588;1;IAO;19983;;;;;;;;;;;;;;;4491;8;2928;3404;1690;1934;;
URGENCES2;2020;550000012;550006795;GEN;218;756;1;IAO;25449;3118;3802;7335;1579;543;287;21;6;1;1;;246;21;33;;6;2196;1534;476;1083;1;1
URGENCES2;2020;550000434;550003354;GEN;381;581;1;IAO;14322;2402;1523;3792;1307;13;2;1;0;0;0;0;1581;399;104;;4;1464;2247;769;1652;1;1
URGENCES2;2020;560000127;560023210;GEN;621;1472;1;IAO;71177;9000;15323;18341;5512;1893;12;8;0;;;;848;144;37;;8;2928;4768;1072;3995;1;0
URGENCES2;2020;560000135;560005746;GEN;664;1158;1;IAOMAO;49607;6973;12462;15153;5021;250;;;;;;;4;1;0;;9;3294;4726;1628;3480;1;1
URGENCES2;2020;560000143;560014748;GEN;252;504;1;IAO;29009;9455;11067;17542;6534;1286;;;;;;;;;;;12;4380;2103;230;2164;1;1
URGENCES2;2020;560000192;560000044;GEN;168;308;1;IAO;17565;3290;2364;4607;2036;51;;;;;;;418;62;60;;6;2190;1588;300;1331;0;1
URGENCES2;2020;570000059;570025254;GEN;368;1082;1;IAO;38523;3089;13674;6023;1140;1314;40;33;;;;;873;142;30;;8;2928;2266;683;1736;1;1
URGENCES2;2020;570000117;570015099;GEN;168;504;1;IAO;19411;2514;3214;4483;1527;349;0;0;0;0;0;0;583;43;50;;4;1460;1475;767;745;1;1
URGENCES2;2020;570000216;570010181;GEN;360;758;1;IAO;20076;;;;;;;;;;;;;;;;4;1464;3954;3039;1050;;
URGENCES2;2020;570000349;570005165;GEN;413;1400;1;IAO;47806;6020;14158;8998;2589;1145;443;5;1;0;0;0;1463;624;81;;15;5349;3955;687;4481;1;1
URGENCES2;2020;570000596;750821092;GEN;252;558;1;IAO;27330;1049;2597;2425;451;23;26;1;1;;;;610;158;14;;6;2190;2424;1392;1132;1;1
URGENCES2;2020;570000646;570001115;GEN;170;340;0;;9503;521;1210;16;3;;;;;;;;;;;;5;1830;3765;2302;1520;;
URGENCES2;2020;570000901;570000158;GEN;336;637;1;IAOMAO;26842;3289;4786;8002;1964;684;;;;;;;;;;;5;1830;2535;1313;1277;1;1
URGENCES2;2020;570026682;570005165;GEN;658;1400;1;IAO;61961;6951;17336;9300;2653;1268;17;6;0;0;0;0;2809;678;150;;20;7089;6357;1404;6237;1;1
URGENCES2;2020;580972669;580780070;GEN;168;168;0;;9321;1493;1414;1497;660;10;;;;;;;156;38;30;;2;730;839;523;357;1;0
URGENCES2;2020;580972677;580780088;GEN;168;252;1;IAO;9744;2216;1377;1633;;;0;0;0;;;;754;;;;2;730;1028;546;547;1;1
URGENCES2;2020;580972685;580780096;GEN;168;168;1;IAO;11671;1766;1815;;;;;;;;;;377;;;;2;732;1080;278;993;1;
URGENCES2;2020;580972693;580780039;GEN;644;1008;1;IAO;36615;5134;8118;9265;2935;1982;7;7;0;0;0;0;347;92;0;;10;3660;2333;624;1810;1;1
URGENCES2;2020;590000121;590780227;GEN;503;908;1;IAO;33073;3454;9947;5823;1944;948;3;3;0;0;;;193;23;10;;8;2928;3492;1637;2191;0;1
URGENCES2;2020;590000337;590781415;GEN;386;2114;1;IAO;53667;5757;10435;15404;3383;1983;;;;;;;813;137;39;;15;4665;6711;3169;3977;1;1
URGENCES2;2020;590000428;590781605;GEN;238;672;1;IAO;27997;;6235;9609;;;;;;;;;;;;;10;3650;7805;4364;3617;0;1
URGENCES2;2020;590000436;590781621;GEN;336;336;1;IAO;12824;1356;2493;770;464;0;0;0;0;0;0;0;676;153;39;;5;;2939;1657;1393;;
URGENCES2;2020;590000469;590781662;GEN;203;574;1;IAO;14107;1410;3197;3068;980;216;201;3;4;;;;;;;;12;4015;2023;802;1538;1;0
URGENCES2;2020;590000535;590781803;GEN;504;1131;1;IAO;41312;3966;11445;9904;2762;1275;591;4;9;;;;703;224;36;;12;4380;4305;2059;2490;1;1
URGENCES2;2020;590000592;590782165;GEN;329;658;1;IAO;23174;2345;4399;6624;1384;93;178;2;10;;;;352;101;146;;6;2190;2766;1479;1328;1;1
URGENCES2;2020;590000618;590782215;GEN;724;1776;1;IAOMAO;60670;8952;1456;10302;2881;143;;;;;;;;;;;10;4297;12716;6877;6319;1;1
URGENCES2;2020;590000618;590782215;PED;266;332;1;IAO;20136;;;;;;;;;;;;;;;3020;8;2928;1820;870;974;;
URGENCES2;2020;590000758;590782637;GEN;273;769;1;IAO;27154;2520;7244;8241;;;;;;;;;;;;;8;2928;7111;5247;1919;1;1
URGENCES2;2020;590000774;590782652;GEN;;;1;IAO;16047;1926;2315;4148;1280;91;;;;;;;11;5;2;;2;732;2396;1598;800;0;0
URGENCES2;2020;590001004;590783239;GEN;50;35;1;IAO;52627;6067;13714;14516;3738;1971;338;5;25;;;;;;;;11;4026;5594;1458;4754;1;1
URGENCES2;2020;590001749;590788956;GEN;168;268;1;IAO;10976;1163;2421;1480;623;18;;;;;;;;;;;2;730;456;291;168;1;1
URGENCES2;2020;590008041;590008033;GEN;168;420;1;IAOMAO;14889;1946;1474;;;;;;;;;;;;;;11;;891;264;674;1;1
URGENCES2;2020;590780284;590051801;GEN;;;1;IAO;22263;4754;1761;8631;3157;153;;;;;;;;;;;7;2555;5283;2976;2492;;
URGENCES2;2020;590796975;590780193;GEN;612;2028;1;IAO;64386;6239;2486;14517;3110;348;342;37;42;;;;1876;283;39;;13;4758;18849;10520;8337;1;1
URGENCES2;2020;590796975;590780193;PED;387;543;1;IAO;18719;;;;;;;;;;;;;;;4711;10;3660;4577;2363;2259;;
URGENCES2;2020;590797353;590051801;GEN;;;1;IAO;33468;2908;3273;8817;1928;497;;;;;;;;;;;7;2555;5224;2241;3297;0;0
URGENCES2;2020;590797353;590051801;PED;;;0;;14924;;;;;;;;;;;;;;;2525;5;1825;1041;464;586;;
URGENCES2;2020;590801106;590782421;GEN;891;1461;;;42198;;;;;;;;;;;;;;;;12;;4532;2122;2466;;
URGENCES2;2020;590801106;590782421;PED;80;419;;;19117;;;;;;;;;;;;;;;;3;;607;516;91;;
URGENCES2;2020;590804696;590781902;GEN;567;1050;1;IAO;38308;4006;9315;8165;2290;1115;;;;;;;718;252;35;;8;2920;2929;1573;1368;1;1
URGENCES2;2020;590816310;590000048;GEN;168;252;1;IAO;13995;890;3169;811;;;;;;;;;;;;;3;1095;402;256;162;1;1
URGENCES2;2020;600000053;600101984;GEN;379;672;1;IAO;13268;1740;816;3470;1449;6;1;1;;;;;86;24;2;;6;2550;1870;170;2298;1;1
URGENCES2;2020;600000186;600100648;GEN;168;168;1;IAO;23140;1852;4130;;;;;;;;;;;;;;8;;1248;496;904;;
URGENCES2;2020;600000194;600100713;GEN;504;1176;1;IAO;40035;5349;3831;7738;2577;110;;;;;;;;;;;12;4392;3112;848;3522;;1
URGENCES2;2020;600000194;600100713;PED;156;300;1;IAO;13216;;;;;;;;;;;;;;;1856;4;1464;237;57;249;;
URGENCES2;2020;600000285;600100721;GEN;;840;0;;13345;1589;2311;1773;676;16;10;;;;;;;;;;3;1098;831;204;669;;
URGENCES2;2020;600000467;600101984;GEN;410;1263;1;IAOMAO;34335;3745;3251;4735;1165;71;;;;;;;540;219;6;;14;1464;1419;159;1849;0;1
URGENCES2;2020;600000467;600101984;PED;168;752;1;IAO;15015;;;;;;;;;;;;;;;2358;6;2013;804;297;560;;
URGENCES2;2020;600100754;600000228;GEN;189;356;1;IAO;14494;469;2234;1;;;;;;;;;;;;;5;1830;2492;2258;243;1;1
URGENCES2;2020;600113476;600100721;GEN;;3024;1;IAO;37159;5193;4448;8183;2746;135;8;5;0;0;0;0;;;;;12;4380;2818;233;3056;;
