BOR;AN;nofinesset;nofinessej;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2013;800006124;800000044;USIC;16;5840;1723;;;5137;;;3;;1;3.92;1;;20.54;18;8;1;13;8;18.88;;;;1;9;8.03
REA;2013;800009920;800003071;AUTSI;15;5475;1037;;;4029;;;17;;8;20;;;15.02;12;4;;2;1;2.59;;5;1.65;;;
REA;2013;800009920;800003071;SITOT;15;5475;1037;;;4029;;;;;;;;;;;;;;;;;;;;;
REA;2013;800009920;800003071;SURVADU;13;4745;759;;;3851;;;17;;9;21;;;8.81;8;1;;7;2;8.07;;5;1.65;;;
REA;2013;800015729;800015679;SITOT;8;2920;711;;;2568;;;;;;;;;;;;;;;;;;;;;
REA;2013;800015729;800015679;SURVADU;16;5840;1403;;;4512;;;;;15;1.5;;1;6.6;;30;0.25;0;16;4.4;;;;17;0;3.2
REA;2013;800015729;800015679;USIC;8;2920;711;;;2568;;;;;15;1.5;0;1;7.2;0;30;0.25;0;16;2.2;;;;17;0;3.2
REA;2013;810000224;810000471;REAADU;8;2920;415;429;22;2289;10;;6;34;2;7;1;;15.85;12;4;0.5;12;2;13.95;;;;;;
REA;2013;810000224;810000471;SITOT;11;4015;1130;;;3121;;;;;;;;;;;;;;;;;;;;;
REA;2013;810000224;810000471;SIUNV;4;1460;313;;;1269;;;3;;;3;1;;3.82;4;;0.33;4;;4;;;;;;
REA;2013;810000224;810000471;SURVADU;18;6570;962;;;6032;;;30;;4;32;1;;5.9;6;;0.5;10;1;10.85;;;;;;
REA;2013;810000224;810000471;USIC;7;2555;817;;;1852;;;7;;1;7.5;1;;6.15;7;;0.25;3;2;4;;;;;;
REA;2013;810000505;810000331;REAADU;8;2920;259;262;16;2891;14;;4;34;0;2.67;4;0;16.86;29;2;0.93;13;2;8.22;0;0;0;0;3;1.8
REA;2013;810000505;810000331;SITOT;12;4380;940;;;3512;;;;;;;;;;;;;;;;;;;;;
REA;2013;810000505;810000331;SIUNV;6;2190;393;;;1747;;;3;;4;0.88;2;0;5.14;16;0;0.21;18;0;4.5;0;0;0;1;0;0.5
REA;2013;810000505;810000331;SURVADU;4;1460;252;;;861;;;4;;0;1.33;4;0;8.43;29;2;0.47;13;2;4.11;0;0;0;0;3;0.9
REA;2013;810000505;810000331;USIC;6;2190;547;;;1765;;;6;;6;0.94;1;0;13.72;15;3;0.48;11;1;8.15;0;0;0;0;2;1.63
REA;2013;810000521;810000380;REAADU;8;2920;311;317;39;1762;9;30;8;30;5;4.32;2;;20.97;24;15;0.66;11;10;11.8;5;6;0.28;;4;1
REA;2013;810000521;810000380;SITOT;12;4380;1042;;;3099;;;;;;;;;;;;;;;;;;;;;
REA;2013;810000521;810000380;SIUNV;4;1460;332;;;864;;;4;;1;0.41;1;;6.6;18;11;0.13;6;2;6.75;;;;1;3;1.34
REA;2013;810000521;810000380;SURVADU;6;1825;580;;;1642;;;6;;5;2.25;2;;8.97;22;14;0.43;11;10;7.32;5;6;0.28;;3;0.9
REA;2013;810000521;810000380;USIC;8;2920;710;;;2235;;;5;;5;1.29;1;;4.07;3;1;0.5;4;3;4.97;;;;;;
REA;2013;810000562;810000455;SURVADU;4;1460;543;;;1306;;;1;;3;0.5;;;5.8;5;1;;7;;5.5;;;;;;
REA;2013;810101170;810101162;SURVADU;15;5475;531;;;1905;;;;;;;2;;4;4;;2;4;1;5;;;;;;
REA;2013;810101444;810000992;SURVADU;6;2190;450;;;2039;;;0;;27;2.8;5;1;;;;5.5;5;1;5.5;1;;0.2;;1;0.4
REA;2013;820000032;820000016;REAADU;10;3650;378;387;15;2954;10;42;6;28;1;5.05;2;;24.34;23;1;1.24;16;2;19.45;1;;0.62;;2;1.07
REA;2013;820000032;820000016;SITOT;12;4380;1122;;;3963;;;;;;;;;;;;;;;;;;;;;
REA;2013;820000032;820000016;SIUNV;6;2190;640;;;2272;;;4;;1;0.52;1;;9.21;11;;0.25;7;1;6.75;1;;0.31;3;1;0.56
REA;2013;820000032;820000016;SURVADU;5;1825;366;;;1304;;;5;;;1;;;6.34;6;1;;1;3;3.41;;;;;;
REA;2013;820000032;820000016;USIC;6;2190;482;;;1691;;;4;;;0.51;2;;6.19;8;;0.3;8;1;6.82;;;;1;1;0.32
REA;2013;820000057;820000131;REAADU;8;2920;253;260;11;2652;20;;5;32;;5;;1;14.8;10;5;0.5;7;4;10.75;;;;;2;2
REA;2013;820000057;820000131;SITOT;6;2190;889;;;2209;;;;;;;;;;;;;;;;;;;;;
REA;2013;820000057;820000131;SURVADU;12;4380;816;;;4178;;;5;;;5;;1;8.59;7;2;0.5;6;1;6.39;;;;2;1;2.8
REA;2013;820000057;820000131;USIC;6;2190;889;;;2209;;;7;;;7;;1;11;7;4;0.5;6;2;7.86;;;;;;
REA;2013;830000279;830100517;SURVADU;6;6;448;;;1740;;;6;;1;1.02;1;;13.73;14;;0.5;7;;5.3;;;;;1;1
REA;2013;830000287;830100525;REAADU;8;2920;335;349;22;2655;15;;7;21;;3.55;;3;23.63;;28;2.05;;21;16.3;;;;6;;4.92
REA;2013;830000287;830100525;SURVADU;6;2190;429;;;1469;;;7;;;2.37;;2;5.13;;28;0.29;;21;4.22;;;;6;;0.8
REA;2013;830000295;830100533;REAADU;8;2498;310;328;6;2382;28;;5;33;;3.51;1;0;20.04;13;5;1;8;6;12.15;0;1;0.4;0;2;2.44
REA;2013;830000295;830100533;SURVADU;6;2185;264;;;1824;;;;;;1.75;1;0;6.13;4;2;0.4;4;1;6.62;;;;2;0;1.95
REA;2013;830000311;830100566;REAADU;8;2920;503;516;50;2205;10;45;5;21;1;3.2;;;20.17;15;10;0.75;12;;11.49;;;;;3;3
REA;2013;830000311;830100566;SITOT;6;2190;680;;;1590;;;;;;;;;;;;;;;;;;;;;
REA;2013;830000311;830100566;SURVADU;8;2920;859;;;2210;;;7;;;1.6;7;1;4.62;4;1;6.49;;;;;;;;;
REA;2013;830000311;830100566;USIC;6;2190;680;;;1590;;;2;;1;0.5;1;;13.36;12;2;1;6;;6;;;;;4;4
REA;2013;830000345;830100616;REAADU;16;5839;1121;1198;67;5577;8;44;8;20;1;8.26;1;1;47.8;47;2;1.69;23;1;23.66;;;;4;7;10.96
REA;2013;830000345;830100616;SITOT;20;7286;2179;;;6713;;;;;;;;;;;;;;;;;;;;;
REA;2013;830000345;830100616;SIUNV;4;1460;496;;;1260;;;2;;;0.63;;1;7.02;5;2;0.18;3;1;3.67;;;;1;;0.96
REA;2013;830000345;830100616;SURVADU;8;2920;645;;;2821;;;;;;;;;5.42;6;;0.21;6;1;7.03;;;;1;1;1.86
REA;2013;830000345;830100616;SURVENF;4;1460;740;;;2158;;;;;;;1;1;2.57;3;2;0.2;4;3;6.62;;;;;;
REA;2013;830000345;830100616;USIC;16;5826;1683;;;5453;;;7;;;1.47;3;0;21.66;15;6;0.88;18;2;20.17;0;0;0;2;3;4.53
REA;2013;830100103;830000022;SURVADU;10;3650;519;;;5170;;;9;;;9;;;9;9;;;5;;5;;2;1;;;
REA;2013;830100251;830000063;SURVADU;5;1825;270;;;1063;;;;;;;;;5;5;;;;2;1.86;;;;;;
REA;2013;830100319;750052425;REAADU;10;3650;294;310;6;3187;45;;;32;;;;1;22.33;22;1;0.5;6;;6;;;;;;
REA;2013;830100319;750052425;SITOT;8;2920;869;;;2564;;;;;;;;;;;;;;;;;;;;;
REA;2013;830100319;750052425;SURVADU;21;7665;1353;;;6212;;;;;;;;1;8;8;;1;;4;2.2;;;;;;
REA;2013;830100319;750052425;USIC;8;2920;869;;;2564;;;;;;;1;;6;6;;1;4;4;6.13;;;;;;
REA;2013;830100392;830000154;SURVADU;8;2920;1299;;;5203;;;;;;;;;6.34;4;4;;3;3;4.34;;;;;;
REA;2013;830100434;830000196;SURVADU;15;5475;1039;;;6590;;;8;;;8;;;11.45;9;3;;6;;6;;4;4;;;
REA;2013;830100459;830000212;SURVADU;8;2452;273;;;1202;;;6;;;6;5;2;;;;5.86;;;;;;;;;
REA;2013;830100574;750821092;AUTSI;;;13;;;161;;;;;;;;;;;;;;;;;;;;;
REA;2013;830100574;750821092;REAADU;10;3285;482;514;47;3352;17;58;2;14;;1.9;1;;21.75;29;;0.5;17;1;12.75;;;;;;
REA;2013;830100574;750821092;SITOT;10;373;737;;;2273;;;;;;;;;;;;;;;;;;;;;
REA;2013;830100574;750821092;SIUNV;2;365;68;;;111;;;4;;;3;1;;3.5;4;;0.2;4;;3.5;;;;;1;0.2
REA;2013;830100574;750821092;SURVADU;7;2281;505;;;1957;;;1;;;1;1;;6.5;7;;0.8;11;;6.5;;;;;1;0.2
REA;2013;830100574;750821092;USIC;8;8;656;;;2001;;;5;;;5;;;6;6;;;3;;3;;;;;;
REA;2013;830200523;830210084;SURVADU;4;1460;238;;;575;;;0;;4;0.5;;1;4;4;;0.5;4;;4;;;;;2;2
REA;2013;840000285;840000608;SURVADU;5;1825;83;;;480;;;;;;;;;2.5;2;1;;2;1;2.5;;;;;;
REA;2013;840000327;840000640;SURVADU;3;1095;31;;;70;;;0;;2;0.1;;;0.3;13;2;;8;0;0.3;;;;;;
REA;2013;840000392;840000046;SURVADU;6;2190;303;;;2092;;;;;;0;;1;5.51;3;6;0.23;;6;3.34;;;;;;
REA;2013;840000400;840000673;SURVADU;10;3650;385;;;1271;;;1;;0;1;;;;;;;;;;;;;;;
REA;2013;840000418;840004659;SURVADU;4;1460;565;;;587;;;;;;;;;4.5;4;1;;4;1;4.5;;;;;;
REA;2013;840000483;840000087;SURVADU;8;2920;409;;;2264;;;1;;6;1.3;1;;7.93;8;1;0.5;6;;6.54;;;;3;16;16.4
REA;2013;840001861;840006597;AUTSI;6;2190;58;;;151;;;1;;0;0.5;;;;;;;;;;;;;;;
REA;2013;840001861;840006597;REAADU;16;5840;841;863;91;5353;3;43;11;12;3;9.31;2;;52.13;45;22;2.26;30;8;36.62;1;;0.9;3;8;10.12
REA;2013;840001861;840006597;SITOT;22;6938;1470;;;3777;;;;;;;;;;;;;;;;;;;;;
REA;2013;840001861;840006597;SIUNV;4;368;93;;;204;;;5;;0;0.5;;;0.29;5;;;1;;0.06;;;;;;
REA;2013;840001861;840006597;SURVADU;21;7665;2445;;;7342;;;6;;0;0.9;3;;22.81;25;4;0.68;9;1;7.98;;;;5;1;2.47
REA;2013;840001861;840006597;SURVENF;4;1460;995;;;1947;;;1;;0;0.5;19;11;2.95;13;4;5.21;17;6;5.12;1;;0.12;4;9;2.92
REA;2013;840001861;840006597;USIC;12;4380;1319;;;3422;;;4;;0;0.95;2;;19.99;16;10;1.15;14;5;15.65;;;;;4;2
REA;2013;840013312;840003685;SITOT;8;2920;801;;;1904;;;;;;;;;;;;;;;;;;;;;
REA;2013;840013312;840003685;SURVADU;19;6935;2437;;;6595;;;18;;;4;;;;;;;;;;;;;;;
REA;2013;840013312;840003685;USIC;8;2920;801;;;1904;;;11;;;4;;;;;;;;;;;;;;;
REA;2013;840017172;840017164;SURVADU;10;3650;128;;;875;;;;;2;0.5;;1;4.5;2;6;0.5;1;2;1.7;;;;3;2;1.6
REA;2013;850000118;850013244;SURVADU;8;2920;684;;;1607;;;10;;;10;1;;7.68;6;2;0.5;4;2;5.12;;;;;;
REA;2013;850000134;850013269;SURVADU;8;2920;413;;;1771;;;3;;;3;;;5.5;6;;;6;;5.5;3;;3;;;
REA;2013;850000142;850000019;REAADU;18;6570;973;1000;78;4908;5;;2;11;9;7.66;;2;56.24;;79;1.2;;45;26.07;;2;1.32;8;9;6.26
REA;2013;850000142;850000019;SITOT;16;5840;1340;;;5139;;;;;;;;;;;;;;;;;;;;;
REA;2013;850000142;850000019;SURVADU;29;10392;1460;;;8410;;;;;33;3.56;;7;40.6;;169;1.49;;124;35.88;;1;0.5;38;;7.06
REA;2013;850000142;850000019;USIC;16;5840;1340;;;5139;;;;;12;2.45;;1;17.78;;53;0.75;;46;14.13;;1;0.5;2;;0.5
REA;2013;850000175;850009010;SURVADU;10;3650;748;;;2760;;;;;9;1.51;;1;14.09;5;11;0.2;6;7;10.48;;;;;;
REA;2013;850000241;850000084;SURVADU;6;2190;401;;;1748;;;3;;7;1.22;5;3;0;0;0;6.42;3;5;4.35;0;0;0;0;0;0
REA;2013;850009630;850000035;SURVADU;8;2920;415;;;2557;;;3;;;2.13;1;;5.55;3;3;0.25;4;;3.5;;;;1;1;0.9
REA;2013;860000025;860780063;SURVADU;8;2920;672;;;2333;;;6;;3;1.11;;;12.01;7;7;;6;;5.83;;;;1;2;2.59
REA;2013;860000033;860780071;SURVADU;2;730;259;;;943;;;1;;;0.25;1;;4.94;5;;0.5;;;;;;;;;
REA;2013;860000058;860780097;SURVADU;3;1095;436;;;964;;;2;;;1;1;;7.75;6;2;0.5;3;1;3.75;;;;;;
REA;2013;860000223;860013077;AUTSI;20;7252;605;;;5379;;;2;;;2;;;;;;;;;;;;;;;
REA;2013;860000223;860013077;REAADU;57;20805;2470;2657;184;17724;32;48;12;9;;12.45;4;;112.43;107;11;3;76;13;80.46;3;1;2.8;6;14;15.83
REA;2013;860000223;860013077;REAENF;3;1002;130;136;17;852;43;;1;;;1.62;8;;33.6;36;11;6.88;5;;4.54;2;;0.75;;;0.76
REA;2013;860000223;860013077;SITOT;43;15647;2353;;;11738;;;;;;;;;;;;;;;;;;;;;
REA;2013;860000223;860013077;SIUNV;8;2920;603;;;2717;;;3;;;1.6;;;6.17;;;;;;7.66;2;;0.5;;;0.75
REA;2013;860000223;860013077;SURVADU;14;5110;1521;;;3900;;;;;;1.05;;;10.61;9;5;;5;1;5.68;2;1;0.5;1;1;2.5
REA;2013;860000223;860013077;SURVENF;5;1919;311;;;1357;;;1;;;1;1;;4.29;5;1;0.5;3;1;2.52;2;;0.25;;1;0.5
REA;2013;860000223;860013077;USIC;15;5475;1145;;;3642;;;1;;;2.1;1;;21.76;15;6;1;16;2;15.96;1;;0.3;3;3;3.51
REA;2013;860010321;860010313;SURVADU;10;3650;608;;;2467;;;;;;;10;1;;;;10.77;6;0;6;;;;;;
REA;2013;860780568;860000140;SURVENF;4;1460;15;;;23;;;5;;;5;;;4;4;;;;;;;;;;;
REA;2013;870000064;870000015;AUTSI;40;13806;1563;;;12769;;;7;;4;3;5;;70.33;67;13;1.6;30;11;41;3;2;1.88;2;16;5.36
REA;2013;870000064;870000015;REAADU;22;8030;829;851;37;6676;21;43;9;6;;4.53;1;;50.6;47;12;0.99;28;9;31.34;3;;2;;8;6
REA;2013;870000064;870000015;SITOT;60;21106;3210;;;19309;;;;;;;;;;;;;;;;;;;;;
REA;2013;870000064;870000015;SIUNV;8;2920;612;;;2655;;;6;;;1.24;;;13.51;14;1;;7;1;6.42;;1;0.41;2;1;1.27
REA;2013;870000064;870000015;SURVADU;42;14016;2391;;;15684;;;60;;1;6.36;2;;39.54;39;6;2;33;11;35.48;1;1;0.61;1;3;2.16
REA;2013;870000064;870000015;USIC;12;4380;1035;;;3885;;;18;;;1.32;;;16.64;17;3;;12;6;12.97;1;;0.15;;1;0.44
REA;2013;870000098;870000023;SURVADU;14;5082;951;;;4465;;;7;;1;2;2;;10.08;15;6;0.7;9;13;10.59;;;;4;2;2.1
REA;2013;870000270;870000031;SURVADU;7;2555;547;;;2330;;;;;1;0.6;;1;5.8;5;1;0.5;5;;5;;;;;1;1
REA;2013;870000288;870017415;SURVADU;12;4380;826;;;3683;;;;;;;1;;10.5;10;1;1;8;;8;;;;;;
REA;2013;870002060;870017415;SURVADU;8;2920;495;;;1234;;;4;;2;5;1;;8;8;;1;3;;3;;;;;;
REA;2013;870014859;870000015;REAENF;1;365;46;49;4;500;17;;4;;3;2.96;2;;1.99;2;;1.14;;;;;;;;1;1
REA;2013;870014859;870000015;SURVADU;3;1095;205;;;771;;;;;;;;;1.8;2;;;2;;2;;;;;;
REA;2013;870014859;870000015;SURVENF;3;1095;104;;;398;;;2;;1;0.26;1;1;2.5;2;1;1.78;;;;;;;;;
REA;2013;880000021;880007059;REAADU;8;2920;340;343;17;2313;21;45;3;28;2;4;;1;27.87;;42;0.55;;15;8.65;;;;6;;3.54
REA;2013;880000021;880007059;SITOT;12;3900;623;;;3463;;;;;;;;;;;;;;;;;;;;;
REA;2013;880000021;880007059;SIUNV;4;980;94;;;655;;;;;2;1;;1;3.3;;16;0.08;;7;1.43;;;;5;;0.21
REA;2013;880000021;880007059;SURVADU;4;1460;321;;;1273;;;;;4;1.7;;1;6.77;;38;0.27;;15;3.81;;;;6;;1.32
REA;2013;880000021;880007059;USIC;8;2920;529;;;2808;;;1;;1;1.5;;1;8.97;7;5;0.35;6;6;8.2;;;;11;;1.69
REA;2013;880000047;880780077;SURVADU;11;4015;941;;;2508;;;;;2;0.65;14;4;;;;17.2;3;1;3.2;;;;1;;0.6
REA;2013;880000054;880007299;SURVADU;10;3650;747;;;3068;;;;;2;0.4;;1;13.36;;14;0.5;;3;2.3;;;;2;1;1.64
REA;2013;880000062;880780093;REAADU;;;0;0;0;0;0;28;;0;;;;;;;;;;;;;;;;;
REA;2013;880000062;880780093;SURVADU;6;2190;425;;;1692;;;;;;;;1;11.34;12;1;0.29;2;;1.99;;;;3;;0.31
REA;2013;880788591;880780150;SURVADU;12;4380;811;;;3161;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;890000169;890000151;SURVADU;5;250;100;;;242;;;0;;5;1.25;;;2.32;2;1;;;;;;;;;;
REA;2013;890002389;890000730;SURVADU;5;1825;504;;;2613;;;4;;;4;5;1;;;;5.5;6;1;6.5;;;;2;1;2
REA;2013;890975527;890000037;REAADU;10;3650;230;235;9;3248;27;;3;21;;3;1;;24.2;21;4;1;18;2;19.4;;;;1;4;4.9
REA;2013;890975527;890000037;SITOT;8;2920;871;;;1900;;;;;;;;;;;;;;;;;;;;;
REA;2013;890975527;890000037;SURVADU;4;1460;207;;;1089;;;2;;;2;;;6.6;5;2;;1;;1;;;;;;
REA;2013;890975527;890000037;USIC;8;2920;871;;;1900;;;6;;;6;1;;6.6;5;2;1;3;;3;;;;;2;2
REA;2013;890975535;890000409;SURVADU;4;1460;509;;;791;;;5;;3;0.66;;;3.42;12;2;;6;;2.33;;;;;2;0.43
REA;2013;890975543;890000417;SURVADU;5;1825;273;;;1574;;;2;;2;0.95;1;;7.3;8;2;0.2;7;;6.2;2;;0.17;1;3;2.05
REA;2013;890975550;890970569;REAADU;8;2920;274;281;9;2315;20;48;6;26;2;6.19;1;0;23.62;18;4;1;14;1;14.75;0;0;0;2;3;5
REA;2013;890975550;890970569;SITOT;6;2190;338;;;1572;;;;;;;;;;;;;;;;;;;;;
REA;2013;890975550;890970569;SURVADU;4;1453;202;;;733;;;;;;;;;;;;;;;;;;;;;
REA;2013;890975550;890970569;USIC;6;2190;338;;;1572;;;;;;;0;0;5.88;7;0;0;4;0;3.88;0;0;0;1;1;0.86
REA;2013;890975568;890000433;SURVADU;4;1460;505;;;1481;;;0;;0;0;;;6.5;5;0;;4;3;6.21;;;;;;
REA;2013;900000035;900000019;SURVADU;12;4380;339;;;1960;;;;;;;;;5.69;5;1;;4;1;4.69;;;;;;
REA;2013;900000167;900000365;REAADU;12;4380;598;616;19;4186;2;;9;30;0;5.25;1;;33.86;29;18;1;13;2;9.65;;;;1;9;7.3
REA;2013;900000167;900000365;SITOT;8;2920;843;;;2438;;;;;;;;;;;;;;;;;;;;;
REA;2013;900000167;900000365;SURVADU;6;2190;471;;;2005;;;;;;;;;;;;;;;;;;;;;
REA;2013;900000167;900000365;USIC;8;2920;843;;;2438;;;2;;;0.3;;;;;;;;;;;;;;;
REA;2013;910000272;910110014;REAADU;8;2920;182;184;5;2276;7;45;;28;6;4.8;;;17.1;12;7;;9;2;10.6;;1;0.25;1;;0.9
REA;2013;910000272;910110014;SURVADU;4;1460;198;;;937;;;;;6;1;;;5.9;5;1;;6;;6;;;;;;
REA;2013;910000280;910019447;SURVADU;6;2736;237;;;1942;;;3;;2;1.93;1;;6.53;7;2;0.5;11;;7.58;;;;1;;0.86
REA;2013;910000298;910110055;REAADU;8;2920;469;479;27;3853;6;;4;24;2;5.14;1;1;25.52;21;7;1.9;17;0;16.92;;;;;1;0.68
REA;2013;910000298;910110055;SITOT;8;2340;603;;;2046;;;;;;;;;;;;;;;;;;;;;
REA;2013;910000298;910110055;SURVADU;4;1460;0;;;0;;;;;;;;;;;;;;;;;;;;;
REA;2013;910000298;910110055;USIC;8;2340;603;;;2046;;;4;;0;1.34;;;;;;;;;;;;;;;
REA;2013;910000306;910110063;REAADU;6;2190;236;239;14;1864;6;44;4;30;1;4.5;1;;12.85;11;3;1;7;;6.08;;;;;3;3.17
REA;2013;910000306;910110063;SITOT;2;730;276;;;913;;;;;;;;;;;;;;;;;;;;;
REA;2013;910000306;910110063;SIUNV;2;730;276;;;913;;;;;4;1;;;2;2;;;1;1;1.8;;;;;;
REA;2013;910000306;910110063;SURVADU;2;730;83;;;311;;;;;;;;;3;3;;;1;1;1.93;;;;;;
REA;2013;910001973;910019447;REAADU;10;3650;405;413;6;3225;10;42;7;31;2;5.3;1;;22.15;26;;0.5;22;;12.89;;2;0.34;;1;1
REA;2013;910001973;910019447;SURVADU;6;2190;297;;;1948;;;7;;1;3;1;;5.67;8;;0.5;8;1;5.9;;1;0.26;;1;1
REA;2013;910020254;910002773;AUTSI;6;2096;120;;;1824;;;0;;1;0.7;;;;;;;;;;;;;;;
REA;2013;910020254;910002773;REAADU;24;8365;868;902;66;7619;11;;1;18;12;9;0;1;63.74;62;3;0.5;40;0;40;0;0;0;0;5;5
REA;2013;910020254;910002773;SITOT;26;8687;2123;;;7140;;;;;;;;;;;;;;;;;;;;;
REA;2013;910020254;910002773;SIUNV;8;2484;663;;;2078;;;;;;;;;;;;;;;;;;;;;
REA;2013;910020254;910002773;SURVADU;8;2731;569;;;2063;;;0;;12;3.5;0;0;5;5;0;0;7;0;7;0;0;0;0;0;0
REA;2013;910020254;910002773;USIC;12;4107;1340;;;3238;;;0;;8;1.5;1;0;14.72;13;2;1;12;0;12;0;0;0;0;0;0
REA;2013;910150028;750811184;AUTSI;12;4380;412;;;3641;;;1;;5;5.55;;1;15.77;15;4;0.56;10;2;10.93;;1;0.7;;;
REA;2013;910150028;750811184;SITOT;12;4380;412;;;3641;;;;;;;;;;;;;;;;;;;;;
REA;2013;910300011;910000348;SURVADU;4;1460;2;;;5;;;3;;;1.5;9;;;;;8.46;;;;;;;;;
REA;2013;910300144;910000447;SURVADU;8;2672;416;;;2307;;;;;;;;;4.35;6;;;8;;6.5;;;;;;
REA;2013;910300177;910000462;SURVADU;10;3650;56;;;190;;;6;;;6;;;;;;;;;;;;;;;
REA;2013;910300219;910003888;REAADU;28;10220;1460;1558;32;10002;27;;9;23;;9;1;;41;39;2;1;20;;20;;;;;;
REA;2013;910300219;910003888;REAENF;6;2190;376;388;0;940;13;;2;;;2;2;1;4;4;;2.8;3;;3;;;;;;
REA;2013;910300219;910003888;SITOT;12;4380;1263;;;3588;;;;;;;;;;;;;;;;;;;;;
REA;2013;910300219;910003888;SURVADU;25;9125;1484;;;4865;;;9;;;9;1;;14;14;;1;10;;10;;;;;;
REA;2013;910300219;910003888;SURVENF;4;1460;226;;;709;;;2;;;2;;;;;;;;;;;;;;;
REA;2013;910300219;910003888;USIC;12;4380;1263;;;3588;;;2;;;2;1;;8;8;;1;6;;6;;;;;;
REA;2013;910300300;910000538;REAADU;10;3650;405;413;22;3024;46;;3;30;2;4;1;;12;12;;1;18;;10.8;;3;2;;1;1
REA;2013;910300300;910000538;SURVADU;12;4380;208;;;1454;;;3;;2;4;1;;4;4;;1;3;;2.7;;;;;;
REA;2013;910300359;910000587;SURVADU;4;1460;124;;;373;;;;;;;;;;;;;;;;;;;;;
REA;2013;910803543;910017615;REAADU;15;5475;563;572;19;4612;20;;;25;4;4;;;;;;;;;;;;;;;
REA;2013;910803543;910017615;SITOT;12;4380;925;;;3764;;;;;;;;;;;;;;;;;;;;;
REA;2013;910803543;910017615;SURVADU;16;5840;936;;;3538;;;7;;;2;;;;;;;;;;;;;;;
REA;2013;910803543;910017615;USIC;12;4380;925;;;3764;;;4;;;2;;;;;;;;;;;;;;;
REA;2013;910805357;910001643;SURVADU;2;730;1;;;3;;;6;;1;6.8;;3;4;4;;2.5;9;;9;;2;1.1;1;;0.1
REA;2013;920000460;750813321;AUTSI;6;2190;76;;;1222;;;5;;2;0.6;1;0;2;16;3;0.3;4;0;1;;;;5;0;1
REA;2013;920000460;750813321;SITOT;6;2190;76;;;1222;;;;;;;;;;;;;;;;;;;;;
REA;2013;920000577;920110020;REAADU;6;2190;231;235;6;1671;2;;;19;;;;;;;;;;;;;;;;;
REA;2013;920000577;920110020;SITOT;6;2190;483;;;1866;;;;;;;;;;;;;;;;;;;;;
REA;2013;920000577;920110020;USIC;6;2190;483;;;1866;;;;;;;;;;;;;;;;;;;;;
REA;2013;920000585;920026374;SURVADU;6;2190;495;;;1799;;;2;;7;2.42;;1;7.74;8;;0.4;6;;6.19;;;;;2;2.5
REA;2013;920000635;920150026;SURVADU;4;1460;193;;;1304;;;5;;;1;1;;1.2;12;;0.1;20;;2;1;;0.1;;7;0.7
REA;2013;920000643;920150034;SURVADU;8;2920;331;;;2261;;;2;;;2;0;;7;7;;0;5;;5;;;;;;
REA;2013;920000650;920150059;AUTSI;12;3946;500;;;3641;;;2;;;2;;;23;23;;;22;1;22.48;;;;;1;1
REA;2013;920000650;920150059;REAADU;14;5084;640;679;33;4798;14;;8;18;;8;1;;42.6;37;7;1;17;2;18.3;1;;1;;6;6
REA;2013;920000650;920150059;SITOT;26;8164;2014;;;7826;;;;;;;;;;;;;;;;;;;;;
REA;2013;920000650;920150059;SIUNV;6;1906;861;;;1908;;;;;;;;;4.8;4;1;;4;;4;;;;;;
REA;2013;920000650;920150059;SURVADU;25;8298;3079;;;10533;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;920000650;920150059;USIC;8;2312;653;;;2277;;;;;3;2.07;1;;10;10;;1;2;;2;;;;1;;0.8
REA;2013;920000684;920150091;REAADU;19;6935;1008;1039;10;6709;26;25;5;10;1;8.55;3;0;52.7;47;4;3;26;;26.2;1;;1;;1;1.24
REA;2013;920000684;920150091;REAENF;12;4380;730;782;18;3340;36;;4;;1;3.91;7;1;31.62;31;2;6.97;16;;16.1;0;;0;;6;6.05
REA;2013;920000684;920150091;SITOT;8;2920;783;;;2339;;;;;;;;;;;;;;;;;;;;;
REA;2013;920000684;920150091;SURVADU;35;12775;2632;;;15165;;;;;;;;;11;11;;;11;;11;2;;2;;1;1
REA;2013;920000684;920150091;SURVENF;16;5840;827;;;4665;;;;;;;;;5;5;;;5;;5;1;;1;1;;0.5
REA;2013;920000684;920150091;USIC;8;2920;783;;;2339;;;4;;0;4;;2;6;6;;1.3;4;;4;;;;;;
REA;2013;920100013;750712184;REAADU;12;4284;616;637;66;3047;14;;8;19;2;4.42;1;;27.16;25;3;1;17;1;17.62;;;;;2;1.67
REA;2013;920100013;750712184;SITOT;10;3650;954;;;2590;;;;;;;;;;;;;;;;;;;;;
REA;2013;920100013;750712184;SURVADU;8;2907;701;;;2437;;;;;;;;;13.58;13;1;;9;0;8.81;;;;1;;0.83
REA;2013;920100013;750712184;USIC;10;3650;954;;;2590;;;;;;;1;0;8.01;6;3;1;3;0;3;;;;;;
