BOR;AN;nofinesset;nofinessej;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2013;750100091;750712184;SURVADU;18;5110;358;;;2674;;;2;;;1.6;14;1;8;7;1;13.66;17;1;16.84;;;;;2;1.33
REA;2013;750100091;750712184;USIC;10;3650;1037;;;3510;;;2;;;2;13;;;;;13;8;;8;;;;;1;1
REA;2013;750100109;750712184;AUTSI;24;8760;347;;;6895;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100109;750712184;REAENF;6;2190;266;317;10;2472;30;;3;;0;2.8;9;0;34;36;2;8.54;8;0;7.33;0;0;0;1;0;0.5
REA;2013;750100109;750712184;SITOT;24;8760;347;;;6895;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100109;750712184;SURVENF;12;4204;798;;;3114;;;2;;1;2.8;1;1;16.74;17;1;1.67;7;2;8.68;0;1;0.5;0;0;0
REA;2013;750100125;750712184;AUTSI;49;17885;2595;;;27568;;;23;;4;6.11;1;1;54.39;50;8;1.2;28;4;30.82;;;;2;3;4.27
REA;2013;750100125;750712184;REAADU;92;32488;4104;5320;857;32096;6;38;60;10;17;26.46;17;2;208.6;209;3;18.46;122;21;142.52;;1;0.8;2;5;5.3
REA;2013;750100125;750712184;SITOT;88;32120;7183;;;40780;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100125;750712184;SIUNV;10;3650;605;;;3046;;;6;;;2;14;2;;;;15.26;12;2;12.41;;1;0.5;;;
REA;2013;750100125;750712184;SURVADU;45;16425;3082;;;12892;;;44;;2;8.52;;1;62.14;59;4;0.5;32;5;36.12;;1;0.2;5;1;3.39
REA;2013;750100125;750712184;USIC;29;10585;3983;;;10166;;;13;;10;3.99;2;;26.9;26;1;2;13;2;14.4;;;;1;6;6.7
REA;2013;750100166;750712184;AUTSI;19;5035;538;;;5208;;;3;;1;3.5;;1;12;12;;0.5;11;1;11.5;;;;1;;0.25
REA;2013;750100166;750712184;REAADU;34;12410;1471;1548;96;9632;15;;10;20;12;14.1;3;1;76;76;;3.6;43;1;43.5;2;1;2.5;1;4;4.8
REA;2013;750100166;750712184;SITOT;33;10145;2060;;;9004;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100166;750712184;SURVADU;16;4880;1220;;;3867;;;2;;4;4.7;1;1;29.8;29;1;1.45;18;1;18.75;;;;1;2;2.45
REA;2013;750100166;750712184;USIC;14;5110;1522;;;3796;;;;;1;0.5;1;;23;23;;1;8;1;8.5;;;;;1;1
REA;2013;750100208;750712184;AUTSI;55;18615;1049;;;15471;;;8;;0;8;8;0;48.98;28;21;8;19;20;36.34;0;1;0.5;10;9;18.2
REA;2013;750100208;750712184;REAADU;8;2920;471;485;68;1983;4;2212;10;7;;10;;;6;6;0;;;;;;;;;;
REA;2013;750100208;750712184;REAENF;40;14462;2288;2457;98;11504;7;;45;;1;45.5;;;;;;;;;;;;;;;
REA;2013;750100208;750712184;SITOT;55;18615;1049;;;15471;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100208;750712184;SURVADU;4;1460;82;;;108;;;;;;;1;;2;2;0;1;0;0;;;;;;;
REA;2013;750100208;750712184;SURVENF;53;19345;3335;;;15369;;;10;;;10;;;;;;;;;;;;;;;
REA;2013;750100232;750712184;REAADU;47;17155;2194;2580;150;15191;16;;;13;;;1;;35;35;;1;3;;3;;1;0.5;;2;2
REA;2013;750100232;750712184;SITOT;24;8760;2301;;;7336;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100232;750712184;SIUNV;10;3650;747;;;2768;;;8;;1;8.5;1;;;;;1;;;;;1;0.5;1;;0.5
REA;2013;750100232;750712184;SURVADU;16;5840;1439;;;4623;;;;;;;;;4;4;;;3;;3;;1;0.5;;;
REA;2013;750100232;750712184;USIC;14;5110;1554;;;4568;;;3;;1;3.5;1;;21;21;;1;10;;10;;1;0.5;;2;2
REA;2013;750100273;750712184;AUTSI;12;4380;538;;;3584;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100273;750712184;REAADU;15;4841;546;562;34;4536;5;48;6;11;;6;1;;36;36;;1;24;;23.86;;;;;2;2
REA;2013;750100273;750712184;SITOT;18;6570;1189;;;5746;;;;;;;;;;;;;;;;;;;;;
REA;2013;750100273;750712184;SIUNV;6;2190;651;;;2162;;;2;;2;1.8;1;0;5.9;5;1;0.5;6;0;6;1;0;0.5;0;1;0.5
REA;2013;750100273;750712184;SURVADU;18;6570;1107;;;5308;;;2;;;2;1;;12;12;;1;12;;12;;;;;1;1
REA;2013;750120016;750821092;REAADU;12;4380;481;513;25;3076;21;;3;20;;3;1;;24;24;;0.8;14;;14;;;;;6;6
REA;2013;750120016;750821092;SITOT;6;2190;553;;;1544;;;;;;;;;;;;;;;;;;;;;
REA;2013;750120016;750821092;SURVADU;6;2190;35;;;93;;;1;;;1;1;;6;6;;0.2;6;;6;;;;;2;2
REA;2013;750120016;750821092;USIC;6;2190;553;;;1544;;;4;;;1;1;;2.5;25;;0.5;27;;2;;;;;;
REA;2013;750150104;750720476;REAADU;19;6755;1036;1116;22;6273;15;;;15;8;8.07;;;;;;;;;;;;;;;
REA;2013;750150104;750720476;SITOT;16;5660;1107;;;4897;;;;;;;;;;;;;;;;;;;;;
REA;2013;750150104;750720476;SURVADU;4;1400;266;;;693;;;4;;2;6.05;;;;;;;;;;;;;;;
REA;2013;750150104;750720476;USIC;16;5660;1107;;;4897;;;3;;;1.12;;;;;;;;;;;;;;;
REA;2013;750150237;750006728;REAADU;8;2920;370;391;10;2608;7;31;2;23;3;3.72;1;;18.02;15;;0.93;11;;12.72;;;;;3;3.18
REA;2013;750150237;750006728;SURVADU;2;730;238;;;679;;;;;;;;;5.03;3;;;;1;1.14;;;;;;
REA;2013;750150260;750006728;SURVADU;2;730;255;;;750;;;;;1;0.92;;;5.21;1;1;;;;;;;;;;
REA;2013;750160012;750813321;AUTSI;6;2116;233;;;1616;;;8;;5;0.8;9;5;4.5;20;15;0.4;12;2;2;;;;1;4;2
REA;2013;750160012;750813321;SITOT;6;2116;233;;;1616;;;;;;;;;;;;;;;;;;;;;
REA;2013;750160012;750813321;SURVADU;7;2555;385;;;2099;;;8;;1;1;1;;10;10;;0.4;3;;3;;;;;;
REA;2013;750300071;750000598;REAADU;8;2920;328;342;0;3127;25;;1;24;;1;;;;;;;;;;;;;;;
REA;2013;750300071;750000598;SURVADU;4;1460;51;;;97;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;750300139;750000655;SURVADU;6;2190;200;;;614;;;;;7;;;;;;;;;;;;;;;;
REA;2013;750300154;750000671;SITOT;6;2016;905;;;1543;;;;;;;;;;;;;;;;;;;;;
REA;2013;750300154;750000671;SURVADU;6;2016;326;;;1029;;;14;;5;14.5;1;;4;4;;0.15;6;;6;;;;;;
REA;2013;750300154;750000671;USIC;6;2016;905;;;1543;;;4;;1;4.2;1;;6;6;;0.15;3;;3;;;;;;
REA;2013;750300360;750026569;SURVADU;4;4;322;;;1544;;;;;11;3;;1;4;4;;0.5;4;;4;;2;0.5;;;
REA;2013;750300592;750000820;SURVADU;5;1825;17;;;77;;;;;6;;2;;4.81;;6;0.12;;3;2.4;;;;;;
REA;2013;750300766;920028180;SURVADU;10;3650;690;;;5175;;;;;7;6.6;3;1;;;;3.79;2;;2;;;;;2;2
REA;2013;750300915;750000960;SURVADU;6;2190;343;;;989;;;;;;;;;4;4;;;2;;2;;;;;;
REA;2013;750301137;750001034;SITOT;13;4745;818;;;3393;;;;;;;;;;;;;;;;;;;;;
REA;2013;750301137;750001034;SURVADU;9;3285;179;;;438;;;;;;;;;7;7;;;5;;5;;;;;;
REA;2013;750301137;750001034;USIC;13;4745;818;;;3393;;;3;;;3;;;11;11;;;8;;8;;;;;;
REA;2013;750301145;750001042;SURVADU;10;3650;268;;;1121;;;5;;;5;1;;4;4;;1;4;;4;;;;;;
REA;2013;750301160;750001067;SURVADU;5;1825;857;;;899;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;750803447;750712184;AUTSI;18;6570;1051;;;4892;;;3;;0;3;1;0;21;18;6;1;10;2;11;;;;0;3;3
REA;2013;750803447;750712184;REAADU;45;16425;3074;3409;496;17099;8;;23;16;1;19.67;9;1;113.9;112;3;9.29;58;1;58.82;1;1;0.5;1;2;2.5
REA;2013;750803447;750712184;SITOT;38;13870;2939;;;10412;;;;;;;;;;;;;;;;;;;;;
REA;2013;750803447;750712184;SURVADU;18;6570;186;;;1244;;;1;;3;1.3;0;1;11.25;11;1;0.1;6;1;6.8;;;;1;0;0.3
REA;2013;750803447;750712184;USIC;20;7300;1888;;;5520;;;4;;0;4;2;0;22.8;22;1;2;11;2;12.6;0;0;0;0;0;0
REA;2013;750803454;750712184;AUTSI;32;11680;581;;;10109;;;7;;7;9.4;12;0;57.3;54;5;12;28;3;29.7;0;0;0;0;10;9.6
REA;2013;750803454;750712184;REAENF;12;4380;466;501;34;4038;22;;2;;4;4;4;3;30.2;26;7;4.4;13;3;14.9;0;0;0;0;1;1
REA;2013;750803454;750712184;SITOT;32;11680;581;;;10109;;;;;;;;;;;;;;;;;;;;;
REA;2013;750803454;750712184;SURVENF;15;5225;1063;;;3833;;;2;;1;2.5;1;0;20;23;0;1;17;0;16;0;0;;0;0;
REA;2013;760000018;760780023;REAADU;10;3650;309;319;12;2368;3;38;5;11;;4;1;0;24.47;18;10;0.94;13;1;13.24;0;0;0;0;1;1
REA;2013;760000018;760780023;SITOT;4;1460;465;;;1224;;;;;;;;;;;;;;;;;;;;;
REA;2013;760000018;760780023;SURVADU;5;1825;271;;;935;;;5;;;1;0;0;7.21;6;1;0;6;2;7.67;0;0;0;0;1;0.93
REA;2013;760000018;760780023;USIC;4;1460;465;;;1224;;;5;;2;0.18;1;0;5.97;3;4;0.44;4;4;6.41;0;0;0;2;0;1.14
REA;2013;760000158;760780239;AUTSI;28;10220;1003;;;8670;;;;;;;3;2;41.54;35;11;4.26;27;7;30.8;;;;2;7;6.02
REA;2013;760000158;760780239;REAADU;60;21900;2592;2800;165;17755;2;;;9;;;4;;142.33;116;45;4.22;81;25;89.89;;;;5;19;19.83
REA;2013;760000158;760780239;REAENF;18;6570;773;822;49;5053;10;;;;;;7;7;23.98;16;10;12.19;7;4;9.47;;1;0.05;5;6;8.75
REA;2013;760000158;760780239;SITOT;46;16790;3456;;;14430;;;;;;;;;;;;;;;;;;;;;
REA;2013;760000158;760780239;SIUNV;6;2190;919;;;2086;;;;;;;;;7.59;5;3;;4;2;5.59;;;;;;
REA;2013;760000158;760780239;SURVADU;39;14223;7239;;;9846;;;;;;;2;;34.94;28;12;1.18;23;8;26.31;;;;3;14;6.18
REA;2013;760000158;760780239;SURVENF;20;7300;821;;;4513;;;;;;;4;4;17.46;13;4;7.45;8;5;11.05;;;;1;5;5.02
REA;2013;760000158;760780239;USIC;12;4380;1534;;;3674;;;;;;;1;;16.59;15;2;1;13;2;13.41;;;;3;2;4.02
REA;2013;760000166;760780247;AUTSI;22;5110;383;;;7450;;;2;;;2;3;1;27.99;42;15;1.73;13;2;14.31;1;;1;1;2;1.84
REA;2013;760000166;760780247;SITOT;22;5110;383;;;7450;;;;;;;;;;;;;;;;;;;;;
REA;2013;760000166;760780247;SURVADU;4;1040;270;;;484;;;;;1;0.8;3;;3;3;;0.6;2;1;2.5;0;;0;1;;0.84
REA;2013;760000364;760780734;SURVADU;7;1901;530;;;1784;;;5;;1;1.17;2;1;11.85;10;2;1.4;3;1;3.89;0;0;0;0;1;0.96
REA;2013;760000463;760024042;REAADU;9;3285;320;332;12;2789;7;46;5;12;;5;;1;18.71;15;6;0.5;12;3;13.5;;;;;3;2.15
REA;2013;760000463;760024042;SITOT;6;2190;557;;;1699;;;;;;;;;;;;;;;;;;;;;
REA;2013;760000463;760024042;SURVADU;4;146;261;;;943;;;7;;;5.5;;1;5.35;5;1;0.5;2;4;5.78;;;;;;
REA;2013;760000463;760024042;USIC;6;2190;557;;;1699;;;11;;;6.39;;1;5.67;4;2;0.24;3;2;3.82;;;;1;1;1.4
REA;2013;760021329;760000448;SITOT;12;4380;1473;;;4695;;;;;;;;;;;;;;;;;;;;;
REA;2013;760021329;760000448;SURVADU;12;4380;950;;;3554;;;12;;;12;1;;10.74;8;5;1;3;4;5.94;;;;;;
REA;2013;760021329;760000448;USIC;12;4380;1473;;;4695;;;8;;;8;1;;12.12;9;5;1;7;5;9.23;;;;;;
REA;2013;760025312;760000315;SURVADU;10;3650;505;;;1892;;;2;;;2;;;4.77;4;1;;3;1;3.96;;1;0.5;;;
REA;2013;760027292;760027300;SURVADU;4;1460;571;;;1371;;;5;;;1;1;;5;5;;0.2;3;;3;;;;;;
REA;2013;760780510;760000257;SURVADU;16;5840;464;;;1649;;;;;10;3;;1;7.38;6;3;0.5;6;;6;;;;;;
REA;2013;760780619;760000307;SITOT;12;;2761;;;5593;;;;;;;;;;;;;;;;;;;;;
REA;2013;760780619;760000307;SURVADU;10;;1114;;;2328;;;;;;;;;;;;;;;;;;;;;
REA;2013;760780619;760000307;USIC;12;;2761;;;5593;;;;;;;;;;;;;;;;;;;;;
REA;2013;760780791;760000414;SURVADU;12;4380;608;;;3012;;;;;;;;1;6;6;;0.5;6;;6;;;;;;
REA;2013;760783522;760780239;AUTSI;14;5110;465;;;4799;;;4;;;1.81;1;;17.49;16;3;1;17;;16.65;;;;;3;3
REA;2013;760783522;760780239;SITOT;14;5110;465;;;4799;;;;;;;;;;;;;;;;;;;;;
REA;2013;760805770;760780726;AUTSI;14;5110;1069;;;3657;;;9;;2;7.84;1;0;14.07;8;7;0.5;6;0;5.1;0;0;0;0;3;2.4
REA;2013;760805770;760780726;REAADU;12;4380;640;657;47;3504;20;40;7;10;1;6.12;2;0;35.92;28;12;1.8;12;5;16.76;0;0;0;4;8;7.91
REA;2013;760805770;760780726;SITOT;30;10950;2688;;;7896;;;;;;;;;;;;;;;;;;;;;
REA;2013;760805770;760780726;SIUNV;4;1460;401;;;1002;;;3;;;0.52;0;0;6.55;4;3;0.14;3;1;3.51;0;0;0;0;1;0.54
REA;2013;760805770;760780726;SURVADU;6;2190;250;;;698;;;;;;;0;0;5.95;5;1;0;6;0;5.8;0;0;0;0;0;0
REA;2013;760805770;760780726;SURVENF;2;730;124;;;236;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2013;760805770;760780726;USIC;12;4380;1218;;;3237;;;;;;;1;0;15.47;11;7;1;11;2;10.01;0;0;0;0;3;3.07
REA;2013;760921809;760000273;SURVADU;19;6935;1842;;;5190;;;2;;;2;;;21;21;;;14;;14;;;;;;
REA;2013;770000131;770110013;SURVADU;6;2094;390;;;1777;;;2;;3;3.25;1;;12.86;11;3;0.25;9;;9.75;;;;;1;1
REA;2013;770000149;770110021;REAADU;8;2920;268;279;4;2707;19;35;1;28;11;4.42;1;;18.94;18;3;1;11;2;12.7;;;;1;1;1.79
REA;2013;770000156;770110054;REAADU;16;5840;812;843;43;5288;3;;6;22;1;6.3;1;;38.26;41;;1;24;;24.1;;;;;5;4.76
REA;2013;770000156;770110054;SURVADU;8;2920;579;;;1936;;;;;;;;;8.27;7;;;6;;6.78;;;;;1;1.08
REA;2013;770000164;770110062;REAADU;6;2190;197;203;10;1824;2;;2;35;6;3.82;1;;11.59;15;;1.26;9;;3.18;;;0.1;;;0.63
REA;2013;770000164;770110062;SURVADU;4;1460;261;;;1068;;;;;;;;;;;;;;;;;;;;;
REA;2013;770000172;770110070;REAADU;8;2312;181;184;8;1788;12;;3;35;1;3.2;;1;17;17;;0.56;7;1;7.9;;;;1;2;1.95
REA;2013;770000172;770110070;SURVADU;4;1460;306;;;1449;;;2;;;2;;1;4.39;5;;0.24;4;;4;;;;;;
REA;2013;770000214;770130052;SURVADU;6;1656;280;;;1495;;;12;;;3.12;;;12.93;10;3;;1;3;3.09;;;;;1;1
REA;2013;770000446;770700185;AUTSI;5;1825;77;;;1531;;;2;;;1.1;;;4;4;;;3;;3;;;;;1;1.17
REA;2013;770000446;770700185;REAADU;12;4380;394;416;16;4192;9;51;3;21;2;4.3;1;;29.02;28;2;0.83;10;2;11.7;;;;1;9;7.86
REA;2013;770000446;770700185;SITOT;17;4977;1096;;;4121;;;;;;;;;;;;;;;;;;;;;
REA;2013;770000446;770700185;SIUNV;6;962;319;;;813;;;6;;2;1.4;;1;2.68;4;8;0.25;3;3;1.25;;;;2;;0.55
REA;2013;770000446;770700185;SURVADU;4;1460;320;;;1084;;;1;;1;1.5;;17;18.04;14;5;1.36;12;1;11.75;;;;1;4;4.42
REA;2013;770000446;770700185;USIC;6;2190;700;;;1777;;;5;;1;1.42;;1;5.32;;8;0.75;;3;2.5;;;;2;;1.41
REA;2013;770019032;770170017;REAADU;12;4020;611;627;31;4639;8;;6;18;;3.67;;;27.06;26;2;0.83;23;;22.42;;;;;2;2
REA;2013;770019032;770170017;SITOT;12;4380;1117;;;3453;;;;;;;;;;;;;;;;;;;;;
REA;2013;770019032;770170017;SURVADU;4;1460;55;;;150;;;5;;;1.45;;;5.68;3;2;;5;;6.08;;;;;;
REA;2013;770019032;770170017;USIC;12;4380;1117;;;3453;;;8;;;2.37;;;10.48;11;2;0.3;16;2;13.93;;;;;;
REA;2013;770150019;770019792;REAADU;6;6;146;149;4;1597;27;;3;16;5;3.66;1;0;7.04;11;1;0.6;12;0;6.52;;;;;;
REA;2013;770150019;770019792;SURVADU;4;4;135;;;804;;;3;;5;2.44;1;0;4.7;11;1;0.4;12;0;4.35;;;;;;
REA;2013;770300010;770004299;REAADU;8;2920;369;392;11;4511;15;;2;40;;2;;1;10;10;;0.5;8;;8;;;;1;;0.5
REA;2013;770300010;770004299;SURVADU;17;6205;683;;;4841;;;2;;;2;;1;8;8;;0.5;5;;5;;;;;1;1
REA;2013;770300135;770000289;SITOT;10;3650;922;;;3049;;;;;;;;;;;;;;;;;;;;;
REA;2013;770300135;770000289;SURVADU;14;5110;1058;;;3218;;;;;;;;;4;4;;;2;;2;2;;2;;2;1.34
REA;2013;770300135;770000289;USIC;10;3650;922;;;3049;;;6;;;6;1;;4;4;;1;1;2;2;2;;2;;2;2
REA;2013;770300143;770000362;SURVADU;4;1460;83;;;337;;;5;;8;9;3;1;;;;3.5;4;;4;;7;7;;;
REA;2013;770300192;770000313;SURVADU;4;1460;196;;;359;;;;;3;0.2;;;;;;;;;;;;;;;
REA;2013;770300275;770000354;SURVADU;6;2190;155;;;1177;;;;;;;5;0;;;;5;;;;;4;1;;;
REA;2013;770790707;770000719;SURVADU;6;2190;431;;;1697;;;;;9;1;;;4.06;4;1;;4;1;4.06;;;;;;
REA;2013;770813400;770001014;SURVADU;3;1095;26;;;107;;;3;;1;3.14;;;2.75;2;1;;2;1;2.75;;;;;;
REA;2013;780000287;780110011;REAADU;10;3650;401;411;24;2692;11;44;7;15;1;6.63;1;0;26.51;21;6;0.5;14;3;16.03;1;;1;;1;0.84
REA;2013;780000287;780110011;SITOT;10;3650;915;;;2353;;;;;;;;;;;;;;;;;;;;;
REA;2013;780000287;780110011;SIUNV;4;1460;432;;;894;;;5;;;1.2;1;;6;5;3;0.27;4;2;3.76;;;;;1;0.4
REA;2013;780000287;780110011;SURVADU;4;1460;163;;;454;;;7;;1;0.76;1;;5.19;6;;0.5;5;1;4.64;;;;;1;0.16
REA;2013;780000287;780110011;USIC;6;2190;483;;;1459;;;3;;2;1.58;2;;6.35;12;;0.6;12;3;5.09;;;;;2;0.36
REA;2013;780000295;780002697;REAADU;8;2920;258;270;9;2327;5;37;3;20;2;3.51;1;;15.65;13;4;0.52;12;1;11.74;1;;0.5;2;;0.85
REA;2013;780000295;780002697;SURVADU;4;1460;124;;;682;;;1;;1;1.75;1;;7;6;1;0.25;5;;5;1;;0.5;1;;0.42
REA;2013;780000311;780001236;REAADU;16;5840;766;792;62;4588;4;37;9;18;;8.91;;1;36.3;34;2;0.41;23;3;24.84;;;;2;5;6.25
REA;2013;780000311;780001236;SITOT;14;5110;1337;;;4493;;;;;;;;;;;;;;;;;;;;;
REA;2013;780000311;780001236;SIUNV;4;1460;454;;;1236;;;1;;;1;;;;;;;;;;;;;;;
REA;2013;780000311;780001236;SURVADU;2;730;1884;;;4689;;;2;;;0.43;;;0.93;2;;;2;;1;;;;;;
REA;2013;780000311;780001236;USIC;10;3650;883;;;3257;;;3;;;2.7;1;;15.46;15;1;0.8;6;;6.24;;;;;2;1.68
REA;2013;780000329;780110052;REAADU;8;2920;280;292;8;2563;1;43;6;28;;5.7;1;;20.8;21;1;1;12;;12;;1;0.2;2;5;4.64
REA;2013;780000329;780110052;SITOT;6;2190;739;;;2201;;;;;;;;;;;;;;;;;;;;;
REA;2013;780000329;780110052;SURVADU;2;730;86;;;471;;;;;;;;;1;1;;;;;;;;;;;
REA;2013;780000329;780110052;USIC;6;2190;739;;;2201;;;3;;3;2;1;;5.19;4;1;0.47;6;2;8.16;;1;0.1;;;
REA;2013;780000337;780001236;SURVADU;4;1460;342;;;982;;;;;2;1.59;;;6.45;5;1;;5;1;5.8;;;;;;
REA;2013;780000436;780150041;SURVADU;6;365;312;;;1384;;;2;;;1.8;;;;;;;;;;;;;;;
REA;2013;780300075;780000485;SITOT;16;5840;2063;;;4528;;;;;;;;;;;;;;;;;;;;;
REA;2013;780300075;780000485;SURVADU;12;4380;352;;;1972;;;5;;;5;;;7.25;5;7;;5;11;8.92;;1;0.5;;;
REA;2013;780300075;780000485;USIC;16;5840;2063;;;4528;;;12;;;12;;;17.85;9;19;;8;12;11.8;;1;0.8;;;
REA;2013;780300125;780000535;SURVADU;6;2190;95;;;350;;;;;;;;;1.5;2;;;1;;0.5;;;;;;
REA;2013;780300323;780003679;SURVADU;6;2004;278;;;1445;;;9;;;7;;;3;3;;;2;;2;;;;;;
REA;2013;780300406;780018032;REAADU;10;3650;930;944;14;3050;35;28;9;19;;;1;;18.74;19;;0.5;4;;3.57;;;;;;
REA;2013;780300406;780018032;SITOT;12;4380;1030;;;3889;;;;;;;;;;;;;;;;;;;;;
REA;2013;780300406;780018032;SURVADU;21;7665;1157;;;3601;;;9;;;;1;;6.79;7;;0.5;7;;6.17;7;;;;;
REA;2013;780300406;780018032;USIC;12;4380;1030;;;3889;;;9;;;;1;;9.4;10;;0.3;3;;3;;;;;;
REA;2013;780300414;780000675;REAADU;8;2920;252;271;24;2776;8;;;47;;;;;;;;;;;;;;;;;
REA;2013;780300414;780000675;SITOT;10;3650;693;;;3241;;;;;;;;;;;;;;;;;;;;;
REA;2013;780300414;780000675;SURVADU;20;7300;854;;;6348;;;;;;;;;;;;;;;;;;;;;
REA;2013;780300414;780000675;USIC;10;3650;693;;;3241;;;;;;;;;;;;;;;;;;;;;
REA;2013;780300422;780002259;REAADU;10;3650;252;256;3;3154;13;37;2;15;;2;1;1;19.32;22;;1.6;8;;7.5;;;;;;
REA;2013;780300422;780002259;SITOT;;;1;;;8;;;;;;;;;;;;;;;;;;;;;
REA;2013;780300422;780002259;SURVADU;15;5475;333;;;3311;;;2;;;2;1;1;9.1;10;;1.4;6;2;7.2;;;;;;
REA;2013;780300422;780002259;USIC;;;1;;;8;;;;;;;;;;;;;;;;;;;;;
REA;2013;780800256;780110078;AUTSI;15;5475;235;;;5651;;;;;;;;;;;;;;;;;;;;;
REA;2013;780800256;780110078;REAADU;17;6205;761;790;59;5390;2;49;12;21;;11.25;1;0;45.92;46;6;1;27;3;29.77;;;;2;4;6.18
REA;2013;780800256;780110078;SITOT;31;11315;1955;;;10902;;;;;;;;;;;;;;;;;;;;;
REA;2013;780800256;780110078;SIUNV;6;2190;706;;;2536;;;4;;2;1.5;1;0;11.8;11;1;1;13;1;12.6;;;;1;5;5.92
REA;2013;780800256;780110078;SURVADU;5;1825;166;;;2063;;;;;;;;;;;;;;;;;;;;;
REA;2013;780800256;780110078;USIC;10;3650;1014;;;2715;;;7;;2;1.85;1;0;16.83;16;2;1;5;1;6.6;;;;1;2;2.03
REA;2013;790000087;790000012;REAADU;8;2920;290;297;11;2774;4;43;5;12;2;5.65;;;27.54;19;14;0.78;10;5;14.41;1;;0.3;1;4;3.88
REA;2013;790000087;790000012;SITOT;18;6570;1695;;;5603;;;;;;;;;;;;;;;;;;;;;
REA;2013;790000087;790000012;SIUNV;4;1460;528;;;1404;;;4;;1;4;;;7.09;12;3;;12;3;6.86;;;;2;;0.56
REA;2013;790000087;790000012;SURVADU;4;964;178;;;857;;;;;;;;;1.8;1;1;;;5;5.67;;;;1;;1
REA;2013;790000087;790000012;USIC;14;5110;1167;;;4199;;;9;;;8;1;;16.29;15;3;0.59;11;3;12.18;1;;0.1;2;;0.34
REA;2013;790000095;790006654;SURVADU;4;1725;348;;;1311;;;2;;;0.4;1;;6.45;5;4;0.5;6;4;7.04;;;;;1;0.5
REA;2013;790003537;790006654;SURVADU;8;3450;708;;;3003;;;4;;;1.05;1;;12.23;9;4;0.5;7;2;8;;;;1;1;0.41
REA;2013;790009948;790001242;SURVADU;8;2920;814;;;2101;;;1;;;1;;;7;7;;;5;;5;;;;;;
REA;2013;800000143;800000028;REAADU;6;2190;233;238;15;1569;2;39;4;16;1;4.3;1;0;13.65;13;1;1;8;1;8.82;0;0;0;1;2;2.31
REA;2013;800000143;800000028;SITOT;7;2555;590;;;2029;;;;;;;;;;;;;;;;;;;;;
REA;2013;800000143;800000028;USIC;7;2555;590;;;2029;;;2;;2;3.08;0;0;9.5;5;5;0;8;2;9.22;0;0;0;0;1;1.09
REA;2013;800000192;800000044;AUTSI;4;1460;58;;;1009;;;;;;;;;;;;;;;;;;;;;
REA;2013;800000192;800000044;REAADU;24;8760;1027;1077;39;7438;27;;12;7;;9.38;2;;64.29;49;19;2.67;23;2;24.61;;;;4;9;11.93
REA;2013;800000192;800000044;REAENF;6;2190;211;224;15;1643;54;;5;;1;2.58;1;1;7.58;7;1;1.5;;;0.12;;;;;;
REA;2013;800000192;800000044;SITOT;10;3650;730;;;3065;;;;;;;;;;;;;;;;;;;;;
REA;2013;800000192;800000044;SIUNV;6;2190;672;;;2056;;;6;;1;1.57;;;6;6;;;6;2;7.88;;;;;;
REA;2013;800000192;800000044;SURVADU;15;5475;981;;;4742;;;20;;;9.38;;;21.42;20;3;0.17;15;2;16.83;;;;;1;0.99
REA;2013;800000192;800000044;SURVENF;8;2920;272;;;1020;;;;;;;2;;5.3;4;2;1;5;1;4.2;;;;;3;2.3
REA;2013;800000226;800000069;SURVADU;6;2190;273;;;1678;;;0;;1;0.15;0;0;7.01;6;2;0;;0;;0;0;0;0;1;0.51
REA;2013;800000432;800000093;SURVADU;4;1460;184;;;1008;;;;;3;0.53;1;;6.16;6;1;0.5;3;;3;;;;;1;0.5
REA;2013;800002503;800001141;SURVADU;6;2190;264;;;1423;;;10;;1;10;;;4;4;;;2;;2;;;;;;
REA;2013;800006124;800000044;AUTSI;15;5475;356;;;4753;;;11;;1;4.97;;;8.6;7;2;;5;2;6.6;;;;;1;1
REA;2013;800006124;800000044;REAADU;30;10950;1485;1587;57;10448;16;;21;13;2;10.57;3;;72.8;61;16;3.52;40;8;46.67;;;;7;11;15.64
REA;2013;800006124;800000044;SITOT;31;11315;2079;;;9890;;;;;;;;;;;;;;;;;;;;;
REA;2013;800006124;800000044;SIUNV;;;0;;;0;;;;;;0.2;;;;;;;;;;;;;;;
REA;2013;800006124;800000044;SURVADU;10;3650;813;;;1699;;;2;;;0.3;;;1.6;;2;;1;;1;;;;;;
