BOR;AN;nofinesset;nofinessej;EX_NEUCHI;LIT_NEUCHI;EX_REA;EX_POST;EX_NEURAD;LIT_NEURAD;EX_NAV;TELEEXP;TELEEXP_NB;TELECONS;TELECONS_NB;CRAN;CERE;STEREOT;NPED;ENDO;SEJ_ADU;SEJ0_ADU;JOU_ADU;SEJ_PED;SEJ0_PED;JOU_PED;SEJ_REA;JOU_REA;SEJ_POS;JOU_POS;SEJ_END;SEJ0_END;JOU_END
NEUROCHIR;2013;860000223;860013077;1;33;1;0;0;;1;;;;;;;;1;;2048;42;10355;27;1;126;451;3322;197;222;203;3;2045
NEUROCHIR;2013;870000064;870000015;1;46;0;1;1;4;1;1;;0;;1;1;1;1;1;2146;41;13673;9;1;62;82;792;26;167;205;3;1019
NEUROCHIR;2013;920000650;920150059;1;32;0;0;1;;1;0;;0;;1;1;0;0;1;1093;4;8476;14;0;67;54;589;689;728;214;24;867
NEUROCHIR;2013;920100039;750712184;1;32;1;1;1;8;;1;;1;;1;1;1;0;1;1662;245;10569;33;3;310;185;3320;404;586;271;12;1356
NEUROCHIR;2013;930300025;930000393;1;20;0;1;0;;1;0;;0;;1;0;;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
NEUROCHIR;2013;940100027;750712184;1;35;1;1;1;;1;1;;0;;1;1;0;0;1;2052;718;9011;13;3;46;203;982;308;1214;165;4;906
NEUROCHIR;2013;940100043;750712184;1;35;0;0;0;0;1;1;150;;;1;1;1;1;1;1266;52;9985;23;4;92;238;2372;332;739;237;15;1591
NEUROCHIR;2013;970100442;970100228;1;11;0;0;0;;0;0;;0;;0;0;0;0;0;651;221;3342;4;0;18;63;666;31;124;0;0;0
NEUROCHIR;2013;970211215;970211207;1;13;0;1;0;2;1;0;;0;;1;0;0;1;0;431;26;3608;4;0;18;14;145;105;1197;5;0;52
NEUROCHIR;2013;970400057;970408589;1;18;1;;1;1;1;1;92;1;70;1;1;0;1;1;826;29;5530;21;2;105;230;1616;0;0;90;2;637
