BOR;AN;nofinesset;nofinessej;LIT;JOU;ENT;DECES;URG_EJ;URG_EXT;MCO_EJ;MCO_EXT;GER_EJ;GER_EXT;SSR_EJ;SSR_EXT;PSY_EJ;PSY_EXT;HAD_EJ;HAD_EXT;DOMIC1;PEGER;EMGER;GERPSY;EMPAL;ALZ;EHPAD;VILHOS;RETR
USLD;2018;530000264;530000371;55;18991;29;;;;2;1;9;1;7;1;;;;;4;;;;15;;2;;
USLD;2018;530031384;530000074;47;16011;34;;0;0;6;0;3;0;16;0;0;0;0;0;14;0;2;0;29;0;1;0;0
USLD;2018;530032788;530000025;56;19962;38;;;;2;;;;13;2;1;3;;;17;;;;11;;8;;
USLD;2018;540000072;540014081;43;14575;57;;;;29;6;;;;7;;;;;15;;;;;;6;;
USLD;2018;540000155;540000080;30;10819;24;;;;3;1;;;;7;;;;;13;;;;0;;1;0;0
USLD;2018;540000312;540000114;30;8934;24;;;;;;;;9;;;;;15;;;;;;;2;;
USLD;2018;540000395;540000122;60;21573;30;;;;7;;;;17;1;;;;;4;;;;;;;;
USLD;2018;540000668;540006707;56;17773;22;;;;;4;;;8;5;;1;;;4;;;;;;1;;
USLD;2018;540006459;540023264;34;12410;30;;;;;;;;32;;0;;;;4;70;;;;;1;1;
USLD;2018;540006665;540019007;31;9788;25;;;;1;;;;4;;;;;;20;;;;;;6;;
USLD;2018;540008364;540000049;36;12603;21;;;;;3;7;;4;1;;;;1;21;;;;17;;7;;
USLD;2018;540009859;570010181;30;7535;38;;;3;;14;;0;;17;;1;;0;3;;;;3;;;;
USLD;2018;540013232;540023264;72;26280;32;;;;3;;2;;26;;0;;0;;5;108;;23;;;2;1;
USLD;2018;550000038;550000046;32;9999;23;;;;13;;;;3;;;;;;7;;;;;;;;
USLD;2018;550000251;550000095;30;10883;12;;;;;2;;;;;6;;;;4;;;;;;;;
USLD;2018;550000434;550003354;30;10338;16;;0;0;7;0;3;0;7;1;0;0;0;0;1;0;0;1;2;0;0;0;0
USLD;2018;550003370;550006795;48;9377;14;;;;2;;3;;5;1;;;3;;;;;;1;;;;
USLD;2018;560000127;560023210;60;21656;48;;0;0;1;1;0;0;35;3;0;0;0;0;8;;;;;;;;
USLD;2018;560000200;560023210;30;10454;28;;0;0;7;0;0;0;12;0;0;0;0;0;7;;;;;;;;
USLD;2018;560000275;560005746;45;16017;27;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;560000283;560000077;60;20260;36;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;560000291;560000085;13;4264;7;;;;1;;;;;;;;;;6;;;;;;;;
USLD;2018;560003980;560005746;40;14410;24;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;560010092;560002032;58;20797;22;;;;;;;;;;16;;2;2;2;;;;;;2;;
USLD;2018;560012122;560002677;50;18029;10;;;;;;;;;;7;;;;3;;;34;;;0;0;0
USLD;2018;560014219;560014748;30;9972;19;;;;3;;1;;8;;;;8;;;;;3;4;;;2;
USLD;2018;560015422;560005746;30;10950;20;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;570000166;570010181;30;10485;37;;;;7;;5;;24;;;;1;;;;;;;;;;
USLD;2018;570000349;570005165;23;7844;16;;;;1;;;;8;;;;;;7;18;5;15;2;;;;
USLD;2018;570000448;750050759;30;9834;40;;;;;20;;;6;9;;1;;;4;;;;0;;5;;
USLD;2018;570000455;570010181;30;9909;35;;0;0;21;0;0;;6;;0;;0;;2;0;0;0;0;0;3;0;0
USLD;2018;570000562;570011353;30;10674;44;;;;;25;;;;14;;;;;5;;;;;;;;
USLD;2018;570000661;570000158;30;10174;33;;;;21;3;;;17;1;;;;;3;;;;1;;3;;
USLD;2018;570000893;570000141;30;10633;12;;;;;;;;;;9;;;;3;;;;;;1;1;
USLD;2018;570000968;570000430;30;9303;28;;;;1;;;;17;5;;;;;5;;;;;;5;;
USLD;2018;570003079;570010181;60;21718;36;;;;4;;;;24;;;;;;8;;;;;;3;;
USLD;2018;570003947;570023630;30;10014;25;;;;1;1;4;;10;;;;2;7;;;;;;;;;
USLD;2018;570005215;570005165;37;12520;25;;;;2;;4;;18;;;;;;1;3;;8;5;;2;;
USLD;2018;570012369;570011387;30;10416;36;;;;;5;;;21;;;;;;10;;;;;;4;;
USLD;2018;570015776;750050759;60;19321;65;;;;;;;;;9;;;;;56;;;;;;1;;
USLD;2018;570016014;570000034;41;13761;31;;;;7;6;;;;7;;1;;;10;;;2;5;;2;;
USLD;2018;580004836;580780039;108;37997;126;;;;6;2;14;;72;16;;;;;16;;;;;;;;
USLD;2018;580972628;580780039;12;4325;5;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;580972644;580781136;30;10481;20;;;;2;;;;8;2;;;;;8;;;;;;5;;
USLD;2018;580972677;580780088;30;9588;32;;0;0;4;0;0;0;19;1;0;0;0;0;1;0;0;0;0;0;2;0;3
USLD;2018;580972701;580970978;30;10262;9;;0;;0;;0;;9;;0;;0;;;0;0;0;;0;0;0;0
USLD;2018;580972719;580780757;30;9957;21;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;590000014;590780052;30;10529;19;;;;;2;;;;12;;;;;5;;;;;;4;;
USLD;2018;590000121;590780227;60;21744;44;;7;;7;1;13;;1;1;0;;;;14;60;0;3;21;0;5;0;0
USLD;2018;590000428;590781605;58;19253;43;;;;5;;2;;28;1;2;;;;5;;;;;;13;1;
USLD;2018;590000451;590781647;40;14303;20;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;590000469;590781662;30;8192;47;;;;;;;;;;;;;;3;0;0;0;0;0;3;0;0
USLD;2018;590000477;590781670;40;13829;17;;;;;;;;12;;;;;;5;;;;;;1;;
USLD;2018;590000527;590781795;30;10033;39;;0;0;0;0;3;0;28;5;0;0;0;0;3;0;0;1;0;0;4;3;0
USLD;2018;590000592;590782165;60;20954;52;;0;0;1;0;2;0;40;4;0;0;0;0;5;;;5;8;;13;0;0
USLD;2018;590001004;590783239;60;18053;37;;;;;;;;10;;;;;;;;;;;;4;;
USLD;2018;590001582;590785663;60;17972;23;;;;;;5;;14;;;;4;;;;;;17;;1;;
USLD;2018;590044632;590782421;60;11649;25;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;590788865;590782421;60;13883;0;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;590791091;590780193;120;33121;17;;3;;2;;3;;9;;;;;;;;3;1;2;;1;;
USLD;2018;590791323;590782637;60;16275;14;;;;;4;;;4;;;;;;6;;;;;;;;
USLD;2018;590804340;590788956;80;27890;41;;;;1;1;4;;11;4;;;;;20;;;;;;2;;
USLD;2018;590804696;590781902;60;20007;42;;0;0;7;0;0;0;29;3;0;0;0;0;2;7;20;0;24;0;3;0;0
USLD;2018;590812186;590782421;30;14722;18;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;590812749;590782215;90;30375;36;;0;0;2;4;0;0;15;0;1;1;0;0;13;;;;;;7;0;0
USLD;2018;600000020;600100085;30;10859;10;;;;;;;;5;1;;;;;4;;;;;;;;
USLD;2018;600000046;600100127;30;10696;16;;0;0;0;0;0;0;37;7;0;0;0;0;2;0;0;0;0;0;0;0;0
USLD;2018;600000053;600101984;73;26057;62;;;;2;;2;;28;6;;;;;23;;;10;10;;5;;
USLD;2018;600000152;600100572;86;30559;26;;0;0;1;0;0;0;14;5;0;0;0;0;6;;;9;;;0;2;1
USLD;2018;600000186;600100648;88;30940;55;;;;2;;;1;14;17;;3;;;18;;;;;;9;;
USLD;2018;600000285;600100721;47;17155;35;;;;11;;;;23;2;;;;;;;;;;;;;
USLD;2018;600001184;600108948;31;10991;34;;;;;7;;5;;5;;;;;13;;;;7;;8;;
USLD;2018;600100101;750712184;94;36097;46;;;;;;;;46;;;;;;;3;;;;;5;3;4
USLD;2018;600105381;600106611;51;18143;24;;;;;;;;11;10;;;;;3;;;;;;3;;
USLD;2018;600107494;600100713;100;35025;47;;0;0;3;0;0;0;24;1;0;0;0;0;19;0;0;0;4;0;0;0;0
USLD;2018;600107668;600100721;73;25036;20;;;;1;;;;15;;;;;;4;;;;;;;;
USLD;2018;610000044;610780074;30;10790;14;;;;;;;;4;1;;;;;9;30;3;3;3;4;2;;1
USLD;2018;610784050;610780082;110;36896;42;;0;0;0;0;0;0;23;3;0;1;0;0;8;;;;;;;;
USLD;2018;620000067;620100081;30;10813;36;;;;;;;;15;2;;1;;;15;;;;;;8;;
USLD;2018;620000224;620100651;60;20606;48;;1;;;;2;0;16;14;;;11;;;;;;;;3;3;
USLD;2018;620000240;620100677;60;20303;43;;;;;13;13;;;7;;;9;1;;;;;3;;22;;
USLD;2018;620000299;620101295;30;7816;13;;;;;;;;7;;;;;;;;;;3;;5;;
USLD;2018;620000323;620101337;30;10511;22;;;;5;;;;9;;;;8;;;;;;3;;;;
USLD;2018;620000349;620101360;50;17681;17;;;;3;;1;;8;;;;;;5;;;;3;;;;
USLD;2018;620000653;620103440;60;21277;32;;0;;3;;3;;11;;0;;0;;16;0;0;10;1;0;1;1;
USLD;2018;620003350;620001834;88;27608;87;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;620106625;620020859;40;13884;15;;;;;;;;11;;;;;;4;;;;;;;;
USLD;2018;620108357;620103432;25;5495;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;620111195;620100057;110;34489;110;;10;6;3;;25;23;;;;;;;4;;;73;75;;8;;
USLD;2018;630000016;630180032;30;10772;17;;;;5;;;;9;;;1;;;2;;;;;;3;;
USLD;2018;630000412;630780997;40;13582;23;;0;0;0;0;0;0;16;0;0;0;0;0;7;0;3;0;11;19;2;0;0
USLD;2018;630000420;630781003;29;9409;52;;0;0;10;0;23;0;0;6;0;0;0;0;13;0;0;0;11;0;18;2;0
USLD;2018;630000446;630781029;30;10585;13;;0;;2;;0;;5;;0;;0;;3;;;;;;3;0;
USLD;2018;630000560;630781367;66;23385;48;;;;15;;;;24;;;;0;;9;;;;7;;6;;
USLD;2018;630781821;920030269;30;8321;6;;;;1;;;;;;5;;;;;;;20;;;8;;
USLD;2018;630787034;630780989;110;38284;59;;1;0;8;6;0;8;28;0;2;0;0;0;12;0;12;20;11;0;3;4;5
USLD;2018;630790384;630786754;44;15835;20;;;0;;;;1;;5;5;4;;0;5;;;;;;3;2;
USLD;2018;640000162;640780417;96;34392;68;;;;12;;;;18;15;;;;;19;;;;;;11;;
USLD;2018;640000402;640780813;55;19384;48;;;;13;;7;;22;;;;;;6;0;0;0;21;0;7;0;0
USLD;2018;640000410;640780821;50;18590;26;;0;0;7;1;12;0;2;0;0;1;0;0;3;0;0;0;0;0;3;1;1
USLD;2018;640000600;640781290;80;25546;43;;;;;;3;;35;;;1;;2;;108;;;;;2;1;3
USLD;2018;640003836;640791976;20;7172;13;;;;;4;;;;4;;3;;;5;;;;;;;;
USLD;2018;640780755;640780417;54;19434;30;;;;4;1;;;8;7;;;;;12;;;;;;9;;
USLD;2018;640786281;640791976;60;21674;16;;;;;4;;;;9;;8;;;25;;;;;;0;;
USLD;2018;650000045;650780158;33;11599;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;650000060;650780174;42;18600;32;;0;0;5;0;15;0;1;3;2;0;0;0;6;;;;;;23;3;0
USLD;2018;650780141;650783160;47;17069;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;650780182;650783160;101;35980;40;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;650786668;650780166;36;12723;21;;;;;;8;;;2;;5;;;6;;;;;;;;
USLD;2018;660000084;660780180;38;13172;30;;;;1;;25;;;;;;;;4;;;;;;3;2;1
USLD;2018;660000167;660780271;40;14380;30;;;;4;;;;6;;;1;;;20;;;;;;5;;
USLD;2018;660007261;660010059;15;5290;6;;;;;;;;6;;;;;;;;;;;;;;
USLD;2018;660781444;660780180;160;55649;61;;;;4;;34;1;;11;;2;;;9;;;;;;2;1;1
USLD;2018;670000041;670780071;30;9984;21;;;;;7;0;6;7;6;;1;;1;23;;;;;;0;0;0
USLD;2018;670000058;670013366;72;25792;34;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;670000157;670780337;31;10596;25;;;;9;26;6;;;;;;;;10;;10;;5;;1;;
USLD;2018;670000165;670780345;30;10576;30;;;;8;3;;;7;;;;;;6;;;5;;;1;;
USLD;2018;670000215;680000643;45;16151;34;;0;0;2;4;0;0;14;4;0;1;0;0;9;1;1;2;1;0;2;0;0
USLD;2018;670000306;670780584;104;36518;91;;0;0;0;12;20;8;16;16;0;2;0;0;13;0;0;47;92;0;3;1;0
USLD;2018;670000348;670780642;30;10728;15;;;;;;;;9;2;;;;;4;;;;;;;;
USLD;2018;670000397;670017755;45;16161;23;;;;2;5;;;;9;;;;;7;2;0;3;8;0;1;1;
USLD;2018;670000603;670781152;40;14156;37;;;;;5;;;;7;3;2;;;6;;;1;1;;3;;
USLD;2018;670002278;920030269;45;14287;47;;;;;22;;7;10;6;;1;1;;;;;;;;3;;
USLD;2018;670014992;670780139;30;10582;46;;;0;;7;;;12;3;;;;;3;;;;7;;2;;
USLD;2018;670799550;670780055;124;42776;93;;0;0;28;3;15;0;18;6;0;;;;10;;;10;;;3;1;
USLD;2018;680000122;680020336;30;9928;27;;0;0;3;1;0;0;11;1;0;1;0;;10;6;0;0;;0;1;6;
USLD;2018;680000312;680015963;30;10318;28;;;;5;;;;9;;;;;;14;;;;;;0;0;0
USLD;2018;680000544;680020336;25;8688;19;;0;;2;;7;;7;;0;;0;;3;3;0;0;0;0;0;1;0
USLD;2018;680000627;680020336;30;9049;9;;;;;;;;7;;;;;;2;0;0;0;0;0;3;0;0
USLD;2018;680000767;680001088;48;17300;45;;;;19;;;;20;;;;6;;;0;0;0;1;0;2;1;
USLD;2018;680000833;680001138;46;16511;46;;;;;6;;;36;;;;;;4;;;;;;14;;
USLD;2018;680000882;680000643;30;10210;62;;;;22;15;;4;8;;;;;;13;;;;;;12;;
USLD;2018;680004553;680020336;108;38124;109;;0;;10;;38;;49;2;0;;0;;10;0;0;1;0;0;7;5;0
USLD;2018;680020427;680014495;80;28005;84;;0;0;0;8;0;0;24;9;0;4;0;0;39;0;0;0;0;0;19;2;0
USLD;2018;690000245;690780432;100;34282;84;;;;;;;;;;;;;;;0;0;0;0;0;;;
USLD;2018;690000609;690043237;30;9880;35;;0;0;0;13;0;0;10;4;0;0;0;0;8;0;0;0;2;0;3;6;4
USLD;2018;690000773;690782925;85;29956;49;;;;;;1;;43;;;;;;3;;;3;3;;1;;
USLD;2018;690780150;690000104;30;10819;13;;;;2;1;;;9;;;;;;1;;;;;;;;
USLD;2018;690782420;690793633;33;11946;13;;;;;8;3;;1;;;;1;;;;;;;;;1;
USLD;2018;690784194;690781810;54;19032;29;;;;6;1;;;22;0;;0;;;0;;;;;;;;
USLD;2018;690787429;690781810;59;20599;39;;;;7;2;;;24;2;;;;;4;;;;;;;;
USLD;2018;690787452;690781810;150;53584;92;;;;42;3;;;41;6;;;;;;;;;;;;;
USLD;2018;690787478;690781810;125;45099;49;;;;1;;;;41;5;1;1;;;;;;;;;;2;
USLD;2018;690791132;690001912;60;19523;73;;;;;50;;;;15;;;;;8;;;2;7;;5;;
USLD;2018;690801709;690802715;60;21900;24;;0;;6;;4;;6;;0;;0;;8;0;0;3;1;0;;;
USLD;2018;690802251;690782222;40;14456;22;;;;1;;;;11;;;;;;9;;;;;;;;
USLD;2018;690802913;690005038;63;21895;21;;;;;1;;4;;10;;;;;6;;;3;2;;2;;
USLD;2018;690803093;690780564;30;10759;11;;;;;;;;;;;;;;;;;;;48;134;;
USLD;2018;700784341;700004096;30;10722;12;;;;;2;;;;;5;;;;5;;;;;;;;
USLD;2018;710972365;710780644;70;25313;19;;;;;;1;;7;5;;;;;3;;;;;;1;;
USLD;2018;710972423;710780263;79;28336;14;;0;;2;;0;;1;;3;;0;;7;;;;;;4;0;0
USLD;2018;710978248;710781451;54;18033;33;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;720000033;720000025;64;23234;25;;0;;2;;2;;14;2;0;;0;;5;;;;1;;3;1;
USLD;2018;720000124;720000066;30;9145;36;;2;;22;3;0;;6;;0;;1;;2;;;;;;;;
USLD;2018;720000314;720000090;20;7270;7;;;;;;;;;;;;;;;;;;;;2;;
USLD;2018;720000470;610780082;30;10629;8;;0;0;0;0;0;0;5;1;0;0;0;0;2;;;;;;;;
USLD;2018;720000520;720000140;55;18263;24;;;;2;2;;;10;2;;;;;8;0;0;0;0;0;4;0;0
USLD;2018;720000801;720002054;30;10769;21;;0;0;0;4;0;0;0;13;0;0;0;0;4;0;0;0;0;0;1;0;0
USLD;2018;720005909;720000025;126;45990;60;;0;0;9;0;6;0;17;11;0;0;0;0;17;0;0;1;1;0;13;1;0
USLD;2018;730000049;730002839;30;10800;20;;;;9;;4;;5;;;;;;2;;;;8;;2;1;
USLD;2018;730000080;730780103;30;11011;31;;;;25;;;1;;1;;;;;3;;;;18;;2;;
USLD;2018;730000098;730000015;30;10684;44;;;;6;;;;13;1;;;;;6;;;;;;4;;
USLD;2018;730783552;730000015;53;19120;49;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;730785276;730002839;30;10822;13;;;;;;7;;3;;;;;;3;0;0;0;0;0;0;0;0
USLD;2018;740000286;740781190;30;8437;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;740000302;740781133;30;6162;7;;0;0;6;1;0;0;10;3;0;0;0;0;10;;;;;;5;0;0
USLD;2018;740000401;740781893;50;17305;25;;;;;;;;;;;;;;;;;;;;65;;
USLD;2018;740001847;740780168;40;13534;12;;;;;4;;;;;;;;;8;;;;;;;;
USLD;2018;740011481;740781133;80;27021;48;;0;0;0;2;19;10;15;7;0;0;0;0;4;;;;;;2;0;0
USLD;2018;740788070;740790381;30;10570;20;;1;;5;;;;;3;;;;;11;1;;;2;;;;
USLD;2018;740789532;740781208;45;16166;24;;;;;;;;12;1;;;;;11;;;;;;2;;
USLD;2018;750041543;750712184;60;20972;35;;0;0;0;0;10;0;25;0;0;0;0;0;;0;0;0;0;0;8;0;0
USLD;2018;750100042;750712184;78;26988;32;;3;;4;;2;;26;;;;;;;;;;;;;;
USLD;2018;750100083;750712184;32;11537;12;;;;;;;;12;;;;;;;;;;;;;;
USLD;2018;750100125;750712184;37;12384;12;;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2018;750100216;750712184;123;46150;45;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;750100299;750712184;271;87443;114;;0;0;13;19;0;0;61;7;0;0;0;9;5;;;;;;10;0;0
USLD;2018;750150377;750721334;78;24738;48;;0;0;;;;;16;3;;;;;29;;;;;;;;
USLD;2018;750801441;750712184;371;106609;166;;;;;5;;;135;16;;;;;6;;;;95;;8;12;
USLD;2018;760000133;760780213;39;14037;13;;0;0;0;3;0;0;6;0;0;0;0;0;4;0;0;0;2;0;0;1;0
USLD;2018;760000141;760780239;145;52304;43;;;;8;;;;13;5;;1;;;16;;;;1;;;;
USLD;2018;760000356;760780726;154;50989;94;;1;;21;;2;;18;4;1;;;;16;;;3;;;1;2;
USLD;2018;760000380;760780759;35;12810;17;;;;;2;;;10;;4;;1;;;;;;;;;;
USLD;2018;760023671;760780239;70;24937;41;;;;5;;;;11;2;;;;;22;;;;2;;;;
USLD;2018;760783530;760780239;90;32329;26;;;;2;;;;12;;;;;;12;;;40;;;;;
USLD;2018;760806950;760780734;40;14454;22;;;;4;1;;;14;;;;;;3;;;;;;2;;
USLD;2018;760914275;760780023;130;46726;76;;;;3;2;9;;18;;;;;;15;;;;;;2;;
USLD;2018;770000156;770110054;41;14231;17;;;;;;2;;;;;;;;15;;;;;;;;
USLD;2018;770000164;770021152;51;21535;82;;;;1;1;1;;7;1;;;;;4;;;;;;1;;
USLD;2018;770813814;770130037;114;40515;33;;;;;5;;1;;11;;;;;16;;;;;;6;;
USLD;2018;770814622;770021145;57;20477;33;;0;0;0;0;0;0;28;0;0;0;0;0;3;0;0;6;2;0;0;0;0
USLD;2018;780000287;780110011;50;17058;20;;;;1;2;;;5;6;;;;;6;0;1;0;0;;2;;
USLD;2018;780000303;780024113;64;21269;41;;0;0;0;0;4;3;17;6;0;0;0;0;11;;;;23;;7;5;0
USLD;2018;780000311;780001236;90;30383;34;;0;0;1;1;0;0;16;6;0;;0;;5;;;;;;5;;
USLD;2018;780000337;780001236;20;7711;8;;;;1;;;;3;;;;;;3;;0;0;1;0;0;0;0
USLD;2018;780000352;780110094;42;18272;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USLD;2018;780000360;780130019;40;13862;26;;;;;18;;7;;15;;3;;;16;;;4;23;;1;;1
USLD;2018;780000378;780130027;30;10471;24;;0;;3;9;0;;0;;0;;0;;4;;;;1;;7;;0
USLD;2018;780150033;780020715;40;12192;33;;0;;30;;;;;;;;3;;33;;;;;;;;
USLD;2018;780822748;780002697;32;11229;22;;;;;;1;;8;3;;;;;10;0;0;2;7;0;0;0;0
USLD;2018;790000087;790000012;71;14364;49;;;;10;;;;27;;2;;;;1;;;;12;;;;
USLD;2018;790000103;790006654;65;20796;75;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;790000111;790019491;35;11939;30;;;;3;;;;24;;;;;;3;;;;;;;;
USLD;2018;790000145;790000079;30;7524;18;;;;;;;;8;6;;;;;4;0;0;0;0;0;;;
USLD;2018;800000200;800000051;30;9956;30;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;800000226;800000069;35;12677;13;;0;;0;;2;;9;;0;;0;;2;;;;10;;;;
USLD;2018;800000275;800000077;30;10383;23;;0;0;1;0;0;0;19;1;0;0;0;0;2;;;;4;;9;2;
USLD;2018;800000390;800000085;30;10061;15;;1;0;2;0;0;1;5;0;0;0;0;0;6;0;0;0;0;0;2;0;0
USLD;2018;800000432;800000093;30;10398;17;;1;;;;;;13;;;;;;3;0;0;0;9;0;1;;
USLD;2018;800000507;800000135;98;32802;65;;;;22;9;;;14;3;;;;;17;0;0;0;0;0;1;;
USLD;2018;800000614;800000044;190;66191;93;;;;17;4;7;;35;;;2;2;;10;;;;;4;;;
USLD;2018;800009417;800000085;35;12190;21;;0;0;0;0;0;0;9;0;0;0;0;0;12;0;0;0;0;0;3;0;0
USLD;2018;810000505;810000331;74;25905;48;;1;;8;;4;;;26;;7;;;2;;;;;;7;2;
USLD;2018;810000513;810000349;28;9025;32;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;810000562;810000455;60;21806;29;;0;0;1;2;0;0;14;3;0;0;0;0;9;0;0;5;0;0;0;0;0
USLD;2018;810099838;810000380;50;17303;44;;0;;2;;8;;23;;0;;0;;7;0;0;0;4;0;11;1;0
USLD;2018;810100370;810000380;70;25414;13;;0;;0;;1;;6;;0;;0;;6;0;0;0;6;0;2;0;0
USLD;2018;820000032;820000016;30;10469;17;;0;;13;1;7;;6;;1;;;;18;0;0;0;0;0;4;0;0
USLD;2018;820000438;820000214;35;12123;45;;;;;15;;;;12;;;18;;;;;;;;18;2;
USLD;2018;820000461;820000248;25;8603;61;;;;3;;6;;12;4;;;;;35;;;;;;7;;
USLD;2018;830000279;830100517;46;15735;20;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;830000337;830100590;40;14239;26;;0;0;13;6;0;0;0;3;0;0;0;0;4;0;0;0;0;0;2;0;0
USLD;2018;830009528;830100566;30;10941;14;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;830013629;130002041;26;9055;15;;;;2;;6;;3;;;;4;;;;;;;;;;
USLD;2018;830017372;750721235;100;34954;42;;;;;;;;32;;;;3;;;;;;;;;;
USLD;2018;830100608;830100616;14;5076;12;;1;;;;;;;1;;;;;5;;;;1;;1;;
USLD;2018;830100764;440052041;40;14483;21;;;;;5;;;8;2;;;3;3;;;;;;;;;
USLD;2018;830202743;830100616;36;12949;17;;;;7;;;;2;1;;;;;7;;;;30;;7;;
USLD;2018;830206983;830008819;30;10198;23;;;;1;;;;10;;;;12;;;;;;;;;;
USLD;2018;830212783;830002432;23;8220;4;;;;;;;;;2;;;;;2;;;;;;1;;1
USLD;2018;830213989;830100525;35;12629;17;;;;;;;;;4;;;;;;35;;;2;;5;;
USLD;2018;840000392;840000046;30;10879;27;;0;;8;10;6;;;2;;;;;1;;;;;;1;;
USLD;2018;840000418;840004659;33;11194;55;;0;;;;;;5;;;;;;9;;;;1;;4;1;1
USLD;2018;840000483;840000087;30;10774;4;;;;1;;;;1;;;;;;1;;;;;;;;1
USLD;2018;840000491;130041916;50;17966;25;;;;2;;;;10;1;;;;;12;;;;;;1;2;
USLD;2018;840001861;840006597;67;23969;31;;;;;;;;;;;;;;;;;;;;;;
USLD;2018;840007579;840000012;40;14116;42;;0;;2;;;;15;1;;;;;4;;;;;;5;;
USLD;2018;850000142;850000019;80;28904;41;;;;;;;;38;1;;;;;2;;;7;13;;1;1;
USLD;2018;850000209;850000019;30;10674;28;;;;2;;;;17;3;;;;;6;;;1;2;;3;2;
USLD;2018;850000233;850009010;30;10617;28;;;;;;;;18;;;;;;10;0;0;3;0;0;9;;2
USLD;2018;850000647;850025867;42;14480;30;;0;0;1;2;0;0;10;1;0;1;0;0;13;;;;;16;7;;
USLD;2018;850003377;850009010;30;10795;16;;;;1;;;;9;;1;;;;5;0;0;2;2;0;2;;
USLD;2018;850021049;850000084;60;20047;52;;0;;12;;10;;23;1;0;;0;;6;0;0;0;0;0;4;0;0
USLD;2018;850021866;850000092;25;9057;1;;;;;;;;;;1;;;;;;;26;;;1;;
USLD;2018;850022013;850000100;21;7091;19;;;;;3;;;5;4;;;;;8;;;;;;;;
USLD;2018;860000025;860013382;60;21558;50;;;;5;1;3;;17;1;;;;;23;;;54;15;;3;;
USLD;2018;860000033;860013382;30;10614;17;;;;1;;;;13;;;;;;3;;;4;21;;3;;
USLD;2018;860000058;860014208;32;11444;22;;;;5;1;;;7;;;1;;;8;;;;;;1;;
USLD;2018;860000223;860014208;61;21723;53;;;;2;;3;;41;2;;1;;;3;53;;26;6;;4;1;
USLD;2018;860011014;860014208;30;10565;19;;;;3;;;;10;1;;;;;5;19;;19;;;4;1;
USLD;2018;870000270;870000031;40;14341;54;;1;0;11;6;5;0;19;2;0;0;0;0;9;0;0;0;0;0;7;1;0
USLD;2018;870000551;870014503;39;13049;36;;;;8;4;;2;9;5;;1;;;5;;;;;;;;
USLD;2018;870000601;870014248;30;10396;52;;;;20;;;;8;;;;;;5;;;;;;6;3;
USLD;2018;870001567;870014503;45;16185;33;;;;8;;;;2;3;;;;;14;;;;;;11;;
USLD;2018;870003514;870000015;80;29111;39;;2;0;1;0;0;0;32;0;0;0;0;0;4;1;0;0;3;0;4;3;0
USLD;2018;870005931;870000023;60;21544;50;;;;1;10;;;23;4;;1;;;8;;;;;;4;;
USLD;2018;870008042;870000015;168;61007;116;;1;0;5;2;4;0;66;2;0;2;0;0;34;7;4;3;4;0;12;2;0
USLD;2018;880000039;880780069;25;8569;31;;0;;6;1;6;;14;;;;;;5;;;;12;;2;1;
USLD;2018;880000070;880007299;30;9573;37;;;;5;5;1;;18;;1;;;;7;;;;22;;8;2;
USLD;2018;880000104;880780259;30;9344;24;;;;;8;;;8;4;;;;;5;;;;9;;2;;
USLD;2018;880000336;880007059;30;9353;29;;;;3;;;;;;;;;;;;;;;;;;
USLD;2018;880786637;880780093;24;8467;18;;;;5;;1;;12;;;;;;;42;;3;;;;1;
USLD;2018;880786645;880780077;30;9469;35;;;;;;7;;10;;;;;;18;;;;;;;;
USLD;2018;890971583;890000417;64;21447;42;;;;10;9;2;;3;2;;;;;16;;;;12;;;1;
USLD;2018;890975527;890000037;29;9076;17;;;;3;1;1;;12;;;;;;;;;;;;;;1
