BOR;AN;nofinesset;nofinessej;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM;PCON;PACT
MCO;2019;220013130;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;505;;0;;0;;;;0;;;505;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220013155;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;560;;0;;0;;;;0;;;560;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220016778;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;13;;0;;0;;;;0;;;13;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220019558;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;7390;;0;;0;;;;0;;;7390;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220019848;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1704;;0;;0;;;;0;;;1704;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220020507;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8247;;0;;0;;;;0;;;8247;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220021976;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2749;;0;;0;;;;0;;;2749;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;220022800;220000673;59;20050;2437;38;18564;102;34290;6633;101;20319;26;9490;1192;19;5429;187;63830;10262;158;44312;0;118;0;0;10629;50;16590;0;72;0;0;50;16780;0;0;10629;;;;;;;;;;;;;;;;;;;;;
MCO;2019;230000820;230780041;159;63164;7858;853;51030;28;12524;1794;96;9493;19;6935;766;84;2933;206;82623;10418;1033;63456;11;620;;;4800;5;709;1;144;;;17;1473;;;4800;1;1;1;1;1;1;0;1;1;0;0;0;0;25722;1627;31209;69;3572;2598;;
MCO;2019;230000846;230780066;26;9301;540;4;6119;0;;0;0;0;0;;0;0;0;26;9301;540;4;6119;;0;;;1;;0;;0;;;;0;;;1;1;0;0;0;1;0;1;1;1;;20;;100;4186;37;4502;;29;3445;;
MCO;2019;230000853;230780074;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;382;;;0;;0;;0;;;10;382;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;230004657;230780058;28;8748;1088;144;7728;0;0;0;0;0;0;0;0;0;0;28;8748;1088;144;7728;0;0;0;0;0;5;291;0;0;;;5;291;0;0;0;1;0;0;1;0;0;1;0;1;;;;180;0;0;;;;;;
MCO;2019;230780082;750005068;33;12045;1304;8;9710;;;0;0;0;;;0;0;0;33;12045;1304;8;9710;9;1427;4;1201;2370;;0;;0;;;9;1427;4;1201;2370;1;0;0;0;0;0;1;0;0;;;;;6045;0;7574;0;0;120;;
MCO;2019;230780157;230000861;4;1460;115;95;94;26;9490;1191;31;4000;0;;0;0;0;30;10950;1306;126;4094;0;0;;;531;21;3420;;0;;;21;3420;;;531;;;;;;;;;;;;;;;;;;;;;
MCO;2019;240000174;240000042;10;3650;142;5;2468;;;0;0;0;;;0;0;0;10;3650;142;5;2468;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;240000190;240000596;40;13348;3305;1425;11613;75;30192;3936;29;14778;;;0;0;0;115;43540;7241;1454;26391;0;0;;;6790;41;7809;1;14;;;42;7823;;;6790;;;;;;;;;;;;;;;;;;;;;
MCO;2019;240000208;240000612;4;1460;40;0;302;62;22630;7292;6149;3995;;;0;0;0;66;24090;7332;6149;4297;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2019;240000216;240000620;;;0;0;0;30;10950;1448;40;4123;;;0;0;0;30;10950;1448;40;4123;;0;;;0;24;6945;;0;;;24;6945;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2019;240000372;240000059;96;35701;7473;1537;32385;30;10950;1720;33;8647;15;5475;1335;426;3190;141;52126;10528;1996;44222;9;281;;;1456;11;1834;;0;;;20;2115;;;1456;1;1;1;1;0;1;1;1;0;2;;30;;32251;4998;47533;0;1903;3140;;
MCO;2019;240000414;240000067;10;3650;217;7;2425;;;0;0;0;;;0;0;0;10;3650;217;7;2425;1;67;;;0;;0;;0;;;1;67;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2019;240000455;240000075;10;3650;265;6;2261;;;0;0;0;;;0;0;0;10;3650;265;6;2261;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;240000463;240000083;5;1825;180;0;2456;0;;0;0;0;0;;0;0;0;5;1825;180;0;2456;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;240000471;240000109;4;1460;142;2;1475;;;0;0;0;;;0;0;0;4;1460;142;2;1475;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;240000489;240000117;342;124830;16203;1257;104427;88;32120;3641;110;21612;38;13870;2700;701;8428;468;170820;22544;2068;134467;35;2277;;;6425;16;4100;2;122;;;53;6499;;;6425;1;1;1;1;1;1;1;1;1;60;160;30;80;78101;2104;66604;2516;1007;12933;;
MCO;2019;240000505;240016055;32;11680;221;3;3273;;;0;0;0;;;0;0;0;32;11680;221;3;3273;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;240000687;240000448;73;26645;3682;255;20759;0;0;0;0;0;15;5475;471;162;1183;88;32120;4153;417;21942;0;0;0;0;130;5;992;0;0;0;0;5;992;0;0;130;1;1;0;1;0;1;1;0;0;;;60;;8963;642;16139;;2348;367;;
MCO;2019;240006734;240000596;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;23769;;0;;0;;;;0;;;23769;;;;;;;;;;;;;;;;;;;;;
MCO;2019;250000023;250000015;16;5156;1382;115;4120;0;0;0;0;0;0;0;0;0;0;16;5156;1382;115;4120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0;;
MCO;2019;250000270;250000643;37;13505;4702;1936;9621;98;35770;7078;811;17975;;;0;0;0;135;49275;11780;2747;27596;;0;;;7;46;14951;;0;;;46;14951;;;7;;;;;;;;;;;;;;;;;;;;;
MCO;2019;250000627;250000221;20;7300;465;8;4916;;;0;0;0;;;0;0;0;20;7300;465;8;4916;;15;0;0;1;;0;;0;;;;15;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;250000635;250000239;10;3650;279;20;3040;;;0;0;0;;;0;0;0;10;3650;279;20;3040;1;1;;;8;;0;;0;;;1;1;;;8;0;1;1;0;0;0;0;1;0;1;;;;359;;9;;;;;
MCO;2019;250000700;250000452;98;35770;6742;764;31835;30;10950;2234;117;7875;28;10220;1746;310;5559;156;56940;10722;1191;45269;7;1401;;;3218;10;2109;1;232;;;18;3742;;;3218;1;1;1;1;1;1;1;1;0;100;140;60;;;;;;;;;
MCO;2019;250000726;250000478;6;2190;132;3;1346;0;0;0;0;0;0;0;0;0;0;6;2190;132;3;1346;0;0;;;0;0;0;0;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;250000734;250000452;6;2190;183;0;1573;;;0;0;0;;;0;0;0;6;2190;183;0;1573;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;250004009;900000365;24;7928;844;16;6005;;;0;0;0;;;0;0;0;24;7928;844;16;6005;0;76;;;34320;;0;;0;;;0;76;;;34320;0;0;0;0;0;0;0;0;0;;;;;17495;751;4958;43;8;4557;;
MCO;2019;250006954;250000015;691;244733;34846;5194;213087;269;97583;15008;607;73440;78;28470;4668;378;18954;1038;370786;54522;6179;305481;99;11159;;;74930;30;7520;12;2010;;;141;20689;;;74930;1;1;1;1;1;1;1;1;1;63;165;100;405;235957;5028;149701;1715;8240;55728;;
MCO;2019;250011848;250017803;6;2190;336;0;2241;73;26645;4737;55;12706;24;8760;1419;43;5721;103;37595;6492;98;20668;8;1;;;1229;38;10431;0;0;;;46;10432;;;1229;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;260000013;260000021;361;121805;19758;2089;116832;105;40342;7240;860;29709;38;14460;3048;54;12305;504;176607;30046;3003;158846;43;2250;;;11245;25;4305;1;301;;;69;6856;;;11245;1;1;1;1;1;1;1;1;1;82;46;69;120;97520;3325;93489;820;7467;38855;;
MCO;2019;260000120;260016910;147;52195;6936;75;42218;48;17280;2714;0;14041;33;12012;1832;8;6778;228;81487;11482;83;63037;1;271;;;11144;8;1810;2;685;;;11;2766;;;11144;1;1;1;0;1;1;1;1;1;60;30;40;200;30864;3060;39732;;2433;7068;;
MCO;2019;260000138;260000047;225;73272;11567;1402;65488;50;17186;2931;211;13078;37;13505;2773;186;10799;312;103963;17271;1799;89365;10;1620;;;23713;10;1913;0;307;;;20;3840;;;23713;1;1;1;1;1;1;1;1;1;152;180;38;90;55434;5405;53587;17;7955;8887;;
MCO;2019;260000146;260000054;38;13870;1475;151;12824;;;0;0;0;;;50;50;0;38;13870;1525;201;12824;1;46;;;271;4;1733;1;0;;;6;1779;;;271;1;1;1;1;1;1;1;0;1;180;90;30;60;10654;1025;17888;;311;1771;;
MCO;2019;260000195;260006770;18;5430;1475;3;5375;;;0;0;0;;;0;0;0;18;5430;1475;3;5375;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2019;260000203;260016910;30;10950;729;0;7726;;;0;0;0;;;0;0;0;30;10950;729;0;7726;1;4;;;6;;0;;0;;;1;4;;;6;1;0;1;0;1;1;0;1;1;60;30;30;200;2829;1122;9131;;742;3038;;
MCO;2019;260000237;260000088;10;3650;138;1;1697;;;0;0;0;;;0;0;0;10;3650;138;1;1697;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;260000260;260000377;4;1460;58;0;569;28;10220;2094;58;5075;;;0;0;0;32;11680;2152;58;5644;;0;;;137;35;5897;;0;;;35;5897;;;137;;;;;;;;;;;;;;;;;;;;;
MCO;2019;260000278;260000096;6;2190;133;6;1159;;;0;0;0;;;0;0;0;6;2190;133;6;1159;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;260000286;260000104;28;10220;1136;209;7885;0;0;0;0;0;0;0;0;0;0;28;10220;1136;209;7885;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;18;1;1;1;1;1;1;0;0;0;36;18;12;;2694;253;2715;;386;;;
MCO;2019;260003017;260000781;37;13505;1645;157;5509;50;17885;4293;2095;7291;;;0;0;0;87;31390;5938;2252;12800;5;2351;;;43;48;10159;;0;;;53;12510;;;43;;;;;;;;;;;;;;;;;;;;;
MCO;2019;260006267;070000245;27;9855;977;25;6722;4;1460;547;277;365;;;0;0;0;31;11315;1524;302;7087;16;199;;;5663;29;6265;;0;;;45;6464;;;5663;;;;;;;;;;;;;;;;;;;;;
MCO;2019;260020078;420784878;;;0;0;0;10;3650;547;19;2894;;;0;0;0;10;3650;547;19;2894;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;2696;;;;;;;
MCO;2019;270000045;270000060;53;19345;2679;320;17361;14;5110;886;0;3412;0;1022;105;0;311;67;25477;3670;320;21084;2;65;;;161;14;2106;;80;;;16;2251;;;161;1;0;0;1;0;1;1;0;1;;;15;;13278;2909;23469;;2834;2756;;
MCO;2019;270000326;270000680;4;1460;1441;5;7397;88;32120;3419;0;9731;0;0;0;0;0;92;33580;4860;5;17128;14;3484;;;7683;8;4121;;0;;;22;7605;;;7683;;;;;;;;;;;;;;;;;;;;;
MCO;2019;270000359;270023724;262;86389;14840;3248;73047;50;17104;2733;131;14047;42;15330;3715;759;11455;354;118823;21288;4138;98549;22;1533;;;23127;14;3382;;0;;;36;4915;;;23127;1;1;1;1;1;1;1;1;1;150;64;55;55;78450;10866;37238;768;;11557;;
MCO;2019;270000367;270000086;40;12069;2038;79;11991;17;5950;870;65;3329;11;4015;657;166;1914;68;22034;3565;310;17234;3;183;;;78;4;1280;0;0;;;7;1463;;;78;1;0;1;1;1;1;1;0;1;45;90;15;130;14744;3079;19589;;3865;4440;;
MCO;2019;270000391;760024042;40;15440;1679;150;14224;0;0;0;0;0;0;0;0;0;0;40;15440;1679;150;14224;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;30;30;75;;9429;1469;3146;0;2401;2708;;
MCO;2019;270000425;270000102;43;15005;2768;726;12972;;;0;0;0;;;0;0;0;43;15005;2768;726;12972;;0;;;31;5;248;;0;;;5;248;;;31;1;1;0;1;1;1;1;1;1;;30;7;365;;;;;;;;
MCO;2019;270000441;270000110;34;12410;1494;79;10784;;;0;0;0;;;0;0;0;34;12410;1494;79;10784;;0;;;0;;0;;0;;;;0;;;0;1;1;0;1;0;0;1;0;0;;;;;2801;1385;10249;;1065;8218;;
MCO;2019;270000458;270023724;93;29034;4088;302;25455;23;7128;1213;86;4836;14;5110;1140;293;3170;130;41272;6441;681;33461;8;1150;;;4229;7;783;;0;;;15;1933;;;4229;1;0;1;1;1;1;1;1;1;156;72;7;115;27621;3708;12858;288;;1973;;
MCO;2019;270000862;270000953;31;10664;862;22;4046;71;24424;2180;32;5017;;;0;0;0;102;35088;3042;54;9063;;0;;;4;7;5001;;0;;;7;5001;;;4;;;;;;;;;;;;;;;;;;;;;
MCO;2019;280000043;280000134;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;161;;;50;;0;;0;;;2;161;;;50;0;0;0;0;0;0;0;0;0;;;;;1083;;150;;;17;;
MCO;2019;280000084;280000183;255;90515;12435;574;81656;42;15330;3429;298;13450;30;10950;2106;40;8029;327;116795;17970;912;103135;24;735;;;3668;15;2925;7;805;;;46;4465;;;3668;1;1;1;1;1;1;1;1;1;87;124;106;61;88036;3272;65884;1156;12251;16198;;
MCO;2019;280000100;280000225;15;5475;173;1;3441;;;0;0;0;;;0;0;0;15;5475;173;1;3441;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;1;0;0;0;0;;50;;;80;0;;;;;;
MCO;2019;280000449;920030269;39;14235;1002;22;7941;;;0;0;0;;;0;0;0;39;14235;1002;22;7941;6;126;;;0;;0;;0;;;6;126;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;280000662;280500075;93;33945;5218;895;30095;;;0;0;0;;;0;0;0;93;33945;5218;895;30095;4;699;;;969;10;505;2;0;;;16;1204;;;969;1;0;1;0;0;1;1;1;0;;;;;14192;3160;18229;520;2829;3108;;
MCO;2019;280502998;280000589;60;21900;3460;772;21456;;;0;0;0;;;0;0;0;60;21900;3460;772;21456;;0;;;59;7;2707;;0;;;7;2707;;;59;1;0;1;0;1;1;1;1;1;124;186;240;186;29567;4892;24817;0;1974;0;;
MCO;2019;280504267;280000134;371;134492;23353;3818;117473;76;26866;4118;406;20578;41;14965;2993;92;12145;488;176323;30464;4316;150196;42;794;;;22507;15;3400;;0;;;57;4194;;;22507;1;0;1;1;1;1;1;1;1;38;45;31;56;110886;11912;81398;499;2387;22671;;
MCO;2019;280504689;920030269;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;13755;;0;;0;;;;0;;;13755;;;;;;;;;;;;;;;;;;;;;
MCO;2019;280505777;280001199;40;14600;1770;121;12233;91;33215;4605;129;10665;;;0;0;0;131;47815;6375;250;22898;;0;;;2149;21;11595;;0;;;21;11595;;;2149;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290000025;290020700;340;122528;18503;1814;107660;97;28402;7679;1430;22636;40;14600;3838;500;12367;477;165530;30020;3744;142663;84;4236;4;580;45351;26;4087;;563;;;110;8886;4;580;45351;1;1;1;1;1;1;1;1;1;93;163;21;37;98379;2797;79503;195;6376;29393;;
MCO;2019;290000033;290021542;193;71730;8833;166;61228;40;15872;2332;0;12444;19;7875;744;1;3246;252;95477;11909;167;76918;21;906;;;5399;10;2584;0;41;;;31;3531;;;5399;1;1;1;1;1;1;1;1;1;59;58;38;127;40956;4212;42649;661;4068;10303;;
MCO;2019;290000058;290000017;145;46687;9850;846;45515;60;18576;2610;9;7146;55;20035;3527;0;15861;260;85298;15987;855;68522;46;3209;;;43419;21;3787;5;1920;;;72;8916;;;43419;1;1;1;1;1;1;1;0;1;;;120;120;;;;;;;;
MCO;2019;290000066;290020700;42;15330;1344;14;14217;;;0;0;0;;;0;0;0;42;15330;1344;14;14217;2;3;;;673;;0;;0;;;2;3;;;673;0;1;0;0;0;0;0;1;0;;;;;9906;788;12775;0;869;1964;;
MCO;2019;290000140;290000447;55;20075;1922;213;12410;56;20440;4147;294;9964;;;0;0;0;111;40515;6069;507;22374;0;0;;;7605;36;11676;;0;;;36;11676;;;7605;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290000173;290000041;59;21079;3541;359;21307;26;9490;1257;120;6647;17;5683;778;138;2493;102;36252;5576;617;30447;5;237;;;1047;4;1077;0;0;;;9;1314;;;1047;;;1;;1;;;;1;86;154;;55;17763;2807;23307;;2416;843;;
MCO;2019;290000181;290000074;87;31755;4777;507;29199;0;0;0;0;0;0;0;0;0;0;87;31755;4777;507;29199;10;985;0;0;2262;2;273;0;0;0;0;12;1258;0;0;2262;1;1;1;1;1;0;1;0;1;66;105;0;52;14659;1425;25058;0;1041;2522;;
MCO;2019;290000207;290000520;23;11308;781;0;5153;20;7300;1772;98;4697;;;0;0;0;43;18608;2553;98;9850;8;20;;;3298;26;10172;;0;;;34;10192;;;3298;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290000215;290029974;10;3650;464;1;2108;49;15357;3125;22;8784;;;0;0;0;59;19007;3589;23;10892;;0;;;162;31;8646;;0;;;31;8646;;;162;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290000256;290000017;92;33580;3994;246;34173;22;8030;1084;144;4444;12;4380;318;0;1072;126;45990;5396;390;39689;0;43;;;143;7;733;0;213;;;7;989;;;143;1;1;0;1;0;0;1;1;1;;;;180;;;;;;;;
MCO;2019;290000272;290000090;5;1825;74;0;1671;;;0;0;0;;;0;0;0;5;1825;74;0;1671;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290000322;290000108;15;5475;230;6;4633;;;0;0;0;;;0;0;0;15;5475;230;6;4633;0;0;;;0;;0;;0;;;0;0;;;0;1;1;;;;;;;;;;;;867;;1525;;;;;
MCO;2019;290000389;290000116;10;3650;185;1;3815;;;0;0;0;;;0;0;0;10;3650;185;1;3815;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290000728;750821092;54;20857;3604;351;15419;22;7357;815;12;3437;;;0;0;0;76;28214;4419;363;18856;6;707;;;0;15;1725;;0;;;21;2432;;;0;1;1;0;1;1;0;1;1;1;;113;;63;23585;;36275;940;;7295;;
MCO;2019;290000785;220020739;92;33580;5221;1184;29701;;;0;0;0;;;0;0;0;92;33580;5221;1184;29701;10;1078;;;981;;0;;0;;;10;1078;;;981;1;1;1;1;1;0;0;0;1;;;;;23928;946;38802;0;613;11094;;
MCO;2019;290000934;560005746;97;35184;5527;415;34893;;;0;0;0;;;0;0;0;97;35184;5527;415;34893;5;526;;;269;;0;;0;;;5;526;;;269;1;0;0;1;1;0;1;1;0;;;;;10023;1561;16174;;2110;76;;
MCO;2019;290000975;290000546;3;1095;112;1;644;;;0;0;0;;;0;0;0;3;1095;112;1;644;2;1172;;;4294;;0;;0;;;2;1172;;;4294;0;0;1;0;1;1;1;0;0;60;90;90;;992;;1849;;;;;
MCO;2019;290001015;290000751;21;6750;373;2;6763;;;0;0;0;;;0;0;0;21;6750;373;2;6763;4;420;;;0;;0;;0;;;4;420;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290004142;290022508;9;3285;500;4;2943;42;15330;1985;85;5482;;;0;0;0;51;18615;2485;89;8425;;3093;;;186;18;2672;;0;;;18;5765;;;186;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290004324;290000017;449;154022;23166;937;155832;203;71360;9959;835;53663;;;0;0;0;652;225382;33125;1772;209495;61;7354;;;12312;13;1866;;0;;;74;9220;;;12312;1;1;1;1;1;0;1;1;0;100;120;;;;;;;;;;
MCO;2019;290004365;290000017;10;3650;192;2;3303;;;0;0;0;;;0;0;0;10;3650;192;2;3303;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290005131;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4182;;0;;0;;;;0;;;4182;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290005172;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1662;;0;;0;;;;0;;;1662;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290005230;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2909;;0;;0;;;;0;;;2909;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290018555;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5470;;0;;0;;;;0;;;5470;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290018563;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;12056;;0;;0;;;;0;;;12056;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290019777;290022508;34;12410;2110;654;6674;93;33945;8308;617;24643;44;16060;2178;58;8678;171;62415;12596;1329;39995;;2682;;;219;40;8239;;0;;;40;10921;;;219;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290021070;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1998;;0;;0;;;;0;;;1998;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290023431;290001049;6;2190;261;0;1212;65;23725;1723;100;4201;;;0;0;0;71;25915;1984;100;5413;;0;;;752;10;5796;;0;;;10;5796;;;752;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290023779;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4961;;0;;0;;;;0;;;4961;;;;;;;;;;;;;;;;;;;;;
MCO;2019;290023787;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;638;;0;;0;;;;0;;;638;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290023795;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2787;;0;;0;;;;0;;;2787;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290025337;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;581;;0;;0;;;;0;;;581;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290028539;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;538;;0;;0;;;;0;;;538;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290029669;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2744;;0;;0;;;;0;;;2744;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290030808;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2836;;0;;0;;;;0;;;2836;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290032028;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9398;;0;;0;;;;0;;;9398;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;290032655;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1735;;0;;0;;;;0;;;1735;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;2A0000022;2A0000014;158;55214;8618;417;50050;63;22984;3892;186;17510;29;10585;2300;607;6710;250;88783;14810;1210;74270;2;69;0;0;11972;11;2354;0;0;0;0;13;2423;0;0;11972;1;1;1;1;1;1;1;1;1;45;100;;100;71056;2745;68625;574;721;5573;;
MCO;2019;2A0000139;2A0000063;17;6205;1941;283;7157;54;19710;2749;215;8949;;;0;0;0;71;25915;4690;498;16106;12;4368;;;199;17;5515;;0;;;29;9883;;;199;;;;;;;;;;;;;;;;;;;;;
MCO;2019;2A0000154;2A0000204;20;7300;1600;342;6883;30;10950;890;229;2817;8;2920;314;18;1151;58;21170;2804;589;10851;2;1224;;;5783;6;1114;;0;;;8;2338;;;5783;;;;;;;;;;;;;;;;;;;;;
MCO;2019;2A0000212;2A0000170;8;1580;101;15;1503;0;0;0;0;0;0;0;0;0;0;8;1580;101;15;1503;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2019;2A0000287;2A0000386;28;9720;794;2;7135;;;0;0;0;;;0;0;0;28;9720;794;2;7135;1;227;;;15552;;0;;0;;;1;227;;;15552;0;0;0;0;0;0;0;0;0;;;;;5238;;110;;;539;;
MCO;2019;2A0002614;2A0002606;5;1825;153;5;1399;;;0;0;0;;;0;0;0;5;1825;153;5;1399;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2019;2B0000012;2B0000020;183;65785;10578;1905;54161;69;25185;3501;119;20580;22;8392;1846;537;5926;274;99362;15925;2561;80667;3;329;0;0;14948;6;1327;0;0;0;0;9;1656;0;0;14948;1;1;1;1;0;1;1;0;1;;;;;40892;19850;36809;695;4468;9183;;
MCO;2019;2B0000038;2B0004246;20;7300;511;57;5670;;;0;0;0;;;0;0;0;20;7300;511;57;5670;;0;;;1043;;0;;0;;;;0;;;1043;;;;;;;;;;;;;;;;;;;;;
MCO;2019;2B0000079;2B0000046;;;0;0;0;10;3650;325;0;365;;;0;0;0;10;3650;325;0;365;;0;;;0;12;4860;;0;;;12;4860;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2019;2B0000145;2B0000053;16;5840;1806;0;9430;58;21170;1681;0;7366;16;5840;538;0;2433;90;32850;4025;0;19229;15;19;;;4312;20;8403;0;176;;;35;8598;;;4312;;;;;;;;;;;;;;;;;;;;;
