BOR;AN;nofinesset;nofinessej;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM;PCON;PACT
MCO;2013;740780416;740000112;18;6570;2100;105;7676;123;44895;6285;80;25116;;;0;0;0;141;51465;8385;185;32792;1;223;;;108;35;7405;;0;;;36;7628;;;108;;;;;;;;;;;;;;;;;;;;;
MCO;2013;740780424;740000120;17;6205;1068;24;6762;94;34310;4971;41;16812;30;10950;1420;0;6437;141;51465;7459;65;30011;7;3;;;4576;20;6268;2;62;;;29;6333;;;4576;;;;;;;;;;;;;;;;;;;;2015;
MCO;2013;740780440;740014303;5;1825;34;4;59;66;24090;669;27;2377;;;123;2;294;71;25915;826;33;2730;;0;;;0;12;1379;;0;;;12;1379;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;740781141;740790258;250;89606;12577;602;81880;68;22954;3841;440;16652;35;12775;2467;79;11468;353;125335;18885;1121;110000;19;1306;4;662;3261;16;3232;1;985;;;36;5523;4;662;3261;1;0;1;1;1;1;1;1;1;120;60;60;120;;;;5486;;;65667;76667
MCO;2013;740781224;740001839;161;56475;7383;235;49801;76;20733;3154;47;15177;35;12775;2136;111;8776;272;89983;12673;393;73754;9;2024;;;501;7;1980;1;235;;;17;4239;;;501;1;0;1;1;1;1;1;0;0;;;;;;;;;;;55022;10133
MCO;2013;750000481;750110025;;;0;0;0;79;28835;7010;1254;13048;0;0;0;0;0;79;28835;7010;1254;13048;;0;;;0;26;11138;;0;;;26;11138;;;0;1;0;1;0;1;0;0;0;1;45;108;;37;;;;0;;;276760;60932
MCO;2013;750000499;750140014;48;16680;2422;191;19458;50;18250;1436;19;11404;;;0;0;0;98;34930;3858;210;30862;4;6522;;;185;;0;;0;;;4;6522;;;185;0;1;0;0;1;0;0;0;1;;;;;;;;24251;;;24269;
MCO;2013;750000523;750150120;340;120718;16702;525;103154;153;53574;9234;211;41915;51;17885;4291;70;16826;544;192177;30227;806;161895;52;4337;;;6969;24;7692;3;688;;;79;12717;;;6969;1;1;1;1;1;0;1;1;1;45;115;;20;;;;3995;;;148525;3954
MCO;2013;750000549;750150229;33;12045;5589;1798;27671;127;46355;3475;0;8474;;;0;0;0;160;58400;9064;1798;36145;8;68;0;0;2710;23;11019;;0;;;31;11087;0;0;2710;1;0;1;0;1;1;0;1;1;30;60;60;180;;;;0;;;382002;0
MCO;2013;750041543;750712184;40;14600;1002;10;13451;;;0;0;0;;;0;0;0;40;14600;1002;10;13451;5;1041;;;0;;0;;0;;;5;1041;;;0;0;;;;;;;;;;;;;;;;;;;;
MCO;2013;750100018;750712184;87;31755;5616;788;27345;16;9170;2091;70;7007;;;0;0;0;103;40925;7707;858;34352;21;3859;;;378;20;2524;;0;;;41;6383;;;378;1;1;1;1;0;0;1;1;1;;;;32;;;;;;;254789;126407
MCO;2013;750100042;750712184;419;147198;18520;1634;119602;178;64493;9621;378;48840;64;23347;4628;243;18423;661;235038;32769;2255;186865;31;5875;;;2216;10;2205;5;1254;;;46;9334;;;2216;1;0;1;1;;0;0;1;1;;106;;45;;;;;;;;
MCO;2013;750100075;750712184;378;136784;15579;606;119496;162;57345;9052;211;41008;0;0;0;0;0;540;194129;24631;817;160504;75;8372;0;0;49265;4;2795;5;577;0;0;84;11744;0;0;49265;0;1;0;1;0;0;1;0;1;;;;38;;;;117;;;263795;115303
MCO;2013;750100083;750712184;40;14600;966;8;14135;0;0;0;0;0;0;0;0;0;0;40;14600;966;8;14135;3;1210;;;0;0;0;0;0;;;3;1210;;;0;1;1;0;0;1;0;0;1;1;;;;;;;;30747;;;2851;638
MCO;2013;750100091;750712184;466;159357;18417;831;141846;176;63870;6997;622;44884;0;0;0;0;0;642;223227;25414;1453;186730;85;9189;;;18377;5;2935;0;0;;;90;12124;;;18377;1;0;1;1;1;0;1;1;1;156;48;;72;;;;0;;;160763;100214
MCO;2013;750100109;750712184;201;61548;9709;1055;56317;74;26879;4462;568;14979;72;26280;6435;548;25465;347;114707;20606;2171;96761;36;5209;0;0;3725;10;1312;5;752;0;0;51;7273;0;0;3725;0;0;0;1;1;1;1;0;1;;;;;;;;0;;;123514;3026
MCO;2013;750100125;750712184;882;235587;38647;1810;273786;463;168995;19639;312;121262;67;24449;4582;304;18154;1412;429031;62868;2426;413202;237;25682;;;57048;35;7899;6;1787;;;278;35368;;;57048;1;1;1;1;1;0;1;1;1;8;35;;;;;;146955;;;749306;139225
MCO;2013;750100166;750712184;489;154573;22716;3135;127111;223;74237;10297;920;57296;130;47450;9426;395;42735;842;276260;42439;4450;227142;105;17694;;;13365;30;4867;21;5195;;;156;27756;;;13365;1;1;1;1;0;0;1;1;1;;;;47;;;;1391;;;361155;203568
MCO;2013;750100208;750712184;291;106215;16650;2268;115187;244;89041;8744;476;30321;45;15917;4241;382;16390;580;211173;29635;3126;161898;73;13571;0;0;13376;27;3496;0;0;0;0;100;17067;0;0;13376;1;1;1;1;1;1;1;1;1;;;;;;;;3742;;;317508;140198
MCO;2013;750100216;750712184;10;3650;282;3;3435;0;;0;0;0;0;;0;0;0;10;3650;282;3;3435;2;273;;;0;0;0;0;0;;;2;273;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750100232;750712184;533;190177;24366;2599;179266;261;95265;8989;269;61031;57;20805;4127;332;17248;851;306247;37482;3200;257545;44;13369;;;8679;12;1959;0;1505;;;56;16833;;;8679;1;1;1;1;1;1;1;1;1;42;62;62;38;;;;;;;;
MCO;2013;750100273;750712184;351;119158;14882;987;109021;105;35356;5883;83;28147;84;30543;6210;377;25431;540;185057;26975;1447;162599;45;7690;0;0;41792;10;2047;4;1775;0;0;59;11512;0;0;41792;1;1;1;1;1;1;1;1;1;15;48;8;72;;;;0;;;111169;61290
MCO;2013;750100299;750712184;39;14235;989;7;12846;;;0;0;0;;;0;0;0;39;14235;989;7;12846;2;348;;;0;;0;;0;;;2;348;;;0;;;;;;;;;;;;;;;;;118;;;6708;390
MCO;2013;750120016;750821092;135;49275;6246;854;38086;95;34675;3258;82;17933;;;0;0;0;230;83950;9504;936;56019;8;0;;;19229;11;1722;;0;;;19;1722;;;19229;1;1;0;1;1;0;1;0;1;;128;;18;;;;4990;;;63235;19966
MCO;2013;750150013;750811887;0;;0;0;0;8;2920;0;0;0;44;16060;3821;85;16893;52;18980;3821;85;16893;;0;;;0;6;0;4;2979;0;0;10;2979;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;22592;947
MCO;2013;750150104;750720476;95;34051;2324;42;21346;207;75555;10079;222;53559;30;10950;3110;105;11774;332;120556;15513;369;86679;16;1649;;;11085;25;4752;4;2099;;;45;8500;;;11085;1;1;1;;0;0;1;1;1;;;;;;;;0;;;103598;4858
MCO;2013;750150146;750720609;81;29565;2446;5;23835;;;0;0;0;;;0;0;0;81;29565;2446;5;23835;;0;;;0;;0;;0;;;;0;;;0;1;;1;;1;;;1;;;;;;;;;;;;;
MCO;2013;750150187;750000143;81;28728;1155;28;21586;;;0;0;0;;;0;0;0;81;28728;1155;28;21586;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;0;0
MCO;2013;750150237;750006728;54;18900;2765;191;14967;76;25840;4211;127;22464;;;0;0;0;130;44740;6976;318;37431;;0;;;834;10;4179;;0;;;10;4179;;;834;1;0;0;1;0;0;1;1;0;;;;;;;;0;;;40129;1539
MCO;2013;750150252;750720575;18;6570;1094;0;4557;;;0;0;0;;;0;0;0;18;6570;1094;0;4557;2;1578;;;16948;;0;;0;;;2;1578;;;16948;0;0;1;0;;0;1;0;0;;;;;;;;;;;527;
MCO;2013;750150260;750006728;44;15400;1017;6;11061;49;16170;4487;1031;9910;37;13505;2751;301;10083;130;45075;8255;1338;31054;11;297;;;4224;6;1198;6;1210;;;23;2705;;;4224;1;0;0;0;0;0;1;1;0;;;;;;;;0;;;46784;384
MCO;2013;750150286;750015968;40;14600;668;23;10546;;;0;0;0;;;0;0;0;40;14600;668;23;10546;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750150310;750806853;12;4380;391;5;3355;;;0;0;0;;;0;0;0;12;4380;391;5;3355;20;1211;;;13545;;0;;0;;;20;1211;;;13545;0;0;1;0;0;0;0;0;0;;;;;;;;;;;1605;
MCO;2013;750150344;750720468;36;12726;461;5;8896;;;0;0;0;;;0;0;0;36;12726;461;5;8896;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;4448;
MCO;2013;750150377;750721334;24;7999;747;4;7299;;;0;0;0;;;0;0;0;24;7999;747;4;7299;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;;1067;
MCO;2013;750160012;750813321;87;31678;4608;65;25236;80;29200;4501;0;19362;;;0;0;0;167;60878;9109;65;44598;34;3986;;;73709;6;4152;;0;;;40;8138;;;73709;1;1;0;1;1;1;1;0;1;;8;2;3;;;;;;;94860;38542
MCO;2013;750300014;750000564;;;0;0;0;20;7300;2256;216;3134;;;0;0;0;20;7300;2256;216;3134;;0;;;0;28;11255;;0;;;28;11255;;;0;0;0;0;;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750300071;750000598;15;5025;242;0;3224;121;44165;6742;7;24607;;;0;0;0;136;49190;6984;7;27831;;0;;;0;54;15726;;0;;;54;15726;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300089;750000606;;;0;0;0;77;28105;3347;5;13329;;;0;0;0;77;28105;3347;5;13329;;0;;;0;11;2580;;0;;;11;2580;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300097;750813305;;;0;0;0;11;3531;819;11;896;;;0;0;0;11;3531;819;11;896;;0;;;1;17;2937;;0;;;17;2937;;;1;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300121;750052037;;;0;0;0;71;25303;3709;0;12704;;;0;0;0;71;25303;3709;0;12704;7;8;;;5301;26;6327;;0;;;33;6335;;;5301;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300139;750000655;2;730;2287;358;5725;53;19345;1924;0;5144;;;0;0;0;55;20075;4211;358;10869;;5384;;;13417;25;1916;;0;;;25;7300;;;13417;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300154;750000671;34;11390;2050;40;6862;98;32830;6036;0;16819;;;0;0;0;132;44220;8086;40;23681;13;2853;;;18244;38;9979;;0;;;51;12832;;;18244;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750300220;750054827;;;64;0;88;33;8349;610;4;753;;;0;0;0;33;8349;674;4;841;10;3415;10;24;0;22;4350;;21;;;32;7786;10;24;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750300360;750026569;10;3650;348;1;4109;95;34675;7104;15;17907;;;0;0;0;105;38325;7452;16;22016;27;223;;;5173;34;13932;;0;;;61;14155;;;5173;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300410;750000770;;;0;0;0;18;6294;685;1;1066;32;11680;1668;27;5904;50;17974;2353;28;6970;7;1775;;;0;5;895;6;1321;;;18;3991;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300493;750000796;0;0;0;0;0;53;15627;2375;1;12877;0;0;0;0;0;53;15627;2375;1;12877;0;0;0;0;0;2;374;0;0;0;0;2;374;0;0;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300550;750000812;;;0;0;0;30;9930;6889;4720;3146;;;0;0;0;30;9930;6889;4720;3146;;0;;;0;17;0;;0;;;17;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300592;750000820;;;8;0;77;71;25915;3251;0;10989;;;0;0;0;71;25915;3259;0;11066;;0;;;0;5;4289;;0;;;5;4289;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300667;750000838;6;2109;224;2;1692;;;0;0;0;52;18980;3332;92;17552;58;21089;3556;94;19244;0;0;;;0;0;0;0;0;;;0;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300741;750000861;;;0;0;0;20;7300;6080;4371;3557;;;0;0;0;20;7300;6080;4371;3557;;0;;;0;20;0;;0;;;20;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300766;920028180;22;7508;454;1;5185;69;22377;3179;0;13311;;;0;0;0;91;29885;3633;1;18496;10;358;;;3285;22;5830;;0;;;32;6188;;;3285;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300774;750000895;;;0;0;0;92;29800;4487;1;16150;;;0;0;0;92;29800;4487;1;16150;;0;;;0;28;8446;;0;;;28;8446;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750300840;750000903;;;0;0;0;30;9490;2370;0;4622;24;8196;1460;0;6391;54;17686;3830;0;11013;;0;0;0;0;20;8113;0;149;0;0;20;8262;0;0;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300857;750000911;;;0;0;0;47;14100;1048;6;3769;;;0;0;0;47;14100;1048;6;3769;;0;;;0;5;864;;0;;;5;864;;;0;1;0;0;0;0;0;0;0;0;;;;;;;;0;;;1215;0
MCO;2013;750300881;750000937;;;0;0;0;50;18250;3559;10;7512;0;;0;0;0;50;18250;3559;10;7512;;0;;;0;26;10809;;0;;;26;10809;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300915;750000960;12;4380;1044;1;6521;84;28470;3379;0;10794;;;0;0;0;96;32850;4423;1;17315;;3;;;16462;15;4261;;0;;;15;4264;;;16462;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750300931;750000978;0;;0;0;0;4;1460;153;4;374;35;12775;2039;0;8814;39;14235;2192;4;9188;;0;;;0;1;985;7;177;;;8;1162;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750301137;750001034;45;16425;3577;28;14129;62;22630;2875;1;12840;0;0;11;0;25;107;39055;6463;29;26994;16;2476;;;3650;30;3539;;0;;;46;6015;;;3650;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750301145;750001042;21;7665;199;1;1576;118;43070;4160;53;13294;1;365;1;0;1;140;51100;4360;54;14871;8;7405;;;2322;20;5408;1;335;;;29;13148;;;2322;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750301152;750047136;0;;3677;3676;1;60;21900;860;0;2663;;;0;0;0;60;21900;4537;3676;2664;;0;;;0;9;0;;0;;;9;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750301160;750001067;5;1825;9;0;899;111;40515;4503;1;17074;;;0;0;0;116;42340;4512;1;17973;;0;;;0;14;2037;;0;;;14;2037;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;750790164;750008310;;;0;0;0;2;90;300;300;0;;;0;0;0;2;90;300;300;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;2;;;;0;;;5523;0
MCO;2013;750801441;750712184;35;10908;741;3;9637;;;0;0;0;;;0;0;0;35;10908;741;3;9637;10;3069;;;0;;0;;0;;;10;3069;;;0;1;0;0;0;1;0;0;0;0;;25;;;;;;;;;3645;155
MCO;2013;750803447;750712184;426;152789;18468;1692;125285;262;96694;11591;194;77561;21;7665;1027;15;5163;709;257148;31086;1901;208009;96;10156;;;42284;10;3478;0;834;;;106;14468;;;42284;;;;;;;;;;;;;;;;;;;;;
MCO;2013;750803454;750712184;271;98915;10654;1313;68174;55;18619;4872;584;14422;60;21535;4773;265;20936;386;139069;20299;2162;103532;19;5783;;;5710;15;2701;2;660;;;36;9144;;;5710;1;1;1;1;1;1;1;1;1;120;100;30;60;;;;44144;;;167766;200639
MCO;2013;750808578;750813032;4;17;10;0;17;17;5295;182;0;5295;;;;;;21;5312;192;0;5312;3;161;;;0;;;;;;;3;161;;;0;1;1;0;0;0;0;0;1;1;;;;30;;;;313;;;2815;74
MCO;2013;750829053;750000655;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;335;0;0;3578;0;0;0;0;0;0;16;335;0;0;3578;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760000018;760780023;198;70986;9919;325;64360;69;24325;3298;104;17456;30;10950;1605;158;5910;297;106261;14822;587;87726;36;927;0;;10781;8;1284;2;219;;;46;2430;0;;10781;1;0;1;1;;1;1;1;0;2;;60;;;;;18452;;;87329;28678
MCO;2013;760000042;760780056;38;13870;976;26;10000;;;0;0;0;;;0;0;0;38;13870;976;26;10000;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;11734;
MCO;2013;760000059;760780064;15;5475;428;1;4398;;;0;0;0;;;0;0;0;15;5475;428;1;4398;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760000141;760780239;63;22963;4360;1948;22860;;;0;0;0;;;0;0;0;63;22963;4360;1948;22860;;0;;;4;;0;;0;;;;0;;;4;1;1;1;0;0;1;1;1;1;;;;;;;;8109;;;6621;4475
MCO;2013;760000158;760780239;626;220332;41259;7986;199270;450;160299;21194;891;119540;92;31457;6988;623;29144;1168;412088;69441;9500;347954;67;13034;;;11526;40;8500;11;1916;;;118;23450;;;11526;1;1;1;1;1;1;1;1;1;;;;;;;;1082;;;284347;58547
MCO;2013;760000166;760780247;81;29565;2402;53;24969;37;13505;1569;61;8796;;0;0;0;0;118;43070;3971;114;33765;36;649;;;55997;8;906;0;0;;;44;1555;;;55997;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760000174;760780254;15;4669;323;64;4506;;;0;0;0;;;0;0;0;15;4669;323;64;4506;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760000182;760780262;14;4018;441;11;3602;6;2190;1250;485;3059;70;25550;4963;976;18559;90;31758;6654;1472;25220;;0;;;0;;0;2;940;;;2;940;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760000356;760780726;20;7296;371;2;5841;;;0;0;0;;;0;0;0;20;7296;371;2;5841;4;779;;;0;;0;;0;;;4;779;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;13685;;;1132;3391
MCO;2013;760000364;760780734;93;33945;5127;368;29681;;;0;0;0;21;7665;1699;249;5549;114;41610;6826;617;35230;;0;;;1372;;0;1;90;;;1;90;;;1372;1;0;0;0;0;1;1;1;0;;;15;;;;;;;;53240;12035
MCO;2013;760000372;760780742;44;16060;3194;772;16482;0;0;0;0;0;24;8760;1569;358;5271;68;24820;4763;1130;21753;0;0;0;0;818;0;0;0;0;0;0;0;0;0;0;818;1;0;0;0;0;0;0;1;0;;;;;;;;0;;;23909;36355
MCO;2013;760000463;760024042;176;62001;11053;832;53653;63;22975;4513;480;17511;44;16060;3060;450;10888;283;101036;18626;1762;82052;4;384;0;0;9631;12;1868;3;322;0;0;19;2574;0;0;9631;1;0;1;1;1;1;1;1;1;;;40;;;;;1080;;;117063;35344
MCO;2013;760021329;760000448;118;43070;7793;1992;39555;156;51340;7735;60;30665;20;7300;1238;90;4685;294;101710;16766;2142;74905;20;6350;;;25933;47;10044;;0;;;67;16394;;;25933;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760025312;760000315;21;7665;856;32;7697;116;42340;7510;1070;19287;62;22630;3385;1;16275;199;72635;11751;1103;43259;8;1451;;;5757;27;18145;1;163;;;36;19759;;;5757;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760027292;760027300;5;1825;532;26;3720;90;32850;3256;28;12939;0;0;0;0;0;95;34675;3788;54;16659;;0;0;;1432;18;4474;0;0;;;18;4474;0;;1432;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780197;760000117;;;0;0;0;;;0;0;0;30;10220;2009;640;5502;30;10220;2009;640;5502;;0;;;315;;0;2;0;;;2;0;;;315;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780205;760000125;;;0;0;0;44;16060;1762;0;6693;;;0;0;0;44;16060;1762;0;6693;;0;;;0;7;1840;;0;;;7;1840;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780510;760000257;21;7665;2000;121;7712;133;48545;6549;249;28030;;;0;0;0;154;56210;8549;370;35742;6;86;;;1783;18;6519;;0;;;24;6605;;;1783;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780619;760000307;52;18980;5812;876;20749;84;30660;4248;0;14615;;;0;0;0;136;49640;10060;876;35364;40;1766;;;6041;17;9012;;0;;;57;10778;;;6041;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780668;760000331;;;0;0;0;26;9490;622;6;1385;;;0;0;0;26;9490;622;6;1385;;0;;;17;16;2248;;0;;;16;2248;;;17;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780783;760000406;4;1460;179;5;1414;54;19710;1835;98;7127;;;0;0;0;58;21170;2014;103;8541;;0;;;22;6;2126;;0;;;6;2126;;;22;;;;;;;;;;;;;;;;;;;;;
MCO;2013;760780791;760000414;34;12410;1201;850;9332;90;32850;6474;1;19387;;;0;0;0;124;45260;7675;851;28719;21;712;;;5158;41;4827;;204;;;62;5743;;;5158;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760780825;760000430;;;0;0;0;69;25185;2964;218;13327;;;0;0;0;69;25185;2964;218;13327;;0;;;0;6;2531;;0;;;6;2531;;;0;;;;;;;;;;;;;;;;;;;;1177;
MCO;2013;760783035;750721334;6;2190;214;5;1957;;;0;0;0;;;0;0;0;6;2190;214;5;1957;0;780;;;9272;;0;;0;;;0;780;;;9272;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760783159;760000851;20;7300;1076;1;6108;0;0;0;0;0;0;0;0;0;0;20;7300;1076;1;6108;0;0;0;0;0;;0;;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;760783522;760780239;283;97838;10350;107;82980;;;0;0;0;;;0;0;0;283;97838;10350;107;82980;34;7910;4;854;17334;;0;;0;;;34;7910;4;854;17334;;;1;;;;1;1;;;;;;;;;0;;;33794;10724
MCO;2013;760805770;760780726;447;164051;24014;2563;132506;109;40235;6364;621;28343;64;23360;4344;166;18009;620;227646;34722;3350;178858;33;2872;4;504;18071;21;4148;4;161;;;58;7181;4;504;18071;1;1;1;1;1;1;1;1;1;;;;;;;;3179;;;125578;39553
MCO;2013;760921809;760000273;22;8030;2376;551;10599;137;50005;8323;188;34502;;;0;0;0;159;58035;10699;739;45101;2;1426;;;17879;36;11512;;0;;;38;12938;;;17879;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770000131;770110013;162;57160;6509;312;50998;44;15700;1973;106;9393;16;5840;1438;227;4332;222;78700;9920;645;64723;10;1593;;;1864;10;1450;;142;;;20;3185;;;1864;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770000149;770110021;148;53656;6789;802;44299;45;16425;1969;120;10777;34;12410;2827;478;9845;227;82491;11585;1400;64921;7;824;;;3048;9;1468;;0;;;16;2292;;;3048;1;0;1;1;1;1;1;1;1;48;30;30;63;;;;;;;116567;18667
MCO;2013;770000156;770110054;211;77015;12119;2104;66406;44;16060;2147;66;12089;55;20075;3825;346;14597;310;113150;18091;2516;93092;14;1549;;;11826;6;632;1;608;;;21;2789;;;11826;1;1;1;1;0;1;1;0;1;;;;;;;;2765;;;27106;6468
MCO;2013;770000164;770110062;117;40635;5399;707;33007;42;15108;2135;393;8335;23;8395;1776;398;5503;182;64138;9310;1498;46845;5;487;;;1195;10;1362;;2;;;15;1851;;;1195;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;
MCO;2013;770000172;770110070;107;39055;5142;698;28134;51;18615;2163;349;9975;15;5475;1024;72;4289;173;63145;8329;1119;42398;9;774;;;618;10;1675;3;116;;;22;2565;;;618;1;0;0;1;0;1;1;1;1;;;;;;;;0;;;56160;6863
MCO;2013;770000180;770130011;33;12045;305;2;8602;;;0;0;0;;;0;0;0;33;12045;305;2;8602;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770000214;770130052;96;25492;3741;626;26043;;;0;0;0;;;0;0;0;96;25492;3741;626;26043;;0;;;553;;0;;0;;;;0;;;553;1;0;0;1;0;1;0;1;1;;;5;40;;;;168;;;22808;23068
MCO;2013;770000446;770700185;291;106215;12485;446;90923;89;32485;4130;105;25510;48;17520;4390;401;17351;428;156220;21005;952;133784;12;1684;;;17522;10;2455;;738;;;22;4877;;;17522;1;0;1;1;1;1;1;1;1;;6;;150;;;;;;;;
MCO;2013;770016087;770016137;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;913;;;10884;;0;;0;;;;913;;;10884;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770019032;770170017;265;96725;14058;2015;82972;60;21900;3092;172;15985;42;15330;5865;142;21021;367;133955;23015;2329;119978;26;3125;;;4495;18;1560;0;1105;;;44;5790;;;4495;1;1;1;1;1;1;1;1;1;;;;;;;;32;;;213250;8768
MCO;2013;770150019;770019792;65;23725;2265;14;18090;;;0;0;0;;;0;0;0;65;23725;2265;14;18090;13;987;0;0;17060;;0;;0;;;13;987;0;0;17060;1;1;1;1;1;0;1;1;0;;;;;;;;427;;;22828;
MCO;2013;770300010;770004299;40;14600;1297;12;13085;59;21535;9098;6828;12695;;;0;0;0;99;36135;10395;6840;25780;4;0;;;888;26;0;0;308;;;30;308;;;888;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;
MCO;2013;770300093;770000271;0;0;0;0;0;0;;954;697;727;0;;0;0;0;0;0;954;697;727;0;1356;;;14714;0;10;;0;;;0;1366;;;14714;0;0;0;0;0;0;0;0;0;;;;;;;;0;;;3;0
MCO;2013;770300135;770000289;35;12775;2306;199;10180;89;32485;2567;583;9899;;;0;0;0;124;45260;4873;782;20079;3;649;;;0;6;1804;;0;;;9;2453;;;0;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770300143;770000362;7;2555;357;0;3926;89;32485;3670;0;15213;26;9490;633;0;2775;122;44530;4660;0;21914;9;0;;;4726;19;5189;;47;;;28;5236;;;4726;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770300192;770000313;;;24;1;359;44;16060;1483;36;4405;;;0;0;0;44;16060;1507;37;4764;;1753;;;1;20;2020;;0;;;20;3773;;;1;;;;;;;;;;;;;;;;;;;;;
MCO;2013;770300275;770000354;0;0;124;0;1177;69;25185;3148;28;10503;16;5840;585;22;2814;85;31025;3857;50;14494;8;2;0;0;1757;35;5996;0;46;0;0;43;6044;0;0;1757;0;0;0;0;0;0;0;0;;;;;;;;;0;;;0;0
MCO;2013;770300283;770000362;;;0;0;0;75;27375;2572;30;9085;;;0;0;0;75;27375;2572;30;9085;;0;;;61;21;7015;;0;;;21;7015;;;61;;;;;;;;;;;;;;;;;;;;;
