BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2014;420780678;420002495;N4130;;1;0.1;0;0;;
IMAGES_P;2014;420782559;420784878;M1160;1;;0.1;0;0;;
IMAGES_P;2014;420782559;420784878;N4130;3;1;2.82;1;1;;
IMAGES_P;2014;420782559;420784878;NAUT;1;0;1.45;;;;
IMAGES_P;2014;420782567;420784878;N4130;1;0;1.05;1;1;;
IMAGES_P;2014;420785354;420784878;M1160;11;5;6.58;1;1;1;1
IMAGES_P;2014;420785354;420784878;M1210;6;0;3.55;;;;
IMAGES_P;2014;420785354;420784878;N4130;66;19;77.89;1;1;;
IMAGES_P;2014;420785354;420784878;N4160;3;0;2.58;;;;
IMAGES_P;2014;420785354;420784878;NAUT;31;7;33.22;;;;
IMAGES_P;2014;430000117;430000018;M1160;4;2;4.62;0;1;0;0
IMAGES_P;2014;430000117;430000018;N4130;11;11;18.58;0;0;;
IMAGES_P;2014;430000117;430000018;N4160;0;1;0.8;;;;
IMAGES_P;2014;430000117;430000018;NAUT;7;4;9.09;;;;
IMAGES_P;2014;430000190;430000034;M1160;1;2;1.69;;1;;
IMAGES_P;2014;430000307;430000067;N4130;;1;0.24;0;0;;
IMAGES_P;2014;440000016;440000057;M1160;6;1;6.2;0;1;0;0
IMAGES_P;2014;440000016;440000057;N4130;20;15;30.2;1;0;;
IMAGES_P;2014;440000016;440000057;N4160;1;1;1.5;;;;
IMAGES_P;2014;440000016;440000057;NAUT;12;3;13.8;;;;
IMAGES_P;2014;440000180;440000263;N4130;1;;1;0;0;;
IMAGES_P;2014;440000271;440000289;M1160;22;12;17.91;1;1;1;1
IMAGES_P;2014;440000271;440000289;M1210;5;;1.9;0;0;;
IMAGES_P;2014;440000271;440000289;N4130;61;39;80.03;;;;
IMAGES_P;2014;440000271;440000289;N4160;2;0;2;;;;
IMAGES_P;2014;440000271;440000289;NAUT;31;4;26.77;;;;
IMAGES_P;2014;440000396;440000297;M1160;1;;1;0;1;0;0
IMAGES_P;2014;440000396;440000297;N4130;5;1;5.94;0;1;;
IMAGES_P;2014;440000396;440000297;NAUT;;1;0.91;;;;
IMAGES_P;2014;440000453;440000289;M1160;;2;0.48;0;0;0;0
IMAGES_P;2014;440000453;440000289;N4130;0;2;1.5;;;;
IMAGES_P;2014;440000487;440001014;N4130;1;;1;;;;
IMAGES_P;2014;440000503;440000313;N4130;2;6;6.88;;;;
IMAGES_P;2014;440000503;440000313;N4160;1;;1;;;;
IMAGES_P;2014;440000503;440000313;NAUT;1;2;2.42;;;;
IMAGES_P;2014;440000560;850009010;M1160;1;;0.4;0;0;0;0
IMAGES_P;2014;440000560;850009010;N4130;;19;1.68;0;0;;
IMAGES_P;2014;440000560;850009010;N4160;;1;0.05;;;;
IMAGES_P;2014;440000560;850009010;NAUT;;1;0.83;;;;
IMAGES_P;2014;440001113;490017258;M1160;4;3;5.6;0;0;0;0
IMAGES_P;2014;440001113;490017258;M1210;6;1;4.47;0;0;;
IMAGES_P;2014;440001113;490017258;N4130;18;8;23.17;0;1;;
IMAGES_P;2014;440001113;490017258;N4160;2;;2;;;;
IMAGES_P;2014;440001113;490017258;NAUT;4;10;12.15;;;;
IMAGES_P;2014;440001188;440018661;N4130;0;1;0.51;;;;
IMAGES_P;2014;440003291;440000289;N4130;1;2;2.35;;;;
IMAGES_P;2014;440017598;440000289;M1160;18;1;7.92;0;0;;
IMAGES_P;2014;440017598;440000289;M1210;8;5;4.8;0;0;;
IMAGES_P;2014;440017598;440000289;N4130;21;16;33.76;;;;
IMAGES_P;2014;440017598;440000289;NAUT;22;0;22.31;;;;
IMAGES_P;2014;440023364;440006377;M1210;4;0;4;0;0;;
IMAGES_P;2014;440023364;440006377;N4130;9;1;9.8;0;0;;
IMAGES_P;2014;440023364;440006377;N4160;1;0;0.3;;;;
IMAGES_P;2014;440023364;440006377;NAUT;4;3;5.6;;;;
IMAGES_P;2014;440041580;440041572;M1160;10;2;10.4;1;1;;0
IMAGES_P;2014;440041580;440041572;N4160;1;0;1;;;;
IMAGES_P;2014;440041580;440041572;NAUT;13;3;14.17;;;;
IMAGES_P;2014;450000021;450000088;M1160;3;8;4.6;0;1;1;1
IMAGES_P;2014;450000021;450000088;N4130;8;9;14.54;1;1;;
IMAGES_P;2014;450000021;450000088;NAUT;17;;15.21;;;;
IMAGES_P;2014;450000062;450000104;M1160;5;1;5.16;1;0;0;0
IMAGES_P;2014;450000062;450000104;N4130;15;4;17.68;1;0;;
IMAGES_P;2014;450000062;450000104;NAUT;8;3;10.46;;;;
IMAGES_P;2014;450000070;450000112;M1160;0;1;1.35;0;1;0;0
IMAGES_P;2014;450000070;450000112;N4130;5;3;7;0;1;;
IMAGES_P;2014;450000070;450000112;N4160;1;;1;;;;
IMAGES_P;2014;450000070;450000112;NAUT;5;;2.95;;;;
IMAGES_P;2014;450000294;450000591;M1160;1;;1;0;1;0;0
IMAGES_P;2014;450000294;450000591;N4130;5;2;3.73;0;0;;
IMAGES_P;2014;450000294;450000591;N4160;1;;1;;;;
IMAGES_P;2014;450000294;450000591;NAUT;3;1;1.69;;;;
IMAGES_P;2014;450002613;450000088;M1160;10;6;8.92;0;1;0;0
IMAGES_P;2014;450002613;450000088;M1210;3;2;3.76;0;0;;
IMAGES_P;2014;450002613;450000088;N4130;39;22;56.59;0;0;;
IMAGES_P;2014;450002613;450000088;N4160;3;;2.7;;;;
IMAGES_P;2014;450002613;450000088;NAUT;23;6;29.75;;;;
IMAGES_P;2014;460000045;460780083;M1160;2;1;2.42;1;1;;
IMAGES_P;2014;460000045;460780083;N4130;9;3;10.73;;;;
IMAGES_P;2014;460000045;460780083;NAUT;3;3;4.33;;;;
IMAGES_P;2014;460000052;460780091;M1160;;1;0.92;0;1;;
IMAGES_P;2014;460000052;460780091;N4130;3;1;3.4;0;1;;
IMAGES_P;2014;460000052;460780091;NAUT;1;;1.18;;;;
IMAGES_P;2014;460000060;460780117;N4130;1;;1;0;0;;
IMAGES_P;2014;460000102;460780208;M1160;;1;0.77;;;;
IMAGES_P;2014;460000102;460780208;N4130;3;1;3.07;;;;
IMAGES_P;2014;460000102;460780208;NAUT;1;2;1.23;;;;
IMAGES_P;2014;460000110;460780216;M1160;5;0;5;0;1;0;0
IMAGES_P;2014;460000110;460780216;N4130;15;4;17.72;0;0;;
IMAGES_P;2014;460000110;460780216;N4160;1;0;1;;;;
IMAGES_P;2014;460000110;460780216;NAUT;10;0;9.75;;;;
IMAGES_P;2014;470000027;470014069;M1160;11;;11;0;1;0;0
IMAGES_P;2014;470000027;470014069;N4130;13;;13;0;1;;
IMAGES_P;2014;470000423;470000316;M1160;2;4;3.62;0;1;0;0
IMAGES_P;2014;470000423;470000316;M1210;5;0;4.1;0;0;;
IMAGES_P;2014;470000423;470000316;N4130;20;7;25.15;1;0;;
IMAGES_P;2014;470000423;470000316;NAUT;14;4;17.51;;;;
IMAGES_P;2014;470000431;470000324;M1160;3;;3.64;0;1;0;0
IMAGES_P;2014;470000431;470000324;N4130;10;7;15.74;1;0;;
IMAGES_P;2014;470000431;470000324;N4160;1;;1;;;;
IMAGES_P;2014;470000431;470000324;NAUT;5;3;7;;;;
IMAGES_P;2014;470000480;470001660;M1160;2;0;2;0;1;;
IMAGES_P;2014;470000480;470001660;N4130;18;1;18.75;1;0;;
IMAGES_P;2014;470000480;470001660;N4160;1;0;1;;;;
IMAGES_P;2014;470000480;470001660;NAUT;13;4;15.02;;;;
IMAGES_P;2014;470000522;470000340;N4130;2;1;2.7;0;1;;
IMAGES_P;2014;470000555;470001660;M1160;0;0;0.12;0;0;0;0
IMAGES_P;2014;480000017;480780097;M1160;2;;2;0;1;;
IMAGES_P;2014;480000017;480780097;N4130;8;4;11.28;0;1;;
IMAGES_P;2014;480000017;480780097;N4160;;1;0.75;;;;
IMAGES_P;2014;480000017;480780097;NAUT;5;;3.88;;;;
IMAGES_P;2014;480000074;480780162;N4130;;1;0.2;0;0;;
IMAGES_P;2014;480783034;480782101;N4130;;1;0.22;;;;
IMAGES_P;2014;490000049;490000031;M1160;17;2;16.7;1;1;;
IMAGES_P;2014;490000049;490000031;M1210;6;1;6.6;0;0;;
IMAGES_P;2014;490000049;490000031;N4130;66;22;81.01;0;1;;
IMAGES_P;2014;490000049;490000031;N4160;6;0;5.08;;;;
IMAGES_P;2014;490000049;490000031;NAUT;43;13;50.19;;;;
IMAGES_P;2014;490000106;490000163;N4130;;2;0.2;0;0;;
IMAGES_P;2014;490000155;490017258;M1160;3;3;3.09;0;0;0;0
IMAGES_P;2014;490000155;490017258;M1210;3;1;2.69;0;0;;
IMAGES_P;2014;490000155;490017258;N4130;2;6;5.25;;;;
IMAGES_P;2014;490000155;490017258;N4160;1;;0.85;;;;
IMAGES_P;2014;490000155;490017258;NAUT;4;;3.4;;;;
IMAGES_P;2014;490000635;490000676;M1160;4;1;4.02;0;1;0;0
IMAGES_P;2014;490000635;490000676;N4130;18;12;28.41;0;1;;
IMAGES_P;2014;490000635;490000676;N4160;1;;1;;;;
IMAGES_P;2014;490000635;490000676;NAUT;3;4;6.28;;;;
IMAGES_P;2014;490001765;490528452;M1160;3;3;2.79;0;1;;
IMAGES_P;2014;490001765;490528452;N4130;3;13;12.01;0;0;;
IMAGES_P;2014;490001765;490528452;NAUT;6;7;9.9;;;;
IMAGES_P;2014;490002037;490000890;M1160;6;;6;0;0;0;0
IMAGES_P;2014;490014909;490008109;M1160;;1;0.1;0;0;0;0
IMAGES_P;2014;490014909;490008109;N4130;;;;0;1;;
IMAGES_P;2014;490532173;530000025;N4130;7;2;9.91;;;;
IMAGES_P;2014;490532173;530000025;N4160;;1;0.5;;;;
IMAGES_P;2014;490532173;530000025;NAUT;1;;1;;;;
IMAGES_P;2014;490540440;490004330;NAUT;;2;1.5;;;;
IMAGES_P;2014;500000021;500000054;M1160;2;2;2.23;0;1;;
IMAGES_P;2014;500000021;500000054;N4130;10;4;13.21;1;0;;
IMAGES_P;2014;500000021;500000054;N4160;;;0.17;;;;
IMAGES_P;2014;500000021;500000054;NAUT;7;2;8.31;;;;
IMAGES_P;2014;500000146;500000500;M1160;4;;4;;1;;
IMAGES_P;2014;500000146;500000500;N4130;4;3;6.4;;1;;
IMAGES_P;2014;500000187;500000013;M1160;6;1;6.99;0;1;0;0
IMAGES_P;2014;500000187;500000013;N4130;24;10;28.32;1;0;;
IMAGES_P;2014;500000187;500000013;N4160;1;;0.42;;;;
IMAGES_P;2014;500000187;500000013;NAUT;8;13;15.58;;;;
IMAGES_P;2014;500000229;500000567;M1160;;1;0.2;0;0;0;0
IMAGES_P;2014;500000229;500000567;N4130;;1;0.75;0;0;;
IMAGES_P;2014;500000260;500000054;M1160;;2;1;0;1;;
IMAGES_P;2014;500000260;500000054;N4130;8;2;9.76;1;0;;
IMAGES_P;2014;500000260;500000054;N4160;;;0.17;;;;
IMAGES_P;2014;500000260;500000054;NAUT;6;2;6.53;;;;
IMAGES_P;2014;500000427;500000096;M1160;1;0;1.1;;0;0;0
IMAGES_P;2014;500000427;500000096;N4130;2;2;3.53;0;1;;
IMAGES_P;2014;500000427;500000096;NAUT;2;0;1.25;;;;
IMAGES_P;2014;500000450;500000112;M1160;5;1;4.7;0;1;0;0
IMAGES_P;2014;500000450;500000112;N4130;13;7;18.53;0;0;;
IMAGES_P;2014;500000450;500000112;N4160;1;;1;;;;
IMAGES_P;2014;500000450;500000112;NAUT;7;1;8.26;;;;
IMAGES_P;2014;500000468;500000013;M1160;6;1;1;0;0;0;0
IMAGES_P;2014;500000468;500000013;N4130;6;1;6.62;0;1;;
IMAGES_P;2014;500000468;500000013;N4160;1;;0.5;;;;
IMAGES_P;2014;500000468;500000013;NAUT;1;;0.42;;;;
IMAGES_P;2014;500000591;500000393;N4130;4;;4;;1;;
IMAGES_P;2014;500000591;500000393;NAUT;2;;2;;;;
IMAGES_P;2014;500002357;500002233;M1160;1;;1;0;1;0;0
IMAGES_P;2014;500002357;500002233;M1210;;2;0.8;0;0;;
IMAGES_P;2014;500002357;500002233;N4130;;7;0.3;0;1;;
IMAGES_P;2014;500002357;500002233;NAUT;;6;0.3;;;;
IMAGES_P;2014;510000169;510000037;M1160;4;0;4;0;1;0;0
IMAGES_P;2014;510000169;510000037;N4130;15;2;15.76;0;0;;
IMAGES_P;2014;510000169;510000037;N4160;1;0;1;;;;
IMAGES_P;2014;510000169;510000037;NAUT;7;1;6.68;;;;
IMAGES_P;2014;510000177;100006279;M1160;;1;0.2;0;0;0;0
IMAGES_P;2014;510000177;100006279;N4130;2;;1.15;0;1;;
IMAGES_P;2014;510000227;510000565;M1160;;4;0.8;0;0;0;0
IMAGES_P;2014;510000227;510000565;N4130;2;1;2.2;0;0;;
IMAGES_P;2014;510000227;510000565;NAUT;;1;0.5;;;;
IMAGES_P;2014;510000235;510000060;M1160;4;1;5.02;0;1;0;0
IMAGES_P;2014;510000235;510000060;N4130;12;2;13.29;1;0;;
IMAGES_P;2014;510000235;510000060;N4160;1;0;1;;;;
IMAGES_P;2014;510000235;510000060;NAUT;4;3;6.1;;;;
IMAGES_P;2014;510000250;510000078;M1160;1;1;1.5;0;1;0;0
IMAGES_P;2014;510000250;510000078;N4130;6;2;6.78;1;1;;
IMAGES_P;2014;510000250;510000078;N4160;0;1;0.1;;;;
IMAGES_P;2014;510000250;510000078;NAUT;1;2;2;;;;
IMAGES_P;2014;510000466;510000102;M1160;;3;0.3;0;0;0;0
IMAGES_P;2014;510000466;510000102;N4130;1;3;3;1;1;;
IMAGES_P;2014;510000516;510000136;M1160;3;2;3.9;0;0;;
IMAGES_P;2014;510000516;510000136;M1210;4;2;5.6;0;0;;
IMAGES_P;2014;510000516;510000136;N4130;16;5;19.7;0;1;;
IMAGES_P;2014;510000516;510000136;N4160;1;0;1;;;;
IMAGES_P;2014;510000516;510000136;NAUT;19;2;20.3;;;;
IMAGES_P;2014;510002447;510000029;M1160;10;2;8.1;1;1;0;0
IMAGES_P;2014;510002447;510000029;N4130;27;7;32.3;1;1;;
IMAGES_P;2014;510002447;510000029;N4160;4;0;4;;;;
IMAGES_P;2014;510002447;510000029;NAUT;16;3;18.4;;;;
IMAGES_P;2014;510002470;510000029;N4130;10;1;10.8;1;1;;
IMAGES_P;2014;510002470;510000029;NAUT;3;1;3.8;;;;
IMAGES_P;2014;510004302;510000029;M1160;15;0;7.4;1;1;0;0
IMAGES_P;2014;510004302;510000029;N4130;27;3;29.1;1;1;;
IMAGES_P;2014;510004302;510000029;N4160;3;0;3;;;;
IMAGES_P;2014;510004302;510000029;NAUT;15;4;17.9;;;;
IMAGES_P;2014;510012040;510000557;M1160;;20;;0;1;;
IMAGES_P;2014;510012040;510000557;N4130;;12;;0;1;;
IMAGES_P;2014;520000019;520780024;M1160;;1;0.05;0;0;0;0
IMAGES_P;2014;520000019;520780024;N4130;;1;0.2;0;0;;
IMAGES_P;2014;520000027;520780032;M1160;1;2;1.96;0;1;0;0
IMAGES_P;2014;520000027;520780032;N4130;11;1;12.23;0;1;;
IMAGES_P;2014;520000027;520780032;N4160;0;1;0.5;;;;
IMAGES_P;2014;520000027;520780032;NAUT;2;0;3.13;;;;
IMAGES_P;2014;520000068;520780073;M1160;3;6;3.29;0;1;1;0
IMAGES_P;2014;520000068;520780073;N4130;9;7;15;0;0;;
IMAGES_P;2014;520000068;520780073;NAUT;6;3;7.67;;;;
IMAGES_P;2014;520780214;520000118;M1160;3;;3;0;0;0;0
IMAGES_P;2014;520780214;520000118;N4130;6;;6;0;0;;
IMAGES_P;2014;520780214;520000118;NAUT;5;;5;;;;
IMAGES_P;2014;530000017;530000025;M1160;1;3;2.9;;1;;
IMAGES_P;2014;530000017;530000025;N4130;8;1;8.6;1;;;
IMAGES_P;2014;530000017;530000025;N4160;;1;0.5;;;;
IMAGES_P;2014;530000017;530000025;NAUT;1;;1;;;;
IMAGES_P;2014;530000173;530000074;M1160;2;;2;1;0;0;0
IMAGES_P;2014;530000173;530000074;N4130;8;2;9.85;;;;
IMAGES_P;2014;530000173;530000074;N4160;1;;1;;;;
IMAGES_P;2014;530000173;530000074;NAUT;7;1;3.93;;;;
IMAGES_P;2014;530000264;530000371;M1160;5;1;5.43;0;1;0;0
IMAGES_P;2014;530000264;530000371;N4130;21;7;26.46;0;1;;
IMAGES_P;2014;530000264;530000371;N4160;1;0;1;;;;
IMAGES_P;2014;530000264;530000371;NAUT;13;2;12.57;;;;
IMAGES_P;2014;530031962;530000975;M1160;;7;2.5;;1;;
IMAGES_P;2014;530031962;530000975;M1210;;3;1;;0;;
IMAGES_P;2014;530031962;530000975;N4130;12;;10;;1;;
IMAGES_P;2014;530031962;530000975;N4160;1;;1;;;;
IMAGES_P;2014;530031962;530000975;NAUT;7;;6;;;;
IMAGES_P;2014;540000015;540023264;M1160;10;3;3.3;0;1;0;0
IMAGES_P;2014;540000015;540023264;N4130;3;1;3.26;0;1;;
IMAGES_P;2014;540000015;540023264;N4160;1;;0.9;;;;
IMAGES_P;2014;540000015;540023264;NAUT;9;4;9.68;;;;
IMAGES_P;2014;540000023;540000049;M1160;3;0;3.1;0;1;0;0
IMAGES_P;2014;540000023;540000049;N4130;8;1;8.28;0;1;;
IMAGES_P;2014;540000023;540000049;NAUT;4;1;5.2;;;;
IMAGES_P;2014;540000155;540000080;M1160;1;;1;0;1;1;0
IMAGES_P;2014;540000155;540000080;N4130;11;1;6.83;1;1;;
IMAGES_P;2014;540000155;540000080;N4160;;1;0.34;;;;
IMAGES_P;2014;540000155;540000080;NAUT;;5;2.13;;;;
IMAGES_P;2014;540000163;540020112;M1160;0;4;0.8;0;0;0;0
IMAGES_P;2014;540000163;540020112;N4130;6;4;9.1;0;1;;
IMAGES_P;2014;540000163;540020112;N4160;0;1;0.2;;;;
IMAGES_P;2014;540000296;540000106;M1160;;4;1.2;0;1;1;1
IMAGES_P;2014;540000296;540000106;N4130;3;2;5.04;1;1;;
IMAGES_P;2014;540000296;540000106;N4160;1;;0.2;;;;
IMAGES_P;2014;540000296;540000106;NAUT;5;;4.37;;;;
IMAGES_P;2014;540000478;540003449;M1160;;23;18.3;0;1;;
IMAGES_P;2014;540000478;540003449;N4130;;;;1;1;;
IMAGES_P;2014;540000668;540006707;N4130;1;;1;0;0;;
IMAGES_P;2014;540000668;540006707;NAUT;1;;1;;;;
IMAGES_P;2014;540001070;540000767;N4130;14;;14;1;0;;
IMAGES_P;2014;540001070;540000767;N4160;1;1;1.1;;;;
IMAGES_P;2014;540001070;540000767;NAUT;3;3;4.8;;;;
IMAGES_P;2014;540001138;540023264;M1160;21;7;12.3;0;1;1;1
IMAGES_P;2014;540001138;540023264;M1210;8;2;1.6;0;0;;
IMAGES_P;2014;540001138;540023264;N4130;49;17;56.95;1;1;;
IMAGES_P;2014;540001138;540023264;N4160;3;0;2.16;;;;
IMAGES_P;2014;540001138;540023264;NAUT;50;13;42.42;;;;
IMAGES_P;2014;540001286;540003019;M1160;6;5;6.26;0;1;0;0
IMAGES_P;2014;540001286;540003019;N4130;6;7;11.2;0;1;;
IMAGES_P;2014;540001286;540003019;N4160;1;;1;;;;
IMAGES_P;2014;540001286;540003019;NAUT;1;;1;;;;
IMAGES_P;2014;540002698;540023264;M1160;17;14;9.79;0;1;0;0
IMAGES_P;2014;540002698;540023264;M1210;10;4;5.55;0;0;;
IMAGES_P;2014;540002698;540023264;N4130;59;21;65.24;1;1;;
IMAGES_P;2014;540002698;540023264;N4160;5;0;4.42;;;;
IMAGES_P;2014;540002698;540023264;NAUT;39;11;34.95;;;;
IMAGES_P;2014;540009412;540019726;M1160;;1;0.17;0;0;;
IMAGES_P;2014;540009412;540019726;N4130;1;1;1.5;0;0;;
IMAGES_P;2014;540013737;540019726;M1160;;1;0.17;0;0;;
IMAGES_P;2014;540013737;540019726;N4130;1;;1;0;0;;
IMAGES_P;2014;550000012;550006795;M1160;2;4;2.6;0;1;0;0
IMAGES_P;2014;550000012;550006795;N4130;17;1;16.87;0;1;;
IMAGES_P;2014;550000012;550006795;N4160;1;;1;;;;
IMAGES_P;2014;550000012;550006795;NAUT;8;2;7.14;;;;
IMAGES_P;2014;550000038;550000046;M1160;;2;0.4;0;0;0;0
IMAGES_P;2014;550000038;550000046;N4130;2;;2;0;0;;
IMAGES_P;2014;550000038;550000046;NAUT;;1;0.6;;;;
IMAGES_P;2014;550000202;550006795;M1160;;1;0.1;0;0;0;0
IMAGES_P;2014;550000202;550006795;N4130;1;;1;0;0;;
IMAGES_P;2014;550000434;550003354;M1160;1;4;2.5;0;1;0;0
IMAGES_P;2014;550000434;550003354;N4130;13;;11.03;0;1;;
IMAGES_P;2014;550000434;550003354;N4160;;;0.5;;;;
IMAGES_P;2014;550000434;550003354;NAUT;7;;6.39;;;;
IMAGES_P;2014;560000127;560023210;M1160;9;4;10.2;0;1;;
IMAGES_P;2014;560000127;560023210;N4130;35;12;39.74;0;1;;
IMAGES_P;2014;560000127;560023210;N4160;2;0;1.66;;;;
IMAGES_P;2014;560000127;560023210;NAUT;38;4;38.09;;;;
IMAGES_P;2014;560000135;560005746;M1160;6;6;10.3;1;0;;
IMAGES_P;2014;560000135;560005746;N4130;43;8;46.39;;;;
IMAGES_P;2014;560000135;560005746;N4160;1;;1;;;;
IMAGES_P;2014;560000135;560005746;NAUT;15;3;15.17;;;;
IMAGES_P;2014;560000143;560014748;M1160;3;1;3.5;0;1;1;
IMAGES_P;2014;560000143;560014748;N4130;16;6;21;1;1;;
IMAGES_P;2014;560000143;560014748;N4160;1;0;1;;;;
IMAGES_P;2014;560000143;560014748;NAUT;2;0;2;;;;
IMAGES_P;2014;560000184;560006017;N4130;2;1;2.82;0;1;;
IMAGES_P;2014;560000192;560000044;M1160;1;5;1.32;0;1;0;0
IMAGES_P;2014;560000192;560000044;N4130;8;9;14.01;1;0;;
IMAGES_P;2014;560000192;560000044;N4160;;1;0.63;;;;
IMAGES_P;2014;560000192;560000044;NAUT;5;;3.74;;;;
IMAGES_P;2014;560000200;560023210;M1160;8;3;1.2;0;;0;0
IMAGES_P;2014;560000200;560023210;N4130;0;1;1.24;0;0;;
IMAGES_P;2014;560000200;560023210;N4160;2;0;0.2;;;;
IMAGES_P;2014;560000200;560023210;NAUT;19;2;3.45;;;;
IMAGES_P;2014;560000382;560002032;N4130;1;;1;0;0;;
IMAGES_P;2014;560000382;560002032;N4160;1;;0.8;;;;
IMAGES_P;2014;560000382;560002032;NAUT;;3;2;;;;
IMAGES_P;2014;560000697;560002677;M1160;;1;0.1;0;0;0;0
IMAGES_P;2014;560000697;560002677;N4130;;1;0.86;0;0;;
IMAGES_P;2014;560002024;560006074;NAUT;1;1;1.5;;;;
IMAGES_P;2014;560002511;560000689;M1160;5;4;7;;;;
IMAGES_P;2014;560002511;560000689;M1210;;2;0.5;;;;
IMAGES_P;2014;560002933;560006074;N4130;5;1;6.1;;;;
IMAGES_P;2014;560002933;560006074;NAUT;1;2;1.32;;;;
IMAGES_P;2014;560012122;560002677;M1160;;1;0.1;0;0;0;0
IMAGES_P;2014;560012122;560002677;N4130;;1;0.86;0;0;;
IMAGES_P;2014;570000059;570025254;M1160;4;1;4.39;0;0;;
IMAGES_P;2014;570000059;570025254;N4130;15;3;16.08;0;0;;
IMAGES_P;2014;570000059;570025254;NAUT;5;3;7.16;;;;
IMAGES_P;2014;570000091;750050759;M1160;;1;0.4;;;;
IMAGES_P;2014;570000091;750050759;N4130;9;1;9.5;0;1;;
IMAGES_P;2014;570000091;750050759;N4160;1;;1;;;;
IMAGES_P;2014;570000091;750050759;NAUT;1;2;2.34;;;;
IMAGES_P;2014;570000117;570015099;M1160;1;2;3.04;0;1;0;0
IMAGES_P;2014;570000117;570015099;N4130;14;1;14.29;1;0;;
IMAGES_P;2014;570000117;570015099;N4160;1;;1;;;;
IMAGES_P;2014;570000117;570015099;NAUT;1;;1;;;;
IMAGES_P;2014;570000125;570015099;N4130;;;0.46;0;0;;
IMAGES_P;2014;570000216;570010173;M1160;3;;3.17;0;1;;
IMAGES_P;2014;570000216;570010173;N4130;15;4;18.33;0;1;;
IMAGES_P;2014;570000216;570010173;N4160;1;;1;;;;
IMAGES_P;2014;570000281;570005165;M1160;1;0;1;0;0;0;0
IMAGES_P;2014;570000281;570005165;N4130;5;1;5.5;0;0;;
IMAGES_P;2014;570000281;570005165;NAUT;1;1;2.23;;;;
IMAGES_P;2014;570000349;570005165;M1160;4;1;4.5;1;1;1;0
IMAGES_P;2014;570000349;570005165;M1210;2;0;2;0;0;;
IMAGES_P;2014;570000349;570005165;N4130;35;9;39.77;1;0;;
IMAGES_P;2014;570000349;570005165;N4160;2;;2;;;;
IMAGES_P;2014;570000349;570005165;NAUT;11;7;15.41;;;;
IMAGES_P;2014;570000356;570000919;M1160;;2;1;0;1;;
IMAGES_P;2014;570000356;570000919;N4130;1;1;1.5;0;1;;
IMAGES_P;2014;570000380;570000034;N4130;1;1;1.91;0;0;;
IMAGES_P;2014;570000380;570000034;N4160;;1;0.2;;;;
IMAGES_P;2014;570000562;570011353;N4130;1;1;1.8;0;0;;
IMAGES_P;2014;570000596;750821092;M1160;4;1;4.1;1;1;0;0
IMAGES_P;2014;570000596;750821092;N4130;14;3;16.73;1;0;;
IMAGES_P;2014;570000596;750821092;N4160;;1;0.8;;;;
IMAGES_P;2014;570000596;750821092;NAUT;8;;7.42;;;;
IMAGES_P;2014;570000661;570000158;N4130;1;;1.1;0;0;;
IMAGES_P;2014;570000661;570000158;N4160;;;0.03;;;;
IMAGES_P;2014;570000661;570000158;NAUT;2;;2;;;;
IMAGES_P;2014;570000687;570025254;M1160;;1;0.17;0;0;;
IMAGES_P;2014;570000687;570025254;N4130;;1;0.47;0;0;;
IMAGES_P;2014;570000687;570025254;NAUT;;1;0.9;;;;
IMAGES_P;2014;570000901;570000158;M1160;6;2;6.5;;1;0;0
IMAGES_P;2014;570000901;570000158;N4130;14;11;22.7;1;0;;
IMAGES_P;2014;570000901;570000158;N4160;;1;0.1;;;;
IMAGES_P;2014;570000901;570000158;NAUT;6;1;7.77;;;;
IMAGES_P;2014;570000950;570000398;M1160;;2;0.15;0;0;0;0
IMAGES_P;2014;570000950;570000398;N4130;;1;0.38;0;0;;
IMAGES_P;2014;570000968;570000430;M1160;;3;0.86;0;0;;
IMAGES_P;2014;570000968;570000430;N4130;;3;1.8;0;0;;
IMAGES_P;2014;570000968;570000430;NAUT;1;2;1.68;;;;
IMAGES_P;2014;570001057;570023630;M1160;;1;0.5;0;1;0;0
IMAGES_P;2014;570001057;570023630;N4130;4;1;3.8;0;1;;
IMAGES_P;2014;570001057;570023630;N4160;;1;1;;;;
IMAGES_P;2014;570001057;570023630;NAUT;1;;1;;;;
IMAGES_P;2014;570001099;570023630;M1160;;1;0.2;0;1;;
IMAGES_P;2014;570003079;570010181;N4130;;1;0.25;0;0;;
IMAGES_P;2014;570003103;540019726;N4130;;1;0.11;0;0;;
IMAGES_P;2014;570005215;570005165;N4130;;1;0.5;0;0;;
IMAGES_P;2014;570009670;570000307;N4130;;1;0.5;0;0;;
IMAGES_P;2014;570026252;570023630;M1160;2;6;6.28;0;1;0;0
IMAGES_P;2014;570026252;570023630;N4130;11;2;10.59;0;1;;
IMAGES_P;2014;570026252;570023630;N4160;1;;1;;;;
IMAGES_P;2014;570026252;570023630;NAUT;3;1;3.8;;;;
IMAGES_P;2014;570026682;570005165;M1160;7;7;7.5;1;;1;1
IMAGES_P;2014;570026682;570005165;M1210;4;1;4.2;0;0;;
IMAGES_P;2014;570026682;570005165;N4130;47;12;55.59;1;1;;
IMAGES_P;2014;570026682;570005165;N4160;2;;2.58;;;;
IMAGES_P;2014;570026682;570005165;NAUT;14;15;23.99;;;;
