BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2017;810000448;810099945;M1160;1;;1;0;0;0;0
IMAGES_P;2017;810000448;810099945;N4130;2;;2;0;0;;
IMAGES_P;2017;810000505;810000331;M1160;5;;3.1;0;1;0;0
IMAGES_P;2017;810000505;810000331;M1210;7;;3.98;0;0;;
IMAGES_P;2017;810000505;810000331;N4130;18;10;23.69;1;0;;
IMAGES_P;2017;810000505;810000331;N4160;;1;0.8;;;;
IMAGES_P;2017;810000505;810000331;NAUT;6;10;11.85;;;;
IMAGES_P;2017;810000513;810000349;N4130;;1;0.3;0;0;;
IMAGES_P;2017;810000521;810000380;M1160;5;;4.04;0;1;0;0
IMAGES_P;2017;810000521;810000380;N4130;19;;18.41;1;1;;
IMAGES_P;2017;810000521;810000380;N4160;2;;1.25;;;;
IMAGES_P;2017;810000521;810000380;NAUT;4;8;7.86;;;;
IMAGES_P;2017;810000562;810000455;M1160;0;1;0.43;0;1;0;0
IMAGES_P;2017;810000562;810000455;N4130;4;4;7.43;0;0;;
IMAGES_P;2017;810000562;810000455;N4160;1;0;0.5;;;;
IMAGES_P;2017;810000562;810000455;NAUT;2;;2.26;;;;
IMAGES_P;2017;820000032;820000016;M1160;3;1;3.43;0;1;0;0
IMAGES_P;2017;820000032;820000016;N4130;19;2;21.03;1;0;;
IMAGES_P;2017;820000032;820000016;N4160;1;;0.96;;;;
IMAGES_P;2017;820000032;820000016;NAUT;6;1;6.8;;;;
IMAGES_P;2017;820000883;820004950;M1160;1;2;2.14;0;1;0;0
IMAGES_P;2017;820000883;820004950;N4130;8;4;11.55;0;1;;
IMAGES_P;2017;820000883;820004950;N4160;;;0.25;;;;
IMAGES_P;2017;820000883;820004950;NAUT;2;3;2.4;;;;
IMAGES_P;2017;820002350;820000578;N4130;0;1;0.21;0;0;;
IMAGES_P;2017;830000279;830100517;M1160;1;2;2.25;0;1;0;0
IMAGES_P;2017;830000279;830100517;N4130;8;;8.02;0;1;;
IMAGES_P;2017;830000279;830100517;N4160;1;;0.33;;;;
IMAGES_P;2017;830000279;830100517;NAUT;4;;3.61;;;;
IMAGES_P;2017;830000287;830100525;M1160;4;4;4.1;0;1;0;0
IMAGES_P;2017;830000287;830100525;N4130;19;2;20.45;1;0;;
IMAGES_P;2017;830000287;830100525;N4160;1;;1;;;;
IMAGES_P;2017;830000287;830100525;NAUT;8;1;9.28;;;;
IMAGES_P;2017;830000295;830100533;M1160;4;3;5.22;0;1;0;0
IMAGES_P;2017;830000295;830100533;N4130;16;2;17.2;1;0;;
IMAGES_P;2017;830000295;830100533;N4160;1;1;0.9;;;;
IMAGES_P;2017;830000295;830100533;NAUT;3;2;4.1;;;;
IMAGES_P;2017;830000303;830100541;N4130;2;;1.94;0;0;;
IMAGES_P;2017;830000311;830100566;M1160;5;1;5.5;0;1;0;0
IMAGES_P;2017;830000311;830100566;M1210;2;;1.98;0;0;;
IMAGES_P;2017;830000311;830100566;N4130;22;10;27.63;;;;
IMAGES_P;2017;830000311;830100566;N4160;2;1;2.2;;;;
IMAGES_P;2017;830000311;830100566;NAUT;11;5;13.78;;;;
IMAGES_P;2017;830000337;830100590;N4130;1;1;1.86;1;;;
IMAGES_P;2017;830000345;830100616;M1160;4;12;6.93;1;0;0;0
IMAGES_P;2017;830000345;830100616;M1210;4;1;4.38;0;0;;
IMAGES_P;2017;830000345;830100616;N4130;56;16;67.98;1;1;;
IMAGES_P;2017;830000345;830100616;N4160;1;4;4.38;;;;
IMAGES_P;2017;830000345;830100616;NAUT;32;9;38.33;;;;
IMAGES_P;2017;830100012;750712184;M1160;;1;0.1;0;0;0;0
IMAGES_P;2017;830100012;750712184;N4130;1;;1;0;0;;
IMAGES_P;2017;830100012;750712184;NAUT;1;;1;;;;
IMAGES_P;2017;830100103;830000022;M1160;;9;4.5;0;1;0;0
IMAGES_P;2017;830100103;830000022;N4130;3;;3;0;0;;
IMAGES_P;2017;830100103;830000022;NAUT;4;;3.87;;;;
IMAGES_P;2017;830100319;830020855;M1160;;39;7.8;0;1;0;0
IMAGES_P;2017;830100392;830000154;M1160;4;;4;1;1;0;0
IMAGES_P;2017;830100392;830000154;N4130;;1;0.04;1;1;;
IMAGES_P;2017;830100558;690781810;M1160;;1;0.6;0;0;0;0
IMAGES_P;2017;830100558;690781810;N4130;3;1;3.64;0;1;;
IMAGES_P;2017;830100558;690781810;N4160;;;0.5;;;;
IMAGES_P;2017;830100558;690781810;NAUT;2;;2.08;;;;
IMAGES_P;2017;830100574;750821092;M1160;6;;7.92;1;0;1;1
IMAGES_P;2017;830100574;750821092;M1210;4;;3.3;0;0;;
IMAGES_P;2017;830100574;750821092;N4130;38;1;39.37;1;1;;
IMAGES_P;2017;830100574;750821092;N4160;3;1;5.8;;;;
IMAGES_P;2017;830100574;750821092;NAUT;15;;15;;;;
IMAGES_P;2017;830100608;830100616;M1160;;1;0.1;1;0;;
IMAGES_P;2017;830100608;830100616;N4130;11;1;11.2;1;1;;
IMAGES_P;2017;830100608;830100616;N4160;0;1;0.91;;;;
IMAGES_P;2017;830100608;830100616;NAUT;2;2;3.96;;;;
IMAGES_P;2017;830100855;830000493;N4130;;1;0.25;0;0;;
IMAGES_P;2017;830200523;830210084;M1160;3;1;2.34;0;1;;
IMAGES_P;2017;830200523;830210084;N4130;4;;4;0;1;;
IMAGES_P;2017;830200523;830210084;N4160;1;;1;;;;
IMAGES_P;2017;830200523;830210084;NAUT;3;;3;;;;
IMAGES_P;2017;840000285;840000608;M1160;0;3;1;0;1;0;0
IMAGES_P;2017;840000285;840000608;N4130;0;2;1;0;1;;
IMAGES_P;2017;840000285;840000608;NAUT;1;3;1.5;;;;
IMAGES_P;2017;840000327;840000640;N4130;1;0;1;;;;
IMAGES_P;2017;840000343;840000012;M1160;;;;0;1;1;0
IMAGES_P;2017;840000343;840000012;N4130;3;3;5.2;0;1;;
IMAGES_P;2017;840000343;840000012;NAUT;5;;5;;;;
IMAGES_P;2017;840000350;840000657;M1160;;29;3.51;0;0;0;0
IMAGES_P;2017;840000350;840000657;N4130;6;;6;0;0;;
IMAGES_P;2017;840000350;840000657;N4160;1;;1;;;;
IMAGES_P;2017;840000350;840000657;NAUT;5;;5;;;;
IMAGES_P;2017;840000418;840004659;M1160;2;1;2.5;0;1;0;0
IMAGES_P;2017;840000418;840004659;N4130;6;3;7.75;0;1;;
IMAGES_P;2017;840000418;840004659;NAUT;;3;2.25;;;;
IMAGES_P;2017;840000483;840000087;M1160;1;2;1.7;0;1;1;
IMAGES_P;2017;840000483;840000087;N4130;9;4;11.2;0;1;;
IMAGES_P;2017;840000483;840000087;N4160;1;;1;;;;
IMAGES_P;2017;840000483;840000087;NAUT;5;2;4.73;;;;
IMAGES_P;2017;840000491;130041916;M1160;0;1;0.2;0;1;0;0
IMAGES_P;2017;840000491;130041916;N4130;2;3;4.73;0;0;;
IMAGES_P;2017;840000491;130041916;N4160;;1;0.22;;;;
IMAGES_P;2017;840000491;130041916;NAUT;1;2;1.6;;;;
IMAGES_P;2017;840000525;840000111;N4130;3;3;3.05;0;1;;
IMAGES_P;2017;840000533;840000129;N4130;2;2;3;0;1;;
IMAGES_P;2017;840000541;840000137;M1160;;1;0.3;0;0;;
IMAGES_P;2017;840000541;840000137;N4130;;1;0.15;0;0;;
IMAGES_P;2017;840000558;840004659;N4130;;1;0.5;0;0;;
IMAGES_P;2017;840001861;840006597;M1160;6;13;10.32;0;1;0;0
IMAGES_P;2017;840001861;840006597;M1210;3;1;3.34;0;0;;
IMAGES_P;2017;840001861;840006597;N4130;35;23;48.68;1;;;
IMAGES_P;2017;840001861;840006597;N4160;3;;3;;;;
IMAGES_P;2017;840001861;840006597;NAUT;50;9;56.68;;;;
IMAGES_P;2017;840013312;840003685;M1160;0;17;16.41;0;1;0;
IMAGES_P;2017;840013312;840003685;N4130;3;1;3.23;0;1;;
IMAGES_P;2017;840013312;840003685;N4160;;1;0.2;;;;
IMAGES_P;2017;840013312;840003685;NAUT;4;;3.84;;;;
IMAGES_P;2017;850000142;850000019;M1160;4;10;9.99;0;1;0;0
IMAGES_P;2017;850000142;850000019;N4130;2;47;35.64;0;0;;
IMAGES_P;2017;850000142;850000019;N4160;1;1;1.16;;;;
IMAGES_P;2017;850000142;850000019;NAUT;16;8;22.43;;;;
IMAGES_P;2017;850000175;850009010;M1160;1;0;3.05;0;0;0;0
IMAGES_P;2017;850000175;850009010;N4130;;19;17.44;0;0;;
IMAGES_P;2017;850000175;850009010;N4160;;1;0.3;;;;
IMAGES_P;2017;850000175;850009010;NAUT;6;6;10.38;;;;
IMAGES_P;2017;850000191;850000043;M1160;0;1;0.04;0;0;0;0
IMAGES_P;2017;850000209;850000019;M1160;1;4;1.66;;;;
IMAGES_P;2017;850000209;850000019;N4130;13;0;13.56;;;;
IMAGES_P;2017;850000209;850000019;N4160;0;1;0.13;;;;
IMAGES_P;2017;850000209;850000019;NAUT;6;1;6.04;;;;
IMAGES_P;2017;850000225;850000019;M1160;0;2;0.6;;;;
IMAGES_P;2017;850000225;850000019;N4130;7;0;6.97;;;;
IMAGES_P;2017;850000225;850000019;NAUT;0;1;0.8;;;;
IMAGES_P;2017;850000241;850000084;M1160;3;;4.37;0;0;0;0
IMAGES_P;2017;850000241;850000084;N4130;14;6;19;0;0;;
IMAGES_P;2017;850000241;850000084;N4160;1;;1;;;;
IMAGES_P;2017;850000241;850000084;NAUT;10;;9.76;;;;
IMAGES_P;2017;850000258;850000092;M1160;;1;0.1;;;;
IMAGES_P;2017;850000258;850000092;N4130;1;1;1.7;;;;
IMAGES_P;2017;850000647;850025867;M1160;;1;0.1;0;0;0;1
IMAGES_P;2017;850000647;850025867;N4130;;2;0.92;0;0;;
IMAGES_P;2017;850000647;850025867;NAUT;;2;0.5;;;;
IMAGES_P;2017;860000017;860780048;M1160;;1;0.5;0;0;;
IMAGES_P;2017;860000017;860780048;N4130;0;2;1.77;0;0;;
IMAGES_P;2017;860000017;860780048;NAUT;1;2;2.22;;;;
IMAGES_P;2017;860000025;860013382;M1160;2;1;3.17;0;1;1;0
IMAGES_P;2017;860000025;860013382;M1210;2;1;3.17;0;1;;
IMAGES_P;2017;860000025;860013382;N4130;16;3;13.79;1;0;;
IMAGES_P;2017;860000025;860013382;N4160;;;0.65;;;;
IMAGES_P;2017;860000025;860013382;NAUT;5;1;3.02;;;;
IMAGES_P;2017;860000033;860013382;M1160;1;;1.37;0;0;0;0
IMAGES_P;2017;860000033;860013382;N4130;3;3;5.27;0;1;;
IMAGES_P;2017;860000033;860013382;N4160;1;;1;;;;
IMAGES_P;2017;860000033;860013382;NAUT;2;2;3.27;;;;
IMAGES_P;2017;860000058;860014208;M1160;1;1;1.9;0;1;0;0
IMAGES_P;2017;860000058;860014208;N4130;5;2;5.8;0;1;;
IMAGES_P;2017;860000058;860014208;N4160;1;;0.5;;;;
IMAGES_P;2017;860000058;860014208;NAUT;1;3;3.34;;;;
IMAGES_P;2017;860000223;860014208;M1160;15;7;17.82;1;1;1;1
IMAGES_P;2017;860000223;860014208;M1210;8;1;7.13;0;0;;
IMAGES_P;2017;860000223;860014208;N4130;56;32;82.78;1;1;;
IMAGES_P;2017;860000223;860014208;N4160;6;;3.86;;;;
IMAGES_P;2017;860000223;860014208;NAUT;47;10;48.45;;;;
IMAGES_P;2017;860010321;860010313;M1160;11;4;13.63;0;1;;
IMAGES_P;2017;860010321;860010313;N4130;9;;9;0;0;;
IMAGES_P;2017;860010321;860010313;NAUT;6;;6;;;;
IMAGES_P;2017;870000064;870000015;M1160;8;2;5.4;0;1;1;1
IMAGES_P;2017;870000064;870000015;M1210;4;0;2.51;0;0;;
IMAGES_P;2017;870000064;870000015;N4130;60;14;70.84;0;1;;
IMAGES_P;2017;870000064;870000015;N4160;5;0;4.69;;;;
IMAGES_P;2017;870000064;870000015;NAUT;71;8;73.39;;;;
IMAGES_P;2017;870000098;870000023;M1160;2;1;2.56;0;1;0;0
IMAGES_P;2017;870000098;870000023;N4130;6;5;8.93;0;1;;
IMAGES_P;2017;870000098;870000023;NAUT;6;1;6.77;;;;
IMAGES_P;2017;870000270;870000031;M1160;2;1;2.6;1;1;1;0
IMAGES_P;2017;870000270;870000031;N4130;5;1;5.8;0;1;;
IMAGES_P;2017;870000270;870000031;N4160;1;;1;;;;
IMAGES_P;2017;870000288;870017415;M1160;20;3;22;;;;
IMAGES_P;2017;870000288;870017415;N4130;11;;11;;;;
IMAGES_P;2017;870000288;870017415;NAUT;11;1;10.5;;;;
IMAGES_P;2017;870000411;870017415;M1160;20;3;22;;;;
IMAGES_P;2017;870000411;870017415;N4130;9;;10;;;;
IMAGES_P;2017;870000411;870017415;NAUT;5;;5.6;;;;
IMAGES_P;2017;870003514;870000015;N4130;1;0;1;0;0;;
IMAGES_P;2017;870003514;870000015;N4160;0;0;0.13;;;;
IMAGES_P;2017;870003514;870000015;NAUT;1;0;1;;;;
IMAGES_P;2017;870006137;870002466;M1160;;2;0.3;0;0;0;0
IMAGES_P;2017;870006137;870002466;N4130;3;;3;0;0;;
IMAGES_P;2017;870014859;870000015;M1160;1;3;1.34;0;1;;
IMAGES_P;2017;870014859;870000015;N4130;6;5;9.55;0;1;;
IMAGES_P;2017;870014859;870000015;N4160;1;0;1.4;;;;
IMAGES_P;2017;870014859;870000015;NAUT;6;1;6.95;;;;
IMAGES_P;2017;880000021;880007059;M1160;;5;2.7;0;1;0;0
IMAGES_P;2017;880000021;880007059;M1210;;3;1.5;0;0;;
IMAGES_P;2017;880000021;880007059;N4130;17;8;23.23;0;1;;
IMAGES_P;2017;880000021;880007059;N4160;;1;0.5;;;;
IMAGES_P;2017;880000021;880007059;NAUT;5;1;5.09;;;;
IMAGES_P;2017;880000039;880780069;M1160;;;0.53;0;0;;
IMAGES_P;2017;880000039;880780069;N4130;3;;3;0;0;;
IMAGES_P;2017;880000039;880780069;N4160;;1;0.1;;;;
IMAGES_P;2017;880000039;880780069;NAUT;1;1;1.5;;;;
IMAGES_P;2017;880000047;880780077;M1160;5;;4.49;;1;;
IMAGES_P;2017;880000047;880780077;N4130;16;4;23.3;0;1;;
IMAGES_P;2017;880000047;880780077;N4160;1;;1;;;;
IMAGES_P;2017;880000047;880780077;NAUT;4;2;5.3;;;;
IMAGES_P;2017;880000054;880007299;M1160;0;2;1.96;1;;0;0
IMAGES_P;2017;880000054;880007299;N4130;6;7;11.48;;;;
IMAGES_P;2017;880000054;880007299;N4160;;1;0.1;;;;
IMAGES_P;2017;880000054;880007299;NAUT;8;5;9.62;;;;
IMAGES_P;2017;880000062;880780093;M1160;2;2;3.86;0;1;1;0
IMAGES_P;2017;880000062;880780093;N4130;15;3;16.97;1;0;;
IMAGES_P;2017;880000062;880780093;N4160;1;1;1.85;;;;
IMAGES_P;2017;880000062;880780093;NAUT;8;1;8.11;;;;
IMAGES_P;2017;880000070;880007299;M1160;;1;0.8;1;0;;
IMAGES_P;2017;880000070;880007299;N4130;3;3;3.31;0;1;;
IMAGES_P;2017;880000070;880007299;N4160;;;0.1;;;;
IMAGES_P;2017;880000070;880007299;NAUT;2;4;2.84;;;;
IMAGES_P;2017;890975527;890000037;M1160;2;2;2.9;0;1;;
IMAGES_P;2017;890975527;890000037;N4130;20;4;23.63;;;;
IMAGES_P;2017;890975527;890000037;N4160;2;;2;;;;
IMAGES_P;2017;890975527;890000037;NAUT;11;1;11.86;;;;
IMAGES_P;2017;890975535;890000409;M1160;;1;0.6;1;0;0;0
IMAGES_P;2017;890975535;890000409;N4130;5;;5.16;0;1;;
IMAGES_P;2017;890975535;890000409;N4160;;1;0.1;;;;
IMAGES_P;2017;890975535;890000409;NAUT;;8;2.51;;;;
IMAGES_P;2017;890975543;890000417;M1160;2;;2.21;0;1;1;0
IMAGES_P;2017;890975543;890000417;N4130;8;1;8.66;1;0;;
IMAGES_P;2017;890975543;890000417;N4160;1;;1;;;;
IMAGES_P;2017;890975543;890000417;NAUT;5;;4.38;;;;
IMAGES_P;2017;890975550;890970569;M1160;2;6;5.52;0;1;0;0
IMAGES_P;2017;890975550;890970569;N4130;17;6;21.43;0;0;;
IMAGES_P;2017;890975550;890970569;N4160;1;;1;;;;
IMAGES_P;2017;890975550;890970569;NAUT;17;5;18.28;;;;
IMAGES_P;2017;890975568;890000433;M1160;0;0;0;0;1;;
IMAGES_P;2017;890975568;890000433;N4130;4;4;6.74;0;1;;
IMAGES_P;2017;890975568;890000433;N4160;0;1;0.3;;;;
IMAGES_P;2017;890975568;890000433;NAUT;2;3;3.71;;;;
IMAGES_P;2017;900003039;900000365;M1160;6;4;6.98;1;0;0;0
IMAGES_P;2017;900003039;900000365;M1210;0;3;1.5;0;0;;
IMAGES_P;2017;900003039;900000365;N4130;53;21;68.35;;;;
IMAGES_P;2017;900003039;900000365;N4160;3;;3;;;;
IMAGES_P;2017;900003039;900000365;NAUT;13;7;18.96;;;;
IMAGES_P;2017;910000272;910110014;M1160;3;2;3.8;0;1;1;0
IMAGES_P;2017;910000272;910110014;N4130;10;2;11.63;0;0;;
IMAGES_P;2017;910000272;910110014;N4160;1;;1;;;;
IMAGES_P;2017;910000272;910110014;NAUT;3;2;4.9;;;;
IMAGES_P;2017;910000280;910019447;M1160;2;2;3.17;0;1;;
IMAGES_P;2017;910000280;910019447;N4130;9;;11.58;1;0;;
IMAGES_P;2017;910000280;910019447;N4160;1;;0.5;;;;
IMAGES_P;2017;910000280;910019447;NAUT;2;3;4.74;;;;
IMAGES_P;2017;910000298;910110055;M1160;6;4;8.53;1;0;1;1
IMAGES_P;2017;910000298;910110055;N4130;17;1;17.45;;;;
IMAGES_P;2017;910000298;910110055;N4160;2;;2;;;;
IMAGES_P;2017;910000298;910110055;NAUT;11;;11.08;;;;
IMAGES_P;2017;910000306;910110063;M1160;1;4;1.85;0;0;0;0
IMAGES_P;2017;910000306;910110063;N4130;10;5;12.67;;;;
IMAGES_P;2017;910000306;910110063;N4160;1;;1;;;;
IMAGES_P;2017;910000306;910110063;NAUT;6;;6.17;;;;
IMAGES_P;2017;910001973;910019447;M1160;3;;3;0;1;;
IMAGES_P;2017;910001973;910019447;N4130;9;2;12.12;1;0;;
IMAGES_P;2017;910001973;910019447;N4160;1;;0.5;;;;
IMAGES_P;2017;910001973;910019447;NAUT;5;;5.67;;;;
IMAGES_P;2017;910015965;920030269;M1160;;2;0.05;0;0;0;0
IMAGES_P;2017;910015965;920030269;N4130;;1;0.5;0;0;;
IMAGES_P;2017;910018423;910110055;M1160;2;1;2.56;0;0;0;0
IMAGES_P;2017;910018423;910110055;N4130;8;2;9.94;1;0;;
IMAGES_P;2017;910018423;910110055;N4160;1;;1;;;;
IMAGES_P;2017;910018423;910110055;NAUT;12;;10.35;;;;
IMAGES_P;2017;910020254;910002773;M1160;12;6;15.9;;;;
IMAGES_P;2017;910020254;910002773;M1210;4;0;4;;;;
IMAGES_P;2017;910020254;910002773;N4130;53;2;55;;;;
IMAGES_P;2017;910020254;910002773;N4160;2;0;2;;;;
IMAGES_P;2017;910020254;910002773;NAUT;30;5;35;;;;
IMAGES_P;2017;910100015;750712184;M1160;;1;0.2;0;0;0;0
IMAGES_P;2017;910100015;750712184;N4130;1;1;1.8;0;0;;
IMAGES_P;2017;910100023;750712184;M1160;;1;0.2;0;0;0;0
IMAGES_P;2017;910100023;750712184;N4130;1;;1;0;0;;
IMAGES_P;2017;910100023;750712184;N4160;1;;0.1;;;;
IMAGES_P;2017;910100023;750712184;NAUT;1;;1;;;;
IMAGES_P;2017;910150028;750811184;M1160;;1;0.4;0;0;0;0
IMAGES_P;2017;910150028;750811184;N4130;4;1;4.67;0;1;;
IMAGES_P;2017;910150028;750811184;N4160;1;;1.04;;;;
IMAGES_P;2017;910150028;750811184;NAUT;2;;2;;;;
IMAGES_P;2017;910150069;910000033;M1160;;2;0.72;0;0;0;0
IMAGES_P;2017;910150069;910000033;N4130;;1;0.77;0;0;;
IMAGES_P;2017;910150069;910000033;NAUT;;1;0.71;;;;
IMAGES_P;2017;910300219;910003888;M1160;4;10;13;0;1;;
IMAGES_P;2017;910300219;910003888;N4130;10;2;11.68;0;1;;
IMAGES_P;2017;910300219;910003888;N4160;1;;1;;;;
IMAGES_P;2017;910300219;910003888;NAUT;12;1;13.05;;;;
IMAGES_P;2017;910300276;910019702;N4130;;1;0.26;0;0;;
IMAGES_P;2017;910300300;910000538;M1160;3;;3;0;1;0;0
IMAGES_P;2017;910300300;910000538;N4130;3;;3;0;1;;
IMAGES_P;2017;910300359;910000587;NAUT;2;1;3.06;;;;
IMAGES_P;2017;920000460;750813321;M1160;10;18;12.99;;;;
IMAGES_P;2017;920000460;750813321;M1210;4;;4.33;;;;
IMAGES_P;2017;920000460;750813321;N4130;26;5;27.59;;;;
IMAGES_P;2017;920000460;750813321;N4160;3;;3;;;;
IMAGES_P;2017;920000460;750813321;NAUT;12;2;14.47;;;;
IMAGES_P;2017;920000569;920026374;M1160;1;1;2.12;;;;
IMAGES_P;2017;920000569;920026374;N4130;2;;2.63;;;;
IMAGES_P;2017;920000569;920026374;N4160;;;0.2;;;;
IMAGES_P;2017;920000569;920026374;NAUT;3;1;3.63;;;;
IMAGES_P;2017;920000577;920110020;M1160;4;2;5;0;1;0;0
IMAGES_P;2017;920000577;920110020;N4130;11;2;12.22;;;;
IMAGES_P;2017;920000577;920110020;N4160;2;0;1.3;;;;
IMAGES_P;2017;920000577;920110020;NAUT;6;0;6.3;;;;
IMAGES_P;2017;920000585;920026374;M1160;4;2;4.99;;;;
IMAGES_P;2017;920000585;920026374;N4130;11;2;10.72;;;;
IMAGES_P;2017;920000585;920026374;N4160;;1;0.3;;;;
IMAGES_P;2017;920000585;920026374;NAUT;3;1;4.79;;;;
IMAGES_P;2017;920000601;920110053;M1160;;1;0.3;0;0;0;0
IMAGES_P;2017;920000601;920110053;N4130;1;1;2;0;0;;
IMAGES_P;2017;920000601;920110053;N4160;;1;0.5;;;;
IMAGES_P;2017;920000601;920110053;NAUT;;2;0.6;;;;
IMAGES_P;2017;920000635;920150026;M1160;1;6;2.5;;1;;
IMAGES_P;2017;920000635;920150026;N4130;3;;3;;1;;
IMAGES_P;2017;920000635;920150026;N4160;1;;1;;;;
IMAGES_P;2017;920000635;920150026;NAUT;2;;2;;;;
IMAGES_P;2017;920000643;920150034;M1160;;2;1.57;;;;
IMAGES_P;2017;920000650;920150059;M1160;5;12;10;0;0;;
IMAGES_P;2017;920000650;920150059;M1210;1;4;4;0;0;;
IMAGES_P;2017;920000650;920150059;N4130;44;3;48.5;;;;
IMAGES_P;2017;920000650;920150059;N4160;3;;3;;;;
IMAGES_P;2017;920000650;920150059;NAUT;19;1;21.7;;;;
IMAGES_P;2017;920000684;920150091;M1160;4;3;4.86;;;;
IMAGES_P;2017;920000684;920150091;M1210;;4;2.73;;;;
IMAGES_P;2017;920000684;920150091;N4130;24;2;24.32;;;;
IMAGES_P;2017;920000684;920150091;N4160;2;;2;;;;
IMAGES_P;2017;920000684;920150091;NAUT;22;2;21.95;;;;
IMAGES_P;2017;920029303;920710654;N4130;;2;0.3;0;0;;
IMAGES_P;2017;920100013;750712184;M1160;4;22;12.7;1;1;;
IMAGES_P;2017;920100013;750712184;N4130;39;6;43.3;1;0;;
IMAGES_P;2017;920100013;750712184;N4160;3;0;3;;;;
IMAGES_P;2017;920100013;750712184;NAUT;22;2;23.6;;;;
IMAGES_P;2017;920100021;750712184;M1160;7;4;9.5;0;0;;
IMAGES_P;2017;920100021;750712184;M1210;2;;2;;;;
IMAGES_P;2017;920100021;750712184;N4130;29;7;34.39;;;;
IMAGES_P;2017;920100021;750712184;N4160;3;;3;;;;
IMAGES_P;2017;920100021;750712184;NAUT;17;5;17.5;;;;
IMAGES_P;2017;920100039;750712184;M1160;9;8;14.6;1;1;0;1
IMAGES_P;2017;920100039;750712184;M1210;2;2;3.2;0;0;;
IMAGES_P;2017;920100039;750712184;N4130;38;11;47.39;1;0;;
IMAGES_P;2017;920100039;750712184;N4160;4;0;4;;;;
IMAGES_P;2017;920100039;750712184;NAUT;32;6;35.72;;;;
IMAGES_P;2017;920100047;750712184;N4130;19;4;18.44;1;0;;
IMAGES_P;2017;920100047;750712184;N4160;2;0;2;;;;
IMAGES_P;2017;920100047;750712184;NAUT;10;0;10;;;;
IMAGES_P;2017;920100054;750712184;M1160;3;20;7.04;0;0;0;0
IMAGES_P;2017;920100054;750712184;N4130;23;1;23.8;1;0;;
IMAGES_P;2017;920100054;750712184;N4160;2;0;2;;;;
IMAGES_P;2017;920100054;750712184;NAUT;15;1;15.8;;;;
IMAGES_P;2017;920100062;750712184;M1160;1;4;1.9;0;0;0;0
IMAGES_P;2017;920100062;750712184;N4130;6;0;6;0;0;;
IMAGES_P;2017;920100062;750712184;N4160;0;1;0.2;;;;
IMAGES_P;2017;920100062;750712184;NAUT;5;0;5;;;;
IMAGES_P;2017;920120011;750821092;M1160;8;1;8.5;1;1;1;1
IMAGES_P;2017;920120011;750821092;N4130;24;;24;1;1;;
IMAGES_P;2017;920120011;750821092;NAUT;13;;13;;;;
IMAGES_P;2017;920150018;750720492;M1160;;2;1;0;0;0;0
IMAGES_P;2017;920150018;750720492;N4130;;2;1.26;0;0;;
IMAGES_P;2017;920300043;920001526;M1210;3;;3;0;1;;
IMAGES_P;2017;920300191;920000767;M1160;1;2;3;0;1;1;0
IMAGES_P;2017;920300266;920000940;M1160;;6;0.6;0;1;0;
IMAGES_P;2017;920300266;920000940;N4130;;6;0.85;0;1;;
IMAGES_P;2017;920300266;920000940;NAUT;;1;0.85;;;;
IMAGES_P;2017;920300365;920815388;M1160;2;0;2;0;1;0;0
IMAGES_P;2017;920300365;920815388;N4130;1;3;3.4;0;1;;
IMAGES_P;2017;920300365;920815388;NAUT;2;0;2;;;;
IMAGES_P;2017;920300464;910014919;M1160;;1;0.21;0;0;0;0
IMAGES_P;2017;920300464;910014919;N4130;2;;2;0;0;;
IMAGES_P;2017;920300597;920000940;M1160;;17;6.33;;;0;
IMAGES_P;2017;920300597;920000940;N4160;;15;6.38;;;;
IMAGES_P;2017;920300753;920810736;M1160;4;;;0;1;0;0
IMAGES_P;2017;920300753;920810736;N4130;6;;6.5;0;1;;
IMAGES_P;2017;920300753;920810736;N4160;1;;1;;;;
IMAGES_P;2017;920300753;920810736;NAUT;3;;3.2;;;;
IMAGES_P;2017;920300787;920000981;M1160;5;28;12.35;0;1;0;0
IMAGES_P;2017;920300787;920000981;M1210;4;1;4.2;0;0;;
IMAGES_P;2017;920300787;920000981;N4130;38;;38;1;1;;
IMAGES_P;2017;920300787;920000981;N4160;4;0;4;;;;
IMAGES_P;2017;920300787;920000981;NAUT;35;;35;;;;
IMAGES_P;2017;920300837;920001005;M1160;;5;5;0;1;0;0
IMAGES_P;2017;920300837;920001005;N4130;3;;3;0;0;;
IMAGES_P;2017;920300837;920001005;N4160;1;;1;;;;
IMAGES_P;2017;920300837;920001005;NAUT;2;2;2.66;;;;
IMAGES_P;2017;920300936;920006848;M1160;8;1;7.6;0;1;;
IMAGES_P;2017;920300936;920006848;M1210;1;2;2.2;;0;;
IMAGES_P;2017;920300936;920006848;N4130;29;;28.8;0;1;;
IMAGES_P;2017;920300936;920006848;N4160;3;;3;;;;
IMAGES_P;2017;920300936;920006848;NAUT;37;;37;;;;
IMAGES_P;2017;920300985;920810330;M1160;1;1;1.01;0;0;0;0
IMAGES_P;2017;920300985;920810330;N4130;3;;3.5;;;;
IMAGES_P;2017;920300985;920810330;NAUT;2;;2.7;;;;
IMAGES_P;2017;930000286;930021480;M1160;10;6;12.25;1;0;0;0
IMAGES_P;2017;930000286;930021480;M1210;3;2;3.32;0;0;;
