BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2018;940300551;940000912;N2700;1;1;0.5;;;;
PERINAT_P;2018;940300551;940000912;N2800;18;3;13.35;;;;
PERINAT_P;2018;940300551;940000912;N280H;3;2;4.5;;;;
PERINAT_P;2018;940300551;940000912;N3120;0;1;0.5;;;;
PERINAT_P;2018;940813033;940001894;M1030;6;;6;0;0;;
PERINAT_P;2018;950000307;950110015;M1030;0;17;2.1;1;0;1;0
PERINAT_P;2018;950000307;950110015;M1140;8;1;7.15;1;0;;
PERINAT_P;2018;950000307;950110015;M2050;0;13;6.81;1;0;;
PERINAT_P;2018;950000307;950110015;MIVG;0;1;0.05;;;;
PERINAT_P;2018;950000307;950110015;N2340;8;6;14.23;;;;
PERINAT_P;2018;950000307;950110015;N2700;0;1;0.5;;;;
PERINAT_P;2018;950000307;950110015;N2800;34;20;46.63;;;;
PERINAT_P;2018;950000307;950110015;N280H;34;20;46.63;;;;
PERINAT_P;2018;950000307;950110015;N3120;1;2;2.83;;;;
PERINAT_P;2018;950000315;950001370;M1030;;;;1;0;0;0
PERINAT_P;2018;950000315;950001370;M1140;;10;2.33;1;0;;
PERINAT_P;2018;950000315;950001370;M2050;4;6;6.05;1;0;;
PERINAT_P;2018;950000315;950001370;N2340;2;1;2.8;;;;
PERINAT_P;2018;950000315;950001370;N2800;6;5;10.07;;;;
PERINAT_P;2018;950000315;950001370;N280H;6;4;9.42;;;;
PERINAT_P;2018;950000323;950013870;M1140;4;4;5.71;1;1;;
PERINAT_P;2018;950000323;950013870;M2050;0;9;3.58;1;1;;
PERINAT_P;2018;950000323;950013870;MIVG;;2;0.26;;;;
PERINAT_P;2018;950000323;950013870;N2340;15;2;15.46;;;;
PERINAT_P;2018;950000323;950013870;N2700;0;2;1.2;;;;
PERINAT_P;2018;950000323;950013870;N2800;14;7;16.85;;;;
PERINAT_P;2018;950000323;950013870;N280H;6;4;8.64;;;;
PERINAT_P;2018;950000323;950013870;N3120;1;0;0.25;;;;
PERINAT_P;2018;950000331;950110049;M1140;;5;3.36;;;;
PERINAT_P;2018;950000331;950110049;M2050;8;12;12.22;;;;
PERINAT_P;2018;950000331;950110049;N2340;5;10;10.66;;;;
PERINAT_P;2018;950000331;950110049;N2700;;3;1.5;;;;
PERINAT_P;2018;950000331;950110049;N2800;19;10;27.38;;;;
PERINAT_P;2018;950000331;950110049;N280H;4;8;7.47;;;;
PERINAT_P;2018;950000364;950110080;M1030;22;3;24.7;;1;1;
PERINAT_P;2018;950000364;950110080;M1140;9;5;11;1;0;;
PERINAT_P;2018;950000364;950110080;M2050;14;17;17.15;1;1;;
PERINAT_P;2018;950000364;950110080;MIVG;7;;7;;;;
PERINAT_P;2018;950000364;950110080;N2340;19;15;30.4;;;;
PERINAT_P;2018;950000364;950110080;N2700;2;1;3.03;;;;
PERINAT_P;2018;950000364;950110080;N2800;50;34;73.34;;;;
PERINAT_P;2018;950000364;950110080;N280H;36;21;45.23;;;;
PERINAT_P;2018;950300202;950000521;M1030;5;0;5;1;;0;
PERINAT_P;2018;950300202;950000521;M1140;0;2;1;;1;;
PERINAT_P;2018;950300202;950000521;M2050;4;2;5;;1;;
PERINAT_P;2018;950300202;950000521;MIVG;2;0;2;;;;
PERINAT_P;2018;950300202;950000521;N2700;;1;0.4;;;;
PERINAT_P;2018;950300202;950000521;N2800;8;2;7.02;;;;
PERINAT_P;2018;950300202;950000521;N280H;5;0;5;;;;
PERINAT_P;2018;950300277;950000547;M1030;6;3;6.9;1;1;1;0
PERINAT_P;2018;950300277;950000547;M1140;2;1;2.2;0;1;;
PERINAT_P;2018;950300277;950000547;M2050;6;;6;1;0;;
PERINAT_P;2018;950300277;950000547;MIVG;12;4;12.9;;;;
PERINAT_P;2018;950300277;950000547;N2340;3;4;3.59;;;;
PERINAT_P;2018;950300277;950000547;N2700;;2;1;;;;
PERINAT_P;2018;950300277;950000547;N2800;9;11;13;;;;
PERINAT_P;2018;950300277;950000547;N280H;5;7;8;;;;
PERINAT_P;2018;950300277;950000547;N3120;;1;0.6;;;;
PERINAT_P;2018;950300350;950015438;M1030;1;;1;0;1;;0
PERINAT_P;2018;950300350;950015438;M2050;;3;1.5;;0;;
PERINAT_P;2018;950807982;950001636;M1030;9;;9;1;1;1;0
PERINAT_P;2018;950807982;950001636;M1140;;4;2;0;1;;
PERINAT_P;2018;950807982;950001636;M2050;9;3;10.5;1;0;;
PERINAT_P;2018;950807982;950001636;N2340;;1;0.77;;;;
PERINAT_P;2018;950807982;950001636;N2700;;2;1.33;;;;
PERINAT_P;2018;950807982;950001636;N2800;4;13;12.74;;;;
PERINAT_P;2018;950807982;950001636;N280H;2;8;8.97;;;;
PERINAT_P;2018;950807982;950001636;N3120;;1;0.2;;;;
PERINAT_P;2018;970100012;970100103;M1030;2;2;3;0;1;;1
PERINAT_P;2018;970100012;970100103;M1140;3;0;3;0;1;;
PERINAT_P;2018;970100012;970100103;M2050;5;0;5;0;1;;
PERINAT_P;2018;970100012;970100103;MIVG;4;0;4;;;;
PERINAT_P;2018;970100012;970100103;N2340;1;0;1;;;;
PERINAT_P;2018;970100012;970100103;N2800;12;0;12;;;;
PERINAT_P;2018;970100012;970100103;N280H;5;0;5;;;;
PERINAT_P;2018;970100392;970100178;M1140;4;0;2.23;;1;;
PERINAT_P;2018;970100392;970100178;M2050;4;1;2.34;1;0;;
PERINAT_P;2018;970100392;970100178;N2340;9;2;8.44;;;;
PERINAT_P;2018;970100392;970100178;N2800;13;4;11.07;;;;
PERINAT_P;2018;970100392;970100178;N280H;13;4;11.07;;;;
PERINAT_P;2018;970100392;970100178;N3120;1;0;0.6;;;;
PERINAT_P;2018;970100400;970100186;M1140;2;0;0.39;;;;
PERINAT_P;2018;970100400;970100186;MIVG;4;0;0.39;;;;
PERINAT_P;2018;970100400;970100186;N2340;9;1;9.4;;;;
PERINAT_P;2018;970100426;970100202;M2050;;2;0.4;0;0;;
PERINAT_P;2018;970100426;970100202;N2800;4;;4;;;;
PERINAT_P;2018;970100426;970100202;N3120;1;;0.2;;;;
PERINAT_P;2018;970100442;970100228;M1030;0;0;0;1;0;;
PERINAT_P;2018;970107249;970100731;M1030;6;0;6;0;1;0;
PERINAT_P;2018;970107249;970100731;M1140;;3;0.5;0;1;;
PERINAT_P;2018;970107249;970100731;M2050;1;6;4.5;1;1;;
PERINAT_P;2018;970107249;970100731;MIVG;;3;0.4;;;;
PERINAT_P;2018;970107249;970100731;N2340;1;;1;;;;
PERINAT_P;2018;970107249;970100731;N2800;12;3;13.5;;;;
PERINAT_P;2018;970107249;970100731;N280H;12;3;13.5;;;;
PERINAT_P;2018;970112835;970100228;M1030;2;0;2;1;;1;
PERINAT_P;2018;970112835;970100228;M1140;1;0;1;1;;;
PERINAT_P;2018;970112835;970100228;M2050;9;0;9;1;;;
PERINAT_P;2018;970112835;970100228;MIVG;1;1;1.5;;;;
PERINAT_P;2018;970112835;970100228;N2700;1;0;1;;;;
PERINAT_P;2018;970112835;970100228;N2800;45;2;46.6;;;;
PERINAT_P;2018;970112835;970100228;N280H;35;2;36.6;;;;
PERINAT_P;2018;970112835;970100228;N3120;1;0;1;;;;
PERINAT_P;2018;970202313;970200168;M1030;;;;0;1;;0
PERINAT_P;2018;970202313;970200168;M1140;;;;0;1;;
PERINAT_P;2018;970202313;970200168;M2050;;;;0;1;;
PERINAT_P;2018;970202313;970200168;MIVG;;1;0.42;;;;
PERINAT_P;2018;970202313;970200168;N2800;8;6;12.23;;;;
PERINAT_P;2018;970202313;970200168;N280H;4;1;5;;;;
PERINAT_P;2018;970211223;970211207;M1140;;1;0.11;;;;
PERINAT_P;2018;970211223;970211207;M2050;4;1;4.5;;;;
PERINAT_P;2018;970211223;970211207;N2340;2;;2;;;;
PERINAT_P;2018;970211223;970211207;N2800;15;1;15.5;;;;
PERINAT_P;2018;970211223;970211207;N280H;5;;4.86;;;;
PERINAT_P;2018;970211256;970211207;M1140;5;3;5.57;1;;;
PERINAT_P;2018;970211256;970211207;M2050;12;5;11.97;;;;
PERINAT_P;2018;970211256;970211207;MIVG;2;12;2.02;;;;
PERINAT_P;2018;970211256;970211207;N2340;1;;1;;;;
PERINAT_P;2018;970211256;970211207;N2700;1;1;0.5;;;;
PERINAT_P;2018;970211256;970211207;N2800;72;6;71.73;;;;
PERINAT_P;2018;970211256;970211207;N280H;19;1;18.54;;;;
PERINAT_P;2018;970300026;970302022;M1030;15;0;11.01;1;;1;
PERINAT_P;2018;970300026;970302022;M1140;6;1;8.56;1;1;;
PERINAT_P;2018;970300026;970302022;M2050;3;3;5.12;1;;;
PERINAT_P;2018;970300026;970302022;MIVG;1;0;1;;;;
PERINAT_P;2018;970300026;970302022;N2340;21;0;25.86;;;;
PERINAT_P;2018;970300026;970302022;N2700;2;0;1.67;;;;
PERINAT_P;2018;970300026;970302022;N2800;72;3;79.62;;;;
PERINAT_P;2018;970300026;970302022;N280H;29;1;29.67;;;;
PERINAT_P;2018;970300083;970302121;M1030;;;;1;1;0;0
PERINAT_P;2018;970300083;970302121;M1140;5;;5;1;;;
PERINAT_P;2018;970300083;970302121;M2050;12;;12;1;1;;
PERINAT_P;2018;970300083;970302121;MIVG;1;;1;;;;
PERINAT_P;2018;970300083;970302121;N2340;5;;5;;;;
PERINAT_P;2018;970300083;970302121;N2800;59;;59;;;;
PERINAT_P;2018;970300083;970302121;N280H;19;;19;;;;
PERINAT_P;2018;970302055;970303285;M1140;1;;1;0;0;;
PERINAT_P;2018;970302055;970303285;M2050;3;;3;0;0;;
PERINAT_P;2018;970302055;970303285;N2800;10;10;10;;;;
PERINAT_P;2018;970302055;970303285;N280H;9;9;9;;;;
PERINAT_P;2018;970305637;970305629;M1030;1;1;1.02;0;1;0;0
PERINAT_P;2018;970305637;970305629;M1140;3;;3.05;0;1;;
PERINAT_P;2018;970305637;970305629;M2050;;4;2.25;0;1;;
PERINAT_P;2018;970305637;970305629;MIVG;;4;2.25;;;;
PERINAT_P;2018;970305637;970305629;N2340;6;;6.47;;;;
PERINAT_P;2018;970305637;970305629;N2800;14;3;15.79;;;;
PERINAT_P;2018;970400024;970408589;M1030;5;0;5;1;;1;
PERINAT_P;2018;970400024;970408589;M1140;9;1;5.5;1;;;
PERINAT_P;2018;970400024;970408589;M2050;10;1;10.5;1;;;
PERINAT_P;2018;970400024;970408589;MIVG;1;0;1;;;;
PERINAT_P;2018;970400024;970408589;N2340;24;4;26.01;;;;
PERINAT_P;2018;970400024;970408589;N2700;2;;1.9;;;;
PERINAT_P;2018;970400024;970408589;N2800;45;2;45;;;;
PERINAT_P;2018;970400024;970408589;N280H;18;0;17.7;;;;
PERINAT_P;2018;970400024;970408589;N3120;1;;1;;;;
PERINAT_P;2018;970400057;970408589;M1030;8;0;6.02;1;0;1;0
PERINAT_P;2018;970400057;970408589;M1140;5;14;9.08;1;0;;
PERINAT_P;2018;970400057;970408589;M2050;21;2;19.6;1;0;;
PERINAT_P;2018;970400057;970408589;MIVG;8;1;0.73;;;;
PERINAT_P;2018;970400057;970408589;N2340;37;38;54.68;;;;
PERINAT_P;2018;970400057;970408589;N2700;;4;2;;;;
PERINAT_P;2018;970400057;970408589;N2800;69;21;88.3;;;;
PERINAT_P;2018;970400057;970408589;N280H;26;8;27.85;;;;
PERINAT_P;2018;970400057;970408589;N3120;;3;1.36;;;;
PERINAT_P;2018;970400065;970421038;M1030;0;7;0.35;1;0;0;0
PERINAT_P;2018;970400065;970421038;M1140;0;9;4.11;1;0;;
PERINAT_P;2018;970400065;970421038;M2050;0;11;2.66;1;0;;
PERINAT_P;2018;970400065;970421038;MIVG;0;17;1.23;;;;
PERINAT_P;2018;970400065;970421038;N2340;9;3;9.83;;;;
PERINAT_P;2018;970400065;970421038;N2800;15;6;17.8;;;;
PERINAT_P;2018;970400065;970421038;N280H;15;6;17.8;;;;
PERINAT_P;2018;970400065;970421038;N3120;0;1;0.63;;;;
PERINAT_P;2018;970400073;970403606;M2050;7;0;5.36;;;;
PERINAT_P;2018;970400073;970403606;N2800;27;3;15.24;;;;
PERINAT_P;2018;970400073;970403606;N280H;27;3;15.24;;;;
PERINAT_P;2018;970400180;970408589;M1030;3;;0.1;0;0;;
PERINAT_P;2018;970400180;970408589;M2050;5;;0.72;0;0;;
PERINAT_P;2018;970400180;970408589;N2800;;1;0.8;;;;
PERINAT_P;2018;970404844;970404836;MIVG;;1;0.1;;;;
PERINAT_P;2018;970462024;970400255;M1030;2;;2;;;;
PERINAT_P;2018;970462024;970400255;M1140;4;;4;;;;
PERINAT_P;2018;970462024;970400255;M2050;8;;8;;;;
PERINAT_P;2018;970462024;970400255;N2340;5;1;5.8;;;;
PERINAT_P;2018;970462024;970400255;N2700;1;;1;;;;
PERINAT_P;2018;970462024;970400255;N2800;11;15;19.9;;;;
PERINAT_P;2018;970462024;970400255;N3120;1;;1;;;;
PERINAT_P;2018;970462073;970400271;M1140;2;;2;;;;
PERINAT_P;2018;970462073;970400271;N2800;15;;12.84;;;;
PERINAT_P;2018;970462073;970400271;N280H;2;;2;;;;
PERINAT_P;2018;970462107;970400305;M1030;;12;4;1;;1;
PERINAT_P;2018;970462107;970400305;M1140;;4;2.5;0;1;;
PERINAT_P;2018;970462107;970400305;M2050;;9;4.5;1;0;;
PERINAT_P;2018;970462107;970400305;N2340;10;4;11.6;;;;
PERINAT_P;2018;970462107;970400305;N2700;;1;0.4;;;;
PERINAT_P;2018;970462107;970400305;N2800;24;13;30.8;;;;
PERINAT_P;2018;970462107;970400305;N3120;1;;1;;;;
PERINAT_P;2018;980500011;980500003;M1030;9;;11.9;1;0;0;0
PERINAT_P;2018;980500011;980500003;M1140;14;9;19.41;1;0;;
PERINAT_P;2018;980500011;980500003;M2050;9;;11.72;1;0;;
PERINAT_P;2018;980500011;980500003;MIVG;1;1;1.2;;;;
PERINAT_P;2018;980500011;980500003;N2340;37;;30.28;;;;
PERINAT_P;2018;980500011;980500003;N2800;138;7;151.85;;;;
PERINAT_P;2018;980500011;980500003;N280H;132;7;144.93;;;;
PERINAT_P;2017;010000024;010780054;M1030;9;5;3.1;1;0;1;
PERINAT_P;2017;010000024;010780054;M1140;3;;2.42;1;0;;
PERINAT_P;2017;010000024;010780054;M2050;8;4;6.21;1;0;;
PERINAT_P;2017;010000024;010780054;MIVG;2;6;0.55;;;;
PERINAT_P;2017;010000024;010780054;N2340;8;13;16.21;;;;
PERINAT_P;2017;010000024;010780054;N2700;;2;0.69;;;;
PERINAT_P;2017;010000024;010780054;N2800;7;35;26.5;;;;
PERINAT_P;2017;010000024;010780054;N280H;7;35;26.5;;;;
PERINAT_P;2017;010000032;010780062;M1140;2;;2;;1;;
PERINAT_P;2017;010000032;010780062;M2050;2;;1.84;1;;;
PERINAT_P;2017;010000032;010780062;N2800;9;2;9.62;;;;
PERINAT_P;2017;010000032;010780062;N280H;7;2;9.62;;;;
PERINAT_P;2017;010005239;010008407;M2050;1;3;1;1;;;
PERINAT_P;2017;010005239;010008407;N2700;0;1;0.03;;;;
PERINAT_P;2017;010005239;010008407;N2800;15;3;17;;;;
PERINAT_P;2017;010005239;010008407;N280H;15;3;17;;;;
PERINAT_P;2017;010780203;010010718;M1030;4;;4;;1;;0
PERINAT_P;2017;010780203;010010718;M1140;2;;2;;1;;
PERINAT_P;2017;010780203;010010718;M2050;3;;3;;1;;
PERINAT_P;2017;010780203;010010718;N2800;10;4;11.74;;;;
PERINAT_P;2017;010780203;010010718;N280H;10;4;11.74;;;;
PERINAT_P;2017;020000162;020000063;M1140;5;2;5.5;1;;;
PERINAT_P;2017;020000162;020000063;M2050;7;3;7.9;1;;;
PERINAT_P;2017;020000162;020000063;MIVG;0;1;0.2;;;;
PERINAT_P;2017;020000162;020000063;N2340;14;6;18.73;;;;
PERINAT_P;2017;020000162;020000063;N2700;2;0;2;;;;
PERINAT_P;2017;020000162;020000063;N2800;19;7;24.4;;;;
PERINAT_P;2017;020000162;020000063;N280H;19;7;24.4;;;;
PERINAT_P;2017;020000394;020000253;M1030;0;0;0;1;0;0;0
PERINAT_P;2017;020000394;020000253;M1140;0;1;0.1;1;0;;
PERINAT_P;2017;020000394;020000253;M2050;3;3;5;1;0;;
PERINAT_P;2017;020000394;020000253;MIVG;0;1;0.7;;;;
PERINAT_P;2017;020000394;020000253;N2340;3;0;1.23;;;;
PERINAT_P;2017;020000394;020000253;N2700;0;1;0.12;;;;
PERINAT_P;2017;020000394;020000253;N2800;16;3;18.61;;;;
PERINAT_P;2017;020000394;020000253;N280H;16;3;18.61;;;;
PERINAT_P;2017;020000519;020000261;M1030;1;;1;1;0;0;0
PERINAT_P;2017;020000519;020000261;M1140;5;1;5.5;1;1;;
PERINAT_P;2017;020000519;020000261;M2050;8;;8;0;1;;
PERINAT_P;2017;020000519;020000261;MIVG;3;;3;;;;
PERINAT_P;2017;020000519;020000261;N2340;8;3;10.05;;;;
PERINAT_P;2017;020000519;020000261;N2700;;1;0.6;;;;
PERINAT_P;2017;020000519;020000261;N2800;13;3;15.1;;;;
PERINAT_P;2017;020000519;020000261;N280H;2;;2;;;;
PERINAT_P;2017;020000535;020000287;M1140;2;1;2.2;;;;
PERINAT_P;2017;020000535;020000287;M2050;5;2;6.33;;;;
PERINAT_P;2017;020000535;020000287;N2800;12;0;11.83;;;;
PERINAT_P;2017;020000535;020000287;N280H;8;0;7.71;;;;
PERINAT_P;2017;020001061;020004404;M1030;2;;0.75;0;1;0;1
PERINAT_P;2017;020001061;020004404;M1140;1;2;1.02;0;1;;
PERINAT_P;2017;020001061;020004404;M2050;3;2;3.36;0;1;;
PERINAT_P;2017;020001061;020004404;N2340;3;;3;;;;
PERINAT_P;2017;020001061;020004404;N2700;1;;0.02;;;;
PERINAT_P;2017;020001061;020004404;N2800;13;4;15.14;;;;
PERINAT_P;2017;020001061;020004404;N3120;1;;0.5;;;;
PERINAT_P;2017;020010047;020001632;M1030;6;1;6.5;;1;;1
PERINAT_P;2017;020010047;020001632;M1140;2;2;2.5;;1;;
PERINAT_P;2017;020010047;020001632;M2050;5;;5;;1;;
PERINAT_P;2017;020010047;020001632;N2340;;1;0.8;;;;
PERINAT_P;2017;020010047;020001632;N2700;1;;1;;;;
PERINAT_P;2017;020010047;020001632;N2800;8;4;10;;;;
PERINAT_P;2017;020010047;020001632;N280H;5;2;5;;;;
PERINAT_P;2017;020010047;020001632;N3120;1;;1;;;;
PERINAT_P;2017;030000061;030780092;M1030;0;0;0;1;0;0;0
PERINAT_P;2017;030000061;030780092;M1140;0;6;0.65;0;1;;
PERINAT_P;2017;030000061;030780092;M2050;0;5;0.6;0;1;;
PERINAT_P;2017;030000061;030780092;MIVG;0;1;0.3;;;;
PERINAT_P;2017;030000061;030780092;N2340;3;1;5.47;;;;
PERINAT_P;2017;030000061;030780092;N2800;20;12;26.15;;;;
PERINAT_P;2017;030000061;030780092;N280H;18;11;13;;;;
PERINAT_P;2017;030000079;030780100;M1140;5;2;5.69;0;1;;
PERINAT_P;2017;030000079;030780100;M2050;6;2;5.69;0;1;;
PERINAT_P;2017;030000079;030780100;N2340;9;;9;;;;
PERINAT_P;2017;030000079;030780100;N2700;1;;1;;;;
PERINAT_P;2017;030000079;030780100;N2800;19;6;23.47;;;;
PERINAT_P;2017;030000079;030780100;N3120;1;;0.5;;;;
PERINAT_P;2017;030000087;030780118;M1030;7;2;7.15;1;0;0;0
PERINAT_P;2017;030000087;030780118;M1140;3;1;3.6;0;1;;
PERINAT_P;2017;030000087;030780118;M2050;8;1;7.53;0;1;;
PERINAT_P;2017;030000087;030780118;N2700;1;0;1;;;;
PERINAT_P;2017;030000087;030780118;N2800;16;15;26.5;;;;
PERINAT_P;2017;030000087;030780118;N280H;15;;15;;;;
PERINAT_P;2017;030000087;030780118;N3120;1;0;1;;;;
PERINAT_P;2017;030781116;030000426;M1030;1;;1;0;1;0;0
PERINAT_P;2017;030781116;030000426;M1140;0;;;0;1;;
PERINAT_P;2017;030781116;030000426;M2050;2;;0.1;0;1;;
PERINAT_P;2017;030781116;030000426;MIVG;1;;1;;;;
PERINAT_P;2017;040000093;040780215;M1030;;;;1;;0;
PERINAT_P;2017;040000093;040780215;M1140;1;2;1.15;0;1;;
PERINAT_P;2017;040000093;040780215;M2050;4;2;4.4;0;1;;
PERINAT_P;2017;040000093;040780215;MIVG;4;2;4.4;;;;
PERINAT_P;2017;040000093;040780215;N2340;4;2;5.6;;;;
PERINAT_P;2017;040000093;040780215;N2700;1;;0.3;;;;
PERINAT_P;2017;040000093;040780215;N2800;12;8;16.57;;;;
PERINAT_P;2017;040000093;040780215;N280H;12;8;16.57;;;;
PERINAT_P;2017;040000135;050002948;N2800;0;2;0.32;;;;
PERINAT_P;2017;040000911;040788879;M1140;;1;0.85;;;;
PERINAT_P;2017;040000911;040788879;M2050;;3;0.24;;;;
PERINAT_P;2017;040000911;040788879;MIVG;1;3;2.86;;;;
PERINAT_P;2017;040000911;040788879;N2340;1;;1;;;;
PERINAT_P;2017;040000911;040788879;N2700;;1;0.28;;;;
PERINAT_P;2017;040000911;040788879;N2800;7;3;8.39;;;;
PERINAT_P;2017;040000911;040788879;N280H;7;3;8.39;;;;
PERINAT_P;2017;050000231;050000116;M2050;1;2;1.87;;;;
PERINAT_P;2017;050000231;050000116;N2700;0;1;0.71;;;;
PERINAT_P;2017;050000231;050000116;N2800;0;12;9.07;;;;
PERINAT_P;2017;050000231;050000116;N280H;0;12;9.07;;;;
PERINAT_P;2017;050000256;050000124;N2800;1;;1;;;;
PERINAT_P;2017;050000348;050002948;M1140;0;6;2.36;;;;
PERINAT_P;2017;050000348;050002948;M2050;0;8;4.57;;;;
PERINAT_P;2017;050000348;050002948;MIVG;0;1;0.3;;;;
PERINAT_P;2017;050000348;050002948;N2340;0;3;1.8;;;;
PERINAT_P;2017;050000348;050002948;N2800;12;15;20.47;;;;
PERINAT_P;2017;050000348;050002948;N280H;4;5;5.12;;;;
PERINAT_P;2017;060000478;060780897;M1030;8;4;9.48;;;;
PERINAT_P;2017;060000478;060780897;M1140;6;0;1.47;;;;
PERINAT_P;2017;060000478;060780897;M2050;6;5;5.45;;;;
PERINAT_P;2017;060000478;060780897;MIVG;0;1;0.45;;;;
PERINAT_P;2017;060000478;060780897;N2340;14;6;18.89;;;;
PERINAT_P;2017;060000478;060780897;N2700;0;1;0.82;;;;
PERINAT_P;2017;060000478;060780897;N2800;18;14;28.47;;;;
PERINAT_P;2017;060000478;060780897;N280H;10;4;11.7;;;;
PERINAT_P;2017;060000510;060780954;M1030;10;1;10.1;1;;0;
PERINAT_P;2017;060000510;060780954;M1140;6;7;6.52;;1;;
PERINAT_P;2017;060000510;060780954;M2050;7;3;6.03;;1;;
PERINAT_P;2017;060000510;060780954;N2700;;;0.26;;;;
PERINAT_P;2017;060000510;060780954;N2800;13;3;15.25;;;;
PERINAT_P;2017;060000544;060780988;M1030;1;1;1.2;1;0;0;0
PERINAT_P;2017;060000544;060780988;M1140;;1;1;1;0;;
PERINAT_P;2017;060000544;060780988;M2050;7;7;7.6;1;0;;
PERINAT_P;2017;060000544;060780988;MIVG;;1;0.43;;;;
PERINAT_P;2017;060000544;060780988;N2340;3;1;3.43;;;;
PERINAT_P;2017;060000544;060780988;N2700;;1;0.34;;;;
PERINAT_P;2017;060000544;060780988;N2800;22;6;26.39;;;;
PERINAT_P;2017;060000544;060780988;N280H;11;4;13.7;;;;
PERINAT_P;2017;060000544;060780988;N3120;;1;0.25;;;;
PERINAT_P;2017;060002102;060791761;M2050;;1;0.6;;;;
PERINAT_P;2017;060002102;060791761;N2800;1;1;1.06;;;;
PERINAT_P;2017;060021417;060000221;M2050;;4;0.04;;;;
PERINAT_P;2017;060021417;060000221;N2700;;1;0.02;;;;
PERINAT_P;2017;060780517;060000239;M1030;12;;12;0;1;0;1
PERINAT_P;2017;060780517;060000239;M1140;;5;2.5;0;1;;
PERINAT_P;2017;060780517;060000239;M2050;8;2;8.3;0;1;;
PERINAT_P;2017;060780517;060000239;MIVG;;5;2.5;;;;
PERINAT_P;2017;060780517;060000239;N2700;;1;0.2;;;;
PERINAT_P;2017;060780517;060000239;N2800;10;6;13.82;;;;
PERINAT_P;2017;060780517;060000239;N280H;2;0;2;;;;
PERINAT_P;2017;060780517;060000239;N3120;;1;0.25;;;;
PERINAT_P;2017;060780590;060000270;M2050;1;;1;;;;
PERINAT_P;2017;060780699;060000346;M1030;;2;0.1;0;0;;
PERINAT_P;2017;060780699;060000346;M2050;;5;0.1;0;0;;
PERINAT_P;2017;060780715;060000361;M1030;;8;3.6;1;0;1;0
PERINAT_P;2017;060780715;060000361;M1140;;32;4.8;0;1;;
PERINAT_P;2017;060780715;060000361;M2050;;15;6;1;0;;
PERINAT_P;2017;060780715;060000361;N2340;2;;2;;;;
PERINAT_P;2017;060780715;060000361;N2700;;1;0.2;;;;
PERINAT_P;2017;060780715;060000361;N2800;18;3;19.1;;;;
PERINAT_P;2017;060780715;060000361;N280H;8;1;8.6;;;;
PERINAT_P;2017;060780715;060000361;N3120;;1;0.2;;;;
PERINAT_P;2017;060780756;060000403;M1030;5;1;6;;;;
PERINAT_P;2017;060780756;060000403;M1140;2;4;6;;;;
PERINAT_P;2017;060780756;060000403;M2050;;18;18;;;;
PERINAT_P;2017;060781200;060000635;MIVG;;4;0.2;;;;
PERINAT_P;2017;060781200;060000635;N2700;;1;0.1;;;;
PERINAT_P;2017;060781200;060000635;N3120;;1;0.1;;;;
PERINAT_P;2017;060789195;060785011;M1030;0;5;2.22;1;0;1;0
PERINAT_P;2017;060789195;060785011;M1140;6;10;8.89;1;0;;
PERINAT_P;2017;060789195;060785011;M2050;2;13;6.34;1;0;;
PERINAT_P;2017;060789195;060785011;MIVG;0;2;0.55;;;;
PERINAT_P;2017;060789195;060785011;N2340;31;15;42.26;;;;
PERINAT_P;2017;060789195;060785011;N2700;1;3;1.66;;;;
PERINAT_P;2017;060789195;060785011;N2800;55;18;64.4;;;;
PERINAT_P;2017;060789195;060785011;N280H;44;16;51.33;;;;
PERINAT_P;2017;070000013;070002878;M1140;0;2;0.4;;;;
PERINAT_P;2017;070000013;070002878;M2050;1;2;1.5;;;;
PERINAT_P;2017;070000013;070002878;MIVG;0;1;0.1;;;;
PERINAT_P;2017;070000013;070002878;N2800;8;1;6.8;;;;
PERINAT_P;2017;070000013;070002878;N280H;2;1;1.84;;;;
PERINAT_P;2017;070000096;070780184;N2800;;3;1.5;;;;
PERINAT_P;2017;070000179;070780358;M1140;4;1;2.07;0;0;;
PERINAT_P;2017;070000179;070780358;M2050;4;0;2.84;0;1;;
PERINAT_P;2017;070000179;070780358;N2340;1;4;2.95;;;;
PERINAT_P;2017;070000179;070780358;N2700;2;0;0.13;;;;
PERINAT_P;2017;070000179;070780358;N2800;6;9;10.23;;;;
PERINAT_P;2017;070000179;070780358;N280H;6;9;10.23;;;;
PERINAT_P;2017;070000195;070780374;M2050;;1;0.2;0;0;;
PERINAT_P;2017;070000195;070780374;N2700;1;;0.08;;;;
PERINAT_P;2017;070000195;070780374;N2800;4;;4;;;;
PERINAT_P;2017;070000195;070780374;N3120;1;;0.1;;;;
PERINAT_P;2017;070000609;070005566;M2050;5;1;4.96;;;;
PERINAT_P;2017;070000609;070005566;N2700;0;1;0.3;;;;
PERINAT_P;2017;070000609;070005566;N2800;12;5;14.2;;;;
PERINAT_P;2017;070000609;070005566;N280H;12;5;14.2;;;;
PERINAT_P;2017;070000609;070005566;N3120;1;1;0.08;;;;
PERINAT_P;2017;070780424;070000245;M1030;10;2;11;1;1;1;1
PERINAT_P;2017;070780424;070000245;M1140;3;0;3;;1;;
PERINAT_P;2017;070780424;070000245;M2050;6;0;6;1;;;
