BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2015;760000182;760780262;N2800;91;;78.86;;;;
PERINAT_P;2015;760000182;760780262;N3120;;1;0.8;;;;
PERINAT_P;2015;760000364;760780734;M1030;0;0;0;1;0;1;0
PERINAT_P;2015;760000364;760780734;M1140;2;0;0.5;0;1;;
PERINAT_P;2015;760000364;760780734;M2050;0;4;3.6;0;1;;
PERINAT_P;2015;760000364;760780734;MIVG;4;0;0.2;;;;
PERINAT_P;2015;760000364;760780734;N2700;0;1;0.47;;;;
PERINAT_P;2015;760000364;760780734;N2800;12;3;14.54;;;;
PERINAT_P;2015;760000364;760780734;N280H;12;3;14.54;;;;
PERINAT_P;2015;760000372;760780742;M1030;2;1;2.39;1;0;1;0
PERINAT_P;2015;760000372;760780742;M1140;0;2;0.5;0;0;;
PERINAT_P;2015;760000372;760780742;M2050;2;3;3.09;0;1;;
PERINAT_P;2015;760000372;760780742;MIVG;2;;0.1;;;;
PERINAT_P;2015;760000372;760780742;N2700;1;;0.4;;;;
PERINAT_P;2015;760000372;760780742;N2800;8;12;15.27;;;;
PERINAT_P;2015;760000372;760780742;N280H;7;10;12.5;;;;
PERINAT_P;2015;760000372;760780742;N3120;;1;0.1;;;;
PERINAT_P;2015;760000463;760024042;M1030;12;2;12.96;1;0;0;0
PERINAT_P;2015;760000463;760024042;M1140;8;;7.16;1;0;;
PERINAT_P;2015;760000463;760024042;M2050;9;2;9.36;1;0;;
PERINAT_P;2015;760000463;760024042;MIVG;;1;0.1;;;;
PERINAT_P;2015;760000463;760024042;N2340;;7;1.67;;;;
PERINAT_P;2015;760000463;760024042;N2700;;1;0.8;;;;
PERINAT_P;2015;760000463;760024042;N2800;;36;29.77;;;;
PERINAT_P;2015;760021329;760000448;M1030;13;;13;0;1;;0
PERINAT_P;2015;760021329;760000448;M1140;3;2;4;0;1;;
PERINAT_P;2015;760021329;760000448;M2050;5;1;5;0;1;;
PERINAT_P;2015;760021329;760000448;N2340;1;2;2.7;;;;
PERINAT_P;2015;760021329;760000448;N2800;;8;5.96;;;;
PERINAT_P;2015;760021329;760000448;N280H;;8;5.96;;;;
PERINAT_P;2015;760025312;760000315;M1030;12;12;12;0;0;;
PERINAT_P;2015;760025312;760000315;M1140;9;9;9;;;;
PERINAT_P;2015;760025312;760000315;M2050;12;3;13.5;;;;
PERINAT_P;2015;760025312;760000315;N2340;3;5;6.33;;;;
PERINAT_P;2015;760025312;760000315;N2700;;1;0.15;;;;
PERINAT_P;2015;760025312;760000315;N2800;25;21;36.4;;;;
PERINAT_P;2015;760780197;760000117;M1030;2;;2;;1;;1
PERINAT_P;2015;760780197;760000117;M1140;2;;2;;1;;
PERINAT_P;2015;760780197;760000117;M2050;4;;4;;1;;
PERINAT_P;2015;760780197;760000117;MIVG;1;1;0.2;;;;
PERINAT_P;2015;760780197;760000117;N2700;;1;0.4;;;;
PERINAT_P;2015;760780197;760000117;N2800;5;6;9;;;;
PERINAT_P;2015;760780197;760000117;N280H;6;;6;;;;
PERINAT_P;2015;760780197;760000117;N3120;;1;0.2;;;;
PERINAT_P;2015;760780791;760000414;M2050;1;;1;0;1;;
PERINAT_P;2015;760805770;760780726;M1030;12;4;16.06;1;0;1;0
PERINAT_P;2015;760805770;760780726;M1140;8;2;9.85;1;0;;
PERINAT_P;2015;760805770;760780726;M2050;6;1;5.96;1;1;;
PERINAT_P;2015;760805770;760780726;N2340;21;15;29.04;;;;
PERINAT_P;2015;760805770;760780726;N2700;3;1;2.63;;;;
PERINAT_P;2015;760805770;760780726;N2800;57;21;68.5;;;;
PERINAT_P;2015;760805770;760780726;N280H;16;6;20.94;;;;
PERINAT_P;2015;760805770;760780726;N3120;0;1;0.66;;;;
PERINAT_P;2015;770000131;770110013;M1030;1;1;1.6;1;0;;
PERINAT_P;2015;770000131;770110013;M1140;2;;1.4;1;0;;
PERINAT_P;2015;770000131;770110013;M2050;4;1;4.5;1;0;;
PERINAT_P;2015;770000131;770110013;MIVG;1;1;0.3;;;;
PERINAT_P;2015;770000131;770110013;N2340;14;4;17.28;;;;
PERINAT_P;2015;770000131;770110013;N2700;;1;0.5;;;;
PERINAT_P;2015;770000131;770110013;N2800;8;8;14.65;;;;
PERINAT_P;2015;770000149;770110021;M1030;6;1;6.13;1;;0;
PERINAT_P;2015;770000149;770110021;M1140;2;1;1.5;1;;;
PERINAT_P;2015;770000149;770110021;M2050;6;10;6.52;1;;;
PERINAT_P;2015;770000149;770110021;MIVG;;1;0.4;;;;
PERINAT_P;2015;770000149;770110021;N2340;3;;2.17;;;;
PERINAT_P;2015;770000149;770110021;N2800;16;7;20.95;;;;
PERINAT_P;2015;770000149;770110021;N280H;13;3;14.86;;;;
PERINAT_P;2015;770000156;770110054;M1030;;;;1;;0;0
PERINAT_P;2015;770000156;770110054;M1140;;;;1;;;
PERINAT_P;2015;770000156;770110054;M2050;;;;1;;;
PERINAT_P;2015;770000156;770110054;MIVG;;2;1.6;;;;
PERINAT_P;2015;770000156;770110054;N2340;2;1;1.97;;;;
PERINAT_P;2015;770000156;770110054;N2700;2;;0.99;;;;
PERINAT_P;2015;770000156;770110054;N2800;35;12;39.73;;;;
PERINAT_P;2015;770000156;770110054;N280H;35;11;40.85;;;;
PERINAT_P;2015;770000156;770110054;N3120;1;;0.45;;;;
PERINAT_P;2015;770000164;770110062;M1030;3;2;5.48;;;;
PERINAT_P;2015;770000164;770110062;M1140;3;2;5.12;;;;
PERINAT_P;2015;770000164;770110062;M2050;6;2;5.91;;;;
PERINAT_P;2015;770000164;770110062;MIVG;1;;0.1;;;;
PERINAT_P;2015;770000164;770110062;N2340;;;0.5;;;;
PERINAT_P;2015;770000164;770110062;N2700;1;;0.5;;;;
PERINAT_P;2015;770000164;770110062;N2800;12;;11.17;;;;
PERINAT_P;2015;770000164;770110062;N280H;12;;11.17;;;;
PERINAT_P;2015;770000164;770110062;N3120;1;;0.3;;;;
PERINAT_P;2015;770000172;770110070;M1030;5;2;6;;;;
PERINAT_P;2015;770000172;770110070;M1140;5;;5.16;1;;;
PERINAT_P;2015;770000172;770110070;M2050;3;3;3.53;1;;;
PERINAT_P;2015;770000172;770110070;MIVG;1;;1.08;;;;
PERINAT_P;2015;770000172;770110070;N2340;1;;1;;;;
PERINAT_P;2015;770000172;770110070;N2800;10;2;10.72;;;;
PERINAT_P;2015;770000446;770700185;M1030;11;4;3.68;1;;;
PERINAT_P;2015;770000446;770700185;M1140;7;;1.6;1;;;
PERINAT_P;2015;770000446;770700185;M2050;9;8;10.79;1;;;
PERINAT_P;2015;770000446;770700185;N2340;5;3;7.55;;;;
PERINAT_P;2015;770000446;770700185;N2700;;1;0.29;;;;
PERINAT_P;2015;770000446;770700185;N2800;20;14;32.19;;;;
PERINAT_P;2015;770019032;770170017;M1030;;;4.4;;;;
PERINAT_P;2015;770019032;770170017;M1140;5;1;3.84;;;;
PERINAT_P;2015;770019032;770170017;M2050;11;9;5.64;;;;
PERINAT_P;2015;770019032;770170017;MIVG;;;2.3;;;;
PERINAT_P;2015;770019032;770170017;N2340;1;;0.92;;;;
PERINAT_P;2015;770019032;770170017;N2700;1;;1;;;;
PERINAT_P;2015;770019032;770170017;N2800;32;10;39.22;;;;
PERINAT_P;2015;770019032;770170017;N280H;18;4;20.15;;;;
PERINAT_P;2015;770019032;770170017;N3120;1;;0.17;;;;
PERINAT_P;2015;770300275;770000354;M1030;5;0;5;0;1;0;0
PERINAT_P;2015;770300275;770000354;M1140;0;3;3;0;1;;
PERINAT_P;2015;770300275;770000354;M2050;2;2;4;0;1;;
PERINAT_P;2015;770300275;770000354;N2340;2;0;2;;;;
PERINAT_P;2015;770300275;770000354;N2700;0;1;0.2;;;;
PERINAT_P;2015;770300275;770000354;N2800;3;12;5.01;;;;
PERINAT_P;2015;770300275;770000354;N280H;1;0;1;;;;
PERINAT_P;2015;770790707;770000719;M1030;;;;0;1;;0
PERINAT_P;2015;770790707;770000719;M1140;;;;0;1;;
PERINAT_P;2015;770790707;770000719;M2050;;;;0;1;;
PERINAT_P;2015;770790707;770000719;N2700;;1;0.2;;;;
PERINAT_P;2015;770790707;770000719;N2800;9;6;11.86;;;;
PERINAT_P;2015;770790707;770000719;N280H;1;1;1.16;;;;
PERINAT_P;2015;780000287;780110011;M1140;2;2;2.87;;;;
PERINAT_P;2015;780000287;780110011;M2050;9;;4.76;;;;
PERINAT_P;2015;780000287;780110011;N2340;6;4;9.26;;;;
PERINAT_P;2015;780000287;780110011;N2700;;1;0.11;;;;
PERINAT_P;2015;780000287;780110011;N2800;21;16;28.35;;;;
PERINAT_P;2015;780000287;780110011;N280H;16;14;16.89;;;;
PERINAT_P;2015;780000287;780110011;N3120;;1;0.19;;;;
PERINAT_P;2015;780000295;780002697;M1030;5;3;5.6;1;0;0;0
PERINAT_P;2015;780000295;780002697;M1140;1;1;1.6;;1;;
PERINAT_P;2015;780000295;780002697;M2050;5;2;5.2;1;0;;
PERINAT_P;2015;780000295;780002697;MIVG;;1;0.4;;;;
PERINAT_P;2015;780000295;780002697;N2800;13;5;16.42;;;;
PERINAT_P;2015;780000295;780002697;N3120;;;0.25;;;;
PERINAT_P;2015;780000311;780001236;M1140;10;4;11.21;1;1;;
PERINAT_P;2015;780000311;780001236;M2050;5;15;9.6;1;1;;
PERINAT_P;2015;780000311;780001236;N2340;29;10;37.11;;;;
PERINAT_P;2015;780000311;780001236;N2700;1;2;1.85;;;;
PERINAT_P;2015;780000311;780001236;N2800;58;29;70.45;;;;
PERINAT_P;2015;780000329;780110052;M1030;4;3;1;1;0;0;0
PERINAT_P;2015;780000329;780110052;M1140;5;3;6.3;;0;;
PERINAT_P;2015;780000329;780110052;M2050;5;4;6.8;1;0;;
PERINAT_P;2015;780000329;780110052;MIVG;4;2;0.1;;;;
PERINAT_P;2015;780000329;780110052;N2700;;1;0.5;;;;
PERINAT_P;2015;780000329;780110052;N2800;18;8;24.5;;;;
PERINAT_P;2015;780000329;780110052;N280H;10;2;11;;;;
PERINAT_P;2015;780000329;780110052;N3120;;4;0.4;;;;
PERINAT_P;2015;780000337;780001236;MIVG;2;1;0.94;;;;
PERINAT_P;2015;780000337;780001236;N2800;2;;2.3;;;;
PERINAT_P;2015;780000337;780001236;N280H;2;;2.3;;;;
PERINAT_P;2015;780018727;780018719;M1030;4;;4;0;1;0;0
PERINAT_P;2015;780018727;780018719;M1140;1;1;1.4;0;1;;
PERINAT_P;2015;780018727;780018719;M2050;5;1;5.9;0;1;;
PERINAT_P;2015;780018727;780018719;N2700;;1;0.21;;;;
PERINAT_P;2015;780018727;780018719;N2800;5;5;8.63;;;;
PERINAT_P;2015;780018727;780018719;N280H;3;3;5.14;;;;
PERINAT_P;2015;780300208;780000576;M1030;4;2;4.6;1;0;0;
PERINAT_P;2015;780300208;780000576;M1140;;2;1.2;0;1;;
PERINAT_P;2015;780300208;780000576;M2050;2;2;3;0;1;;
PERINAT_P;2015;780300208;780000576;N2340;1;;1;;;;
PERINAT_P;2015;780300208;780000576;N2700;;1;0.05;;;;
PERINAT_P;2015;780300208;780000576;N2800;7;4;8.98;;;;
PERINAT_P;2015;780300208;780000576;N280H;7;4;9.98;;;;
PERINAT_P;2015;780300208;780000576;N3120;1;;0.05;;;;
PERINAT_P;2015;780300323;780003679;M1030;8;2;9;1;0;1;0
PERINAT_P;2015;780300323;780003679;M1140;6;;6;1;0;;
PERINAT_P;2015;780300323;780003679;M2050;14;;13;1;0;;
PERINAT_P;2015;780300323;780003679;N2340;4;3;5.58;;;;
PERINAT_P;2015;780300323;780003679;N2700;1;;1;;;;
PERINAT_P;2015;780300323;780003679;N2800;16;12;21.75;;;;
PERINAT_P;2015;780300323;780003679;N280H;12;10;15.5;;;;
PERINAT_P;2015;780300323;780003679;N3120;;1;0.8;;;;
PERINAT_P;2015;780300406;780018032;M1030;8;;;1;1;1;0
PERINAT_P;2015;780300406;780018032;M1140;;5;;0;1;;
PERINAT_P;2015;780300406;780018032;M2050;7;;;1;0;;
PERINAT_P;2015;780300406;780018032;MIVG;7;;;;;;
PERINAT_P;2015;780300406;780018032;N2340;5;;3.01;;;;
PERINAT_P;2015;780300406;780018032;N2700;2;;0.74;;;;
PERINAT_P;2015;780300406;780018032;N2800;16;;15.1;;;;
PERINAT_P;2015;780300422;780002259;M1030;8;5;10.5;1;1;0;
PERINAT_P;2015;780300422;780002259;M1140;3;;3;0;1;;
PERINAT_P;2015;780300422;780002259;M2050;4;;4;0;1;;
PERINAT_P;2015;780300422;780002259;N2340;4;2;4.8;;;;
PERINAT_P;2015;780300422;780002259;N2700;;1;0.17;;;;
PERINAT_P;2015;780300422;780002259;N2800;19;;16.03;;;;
PERINAT_P;2015;780300422;780002259;N280H;4;2;4.81;;;;
PERINAT_P;2015;780800256;780110078;M1140;3;;3;1;;;
PERINAT_P;2015;780800256;780110078;M2050;10;4;11.67;;;;
PERINAT_P;2015;780800256;780110078;N2340;4;2;5.32;;;;
PERINAT_P;2015;780800256;780110078;N2700;;3;1.8;;;;
PERINAT_P;2015;780800256;780110078;N2800;26;14;35.57;;;;
PERINAT_P;2015;780800256;780110078;N280H;8;8;13.13;;;;
PERINAT_P;2015;790000087;790000012;M1030;;;;1;0;1;0
PERINAT_P;2015;790000087;790000012;M1140;;10;2.78;1;0;;
PERINAT_P;2015;790000087;790000012;M2050;;8;4.62;1;0;;
PERINAT_P;2015;790000087;790000012;MIVG;1;2;1.58;;;;
PERINAT_P;2015;790000087;790000012;N2340;4;5;7.91;;;;
PERINAT_P;2015;790000087;790000012;N2700;;1;0.99;;;;
PERINAT_P;2015;790000087;790000012;N2800;17;13;27.55;;;;
PERINAT_P;2015;790000087;790000012;N280H;9;9;16.63;;;;
PERINAT_P;2015;790000087;790000012;N3120;;1;0.7;;;;
PERINAT_P;2015;790000095;790006654;M1030;0;0;0;0;1;0;0
PERINAT_P;2015;790000095;790006654;M1140;1;0;0.2;0;1;;
PERINAT_P;2015;790000095;790006654;M2050;4;0;2.77;0;1;;
PERINAT_P;2015;790000095;790006654;MIVG;1;0;0.57;;;;
PERINAT_P;2015;790000095;790006654;N2340;7;0;7.1;;;;
PERINAT_P;2015;790000095;790006654;N2700;0;1;0.1;;;;
PERINAT_P;2015;790000095;790006654;N2800;10;2;8.79;;;;
PERINAT_P;2015;790000095;790006654;N280H;8;2;7.39;;;;
PERINAT_P;2015;790000103;790006654;N2800;2;0;0.82;;;;
PERINAT_P;2015;790003537;790006654;N2800;2;0;0.97;;;;
PERINAT_P;2015;790009948;790001242;M1030;8;;8;0;1;0;0
PERINAT_P;2015;790009948;790001242;M1140;2;;2;0;1;;
PERINAT_P;2015;790009948;790001242;M2050;5;;5;0;1;;
PERINAT_P;2015;790009948;790001242;MIVG;5;;5;;;;
PERINAT_P;2015;790009948;790001242;N2340;1;;1;;;;
PERINAT_P;2015;790009948;790001242;N2800;7;2;8.15;;;;
PERINAT_P;2015;790009948;790001242;N280H;7;2;8.15;;;;
PERINAT_P;2015;800000143;800000028;M1030;0;0;0;1;0;0;0
PERINAT_P;2015;800000143;800000028;M1140;1;2;1.27;0;1;;
PERINAT_P;2015;800000143;800000028;M2050;5;0;5.84;1;0;;
PERINAT_P;2015;800000143;800000028;MIVG;0;1;0.4;;;;
PERINAT_P;2015;800000143;800000028;N2340;8;4;11.2;;;;
PERINAT_P;2015;800000143;800000028;N2700;1;0;0.67;;;;
PERINAT_P;2015;800000143;800000028;N2800;10;13;18.45;;;;
PERINAT_P;2015;800000143;800000028;N280H;10;13;18.45;;;;
PERINAT_P;2015;800000226;800000069;M2050;1;;0.6;0;0;;
PERINAT_P;2015;800000226;800000069;N2800;1;1;1.6;;;;
PERINAT_P;2015;800000226;800000069;N280H;1;1;1.6;;;;
PERINAT_P;2015;800000432;800000093;M1140;1;2;1.6;0;1;;
PERINAT_P;2015;800000432;800000093;M2050;3;;3.51;0;1;;
PERINAT_P;2015;800000432;800000093;MIVG;1;;1;;;;
PERINAT_P;2015;800000432;800000093;N2340;0;2;1.6;;;;
PERINAT_P;2015;800000432;800000093;N2700;;1;0.04;;;;
PERINAT_P;2015;800000432;800000093;N2800;6;4;8.9;;;;
PERINAT_P;2015;800000432;800000093;N280H;1;;1;;;;
PERINAT_P;2015;800000432;800000093;N3120;;1;0.06;;;;
PERINAT_P;2015;800006124;800000044;M1030;;;;1;;;
PERINAT_P;2015;800006124;800000044;M1140;3;9;4.67;1;0;;
PERINAT_P;2015;800006124;800000044;M2050;1;18;7.62;0;0;;
PERINAT_P;2015;800006124;800000044;MIVG;;3;0.85;;;;
PERINAT_P;2015;800006124;800000044;N2340;13;11;19.24;;;;
PERINAT_P;2015;800006124;800000044;N2700;1;1;1.48;;;;
PERINAT_P;2015;800006124;800000044;N2800;35;19;46.99;;;;
PERINAT_P;2015;800006124;800000044;N280H;34;12;39.8;;;;
PERINAT_P;2015;800006124;800000044;N3120;;1;0.3;;;;
PERINAT_P;2015;800009920;800003071;M1030;;;;1;1;;
PERINAT_P;2015;800009920;800003071;M1140;6;2;7;0;1;;
PERINAT_P;2015;800009920;800003071;M2050;11;0;11;1;1;;
PERINAT_P;2015;800009920;800003071;N2340;5;1;4.89;;;;
PERINAT_P;2015;800009920;800003071;N2700;1;1;1.5;;;;
PERINAT_P;2015;800009920;800003071;N2800;17;18;29.03;;;;
PERINAT_P;2015;800009920;800003071;N280H;17;18;29.03;;;;
PERINAT_P;2015;800009920;800003071;N3120;0;1;0.5;;;;
PERINAT_P;2015;810000224;810000471;M1030;7;2;8;1;0;0;0
PERINAT_P;2015;810000224;810000471;M1140;2;;2;0;1;;
PERINAT_P;2015;810000224;810000471;M2050;3;;3;0;1;;
PERINAT_P;2015;810000224;810000471;N2340;6;1;5.5;;;;
PERINAT_P;2015;810000224;810000471;N2800;6;2;7.56;;;;
PERINAT_P;2015;810000224;810000471;N280H;6;2;7.56;;;;
PERINAT_P;2015;810000505;810000331;M1030;;;;0;1;0;0
PERINAT_P;2015;810000505;810000331;M1140;;;;0;1;;
PERINAT_P;2015;810000505;810000331;M2050;6;;5.58;0;1;;
PERINAT_P;2015;810000505;810000331;N2340;4;4;6.9;;;;
PERINAT_P;2015;810000505;810000331;N2800;15;7;17.58;;;;
PERINAT_P;2015;810000505;810000331;N280H;15;7;17.58;;;;
PERINAT_P;2015;810000521;810000380;M1030;8;12;2.84;1;0;0;
PERINAT_P;2015;810000521;810000380;M1140;6;1;1.25;0;1;;
PERINAT_P;2015;810000521;810000380;M2050;11;3;7.08;1;0;;
PERINAT_P;2015;810000521;810000380;MIVG;1;;0.05;;;;
PERINAT_P;2015;810000521;810000380;N2340;12;8;12.07;;;;
PERINAT_P;2015;810000521;810000380;N2800;24;11;28.11;;;;
PERINAT_P;2015;810000521;810000380;N280H;16;7;12.66;;;;
PERINAT_P;2015;810000562;810000455;M1030;1;4;2.58;0;1;;0
PERINAT_P;2015;810000562;810000455;M1140;;3;1.8;0;1;;
PERINAT_P;2015;810000562;810000455;M2050;;;;0;1;;
PERINAT_P;2015;810000562;810000455;N2800;7;10;14.92;;;;
PERINAT_P;2015;810000562;810000455;N280H;7;10;6;;;;
PERINAT_P;2015;810000562;810000455;N3120;1;;0.05;;;;
PERINAT_P;2015;820000032;820000016;M1030;;;;1;0;0;0
PERINAT_P;2015;820000032;820000016;M1140;4;;1.23;0;1;;
PERINAT_P;2015;820000032;820000016;M2050;6;;5.35;0;1;;
PERINAT_P;2015;820000032;820000016;MIVG;2;;2.61;;;;
PERINAT_P;2015;820000032;820000016;N2340;6;3;7.35;;;;
PERINAT_P;2015;820000032;820000016;N2800;11;8;15.08;;;;
PERINAT_P;2015;820000032;820000016;N3120;1;;0.75;;;;
PERINAT_P;2015;820000040;820000081;M1030;;;;;1;;
PERINAT_P;2015;820000040;820000081;M1140;2;;2;;1;;
PERINAT_P;2015;820000040;820000081;M2050;4;;4;;1;;
PERINAT_P;2015;820000040;820000081;N2340;1;;1;;;;
PERINAT_P;2015;820000040;820000081;N2800;5;6;10.93;;;;
PERINAT_P;2015;820000040;820000081;N280H;5;6;10.93;;;;
PERINAT_P;2015;820000057;820000131;M1030;9;;9;;1;;0
PERINAT_P;2015;820000057;820000131;M1140;3;;3;;1;;
PERINAT_P;2015;820000057;820000131;M2050;5;;5;;1;;
PERINAT_P;2015;820000057;820000131;N2800;6;5;9.37;;;;
PERINAT_P;2015;820000057;820000131;N280H;6;5;9.37;;;;
PERINAT_P;2015;820000057;820000131;N3120;;1;0.1;;;;
PERINAT_P;2015;830000279;830100517;M1140;;4;1.91;0;1;;
PERINAT_P;2015;830000279;830100517;M2050;4;2;2.23;0;1;;
PERINAT_P;2015;830000279;830100517;N2700;1;;0.7;;;;
PERINAT_P;2015;830000279;830100517;N2800;13;4;16.27;;;;
PERINAT_P;2015;830000279;830100517;N280H;;;1;;;;
PERINAT_P;2015;830000287;830100525;M1030;7;1;2;1;0;;
PERINAT_P;2015;830000287;830100525;M1140;2;1;1.6;0;1;;
PERINAT_P;2015;830000287;830100525;M2050;6;2;6.4;0;1;;
PERINAT_P;2015;830000287;830100525;N2700;;1;0.57;;;;
PERINAT_P;2015;830000287;830100525;N2800;20;1;20.04;;;;
PERINAT_P;2015;830000287;830100525;N280H;4;16;12.47;;;;
PERINAT_P;2015;830000295;830100533;M1030;5;2;6.28;;;;
PERINAT_P;2015;830000295;830100533;M1140;3;5;5.24;0;;;
PERINAT_P;2015;830000295;830100533;M2050;3;1;3.76;;;;
PERINAT_P;2015;830000295;830100533;MIVG;1;;0.1;;;;
PERINAT_P;2015;830000295;830100533;N2340;1;;1;;;;
PERINAT_P;2015;830000295;830100533;N2800;;20;12.36;;;;
PERINAT_P;2015;830000295;830100533;N280H;;20;12.36;;;;
PERINAT_P;2015;830000311;830100566;M1030;0;7;2.2;1;;0;
PERINAT_P;2015;830000311;830100566;M1140;;2;0.54;1;;;
PERINAT_P;2015;830000311;830100566;M2050;8;5;4.01;1;;;
PERINAT_P;2015;830000311;830100566;MIVG;;1;0.25;;;;
PERINAT_P;2015;830000311;830100566;N2340;3;1;3.86;;;;
PERINAT_P;2015;830000311;830100566;N2700;1;;0.5;;;;
PERINAT_P;2015;830000311;830100566;N2800;25;3;26.71;;;;
PERINAT_P;2015;830000311;830100566;N280H;12;2;13.61;;;;
PERINAT_P;2015;830000337;830100590;M1030;3;;2.33;;1;;
PERINAT_P;2015;830000337;830100590;M1140;;3;2.16;;1;;
PERINAT_P;2015;830000337;830100590;M2050;;5;2.18;;1;;
PERINAT_P;2015;830000337;830100590;N2700;1;;0.2;;;;
PERINAT_P;2015;830000337;830100590;N2800;13;2;14.18;;;;
PERINAT_P;2015;830000337;830100590;N280H;6;;6;;;;
PERINAT_P;2015;830000337;830100590;N3120;1;;0.2;;;;
PERINAT_P;2015;830000345;830100616;M1140;7;;7.1;;;;
PERINAT_P;2015;830000345;830100616;M2050;9;1;6.66;;;;
PERINAT_P;2015;830000345;830100616;N2340;9;30;32.19;;;;
PERINAT_P;2015;830000345;830100616;N2700;1;0;1;;;;
PERINAT_P;2015;830000345;830100616;N2800;38;27;53.93;;;;
PERINAT_P;2015;830000345;830100616;N280H;3;5;5.45;;;;
PERINAT_P;2015;830100434;830000196;M1030;7;;7;1;;1;
PERINAT_P;2015;830100434;830000196;M1140;3;2;4;0;1;;
PERINAT_P;2015;830100434;830000196;M2050;16;;16;1;;;
PERINAT_P;2015;830100434;830000196;MIVG;7;;2;;;;
PERINAT_P;2015;830100434;830000196;N2340;2;;2.36;;;;
PERINAT_P;2015;830100434;830000196;N2700;;1;0.5;;;;
PERINAT_P;2015;830100434;830000196;N2800;16;9;25.77;;;;
PERINAT_P;2015;830100434;830000196;N280H;10;8;17.79;;;;
PERINAT_P;2015;830100608;830100616;M2050;5;1;1.5;;;;
PERINAT_P;2015;830100608;830100616;N2800;0;1;0.5;;;;
PERINAT_P;2015;840000285;840000608;M1030;6;3;7.5;1;0;1;0
PERINAT_P;2015;840000285;840000608;M1140;3;0;3;0;1;;
PERINAT_P;2015;840000285;840000608;M2050;9;0;9;1;0;;
PERINAT_P;2015;840000285;840000608;MIVG;9;0;9;;;;
PERINAT_P;2015;840000285;840000608;N2340;4;1;4.8;;;;
PERINAT_P;2015;840000285;840000608;N2700;;1;0.43;;;;
PERINAT_P;2015;840000285;840000608;N2800;17;5;20.42;;;;
PERINAT_P;2015;840000343;840000012;M1030;;3;1.59;1;0;;
PERINAT_P;2015;840000343;840000012;M1140;;3;2.03;0;1;;
PERINAT_P;2015;840000343;840000012;M2050;2;;2;0;1;;
PERINAT_P;2015;840000343;840000012;MIVG;;2;0.07;;;;
PERINAT_P;2015;840000343;840000012;N2700;;1;0.1;;;;
PERINAT_P;2015;840000343;840000012;N2800;5;4;8.08;;;;
PERINAT_P;2015;840000343;840000012;N280H;4;4;7.08;;;;
PERINAT_P;2015;840000343;840000012;N3120;;1;0.1;;;;
PERINAT_P;2015;840000392;840000046;M1030;3;1;3.6;1;0;1;0
PERINAT_P;2015;840000392;840000046;M1140;1;1;2;0;1;;
PERINAT_P;2015;840000392;840000046;M2050;2;4;4.25;0;1;;
PERINAT_P;2015;840000392;840000046;MIVG;5;5;7.85;;;;
PERINAT_P;2015;840000392;840000046;N2700;;1;0.5;;;;
PERINAT_P;2015;840000392;840000046;N2800;11;12;19.38;;;;
PERINAT_P;2015;840000392;840000046;N280H;6;;6;;;;
PERINAT_P;2015;840000418;840004659;M1030;;1;0.7;0;1;0;0
PERINAT_P;2015;840000418;840004659;M1140;0;3;1.46;0;1;;
PERINAT_P;2015;840000418;840004659;M2050;1;4;1.89;0;1;;
PERINAT_P;2015;840000418;840004659;MIVG;;1;0.3;;;;
PERINAT_P;2015;840000418;840004659;N2700;;;0.3;;;;
PERINAT_P;2015;840000418;840004659;N2800;7;11;14.96;;;;
PERINAT_P;2015;840000418;840004659;N280H;4;5;7;;;;
PERINAT_P;2015;840000483;840000087;M1030;3;4;6.47;1;0;1;0
PERINAT_P;2015;840000483;840000087;M1140;1;2;1.9;0;1;;
PERINAT_P;2015;840000483;840000087;M2050;3;5;5.66;1;0;;
PERINAT_P;2015;840000483;840000087;MIVG;3;2;3.9;;;;
PERINAT_P;2015;840000483;840000087;N2340;3;;3.19;;;;
PERINAT_P;2015;840000483;840000087;N2700;;1;0.65;;;;
PERINAT_P;2015;840000483;840000087;N2800;17;8;22.42;;;;
PERINAT_P;2015;840000483;840000087;N280H;17;8;5.3;;;;
PERINAT_P;2015;840000483;840000087;N3120;1;;1.04;;;;
PERINAT_P;2015;840000491;130041916;M1030;;;;1;;;
PERINAT_P;2015;840000491;130041916;M1140;1;5;2.25;1;;;
PERINAT_P;2015;840000491;130041916;M2050;1;10;3.55;0;;;
PERINAT_P;2015;840000491;130041916;MIVG;0;4;0.27;;;;
PERINAT_P;2015;840000491;130041916;N2340;2;2;3.33;;;;
PERINAT_P;2015;840000491;130041916;N2700;;1;0.5;;;;
PERINAT_P;2015;840000491;130041916;N2800;6;13;14.35;;;;
PERINAT_P;2015;840000491;130041916;N280H;6;13;14.35;;;;
PERINAT_P;2015;840000525;840000111;M2050;;1;0.3;;;;
PERINAT_P;2015;840000525;840000111;N2800;;2;0.8;;;;
PERINAT_P;2015;840000533;840000129;M2050;1;1;1.1;0;0;;
PERINAT_P;2015;840000533;840000129;N2800;0;3;2.57;;;;
PERINAT_P;2015;840001861;840006597;M1140;6;0;4.7;1;0;;
PERINAT_P;2015;840001861;840006597;M2050;7;5;6.43;1;0;;
PERINAT_P;2015;840001861;840006597;MIVG;0;2;0.8;;;;
PERINAT_P;2015;840001861;840006597;N2340;25;18;43.17;;;;
