BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2016;620000653;620103440;N2510;12;2;14.19;0;
BLOCS_P;2016;620000653;620103440;NAUT;13;3;13.9;;
BLOCS_P;2016;620003202;620103432;M100H;;4;0.9;0;1
BLOCS_P;2016;620003202;620103432;M1030;1;5;4.42;1;0
BLOCS_P;2016;620003202;620103432;M200H;9;1;9.22;1;0
BLOCS_P;2016;620003202;620103432;N2200;8;1;7.38;;1
BLOCS_P;2016;620003202;620103432;N2310;8;4;11.52;;1
BLOCS_P;2016;620003202;620103432;N2320;5;4;8.9;;1
BLOCS_P;2016;620003202;620103432;N2510;4;;3.92;;
BLOCS_P;2016;620003202;620103432;NAUT;2;3;3.52;;
BLOCS_P;2016;620003350;620001834;M1030;1;4;6.54;;
BLOCS_P;2016;620003350;620001834;M200H;1;;0.77;;
BLOCS_P;2016;620003376;620001834;M1030;5;7;10;0;1
BLOCS_P;2016;620003376;620001834;M200H;14;4;14.89;0;1
BLOCS_P;2016;620003376;620001834;N2200;12;1;12.5;0;0
BLOCS_P;2016;620003376;620001834;N2310;11;6;15.45;0;1
BLOCS_P;2016;620003376;620001834;N2320;16;0;16;0;1
BLOCS_P;2016;620003376;620001834;N2510;10;0;10;0;0
BLOCS_P;2016;620003376;620001834;N4160;1;;1;0;0
BLOCS_P;2016;620003376;620001834;NAUT;9;9;12.43;0;0
BLOCS_P;2016;620006049;620000331;M100H;;7;1.4;0;0
BLOCS_P;2016;620006049;620000331;M1030;6;;6;0;1
BLOCS_P;2016;620006049;620000331;M200H;9;6;10.2;0;1
BLOCS_P;2016;620006049;620000331;N2200;22;4;25.2;;
BLOCS_P;2016;620006049;620000331;N2320;2;1;2.8;;
BLOCS_P;2016;620006049;620000331;N2510;2;;2;;
BLOCS_P;2016;620025346;620001834;M1030;7;6;4.53;;
BLOCS_P;2016;620025346;620001834;M200H;9;19;13.63;;
BLOCS_P;2016;620025346;620001834;N2200;7;2;6.78;;
BLOCS_P;2016;620025346;620001834;N2310;9;;8.58;;
BLOCS_P;2016;620025346;620001834;N2320;13;;12.91;;
BLOCS_P;2016;620025346;620001834;N2510;1;;1;;
BLOCS_P;2016;620025346;620001834;N4160;1;;0.91;;
BLOCS_P;2016;620025346;620001834;NAUT;7;9;13.31;;
BLOCS_P;2016;620100099;620014779;N2200;27;9;32.15;;
BLOCS_P;2016;620100099;620014779;N2320;2;;2;;
BLOCS_P;2016;620100099;620014779;N2510;5;;4.5;;
BLOCS_P;2016;620100099;620014779;N4160;1;;1;;
BLOCS_P;2016;620100099;620014779;NAUT;9;2;9.57;;
BLOCS_P;2016;620100487;620000125;M100H;4;3;5.5;0;1
BLOCS_P;2016;620100487;620000125;M1030;3;;3;0;1
BLOCS_P;2016;620100487;620000125;M200H;5;10;10;0;1
BLOCS_P;2016;620100487;620000125;N2200;11;1;11.2;0;1
BLOCS_P;2016;620100487;620000125;N2310;;5;3;0;0
BLOCS_P;2016;620100487;620000125;N2510;1;;1;0;1
BLOCS_P;2016;620100487;620000125;N4160;;;;;1
BLOCS_P;2016;620100487;620000125;NAUT;1;3;2.8;0;0
BLOCS_P;2016;620100735;620000265;M100H;4;5;;1;1
BLOCS_P;2016;620100735;620000265;M1030;7;2;;1;1
BLOCS_P;2016;620100735;620000265;M200H;18;12;;1;1
BLOCS_P;2016;620100735;620000265;N2200;16;3;13.68;0;1
BLOCS_P;2016;620100735;620000265;N2310;0;11;4.2;0;0
BLOCS_P;2016;620100735;620000265;N2320;0;0;0;0;1
BLOCS_P;2016;620100735;620000265;N2510;2;0;0.9;0;0
BLOCS_P;2016;620100735;620000265;N4160;1;0;1;0;0
BLOCS_P;2016;620100735;620000265;NAUT;1;0;1.88;0;0
BLOCS_P;2016;620100750;620000273;M100H;;6;0.71;;
BLOCS_P;2016;620100750;620000273;M1030;;6;1.5;;
BLOCS_P;2016;620100750;620000273;M200H;;12;2.37;0;
BLOCS_P;2016;620100750;620000273;N2200;12;2;10.63;;
BLOCS_P;2016;620100750;620000273;N2310;;13;1.86;;
BLOCS_P;2016;620100750;620000273;N2320;3;1;2.33;;
BLOCS_P;2016;620100750;620000273;N2510;1;1;1.05;;
BLOCS_P;2016;620100750;620000273;N4160;1;;1;;
BLOCS_P;2016;620100750;620000273;NAUT;3;2;3.05;;
BLOCS_P;2016;620101311;620027763;N2200;25;;23.72;;
BLOCS_P;2016;620101311;620027763;N2510;3;1;3.9;;
BLOCS_P;2016;620101311;620027763;NAUT;9;1;9.95;;
BLOCS_P;2016;620101501;620000364;M100H;6;;6;;
BLOCS_P;2016;620101501;620000364;M1030;7;;7;1;1
BLOCS_P;2016;620101501;620000364;M200H;29;;29;;
BLOCS_P;2016;620101501;620000364;N2200;27;6;23;1;1
BLOCS_P;2016;620101501;620000364;N2320;2;2;3.3;1;1
BLOCS_P;2016;620101501;620000364;N2510;3;;3;1;1
BLOCS_P;2016;620101501;620000364;NAUT;7;;7;0;0
BLOCS_P;2016;620105940;620000950;M1030;;2;1;0;0
BLOCS_P;2016;620105940;620000950;M200H;3;12;6;0;0
BLOCS_P;2016;620105940;620000950;N2200;8;2;9.47;0;0
BLOCS_P;2016;620105940;620000950;N2310;;2;0.59;0;0
BLOCS_P;2016;620105940;620000950;N2510;1;;1;0;0
BLOCS_P;2016;620106088;620000976;M100H;;2;;0;1
BLOCS_P;2016;620106088;620000976;M1030;;3;;0;1
BLOCS_P;2016;620106088;620000976;M200H;1;12;;0;1
BLOCS_P;2016;620106088;620000976;N2200;6;1;5.95;0;1
BLOCS_P;2016;620106088;620000976;N2510;;2;0.97;0;0
BLOCS_P;2016;620106088;620000976;N4160;1;;1;0;0
BLOCS_P;2016;620106088;620000976;NAUT;1;;1;0;0
BLOCS_P;2016;620116046;620002311;M1030;;2;1;0;0
BLOCS_P;2016;620116046;620002311;M200H;;16;4;0;0
BLOCS_P;2016;620116046;620002311;N2200;4;;4;0;0
BLOCS_P;2016;620116046;620002311;N2510;1;;1;0;0
BLOCS_P;2016;620116046;620002311;NAUT;1;;1;0;0
BLOCS_P;2016;620118513;620002915;N2200;31;1;30.23;;
BLOCS_P;2016;620118513;620002915;N2510;3;;2.65;;
BLOCS_P;2016;620118513;620002915;NAUT;8;3;10.74;;
BLOCS_P;2016;630000404;630780989;M1030;30;2;24.97;1;0
BLOCS_P;2016;630000404;630780989;M200H;0;0;0;1;0
BLOCS_P;2016;630000404;630780989;N2200;26;12;39.14;0;1
BLOCS_P;2016;630000404;630780989;N2320;28;9;34.02;0;1
BLOCS_P;2016;630000404;630780989;N2510;15;6;19.4;0;1
BLOCS_P;2016;630000404;630780989;N4160;3;1;3.93;0;0
BLOCS_P;2016;630000404;630780989;NAUT;15;3;17.56;0;0
BLOCS_P;2016;630000412;630780997;N2200;;2;0.5;0;
BLOCS_P;2016;630000412;630780997;N2310;;1;0.4;0;0
BLOCS_P;2016;630000412;630780997;N2320;;2;1.2;0;
BLOCS_P;2016;630000412;630780997;N2510;1;3;2.2;;
BLOCS_P;2016;630000420;630781003;M100H;1;2;1.8;0;1
BLOCS_P;2016;630000420;630781003;M1030;4;1;4.23;1;0
BLOCS_P;2016;630000420;630781003;M200H;3;5;5.2;0;1
BLOCS_P;2016;630000420;630781003;N2200;3;1;3.34;;1
BLOCS_P;2016;630000420;630781003;N2310;6;;6.78;;1
BLOCS_P;2016;630000420;630781003;N2320;4;3;6.4;;1
BLOCS_P;2016;630000420;630781003;N4160;1;;1;;
BLOCS_P;2016;630000420;630781003;NAUT;2;1;2.5;;0
BLOCS_P;2016;630000438;630781011;M1030;1;1;1.75;0;0
BLOCS_P;2016;630000438;630781011;M200H;;;;0;1
BLOCS_P;2016;630000438;630781011;N2200;3;1;3.8;;0
BLOCS_P;2016;630000438;630781011;N2310;4;3;6.4;0;0
BLOCS_P;2016;630000438;630781011;N2320;6;0;6;0;0
BLOCS_P;2016;630000438;630781011;N2510;8;2;9.6;0;0
BLOCS_P;2016;630000438;630781011;N4160;1;0;1;0;0
BLOCS_P;2016;630000438;630781011;NAUT;1;0;1;0;0
BLOCS_P;2016;630000446;630781029;M1030;4;;2;1;
BLOCS_P;2016;630000446;630781029;M200H;3;;1.5;0;1
BLOCS_P;2016;630000446;630781029;N2200;4;;3.19;;1
BLOCS_P;2016;630000446;630781029;N2310;5;;5;1;
BLOCS_P;2016;630000446;630781029;N2320;6;1;5.8;;1
BLOCS_P;2016;630000446;630781029;N2510;5;;5;;1
BLOCS_P;2016;630000446;630781029;N4160;1;;0.9;0;
BLOCS_P;2016;630000479;630781110;M1030;6;9;5.95;;
BLOCS_P;2016;630000479;630781110;M200H;7;5;9.27;0;1
BLOCS_P;2016;630000479;630781110;N2200;7;2;8.54;0;1
BLOCS_P;2016;630000479;630781110;N2310;5;4;7.62;0;1
BLOCS_P;2016;630000479;630781110;N2320;5;1;5.57;0;1
BLOCS_P;2016;630000479;630781110;N2510;2;0;2.05;0;1
BLOCS_P;2016;630000479;630781110;N4160;1;0;1.01;0;0
BLOCS_P;2016;630000479;630781110;NAUT;8;0;8.35;0;0
BLOCS_P;2016;630780211;630000107;M100H;11;52;21.4;;
BLOCS_P;2016;630780211;630000107;M1030;12;;12;;
BLOCS_P;2016;630780211;630000107;M200H;23;16;26.2;;
BLOCS_P;2016;630780211;630000107;N2200;28;6;33.03;;
BLOCS_P;2016;630780211;630000107;N2310;;1;0.5;;
BLOCS_P;2016;630780211;630000107;N2320;;1;0.8;;
BLOCS_P;2016;630780211;630000107;N2510;1;;1;;
BLOCS_P;2016;630780211;630000107;N4160;1;1;1.5;;
BLOCS_P;2016;630780211;630000107;NAUT;6;;6;;
BLOCS_P;2016;630780369;630000164;M100H;;22;4;0;0
BLOCS_P;2016;630780369;630000164;M1030;2;18;4;1;1
BLOCS_P;2016;630780369;630000164;M200H;2;8;4.5;1;1
BLOCS_P;2016;630780369;630000164;N2200;8;6;12.96;;1
BLOCS_P;2016;630780369;630000164;N2310;2;;2;0;0
BLOCS_P;2016;630780369;630000164;N2510;1;;1;0;0
BLOCS_P;2016;630780369;630000164;N4160;1;;1;1;1
BLOCS_P;2016;630780369;630000164;NAUT;8;2;9.25;;
BLOCS_P;2016;630781268;630780989;M1030;17;4;13.5;1;0
BLOCS_P;2016;630781268;630780989;M200H;0;0;0;1;0
BLOCS_P;2016;630781268;630780989;N2200;11;8;19.03;0;0
BLOCS_P;2016;630781268;630780989;N2310;;;0.83;0;1
BLOCS_P;2016;630781268;630780989;N2320;12;9;19.24;0;1
BLOCS_P;2016;630781268;630780989;N2510;18;7;23.68;0;1
BLOCS_P;2016;630781268;630780989;N4160;3;;2.92;0;0
BLOCS_P;2016;630781268;630780989;NAUT;3;4;5.4;0;0
BLOCS_P;2016;630781839;630000826;M200H;44;;43.5;;
BLOCS_P;2016;630783108;630000867;N2200;;;;;1
BLOCS_P;2016;630783108;630000867;N2510;1;;1;;
BLOCS_P;2016;630783108;630000867;N4160;1;;1;0;
BLOCS_P;2016;630783108;630000867;NAUT;2;;2;;
BLOCS_P;2016;640000162;640780417;M100H;0;0;0;0;1
BLOCS_P;2016;640000162;640780417;M1030;7;13;16.3;0;1
BLOCS_P;2016;640000162;640780417;M200H;0;11;4.45;0;1
BLOCS_P;2016;640000162;640780417;N2200;41;8;49.18;0;1
BLOCS_P;2016;640000162;640780417;N2310;25;8;28.76;0;1
BLOCS_P;2016;640000162;640780417;N2320;12;3;12.79;0;1
BLOCS_P;2016;640000162;640780417;N2510;25;4;27.03;0;1
BLOCS_P;2016;640000162;640780417;N4130;0;0;0;0;1
BLOCS_P;2016;640000162;640780417;N4160;0;0;0;0;1
BLOCS_P;2016;640000162;640780417;NAUT;15;2;16;0;1
BLOCS_P;2016;640000402;640780813;M100H;;5;0.5;0;0
BLOCS_P;2016;640000402;640780813;M1030;;1;0.53;0;0
BLOCS_P;2016;640000402;640780813;M200H;;1;0.1;0;0
BLOCS_P;2016;640000402;640780813;N2200;1;3;2.5;;
BLOCS_P;2016;640000402;640780813;N2320;;1;0.1;;
BLOCS_P;2016;640000402;640780813;N2510;;2;0.78;;
BLOCS_P;2016;640000410;640780821;M100H;4;5;0.96;0;1
BLOCS_P;2016;640000410;640780821;M1030;2;40;3.39;1;1
BLOCS_P;2016;640000410;640780821;M200H;4;17;4.63;0;1
BLOCS_P;2016;640000410;640780821;N2200;9;2;9.6;0;1
BLOCS_P;2016;640000410;640780821;N2310;5;2;6.6;0;1
BLOCS_P;2016;640000410;640780821;N2320;1;1;1.8;0;1
BLOCS_P;2016;640000410;640780821;N2510;1;;1;0;0
BLOCS_P;2016;640000410;640780821;N4160;1;;0.5;0;0
BLOCS_P;2016;640000410;640780821;NAUT;1;;1;0;0
BLOCS_P;2016;640000600;640781290;M100H;10;;1.25;0;1
BLOCS_P;2016;640000600;640781290;M1030;15;1;7.69;1;1
BLOCS_P;2016;640000600;640781290;M200H;16;5;5.6;0;1
BLOCS_P;2016;640000600;640781290;N2200;17;7;24.06;0;0
BLOCS_P;2016;640000600;640781290;N2310;26;3;28.63;1;1
BLOCS_P;2016;640000600;640781290;N2320;23;3;24.92;1;1
BLOCS_P;2016;640000600;640781290;N2510;33;5;35.44;0;0
BLOCS_P;2016;640000600;640781290;N4160;3;0;3.17;0;0
BLOCS_P;2016;640000600;640781290;NAUT;13;17;20.15;0;0
BLOCS_P;2016;640015921;640780821;M1030;;1;2.5;1;0
BLOCS_P;2016;640015921;640780821;M200H;;;0.07;0;0
BLOCS_P;2016;640015921;640780821;N2200;;;3;0;1
BLOCS_P;2016;640015921;640780821;N2310;;;1;0;1
BLOCS_P;2016;640015921;640780821;N4160;;;0.1;0;0
BLOCS_P;2016;640015921;640780821;NAUT;;;1.5;0;0
BLOCS_P;2016;640016580;640010658;M100H;35;;35;1;1
BLOCS_P;2016;640016580;640010658;M1030;3;;3;0;1
BLOCS_P;2016;640016580;640010658;N2200;14;1;13.73;;1
BLOCS_P;2016;640016580;640010658;N2310;1;;1;;
BLOCS_P;2016;640016580;640010658;N2510;2;2;3.13;;
BLOCS_P;2016;640016580;640010658;NAUT;1;;1;;
BLOCS_P;2016;640017646;640017638;M1030;1;4;3.09;;1
BLOCS_P;2016;640017646;640017638;N2200;12;1;10.92;;0
BLOCS_P;2016;640017646;640017638;N2310;4;1;3.71;;1
BLOCS_P;2016;640017646;640017638;N2320;1;0;1.24;;0
BLOCS_P;2016;640017646;640017638;N2510;3;1;4.1;;0
BLOCS_P;2016;640017646;640017638;NAUT;3;2;4.54;;0
BLOCS_P;2016;640018206;640012209;M100H;;37;6;;
BLOCS_P;2016;640018206;640012209;M1030;;25;12;;
BLOCS_P;2016;640018206;640012209;M200H;;73;36;;
BLOCS_P;2016;640018206;640012209;N2200;35;1;35.08;;1
BLOCS_P;2016;640018206;640012209;N2510;4;;3.77;;0
BLOCS_P;2016;640018206;640012209;NAUT;4;;3.25;;1
BLOCS_P;2016;640780268;640000113;M1030;4;;4;;
BLOCS_P;2016;640780268;640000113;M200H;19;11;19;0;0
BLOCS_P;2016;640780268;640000113;N2200;10;2;12.7;0;1
BLOCS_P;2016;640780268;640000113;NAUT;9;3;11.1;0;0
BLOCS_P;2016;640780409;640000154;M100H;;3;0.14;;
BLOCS_P;2016;640780409;640000154;M1030;;2;0.14;;
BLOCS_P;2016;640780409;640000154;N2200;5;;0.51;;
BLOCS_P;2016;640780490;640000212;M100H;5;3;7;0;1
BLOCS_P;2016;640780490;640000212;M1030;6;1;5.5;0;1
BLOCS_P;2016;640780490;640000212;M200H;19;5;22;0;1
BLOCS_P;2016;640780490;640000212;N2200;20;2;17.85;0;1
BLOCS_P;2016;640780490;640000212;N2310;;;;0;1
BLOCS_P;2016;640780490;640000212;N2320;1;;0.96;0;1
BLOCS_P;2016;640780490;640000212;N2510;1;;1;0;0
BLOCS_P;2016;640780490;640000212;N4160;1;;1;0;0
BLOCS_P;2016;640780490;640000212;NAUT;5;;4.97;0;0
BLOCS_P;2016;640780557;640000238;M100H;;10;1;1;
BLOCS_P;2016;640780557;640000238;N2200;1;1;1.13;0;0
BLOCS_P;2016;640780557;640000238;NAUT;1;;1;0;0
BLOCS_P;2016;640780938;640000451;M100H;25;;25;0;1
BLOCS_P;2016;640780938;640000451;M1030;7;;7;0;1
BLOCS_P;2016;640780938;640000451;M200H;24;;24;0;1
BLOCS_P;2016;640780938;640000451;N2200;10;10;15.65;0;1
BLOCS_P;2016;640780938;640000451;N2510;2;1;2.57;0;1
BLOCS_P;2016;640780938;640000451;N4160;1;;1;0;1
BLOCS_P;2016;640780938;640000451;NAUT;9;5;11.78;0;0
BLOCS_P;2016;640780946;640000469;M100H;;18;3;0;1
BLOCS_P;2016;640780946;640000469;M1030;12;4;10;0;1
BLOCS_P;2016;640780946;640000469;M200H;35;8;21.5;0;1
BLOCS_P;2016;640780946;640000469;N2200;22;15;30.47;0;1
BLOCS_P;2016;640780946;640000469;N2510;7;2;7.37;;0
BLOCS_P;2016;640780946;640000469;N4160;1;;1;0;1
BLOCS_P;2016;640780946;640000469;NAUT;10;7;14.44;;0
BLOCS_P;2016;640780987;640000493;M100H;;1;0.4;0;
BLOCS_P;2016;640780987;640000493;M1030;1;;1;0;1
BLOCS_P;2016;640780987;640000493;M200H;2;6;3;0;1
BLOCS_P;2016;640780987;640000493;N2200;6;;6.71;0;1
BLOCS_P;2016;640780987;640000493;N2310;1;;1.93;0;0
BLOCS_P;2016;640780987;640000493;N2510;2;;2;0;0
BLOCS_P;2016;640780987;640000493;N4160;1;;1;0;0
BLOCS_P;2016;640781225;640000568;M100H;;12;12;;1
BLOCS_P;2016;640781225;640000568;M1030;;2;2;;1
BLOCS_P;2016;640781225;640000568;N2200;9;;8;;1
BLOCS_P;2016;640781225;640000568;N4160;;;;;1
BLOCS_P;2016;640781225;640000568;NAUT;3;;2.5;;
BLOCS_P;2016;640787156;640001699;M1030;1;;1;;
BLOCS_P;2016;640787156;640001699;N2200;;1;0.8;;
BLOCS_P;2016;640787156;640001699;N2510;;2;1.65;;
BLOCS_P;2016;650000045;650780158;M1030;5;0;2.37;0;1
BLOCS_P;2016;650000045;650780158;M200H;6;0;2.88;0;1
BLOCS_P;2016;650000045;650780158;N2200;5;0;2.4;0;1
BLOCS_P;2016;650000045;650780158;N2310;5;1;5.5;0;1
BLOCS_P;2016;650000045;650780158;N2320;6;1;5.38;0;1
BLOCS_P;2016;650000045;650780158;N2510;4;2;4.76;0;1
BLOCS_P;2016;650000045;650780158;N4160;1;0;0.85;0;0
BLOCS_P;2016;650000045;650780158;NAUT;2;0;2.3;0;0
BLOCS_P;2016;650000417;650783160;M1030;8;;8;1;0
BLOCS_P;2016;650000417;650783160;M200H;16;9;20.2;0;1
BLOCS_P;2016;650000417;650783160;N2200;17;6;19.61;0;0
BLOCS_P;2016;650000417;650783160;N2310;14;5;15.54;1;1
BLOCS_P;2016;650000417;650783160;N2320;4;6;8.5;0;0
BLOCS_P;2016;650000417;650783160;N2510;13;3;13.8;0;0
BLOCS_P;2016;650000417;650783160;N4160;2;0;1.45;0;0
BLOCS_P;2016;650000417;650783160;NAUT;4;5;5.38;0;0
BLOCS_P;2016;650002579;650000243;M100H;;6;6;0;1
BLOCS_P;2016;650002579;650000243;M1030;;6;6;0;1
BLOCS_P;2016;650002579;650000243;M200H;;24;24;0;1
BLOCS_P;2016;650002579;650000243;N2200;12;5;15.35;0;1
BLOCS_P;2016;650002579;650000243;N2320;2;1;2.57;0;1
BLOCS_P;2016;650002579;650000243;N2510;7;1;7.5;0;0
BLOCS_P;2016;650002579;650000243;N4160;2;;2;;
BLOCS_P;2016;650002579;650000243;NAUT;2;2;3.63;0;0
BLOCS_P;2016;650780679;650000243;M100H;;23;23;0;1
BLOCS_P;2016;650780679;650000243;M1030;;5;5;0;1
BLOCS_P;2016;650780679;650000243;M200H;;7;7;0;1
BLOCS_P;2016;650780679;650000243;N2200;2;2;3.6;0;1
BLOCS_P;2016;650780679;650000243;N2310;2;;2;0;0
BLOCS_P;2016;650780679;650000243;N2320;;;;0;1
BLOCS_P;2016;650780679;650000243;N2510;3;0;3;0;1
BLOCS_P;2016;650780679;650000243;N4160;;1;0.5;0;0
BLOCS_P;2016;650780679;650000243;NAUT;3;0;3;0;0
BLOCS_P;2016;650784218;650780174;M1030;;2;2.08;0;1
BLOCS_P;2016;650784218;650780174;M200H;;18;3.78;0;1
BLOCS_P;2016;650784218;650780174;N2200;8;2;9.52;0;0
BLOCS_P;2016;650784218;650780174;N2310;5;;5.74;0;1
BLOCS_P;2016;650784218;650780174;N2320;2;;1.99;0;1
BLOCS_P;2016;650784218;650780174;N2510;1;;1;0;0
BLOCS_P;2016;650784218;650780174;N4130;;;;0;1
BLOCS_P;2016;650784218;650780174;NAUT;4;2;3.99;0;0
BLOCS_P;2016;660000084;660780180;M1030;27;5;30.15;;
BLOCS_P;2016;660000084;660780180;M200H;39;12;43.46;;
BLOCS_P;2016;660000084;660780180;N2200;30;6;31.91;;
BLOCS_P;2016;660000084;660780180;N2310;37;1;36.18;;
BLOCS_P;2016;660000084;660780180;N2320;23;4;27.61;;
BLOCS_P;2016;660000084;660780180;N2510;43;2;29.63;;
BLOCS_P;2016;660000084;660780180;N4160;2;;2;;
BLOCS_P;2016;660000084;660780180;NAUT;4;1;3.86;;
BLOCS_P;2016;660006305;660006297;M1030;10;;10;;
BLOCS_P;2016;660006305;660006297;M200H;47;;47;;
BLOCS_P;2016;660006305;660006297;N2200;42;;38.26;;
BLOCS_P;2016;660006305;660006297;N2320;2;1;2.5;;
BLOCS_P;2016;660006305;660006297;N2510;11;;10.8;;
BLOCS_P;2016;660006305;660006297;N4160;1;;1;;
BLOCS_P;2016;660006305;660006297;NAUT;8;;8;;
BLOCS_P;2016;660780628;660000282;M1030;2;0;2;0;1
BLOCS_P;2016;660780628;660000282;M200H;4;9;8.03;0;1
BLOCS_P;2016;660780628;660000282;N2200;7;0;5;;
BLOCS_P;2016;660780628;660000282;N2310;1;0;1;;
BLOCS_P;2016;660780628;660000282;N2320;1;0;1;;
BLOCS_P;2016;660780628;660000282;N2510;1;1;1.57;;
BLOCS_P;2016;660780628;660000282;N4160;1;0;1;;
BLOCS_P;2016;660780628;660000282;NAUT;1;0;1;;
BLOCS_P;2016;660780669;660000324;M100H;4;3;6;0;1
BLOCS_P;2016;660780669;660000324;M1030;5;;5;1;0
BLOCS_P;2016;660780669;660000324;M200H;12;;12;0;1
BLOCS_P;2016;660780669;660000324;N2310;2;;2;;
BLOCS_P;2016;660780669;660000324;N2510;1;;1;;
BLOCS_P;2016;660780669;660000324;N4160;1;;1;;
BLOCS_P;2016;660780776;660000399;M100H;4;2;5;0;0
BLOCS_P;2016;660780776;660000399;M1030;2;;2;0;1
BLOCS_P;2016;660780776;660000399;M200H;5;5;5.4;0;1
BLOCS_P;2016;660780776;660000399;N2200;9;0;9;0;1
BLOCS_P;2016;660780776;660000399;N2310;1;1;1.8;0;0
BLOCS_P;2016;660780776;660000399;N2510;2;2;2.5;0;0
BLOCS_P;2016;660780776;660000399;N4130;4;0;4;0;1
BLOCS_P;2016;660780776;660000399;N4160;1;;1;0;1
BLOCS_P;2016;660780784;660000407;M100H;10;1;10.5;;
BLOCS_P;2016;660780784;660000407;M1030;10;2;11;;
BLOCS_P;2016;660780784;660000407;M200H;11;;11;;
BLOCS_P;2016;660780784;660000407;N2200;45;16;57;;
BLOCS_P;2016;660780784;660000407;N2310;7;;7;;
BLOCS_P;2016;660780784;660000407;N2320;4;;4;;
BLOCS_P;2016;660780784;660000407;N2510;18;2;19.3;;
BLOCS_P;2016;660780784;660000407;N4160;5;;5;;
BLOCS_P;2016;660780784;660000407;NAUT;21;1;21.5;;
BLOCS_P;2016;660790387;660790379;M100H;15;;15;0;1
BLOCS_P;2016;660790387;660790379;M1030;9;;9;0;1
BLOCS_P;2016;660790387;660790379;M200H;31;;31;0;1
BLOCS_P;2016;660790387;660790379;N2200;54;8;59.7;;
BLOCS_P;2016;660790387;660790379;N2310;2;;2;;
BLOCS_P;2016;660790387;660790379;N2320;3;;3;;
BLOCS_P;2016;660790387;660790379;N2510;9;1;9.8;;
BLOCS_P;2016;660790387;660790379;N4160;4;;4;;
BLOCS_P;2016;670000025;670780055;M100H;4;9;8.02;0;1
BLOCS_P;2016;670000025;670780055;M1030;33;3;31.96;1;1
BLOCS_P;2016;670000025;670780055;M200H;13;;3.51;1;1
BLOCS_P;2016;670000025;670780055;N2200;85;24;97.52;1;1
BLOCS_P;2016;670000025;670780055;N2310;38;19;53.04;1;1
BLOCS_P;2016;670000025;670780055;N2320;24;7;27.08;1;1
BLOCS_P;2016;670000025;670780055;N2510;37;5;35.62;0;0
BLOCS_P;2016;670000025;670780055;N4130;15;3;17.75;1;1
BLOCS_P;2016;670000025;670780055;N4160;1;0;1.11;1;1
BLOCS_P;2016;670000025;670780055;NAUT;37;8;38.87;1;0
BLOCS_P;2016;670000033;670780063;M1030;2;4;4.04;0;1
BLOCS_P;2016;670000033;670780063;M200H;1;3;2.15;0;1
BLOCS_P;2016;670000033;670780063;N2200;12;6;13.62;0;0
BLOCS_P;2016;670000033;670780063;N2310;5;;5;0;1
BLOCS_P;2016;670000033;670780063;N2320;1;1;1.9;0;1
BLOCS_P;2016;670000033;670780063;N2510;4;0;4;0;0
BLOCS_P;2016;670000033;670780063;N4160;2;;2;0;0
BLOCS_P;2016;670000033;670780063;NAUT;3;;3;0;0
BLOCS_P;2016;670000082;670780147;M100H;3;36;39;0;1
BLOCS_P;2016;670000082;670780147;M1030;;6;6;1;1
BLOCS_P;2016;670000082;670780147;M200H;;64;64;0;1
BLOCS_P;2016;670000082;670780147;N2200;10;2;11;0;1
BLOCS_P;2016;670000082;670780147;N2320;2;1;2.6;0;1
BLOCS_P;2016;670000082;670780147;N2510;1;;1;0;0
BLOCS_P;2016;670000082;670780147;N4160;1;;1;0;0
BLOCS_P;2016;670000082;670780147;NAUT;5;1;5.8;0;0
BLOCS_P;2016;670000157;670780337;M100H;;8;3.35;0;1
BLOCS_P;2016;670000157;670780337;M1030;8;2;9.08;1;0
BLOCS_P;2016;670000157;670780337;M200H;;19;5.76;0;1
BLOCS_P;2016;670000157;670780337;N2200;24;10;30.45;1;
BLOCS_P;2016;670000157;670780337;N2310;18;3;20.27;1;
BLOCS_P;2016;670000157;670780337;N2320;12;2;13.44;1;
BLOCS_P;2016;670000157;670780337;N2510;6;2;7.13;1;
BLOCS_P;2016;670000157;670780337;N4130;;;;1;
BLOCS_P;2016;670000157;670780337;N4160;2;;2;1;
BLOCS_P;2016;670000157;670780337;NAUT;16;4;18.36;1;
BLOCS_P;2016;670000165;670780345;M1030;8;;7.9;1;0
BLOCS_P;2016;670000165;670780345;M200H;12;;12;0;1
BLOCS_P;2016;670000165;670780345;N2200;10;1;10.9;1;0
BLOCS_P;2016;670000165;670780345;N2310;5;1;7.1;1;0
BLOCS_P;2016;670000165;670780345;N2320;6;;6;1;0
BLOCS_P;2016;670000165;670780345;N2510;5;1;5.4;0;0
BLOCS_P;2016;670000165;670780345;NAUT;4;2;7;0;0
BLOCS_P;2016;670000272;670780543;M100H;;1;0.5;0;0
BLOCS_P;2016;670000272;670780543;M1030;;2;1.1;0;1
BLOCS_P;2016;670000272;670780543;M200H;2;1;2.5;0;1
BLOCS_P;2016;670000272;670780543;N2200;6;3;7.37;1;0
BLOCS_P;2016;670000272;670780543;N2310;5;1;5.5;1;0
BLOCS_P;2016;670000272;670780543;N2320;4;1;2.73;1;0
BLOCS_P;2016;670000272;670780543;N2510;2;;1.2;0;0
BLOCS_P;2016;670000272;670780543;N4130;;;;1;0
BLOCS_P;2016;670000272;670780543;NAUT;1;2;1.86;0;0
