BOR;AN;nofinesset;nofinessej;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2020;080000219;080001969;N2310;1;0;0.25;;
BLOCS_P;2020;080000219;080001969;N2320;3;1;4.38;;
BLOCS_P;2020;080000219;080001969;N2510;5;0;3.62;;
BLOCS_P;2020;080000425;080011174;M1030;7;;6.1;1;1
BLOCS_P;2020;080000425;080011174;M200H;9;2;2.97;0;1
BLOCS_P;2020;080000425;080011174;N2200;7;9;14.36;0;0
BLOCS_P;2020;080000425;080011174;N2310;4;15;16.27;0;1
BLOCS_P;2020;080000425;080011174;N2320;12;10;20.34;0;1
BLOCS_P;2020;080000425;080011174;N2510;2;;1.95;0;0
BLOCS_P;2020;080000425;080011174;NAUT;13;5;17.38;0;0
BLOCS_P;2020;080010465;080010242;M200H;;3;0.6;0;0
BLOCS_P;2020;080010465;080010242;N2200;1;;1;;
BLOCS_P;2020;080010465;080010242;N2510;1;;1;;
BLOCS_P;2020;080010473;080010242;N2200;10;15;19.1;;
BLOCS_P;2020;080010473;080010242;N2310;3;0;2.41;;
BLOCS_P;2020;080010473;080010242;N2320;3;0;3;;
BLOCS_P;2020;080010473;080010242;N4160;1;1;1.8;;
BLOCS_P;2020;080010473;080010242;NAUT;6;0;6;;
BLOCS_P;2020;090000175;090781774;M100H;;7;1.22;0;1
BLOCS_P;2020;090000175;090781774;M1030;;11;5.28;1;0
BLOCS_P;2020;090000175;090781774;M200H;;15;4.94;1;1
BLOCS_P;2020;090000175;090781774;N2200;12;3;15.14;1;0
BLOCS_P;2020;090000175;090781774;N2310;14;2;14.9;1;0
BLOCS_P;2020;090000175;090781774;N2320;12;1;12.85;1;0
BLOCS_P;2020;090000175;090781774;N2510;1;;0.89;0;0
BLOCS_P;2020;090000175;090781774;N4130;;;;1;0
BLOCS_P;2020;090000175;090781774;N4160;1;;1.42;0;0
BLOCS_P;2020;090000175;090781774;NAUT;2;;3.42;0;0
BLOCS_P;2020;090000183;090781816;M100H;;4;0.77;0;0
BLOCS_P;2020;090000183;090781816;M1030;1;33;4.31;1;0
BLOCS_P;2020;090000183;090781816;M200H;3;4;5.26;0;1
BLOCS_P;2020;090000183;090781816;N2200;3;1;4.06;0;1
BLOCS_P;2020;090000183;090781816;N2310;7;3;7.88;0;1
BLOCS_P;2020;090000183;090781816;N2320;5;1;5.61;0;1
BLOCS_P;2020;090000183;090781816;N2510;3;;1.63;0;0
BLOCS_P;2020;090000183;090781816;N4160;1;;0.7;0;0
BLOCS_P;2020;090000183;090781816;NAUT;1;1;0.73;0;0
BLOCS_P;2020;100000082;100001148;M100H;;7;0;0;0
BLOCS_P;2020;100000082;100001148;M1030;2;;2;0;1
BLOCS_P;2020;100000082;100001148;M200H;1;11;0;0;1
BLOCS_P;2020;100000082;100001148;N2200;7;;5.28;0;1
BLOCS_P;2020;100000082;100001148;N2310;2;;2;0;0
BLOCS_P;2020;100000082;100001148;N2510;2;;2;0;0
BLOCS_P;2020;100000082;100001148;N4160;1;;1;0;1
BLOCS_P;2020;100000082;100001148;NAUT;3;;3;0;0
BLOCS_P;2020;100000090;100000017;M100H;0;5;0.71;0;1
BLOCS_P;2020;100000090;100000017;M1030;0;11;10.05;1;0
BLOCS_P;2020;100000090;100000017;M200H;0;31;9.39;0;1
BLOCS_P;2020;100000090;100000017;N2200;22;11;27.89;1;0
BLOCS_P;2020;100000090;100000017;N2310;13;6;17.1;1;0
BLOCS_P;2020;100000090;100000017;N2320;8;6;12.07;1;0
BLOCS_P;2020;100000090;100000017;N2510;11;1;14.02;1;0
BLOCS_P;2020;100000090;100000017;NAUT;9;4;9.72;0;0
BLOCS_P;2020;100000124;100009075;M1030;6;;6;;
BLOCS_P;2020;100000124;100009075;M200H;16;;;;
BLOCS_P;2020;100000124;100009075;N2200;28;7;32.44;0;1
BLOCS_P;2020;100000124;100009075;N2510;7;1;5.8;0;1
BLOCS_P;2020;100000124;100009075;N4160;1;;1;0;1
BLOCS_P;2020;100000124;100009075;NAUT;27;2;21.54;0;0
BLOCS_P;2020;100010818;100010792;M100H;21;;21;;
BLOCS_P;2020;100010818;100010792;M1030;4;;4;0;1
BLOCS_P;2020;100010818;100010792;M200H;37;;37;;
BLOCS_P;2020;100010818;100010792;N2200;19;5;23;0;1
BLOCS_P;2020;100010818;100010792;N2310;2;0;2;0;0
BLOCS_P;2020;100010818;100010792;N2510;4;1;4.31;0;0
BLOCS_P;2020;100010818;100010792;N4160;1;;1;0;0
BLOCS_P;2020;100010818;100010792;NAUT;10;0;10;0;0
BLOCS_P;2020;110000023;110780061;M100H;;9;3;1;1
BLOCS_P;2020;110000023;110780061;M1030;3;9;9.9;1;1
BLOCS_P;2020;110000023;110780061;M200H;0;28;5.51;0;1
BLOCS_P;2020;110000023;110780061;N2200;19;10;25.36;0;1
BLOCS_P;2020;110000023;110780061;N2310;12;3;14.51;0;1
BLOCS_P;2020;110000023;110780061;N2320;11;2;13.05;0;1
BLOCS_P;2020;110000023;110780061;N2510;7;2;10.83;0;0
BLOCS_P;2020;110000023;110780061;N4130;;9;4.96;0;1
BLOCS_P;2020;110000023;110780061;N4160;1;;0.3;0;0
BLOCS_P;2020;110000023;110780061;NAUT;2;3;2.9;0;0
BLOCS_P;2020;110000056;110780137;M100H;5;3;4.65;0;0
BLOCS_P;2020;110000056;110780137;M1030;6;2;8.28;1;0
BLOCS_P;2020;110000056;110780137;M200H;13;2;13.45;0;1
BLOCS_P;2020;110000056;110780137;N2200;21;2;20.97;0;1
BLOCS_P;2020;110000056;110780137;N2310;14;2;14.57;0;1
BLOCS_P;2020;110000056;110780137;N2320;15;1;14.08;0;1
BLOCS_P;2020;110000056;110780137;N2510;13;0;10.7;0;1
BLOCS_P;2020;110000056;110780137;N4130;1;;1;0;0
BLOCS_P;2020;110000056;110780137;N4160;1;;0.19;;
BLOCS_P;2020;110000056;110780137;NAUT;1;;1.29;0;0
BLOCS_P;2020;110000247;110780772;M100H;1;;0.2;0;1
BLOCS_P;2020;110000247;110780772;M1030;;1;0.2;0;0
BLOCS_P;2020;110000247;110780772;N2200;2;;0.3;;
BLOCS_P;2020;110000247;110780772;N2510;1;;0.2;;
BLOCS_P;2020;110780228;110000114;M100H;10;;10;0;1
BLOCS_P;2020;110780228;110000114;M1030;5;;5;0;1
BLOCS_P;2020;110780228;110000114;M200H;25;;25;0;1
BLOCS_P;2020;110780228;110000114;N2200;14;11;20.98;0;1
BLOCS_P;2020;110780228;110000114;N2320;2;2;3.66;0;1
BLOCS_P;2020;110780228;110000114;N2510;2;2;2.43;0;0
BLOCS_P;2020;110780228;110000114;N4160;1;;1.06;0;0
BLOCS_P;2020;110780228;110000114;NAUT;1;;1;0;0
BLOCS_P;2020;110780483;110000155;M100H;2;;2;;1
BLOCS_P;2020;110780483;110000155;M1030;7;;7;;1
BLOCS_P;2020;110780483;110000155;M200H;29;;29;;1
BLOCS_P;2020;110780483;110000155;N2200;20;6;24.8;;1
BLOCS_P;2020;110780483;110000155;N2320;1;;1;;
BLOCS_P;2020;110780483;110000155;N2510;3;1;3.64;;
BLOCS_P;2020;110780483;110000155;N4160;2;;1.8;;
BLOCS_P;2020;110780483;110000155;NAUT;14;2;15.41;;
BLOCS_P;2020;120000039;120780044;M100H;0;21;2.15;0;1
BLOCS_P;2020;120000039;120780044;M1030;2;9;8.67;1;0
BLOCS_P;2020;120000039;120780044;M200H;12;13;15.7;1;0
BLOCS_P;2020;120000039;120780044;N2200;18;7;21.96;0;1
BLOCS_P;2020;120000039;120780044;N2310;17;3;18.11;;1
BLOCS_P;2020;120000039;120780044;N2320;13;4;16.07;0;1
BLOCS_P;2020;120000039;120780044;N2510;12;6;16.84;0;1
BLOCS_P;2020;120000039;120780044;N4130;0;1;0.15;1;0
BLOCS_P;2020;120000039;120780044;NAUT;1;2;2.12;0;0
BLOCS_P;2020;120000054;120780069;M100H;0;3;0.85;;1
BLOCS_P;2020;120000054;120780069;M1030;5;0;4.48;;1
BLOCS_P;2020;120000054;120780069;M200H;0;15;3.32;;1
BLOCS_P;2020;120000054;120780069;N2200;13;2;11.81;;1
BLOCS_P;2020;120000054;120780069;N2310;6;3;8.94;;1
BLOCS_P;2020;120000054;120780069;N2320;10;3;12.35;;1
BLOCS_P;2020;120000054;120780069;N2510;8;2;10.16;;0
BLOCS_P;2020;120000054;120780069;NAUT;1;1;1.25;;0
BLOCS_P;2020;120000070;120780085;M100H;;1;0.22;0;0
BLOCS_P;2020;120000070;120780085;M1030;;1;0.5;0;0
BLOCS_P;2020;120000070;120780085;M200H;;6;0.85;0;0
BLOCS_P;2020;120000070;120780085;N2200;2;1;2.5;0;0
BLOCS_P;2020;120000070;120780085;N2310;;2;1;0;0
BLOCS_P;2020;120000070;120780085;N2320;2;;2;0;0
BLOCS_P;2020;120000070;120780085;N2510;2;;2;;
BLOCS_P;2020;120000070;120780085;N4160;;1;0.2;0;0
BLOCS_P;2020;120000070;120780085;NAUT;;1;0.5;;
BLOCS_P;2020;120004569;120004528;M100H;;2;0.2;0;1
BLOCS_P;2020;120004569;120004528;M1030;1;5;3;1;0
BLOCS_P;2020;120004569;120004528;M200H;11;4;3.17;0;1
BLOCS_P;2020;120004569;120004528;N2200;13;1;14.41;0;1
BLOCS_P;2020;120004569;120004528;N2310;7;3;9.4;0;1
BLOCS_P;2020;120004569;120004528;N2320;5;1;5.54;0;1
BLOCS_P;2020;120004569;120004528;N2510;9;;8.75;0;1
BLOCS_P;2020;120004569;120004528;N4160;1;;0.15;0;1
BLOCS_P;2020;120004668;120004619;M1030;;1;0.6;0;1
BLOCS_P;2020;120004668;120004619;M200H;;2;0.21;0;1
BLOCS_P;2020;120004668;120004619;N2200;5;2;5.26;0;1
BLOCS_P;2020;120004668;120004619;N2310;3;2;3.74;0;1
BLOCS_P;2020;120004668;120004619;N2320;1;;1.84;0;1
BLOCS_P;2020;120004668;120004619;N2510;1;1;1.2;0;0
BLOCS_P;2020;120004668;120004619;N4160;;1;0.41;0;0
BLOCS_P;2020;120004668;120004619;NAUT;;2;0.25;0;0
BLOCS_P;2020;130000409;130041916;M100H;0;8;3.15;1;1
BLOCS_P;2020;130000409;130041916;M1030;7;15;15.31;1;1
BLOCS_P;2020;130000409;130041916;M200H;0;30;8.74;1;1
BLOCS_P;2020;130000409;130041916;N2200;15;17;25.03;0;1
BLOCS_P;2020;130000409;130041916;N2310;16;9;20.34;0;1
BLOCS_P;2020;130000409;130041916;N2320;5;5;6.64;0;1
BLOCS_P;2020;130000409;130041916;N2510;8;5;11.26;0;0
BLOCS_P;2020;130000409;130041916;N4130;4;6;5.15;0;0
BLOCS_P;2020;130000409;130041916;NAUT;16;5;17.31;0;0
BLOCS_P;2020;130000565;130781446;M100H;;7;0.85;0;1
BLOCS_P;2020;130000565;130781446;M1030;;14;6.27;1;0
BLOCS_P;2020;130000565;130781446;M200H;;16;7.18;1;0
BLOCS_P;2020;130000565;130781446;N2200;;3;4.09;0;1
BLOCS_P;2020;130000565;130781446;N2310;6;6;10.03;0;1
BLOCS_P;2020;130000565;130781446;N2320;11;;10.03;0;1
BLOCS_P;2020;130000565;130781446;N2510;6;1;6.8;0;0
BLOCS_P;2020;130000565;130781446;N4160;1;;1;0;0
BLOCS_P;2020;130001225;130782634;M100H;;5;1.16;0;1
BLOCS_P;2020;130001225;130782634;M1030;;7;4.71;1;0
BLOCS_P;2020;130001225;130782634;M200H;;16;4.17;0;1
BLOCS_P;2020;130001225;130782634;N2200;12;4;14.39;0;1
BLOCS_P;2020;130001225;130782634;N2310;5;4;8.13;0;1
BLOCS_P;2020;130001225;130782634;N2320;2;;2.5;0;1
BLOCS_P;2020;130001225;130782634;N2510;4;4;6.62;0;1
BLOCS_P;2020;130001225;130782634;N4160;1;;1;0;1
BLOCS_P;2020;130001225;130782634;NAUT;2;4;5.06;0;0
BLOCS_P;2020;130001647;130784127;M100H;5;;5;0;1
BLOCS_P;2020;130001647;130784127;M1030;22;6;26.4;1;1
BLOCS_P;2020;130001647;130784127;M200H;25;16;28.6;0;1
BLOCS_P;2020;130001647;130784127;N2200;28;8;32.42;0;1
BLOCS_P;2020;130001647;130784127;N2310;17;10;22.98;0;1
BLOCS_P;2020;130001647;130784127;N2320;14;3;14.89;0;1
BLOCS_P;2020;130001647;130784127;N2510;14;1;14.83;0;0
BLOCS_P;2020;130001647;130784127;N4130;;1;0.91;0;0
BLOCS_P;2020;130001647;130784127;N4160;1;;1;0;
BLOCS_P;2020;130001647;130784127;NAUT;11;;12.3;0;0
BLOCS_P;2020;130002215;130785512;M1030;6;;2;1;0
BLOCS_P;2020;130002215;130785512;M200H;5;7;2.75;0;1
BLOCS_P;2020;130002215;130785512;N2310;6;;5.8;0;1
BLOCS_P;2020;130002215;130785512;N2320;7;;7;0;1
BLOCS_P;2020;130002215;130785512;N4160;1;;0.5;0;0
BLOCS_P;2020;130002215;130785512;NAUT;1;;0.5;0;0
BLOCS_P;2020;130002827;130789274;M100H;0;0;0.5;1;1
BLOCS_P;2020;130002827;130789274;M1030;1;6;6.02;1;
BLOCS_P;2020;130002827;130789274;M200H;0;0;0;1;1
BLOCS_P;2020;130002827;130789274;N2200;9;3;11.88;;
BLOCS_P;2020;130002827;130789274;N2310;12;1;12.4;;1
BLOCS_P;2020;130002827;130789274;N2320;5;2;5.72;;1
BLOCS_P;2020;130002827;130789274;N2510;12;2;13.29;;1
BLOCS_P;2020;130002827;130789274;N4130;0;0;0;1;
BLOCS_P;2020;130002827;130789274;NAUT;4;3;5.16;;
BLOCS_P;2020;130002835;130789316;M100H;;4;0.6;1;1
BLOCS_P;2020;130002835;130789316;M1030;;9;5.26;;0
BLOCS_P;2020;130002835;130789316;M200H;;19;3.33;1;1
BLOCS_P;2020;130002835;130789316;N2200;16;5;17.77;0;1
BLOCS_P;2020;130002835;130789316;N2310;11;1;11.7;1;0
BLOCS_P;2020;130002835;130789316;N2320;8;;8.74;1;1
BLOCS_P;2020;130002835;130789316;N2510;9;3;10.44;0;0
BLOCS_P;2020;130002835;130789316;N4160;1;;1;0;0
BLOCS_P;2020;130002835;130789316;NAUT;5;7;10.53;0;0
BLOCS_P;2020;130008253;130001084;M1030;7;;7;1;0
BLOCS_P;2020;130008253;130001084;M200H;23;;22;1;0
BLOCS_P;2020;130008253;130001084;N2200;12;1;12.5;;
BLOCS_P;2020;130008253;130001084;N2310;2;;2;;
BLOCS_P;2020;130008253;130001084;N2510;6;;6;;
BLOCS_P;2020;130008253;130001084;N4160;1;;1;;
BLOCS_P;2020;130037922;130037823;M100H;5;25;17.5;0;1
BLOCS_P;2020;130037922;130037823;M1030;8;9;12.5;0;1
BLOCS_P;2020;130037922;130037823;M200H;4;28;18;0;1
BLOCS_P;2020;130037922;130037823;N2200;11;2;10.62;;
BLOCS_P;2020;130037922;130037823;N2310;;;0.8;;
BLOCS_P;2020;130037922;130037823;N2320;3;2;3.15;;
BLOCS_P;2020;130037922;130037823;N2510;1;;1;;
BLOCS_P;2020;130037922;130037823;N4130;1;;1;;
BLOCS_P;2020;130037922;130037823;N4160;1;;0;;
BLOCS_P;2020;130037922;130037823;NAUT;3;;1.86;;
BLOCS_P;2020;130041767;130041262;M100H;3;2;3.6;1;
BLOCS_P;2020;130041767;130041262;M1030;1;18;1;;1
BLOCS_P;2020;130041767;130041262;M200H;;;;1;
BLOCS_P;2020;130041767;130041262;N2200;3;0;3.18;;1
BLOCS_P;2020;130041767;130041262;N4130;6;0;3.44;;1
BLOCS_P;2020;130041767;130041262;N4160;2;0;2;;1
BLOCS_P;2020;130041767;130041262;NAUT;2;0;1.88;;1
BLOCS_P;2020;130042096;130042062;M100H;11;;11;1;0
BLOCS_P;2020;130042096;130042062;M1030;5;;5;0;1
BLOCS_P;2020;130042096;130042062;N2200;5;;5;0;1
BLOCS_P;2020;130042096;130042062;N4130;4;;4;0;1
BLOCS_P;2020;130042096;130042062;N4160;1;;1;0;0
BLOCS_P;2020;130042096;130042062;NAUT;1;;1;0;0
BLOCS_P;2020;130043664;130002157;M100H;;31;5.55;0;1
BLOCS_P;2020;130043664;130002157;M1030;1;18;13.1;0;1
BLOCS_P;2020;130043664;130002157;M200H;6;63;18.9;0;1
BLOCS_P;2020;130043664;130002157;N2200;106;8;74.21;;
BLOCS_P;2020;130043664;130002157;N2320;4;2;5.67;;
BLOCS_P;2020;130043664;130002157;N2510;45;0;25.24;;
BLOCS_P;2020;130043664;130002157;N4160;5;1;5.16;;
BLOCS_P;2020;130043664;130002157;NAUT;25;0;19.42;;
BLOCS_P;2020;130044753;130810336;M1030;1;19;20;;
BLOCS_P;2020;130044753;130810336;M200H;28;19;47;;
BLOCS_P;2020;130044753;130810336;N2200;14;4;19.81;;
BLOCS_P;2020;130044753;130810336;N2510;1;1;3.03;;
BLOCS_P;2020;130044753;130810336;NAUT;8;2;10.55;;
BLOCS_P;2020;130050917;130050891;M1030;2;3;2.82;0;1
BLOCS_P;2020;130050917;130050891;M200H;14;5;9.52;0;1
BLOCS_P;2020;130050917;130050891;N2200;4;3;3.91;;1
BLOCS_P;2020;130050917;130050891;N2510;1;;0.59;;
BLOCS_P;2020;130050917;130050891;N4160;1;;0.71;;
BLOCS_P;2020;130780521;130786049;M100H;1;1;1.2;;
BLOCS_P;2020;130780521;130786049;M1030;19;18;30.19;;
BLOCS_P;2020;130780521;130786049;M200H;1;50;12.34;;
BLOCS_P;2020;130780521;130786049;N2200;76;13;80.83;;
BLOCS_P;2020;130780521;130786049;N2310;60;25;75.82;;
BLOCS_P;2020;130780521;130786049;N2320;30;16;41.34;;
BLOCS_P;2020;130780521;130786049;N2510;53;22;59.36;;
BLOCS_P;2020;130780521;130786049;N4160;1;;1;;
BLOCS_P;2020;130780521;130786049;NAUT;62;74;93.39;;
BLOCS_P;2020;130781370;130000532;M1030;;;1;;
BLOCS_P;2020;130781370;130000532;M200H;;;3.37;;
BLOCS_P;2020;130781370;130000532;N2200;0;0;1.96;;1
BLOCS_P;2020;130781370;130000532;N2510;0;;0.3;;
BLOCS_P;2020;130781370;130000532;N4160;0;;0.29;;
BLOCS_P;2020;130781479;130000599;M100H;32;91;77.5;1;1
BLOCS_P;2020;130781479;130000599;M1030;6;10;11;1;1
BLOCS_P;2020;130781479;130000599;M200H;14;29;28.5;0;1
BLOCS_P;2020;130781479;130000599;N2200;40;19;50.21;0;1
BLOCS_P;2020;130781479;130000599;N2310;;;;0;1
BLOCS_P;2020;130781479;130000599;N2320;2;1;2.2;0;1
BLOCS_P;2020;130781479;130000599;N4130;;;;0;1
BLOCS_P;2020;130781479;130000599;N4160;4;;4;0;1
BLOCS_P;2020;130781479;130000599;NAUT;3;1;3.3;0;0
BLOCS_P;2020;130781867;130000813;M100H;5;16;13;0;1
BLOCS_P;2020;130781867;130000813;M1030;5;5;7.5;0;1
BLOCS_P;2020;130781867;130000813;M200H;2;41;22.5;0;1
BLOCS_P;2020;130781867;130000813;N2200;14;2;14.41;0;1
BLOCS_P;2020;130781867;130000813;N2310;3;;2.23;0;1
BLOCS_P;2020;130781867;130000813;N2510;1;;0.02;0;0
BLOCS_P;2020;130781867;130000813;N4160;1;;1;0;1
BLOCS_P;2020;130781867;130000813;NAUT;1;;0.78;0;0
BLOCS_P;2020;130782071;130002454;M100H;;5;3;0;1
BLOCS_P;2020;130782071;130002454;M1030;3;2;4;0;1
BLOCS_P;2020;130782071;130002454;M200H;;36;8;0;1
BLOCS_P;2020;130782071;130002454;N2200;15;2;16.4;0;1
BLOCS_P;2020;130782071;130002454;N2320;1;;1;0;1
BLOCS_P;2020;130782071;130002454;N2510;2;1;2.6;0;0
BLOCS_P;2020;130782071;130002454;N4160;1;;1;0;1
BLOCS_P;2020;130782071;130002454;NAUT;4;2;5;0;0
BLOCS_P;2020;130782147;130000979;M100H;5;7;8;0;1
BLOCS_P;2020;130782147;130000979;M1030;4;4;6;0;1
BLOCS_P;2020;130782147;130000979;M200H;0;27;18.5;0;1
BLOCS_P;2020;130782147;130000979;N2200;12;2;12.6;0;1
BLOCS_P;2020;130782147;130000979;N2310;3;;3;0;1
BLOCS_P;2020;130782147;130000979;N2510;1;;1;0;0
BLOCS_P;2020;130782147;130000979;N4130;1;3;1.5;1;0
BLOCS_P;2020;130782147;130000979;N4160;1;;1;0;1
BLOCS_P;2020;130782162;130000987;M100H;;7;1.56;;1
BLOCS_P;2020;130782162;130000987;M1030;4;;4;;1
BLOCS_P;2020;130782162;130000987;M200H;;25;4.25;;1
BLOCS_P;2020;130782162;130000987;N2200;9;2;10.5;;
BLOCS_P;2020;130782162;130000987;N2310;2;;2;;
BLOCS_P;2020;130782162;130000987;N2510;3;;3;;
BLOCS_P;2020;130782162;130000987;N4160;1;;1;;
BLOCS_P;2020;130782675;130001233;M100H;;12;;0;1
BLOCS_P;2020;130782675;130001233;M1030;4;;;0;1
BLOCS_P;2020;130782675;130001233;M200H;7;13;;0;1
BLOCS_P;2020;130782675;130001233;N2200;12;;8.84;0;0
BLOCS_P;2020;130782675;130001233;N2320;;;;0;1
BLOCS_P;2020;130782675;130001233;N2510;1;;1;0;0
BLOCS_P;2020;130782675;130001233;N4160;1;;1;0;0
BLOCS_P;2020;130782675;130001233;NAUT;6;;5.74;0;0
BLOCS_P;2020;130783236;130786049;M1030;18;10;19.33;;
BLOCS_P;2020;130783236;130786049;M200H;3;29;9.08;;
BLOCS_P;2020;130783236;130786049;N2200;48;7;47.78;;
BLOCS_P;2020;130783236;130786049;N2310;43;4;43.42;;
BLOCS_P;2020;130783236;130786049;N2320;20;2;21.06;;
BLOCS_P;2020;130783236;130786049;N2510;28;6;31.97;;
BLOCS_P;2020;130783236;130786049;NAUT;45;12;55.36;;
BLOCS_P;2020;130783293;130786049;M100H;;2;0.83;;
BLOCS_P;2020;130783293;130786049;M1030;15;23;26.13;;
BLOCS_P;2020;130783293;130786049;M200H;4;26;7.81;;
BLOCS_P;2020;130783293;130786049;N2200;81;15;87.88;;
BLOCS_P;2020;130783293;130786049;N2310;72;19;86.2;;
BLOCS_P;2020;130783293;130786049;N2320;54;7;55.55;;
BLOCS_P;2020;130783293;130786049;N2510;57;6;54.68;;
BLOCS_P;2020;130783293;130786049;NAUT;29;;26.25;;
BLOCS_P;2020;130783327;130001415;M100H;;50;10;0;1
BLOCS_P;2020;130783327;130001415;M1030;;9;4.45;1;0
BLOCS_P;2020;130783327;130001415;M200H;;53;4.35;0;1
BLOCS_P;2020;130783327;130001415;N2200;16;13;17.94;0;1
BLOCS_P;2020;130783327;130001415;N2320;2;2;3.2;0;1
BLOCS_P;2020;130783327;130001415;N2510;1;;1;0;0
BLOCS_P;2020;130783327;130001415;N4130;;;;0;1
BLOCS_P;2020;130783327;130001415;N4160;2;;2;0;1
BLOCS_P;2020;130783327;130001415;NAUT;8;4;9.35;0;0
BLOCS_P;2020;130783665;130043722;M100H;;5;0.85;0;0
BLOCS_P;2020;130783665;130043722;M1030;1;4;4;0;0
BLOCS_P;2020;130783665;130043722;M200H;;33;5.4;0;0
BLOCS_P;2020;130783665;130043722;N2200;8;4;10.85;0;0
BLOCS_P;2020;130783665;130043722;N2510;1;;1;0;0
BLOCS_P;2020;130783665;130043722;N4160;2;;2;0;0
BLOCS_P;2020;130783665;130043722;NAUT;7;1;7.6;0;0
BLOCS_P;2020;130783723;130001456;M1030;;22;11;0;1
BLOCS_P;2020;130783723;130001456;M200H;;74;36;0;1
BLOCS_P;2020;130783723;130001456;N2200;32;3;30.24;0;1
BLOCS_P;2020;130783723;130001456;N2510;2;;2;;
BLOCS_P;2020;130783723;130001456;N4160;3;;3.12;0;0
BLOCS_P;2020;130784051;130037823;M100H;6;6;8.2;0;0
BLOCS_P;2020;130784051;130037823;M1030;11;13;14.1;0;0
BLOCS_P;2020;130784051;130037823;M200H;25;30;26.8;0;0
BLOCS_P;2020;130784051;130037823;N2200;45;10;34.13;0;0
BLOCS_P;2020;130784051;130037823;N2310;;;0.39;0;0
BLOCS_P;2020;130784051;130037823;N2320;2;3;3.22;0;0
BLOCS_P;2020;130784051;130037823;N2510;2;;2.12;0;0
BLOCS_P;2020;130784051;130037823;N4130;7;;6.43;0;0
BLOCS_P;2020;130784051;130037823;N4160;5;;4;0;0
BLOCS_P;2020;130784051;130037823;NAUT;19;;13.45;0;0
BLOCS_P;2020;130784234;130786049;M1030;2;;2.83;;
BLOCS_P;2020;130784234;130786049;M200H;;9;0.97;;
BLOCS_P;2020;130784234;130786049;N2200;7;;8.25;;
BLOCS_P;2020;130784234;130786049;N2310;5;2;6.8;;
BLOCS_P;2020;130784234;130786049;N2320;4;;4.51;;
BLOCS_P;2020;130784234;130786049;N2510;7;;6.38;;
BLOCS_P;2020;130784234;130786049;NAUT;6;;5.89;;
BLOCS_P;2020;130784713;130038847;M100H;23;81;63.5;0;
BLOCS_P;2020;130784713;130038847;M1030;16;3;17.5;;
BLOCS_P;2020;130784713;130038847;M200H;27;46;50;1;
BLOCS_P;2020;130784713;130038847;N2200;32;5;35.55;0;1
BLOCS_P;2020;130784713;130038847;N2310;6;;5.97;0;1
BLOCS_P;2020;130784713;130038847;N2510;3;;3;0;0
BLOCS_P;2020;130784713;130038847;N4160;4;;4;0;1
BLOCS_P;2020;130784713;130038847;NAUT;4;;4.12;0;0
BLOCS_P;2020;130784903;130002041;M1030;;6;3.5;0;0
BLOCS_P;2020;130784903;130002041;M200H;;17;8.5;0;0
BLOCS_P;2020;130784903;130002041;N2200;5;4;7.46;0;0
BLOCS_P;2020;130784903;130002041;N2310;;4;2.5;0;0
BLOCS_P;2020;130784903;130002041;N2510;1;;1;0;0
BLOCS_P;2020;130784903;130002041;N4130;;1;0.21;0;0
BLOCS_P;2020;130784903;130002041;N4160;1;;1;0;1
BLOCS_P;2020;130784903;130002041;NAUT;2;2;3;0;0
BLOCS_P;2020;130785389;130002173;M100H;;47;14.1;1;0
BLOCS_P;2020;130785389;130002173;M1030;2;9;7;1;0
BLOCS_P;2020;130785389;130002173;M200H;0;49;19.6;1;0
BLOCS_P;2020;130785389;130002173;N2200;21;1;21.8;0;1
BLOCS_P;2020;130785389;130002173;N2310;;1;0.8;0;1
BLOCS_P;2020;130785389;130002173;N2510;2;;2;0;1
BLOCS_P;2020;130785389;130002173;N4160;1;;1;0;1
BLOCS_P;2020;130785652;130014228;M100H;3;22;15.6;1;1
BLOCS_P;2020;130785652;130014228;M1030;23;20;31.3;1;
BLOCS_P;2020;130785652;130014228;M200H;4;86;39.5;1;1
BLOCS_P;2020;130785652;130014228;N2200;68;17;65.31;1;1
BLOCS_P;2020;130785652;130014228;N2310;16;5;16.3;1;1
BLOCS_P;2020;130785652;130014228;N2320;4;2;4.41;0;1
BLOCS_P;2020;130785652;130014228;N2510;8;;5.83;0;0
BLOCS_P;2020;130785652;130014228;N4130;;;;1;1
BLOCS_P;2020;130785652;130014228;N4160;3;;3;1;0
BLOCS_P;2020;130785652;130014228;NAUT;39;3;27.99;0;0
BLOCS_P;2020;130785678;130002249;M100H;11;58;40;0;1
BLOCS_P;2020;130785678;130002249;M1030;8;4;10;1;
BLOCS_P;2020;130785678;130002249;M200H;;20;10;0;1
BLOCS_P;2020;130785678;130002249;N2200;12;;13.56;0;1
BLOCS_P;2020;130785678;130002249;N2310;3;;2.78;0;1
BLOCS_P;2020;130785678;130002249;N2510;1;;1.02;0;0
BLOCS_P;2020;130785678;130002249;N4160;2;;2;0;1
BLOCS_P;2020;130785678;130002249;NAUT;3;;2.94;0;0
BLOCS_P;2020;130786361;130002447;M1030;14;2;;;
BLOCS_P;2020;130786361;130002447;M200H;8;27;;;
BLOCS_P;2020;130786361;130002447;N2200;39;9;45.5;;
BLOCS_P;2020;130786361;130002447;N2320;3;1;0.69;;
BLOCS_P;2020;130786361;130002447;N4130;;2;1.6;;
