,IRIS1,IRIS2,TIME
61437,60882704,60040104,20.45
5600,60040101,60040104,8.866667
15773,60270109,60040104,12.983334
14782,60270106,60040104,6.733333
34853,60880101,60040104,25.366667
43362,60880905,60040104,25.05
25663,60300114,60040104,19.383333
61190,60882703,60040104,18.783333
65167,60883001,60040104,13.3
44237,60881004,60040104,24.683332
30998,60790101,60040104,18.316668
6245,60040103,60040104,24.016666
16648,60270112,60040104,18.9
65477,60883002,60040104,14.5
24660,60300109,60040104,18.066668
74833,61520104,60040104,20.416666
1600,60460000,60040104,25.566668
19992,60290112,60040104,20.016666
15122,60270107,60040104,6.65
31196,60790102,60040104,19.8
63622,60882902,60040104,11.35
75749,61550104,60040104,15.95
20172,60290113,60040104,23.733334
61911,60882801,60040104,13.883333
31929,60790108,60040104,20.7
63958,60882903,60040104,11.05
24859,60300110,60040104,19.966667
75547,61550103,60040104,17.483334
61667,60882705,60040104,19.633333
5936,60040102,60040104,11.2
20495,60290115,60040104,23.866667
31748,60790107,60040104,20.483334
32110,60790109,60040104,19.75
16079,60270110,60040104,12.066667
21098,60290119,60040104,25.533333
20323,60290114,60040104,21.45
64290,60882904,60040104,13.816667
49112,60881402,60040104,21.8
49339,60881403,60040104,23.966667
31580,60790106,60040104,22.033333
64597,60882905,60040104,14.5
75302,61550102,60040104,15.333333
33661,60850102,60040104,18.133333
43588,60881001,60040104,25.316668
10673,60040121,60040104,16.933332
31428,60790104,60040104,26.75
76590,61550108,60040104,17.733334
16381,60270111,60040104,14.85
44012,60881003,60040104,24.3
60393,60882603,60040104,18.6
25245,60300112,60040104,16.25
44458,60881005,60040104,26.033333
20643,60290116,60040104,23.65
66889,60883202,60040104,21.25
48892,60881401,60040104,23.033333
30067,60690111,60040104,27.066668
67114,60883301,60040104,19.016666
34046,60850104,60040104,21.6
67347,60883401,60040104,23.316668
11118,60040123,60040104,18.3
63289,60882901,60040104,11.05
7239,60040107,60040104,13.6
67557,60883402,60040104,21.3
66683,60883201,60040104,22.8
11306,60040124,60040104,20.466667
74249,61520101,60040104,19.35
47349,60881303,60040104,25.083334
4791,61280000,60040104,18.8
34230,60850105,60040104,16.616667
67775,60883403,60040104,22.666666
2775,61080000,60040104,22.65
29757,60690109,60040104,25.25
24444,60300108,60040104,17.05
67984,60883501,60040104,22.233334
33467,60850101,60040104,18.95
45655,60881105,60040104,24.116667
29911,60690110,60040104,25.833334
21372,60290121,60040104,28.733334
26029,60300116,60040104,20.1
33089,60840103,60040104,19.7
21234,60290120,60040104,25.116667
30872,60690117,60040104,28.516666
65772,60883003,60040104,14.7
33864,60850103,60040104,21.483334
1390,60380000,60040104,29.033333
30582,60690114,60040104,26.016666
2477,60640000,60040104,25.9
60915,60882702,60040104,15.883333
16869,60270113,60040104,14.733334
66065,60883101,60040104,15.116667
19866,60290111,60040104,26.8
47128,60881302,60040104,23.283333
74608,61520103,60040104,16.483334
76381,61550107,60040104,16.55
44677,60881101,60040104,21.566668
30392,60690113,60040104,20.866667
66359,60883102,60040104,10.85
19715,60290110,60040104,23.666666
32753,60840101,60040104,21.716667
76781,61550109,60040104,21.15
30203,60690112,60040104,20.916666
60646,60882701,60040104,16.466667
6696,60040105,60040104,14.3
17149,60270114,60040104,14.25
74444,61520102,60040104,23.216667
25851,60300115,60040104,20.933332
35056,60880102,60040104,28.2
18861,60290105,60040104,20.733334
35664,60880202,60040104,26.716667
57415,60882203,60040104,23.3
57628,60882301,60040104,21.05
79073,61610103,60040104,10.566667
80397,61610107,60040104,7.35
21947,60290125,60040104,22.716667
23503,60300103,60040104,21.866667
11462,60040125,60040104,20.433332
36294,60880205,60040104,24.3
9640,60040117,60040104,13.65
52910,60881703,60040104,22.883333
79404,61610104,60040104,6.2166667
38596,60880501,60040104,23.483334
55489,60882001,60040104,21.566668
11621,60040126,60040104,16.2
50447,60881504,60040104,21.433332
35436,60880201,60040104,22.033333
58535,60882401,60040104,22.883333
24046,60300106,60040104,22.283333
38001,60880402,60040104,28.283333
36719,60880301,60040104,22.55
41538,60880605,60040104,23.2
37182,60880303,60040104,23.183332
52696,60881702,60040104,23.95
41309,60880604,60040104,24.9
41079,60880603,60040104,23.8
78461,61610101,60040104,11.066667
54291,60881804,60040104,18.55
840,60310000,60040104,26.5
41775,60880701,60040104,24.716667
12846,60180103,60040104,12.883333
56235,60882102,60040104,17.5
55262,60881903,60040104,21.016666
39700,60880506,60040104,25.366667
56499,60882103,60040104,18.716667
57198,60882202,60040104,22.2
13142,60270101,60040104,10.616667
37625,60880305,60040104,24.116667
39922,60880507,60040104,25.633333
46902,60881301,60040104,23.183332
40373,60880509,60040104,24.566668
51597,60881603,60040104,21.916666
40601,60880601,60040104,22.033333
40838,60880602,60040104,21.85
186,60070000,60040104,28.766666
53784,60881802,60040104,17.483334
38385,60880404,60040104,26.016666
56980,60882201,60040104,22.033333
58080,60882303,60040104,20.4
36948,60880302,60040104,21.816668
13469,60270102,60040104,9.833333
38193,60880403,60040104,29.583334
55718,60882002,60040104,18.333334
8047,60040110,60040104,15.816667
57853,60882302,60040104,21.366667
40143,60880508,60040104,24.9
22274,60290127,60040104,22.333334
35866,60880203,60040104,25.716667
8729,60040113,60040104,14.2
36074,60880204,60040104,23.75
22623,60290130,60040104,21.916666
55971,60882101,60040104,17.516666
22798,60290131,60040104,22.7
53126,60881704,60040104,23.65
42003,60880702,60040104,24.566668
53343,60881705,60040104,24.033333
50679,60881505,60040104,24.25
56749,60882104,60040104,20.166666
80079,61610106,60040104,9.55
58312,60882304,60040104,20.9
77834,61570107,60040104,22.45
53557,60881801,60040104,22.016666
54047,60881803,60040104,19.433332
23336,60300102,60040104,22.216667
9350,60040116,60040104,12.7
10148,60040119,60040104,12.65
77682,61570106,60040104,20.466667
42665,60880902,60040104,23.016666
42420,60880901,60040104,21.75
9172,60040115,60040104,17.833334
55027,60881902,60040104,20.216667
8951,60040114,60040104,15.583333
54546,60881805,60040104,21.583334
9909,60040118,60040104,15.7
23168,60300101,60040104,22.566668
22107,60290126,60040104,22.333334
58971,60882501,60040104,19.716667
22970,60290132,60040104,18.516666
12667,60180102,60040104,18.833334
38818,60880502,60040104,23.3
12431,60180101,60040104,15.0
23853,60300105,60040104,18.516666
51124,60881601,60040104,22.416666
23674,60300104,60040104,21.4
79745,61610105,60040104,4.85
51829,60881604,60040104,22.183332
46440,60881203,60040104,23.283333
42899,60880903,60040104,25.25
51346,60881602,60040104,19.183332
54775,60881901,60040104,18.766666
46666,60881204,60040104,22.2
50901,60881506,60040104,22.966667
8275,60040111,60040104,16.3
8490,60040112,60040104,14.733334
37405,60880304,60040104,23.816668
58747,60882402,60040104,21.216667
78770,61610102,60040104,12.783334
39480,60880505,60040104,25.183332
36508,60880206,60040104,26.083334
52274,60881606,60040104,25.95
39263,60880504,60040104,24.733334
13801,60270103,60040104,9.483334
35245,60880103,60040104,29.366667
52482,60881701,60040104,24.016666
52054,60881605,60040104,22.6
39045,60880503,60040104,25.516666
22443,60290128,60040104,21.183332
24661,60300109,60040105,18.133333
22624,60290130,60040105,21.983334
69163,60900102,60040105,29.3
14783,60270106,60040105,15.1
54048,60881803,60040105,27.416666
47574,60881304,60040105,27.8
74609,61520103,60040105,14.216666
61912,60882801,60040105,21.866667
26415,60330101,60040105,27.616667
44921,60881102,60040105,29.15
10437,60040120,60040105,7.9
23675,60300104,60040105,21.466667
44678,60881101,60040105,29.566668
55719,60882002,60040105,26.316668
61438,60882704,60040105,28.433332
45886,60881201,60040105,25.616667
15123,60270107,60040105,15.016666
80080,61610106,60040105,7.85
75017,61550101,60040105,11.75
64889,60882906,60040105,23.533333
76942,61550110,60040105,19.3
36949,60880302,60040105,29.816668
25664,60300114,60040105,19.433332
8276,60040111,60040105,9.566667
10674,60040121,60040105,10.35
19387,60290108,60040105,21.333334
8048,60040110,60040105,5.0
33468,60850101,60040105,19.016666
17692,60270116,60040105,19.616667
51598,60881603,60040105,29.9
19867,60290111,60040105,22.216667
30393,60690113,60040105,20.916666
66360,60883102,60040105,18.833334
29419,60690107,60040105,22.15
31429,60790104,60040105,26.816668
19716,60290110,60040105,23.733334
66066,60883101,60040105,23.1
24445,60300108,60040105,17.1
16382,60270111,60040105,23.216667
10879,60040122,60040105,10.65
20173,60290113,60040105,23.783333
61191,60882703,60040105,26.783333
69010,60900101,60040105,24.216667
22275,60290127,60040105,22.4
22444,60290128,60040105,21.25
29590,60690108,60040105,23.583334
60394,60882603,60040105,26.583334
10149,60040119,60040105,8.533334
9351,60040116,60040105,4.766667
55028,60881902,60040105,28.2
26211,60300117,60040105,18.316668
54776,60881901,60040105,26.766666
54547,60881805,60040105,29.566668
19561,60290109,60040105,23.416666
57854,60882302,60040105,29.35
30999,60790101,60040105,18.366667
26030,60300116,60040105,20.166666
4792,61280000,60040105,27.166666
24047,60300106,60040105,22.35
74250,61520101,60040105,18.233334
55263,60881903,60040105,29.0
66890,60883202,60040105,29.233334
6955,60040106,60040105,6.7166667
76782,61550109,60040105,16.566668
1391,60380000,60040105,27.516666
13802,60270103,60040105,17.85
13143,60270101,60040105,18.983334
33662,60850102,60040105,18.183332
16649,60270112,60040105,27.266666
9173,60040115,60040105,11.416667
30068,60690111,60040105,27.133333
60647,60882701,60040105,24.466667
65478,60883002,60040105,22.483334
67558,60883402,60040105,29.283333
29912,60690110,60040105,25.15
19993,60290112,60040105,20.083334
11119,60040123,60040105,8.966666
76591,61550108,60040105,14.383333
78462,61610101,60040105,19.433332
74834,61520104,60040105,18.816668
60916,60882702,60040105,23.883333
21373,60290121,60040105,28.8
8952,60040114,60040105,7.483333
65168,60883001,60040105,21.283333
74445,61520102,60040105,22.083334
48657,60881309,60040105,29.666666
21235,60290120,60040105,25.183332
5601,60040101,60040105,7.0333333
34231,60850105,60040105,15.5
55490,60882001,60040105,29.55
30204,60690112,60040105,19.8
51347,60881602,60040105,27.166666
54292,60881804,60040105,26.533333
79746,61610105,60040105,10.733334
65773,60883003,60040105,22.683332
33865,60850103,60040105,21.533333
17423,60270115,60040105,23.516666
17150,60270114,60040105,22.616667
11307,60040124,60040105,11.666667
30583,60690114,60040105,26.066668
79405,61610104,60040105,12.316667
24860,60300110,60040105,20.033333
31197,60790102,60040105,19.866667
61668,60882705,60040105,27.616667
11463,60040125,60040105,12.85
30873,60690117,60040105,28.566668
21948,60290125,60040105,22.783333
2776,61080000,60040105,22.716667
23504,60300103,60040105,21.916666
7240,60040107,60040105,5.4
21099,60290119,60040105,25.583334
29758,60690109,60040105,25.316668
57629,60882301,60040105,29.05
25852,60300115,60040105,21.0
34047,60850104,60040105,21.666666
30747,60690116,60040105,29.833334
75303,61550102,60040105,14.216666
67115,60883301,60040105,27.0
62215,60882802,60040105,22.916666
79074,61610103,60040105,18.933332
18862,60290105,60040105,20.8
80398,61610107,60040105,15.716666
3650,60890000,60040105,25.766666
22971,60290132,60040105,18.583334
26876,60330103,60040105,28.216667
47832,60881305,60040105,28.633333
32111,60790109,60040105,19.816668
20936,60290118,60040105,22.616667
23854,60300105,60040105,18.566668
71363,61230105,60040105,17.283333
9641,60040117,60040105,7.9666667
72632,61230109,60040105,20.916666
24219,60300107,60040105,16.7
18332,60290101,60040105,21.966667
20496,60290115,60040105,23.916666
63959,60882903,60040105,19.033333
45414,60881104,60040105,28.733334
70398,61230102,60040105,20.966667
55972,60882101,60040105,25.5
34460,60850107,60040105,16.966667
25473,60300113,60040105,19.133333
11622,60040126,60040105,10.6
50448,60881504,60040105,29.416666
18715,60290104,60040105,23.033333
28522,60690101,60040105,28.466667
59206,60882502,60040105,28.666666
28753,60690103,60040105,24.583334
76163,61550106,60040105,14.966666
31930,60790108,60040105,20.766666
6369,60040104,60040105,7.983333
75750,61550104,60040105,14.833333
59689,60882504,60040105,27.9
60170,60882602,60040105,29.833334
20644,60290116,60040105,23.716667
32754,60840101,60040105,21.783333
19040,60290106,60040105,22.766666
77683,61570106,60040105,28.833334
25246,60300112,60040105,16.316668
27944,60440103,60040105,26.5
63290,60882901,60040105,19.033333
3310,61120000,60040105,29.183332
59438,60882503,60040105,26.85
6246,60040103,60040105,15.216666
33090,60840103,60040105,18.583334
71047,61230104,60040105,20.7
72335,61230108,60040105,21.766666
18586,60290103,60040105,20.866667
8491,60040112,60040105,3.6666667
56236,60882102,60040105,25.483334
15774,60270109,60040105,21.35
23169,60300101,60040105,22.633333
33283,60840104,60040105,20.133333
62783,60882804,60040105,25.55
7739,60040109,60040105,5.266667
63623,60882902,60040105,19.333334
45167,60881103,60040105,28.783333
26657,60330102,60040105,29.766666
56500,60882103,60040105,26.716667
22108,60290126,60040105,22.4
34661,60850108,60040105,17.65
42421,60880901,60040105,29.75
62500,60882803,60040105,23.0
12847,60180103,60040105,10.316667
18451,60290102,60040105,20.633333
70714,61230103,60040105,18.1
75978,61550105,60040105,17.866667
58748,60882402,60040105,29.216667
12668,60180102,60040105,10.583333
8730,60040113,60040105,10.7
77458,61570105,60040105,25.716667
71702,61230106,60040105,19.466667
25047,60300111,60040105,18.566668
69843,61050102,60040105,23.8
9910,60040118,60040105,8.133333
31749,60790107,60040105,20.55
16080,60270110,60040105,20.433332
22799,60290131,60040105,22.766666
46176,60881202,60040105,27.183332
20324,60290114,60040105,21.516666
58972,60882501,60040105,27.716667
75548,61550103,60040105,16.35
49772,60881501,60040105,29.266666
59923,60882601,60040105,26.716667
64291,60882904,60040105,21.816668
40839,60880602,60040105,29.833334
73198,61230111,60040105,22.166666
27453,60440101,60040105,25.416666
78771,61610102,60040105,21.15
49113,60881402,60040105,29.8
18014,60270117,60040105,17.133333
187,60070000,60040105,28.833334
21484,60290122,60040105,25.366667
13470,60270102,60040105,18.2
53785,60881802,60040105,25.466667
58081,60882303,60040105,28.383333
28911,60690104,60040105,21.55
14136,60270104,60040105,21.533333
5937,60040102,60040105,9.366667
19202,60290107,60040105,19.833334
56750,60882104,60040105,28.166666
21619,60290123,60040105,24.083334
32935,60840102,60040105,24.8
58313,60882304,60040105,28.883333
6697,60040105,60040105,0.0
63040,60882805,60040105,27.166666
72023,61230107,60040105,19.85
70068,61230101,60040105,18.716667
29260,60690106,60040105,24.6
14443,60270105,60040105,15.75
64598,60882905,60040105,22.483334
7500,60040108,60040105,2.3833334
31581,60790106,60040105,22.083334
21768,60290124,60040105,20.85
72934,61230110,60040105,23.883333
12432,60180101,60040105,7.45
16870,60270113,60040105,23.1
23337,60300102,60040105,22.283333
29098,60690105,60040105,24.1
15456,60270108,60040105,18.25
27690,60440102,60040105,23.966667
20797,60290117,60040105,25.283333
76382,61550107,60040105,11.983334
63291,60882901,60040106,18.316668
63041,60882805,60040106,26.45
33091,60840103,60040106,20.616667
25048,60300111,60040106,22.166666
20645,60290116,60040106,27.3
14784,60270106,60040106,12.333333
75979,61550105,60040106,21.45
19868,60290111,60040106,25.75
8492,60040112,60040106,7.2
46667,60881204,60040106,29.483334
76164,61550106,60040106,18.566668
30584,60690114,60040106,29.666666
12433,60180101,60040106,5.7
23676,60300104,60040106,25.066668
15457,60270108,60040106,15.483334
6370,60040104,60040106,9.866667
65774,60883003,60040106,21.966667
6956,60040106,60040106,0.0
61439,60882704,60040106,27.716667
23855,60300105,60040106,22.166666
25853,60300115,60040106,24.6
66067,60883101,60040106,22.383333
8953,60040114,60040106,9.3
46177,60881202,60040106,26.466667
32755,60840101,60040106,25.383333
22109,60290126,60040106,25.983334
78772,61610102,60040106,18.366667
51125,60881601,60040106,29.683332
55720,60882002,60040106,25.616667
75751,61550104,60040106,18.433332
55029,60881902,60040106,27.483334
55491,60882001,60040106,28.833334
75018,61550101,60040106,15.35
6698,60040105,60040106,5.5333333
56751,60882104,60040106,27.45
64890,60882906,60040106,22.816668
