,IRIS1,IRIS2,TIME
64140,60882903,60881402,17.116667
52360,60881606,60881402,7.0666666
51928,60881604,60881402,8.133333
60040,60882601,60881402,9.85
7386,60040107,60881402,29.383333
35745,60880202,60881402,14.683333
54647,60881805,60881402,1.8666667
46538,60881203,60881402,8.233334
40013,60880507,60881402,14.033334
2353,60600000,60881402,18.2
65921,60883003,60881402,11.85
79257,61610103,60881402,22.366667
47692,60881304,60881402,5.733333
38690,60880501,60881402,11.466666
70900,61230103,60881402,17.083334
66989,60883202,60881402,16.183332
28206,60480101,60881402,27.666666
61307,60882703,60881402,10.716666
14634,60270105,60881402,23.3
42296,60880801,60881402,19.666666
40945,60880602,60881402,10.25
57955,60882302,60881402,7.05
79940,61610105,60881402,20.633333
55588,60882001,60881402,8.083333
12116,60120103,60881402,24.7
28026,60440103,60881402,29.366667
63152,60882805,60881402,15.683333
45277,60881103,60881402,7.5
66543,60883102,60881402,16.0
57077,60882201,60881402,11.45
35538,60880201,60881402,10.25
73768,61490102,60881402,22.566668
80260,61610106,60881402,25.333334
43886,60881002,60881402,6.866667
41177,60880603,60881402,11.983334
26976,60330103,60881402,24.05
58188,60882303,60881402,6.0
75179,61550101,60881402,28.35
73578,61490101,60881402,20.166666
63470,60882901,60881402,14.85
7919,60040109,60881402,27.266666
34941,60880101,60881402,14.766666
64452,60882904,60881402,13.133333
37900,60880401,60881402,21.366667
58412,60882304,60881402,6.5
48551,60881308,60881402,15.366667
39352,60880504,60881402,12.7
17556,60270115,60881402,25.616667
5410,61470000,60881402,27.433332
2535,60640000,60881402,29.716667
16744,60270112,60881402,26.7
929,60310000,60881402,18.466667
13653,60270102,60881402,22.15
38470,60880404,60881402,13.983334
78353,61590103,60881402,21.366667
52786,60881702,60881402,10.266666
62073,60882801,60881402,10.966666
53907,60881802,60881402,7.75
49645,60881404,60881402,4.1833334
1231,60340000,60881402,27.4
37278,60880303,60881402,11.15
37500,60880304,60881402,11.8
51462,60881602,60881402,7.15
13011,60180103,60881402,28.366667
39137,60880503,60881402,13.483334
65027,60882906,60881402,14.683333
55837,60882002,60881402,7.0333333
42528,60880901,60881402,13.733334
62906,60882804,60881402,12.483334
4465,61210000,60881402,27.466667
61542,60882704,60881402,15.2
48161,60881306,60881402,3.6166666
1949,60540000,60881402,18.533333
73967,61490103,60881402,18.8
38916,60880502,60881402,11.266666
57506,60882203,60881402,8.65
48377,60881307,60881402,7.8
68889,60883801,60881402,12.466666
16248,60270110,60881402,23.016666
49214,60881402,60881402,0.0
53655,60881801,60881402,8.566667
61779,60882705,60881402,13.416667
6843,60040105,60881402,29.783333
44108,60881003,60881402,7.5666666
53219,60881704,60881402,7.25
66774,60883201,60881402,18.05
57294,60882202,60881402,7.8
17869,60270116,60881402,20.116667
37718,60880305,60881402,12.083333
45525,60881104,60881402,7.45
40472,60880509,60881402,14.716666
51220,60881601,60881402,9.966666
15314,60270107,60881402,23.966667
11916,60120101,60881402,26.233334
42767,60880902,60881402,14.983334
47944,60881305,60881402,5.0
27171,60330104,60881402,28.0
27563,60440101,60881402,27.45
72493,61230108,60881402,22.033333
71877,61230106,60881402,18.233334
1682,60460000,60881402,23.516666
56097,60882101,60881402,9.85
57729,60882301,60881402,6.6666665
68272,60883601,60881402,13.466666
49432,60881403,60881402,2.5833333
78008,61590101,60881402,20.116667
27347,60330105,60881402,28.25
38081,60880402,60881402,16.883333
65333,60883001,60881402,13.883333
14299,60270104,60881402,23.466667
68079,60883501,60881402,19.916666
44785,60881101,60881402,4.15
45029,60881102,60881402,5.3166666
13324,60270101,60881402,21.55
50773,60881505,60881402,4.266667
53003,60881703,60881402,6.733333
37052,60880302,60881402,9.8
14974,60270106,60881402,22.65
68676,60883701,60881402,12.166667
55136,60881902,60881402,4.65
12379,60120105,60881402,26.3
15631,60270108,60881402,23.05
46999,60881301,60881402,3.2666667
48987,60881401,60881402,1.7
36592,60880206,60881402,14.15
77558,61570105,60881402,27.65
59080,60882501,60881402,11.5
44331,60881004,60881402,7.15
26520,60330101,60881402,23.45
67657,60883402,60881402,13.616667
56617,60882103,60881402,11.05
80586,61610107,60881402,23.266666
42101,60880702,60881402,16.55
52574,60881701,60881402,10.85
104,60060000,60881402,22.2
49876,60881501,60881402,4.9
67223,60883301,60881402,23.566668
6561,60040104,60881402,25.316668
65628,60883002,60881402,11.4
47226,60881302,60881402,2.9166667
15939,60270109,60881402,18.883333
60777,60882701,60881402,11.516666
53433,60881705,60881402,7.65
50100,60881502,60881402,4.0666666
46769,60881204,60881402,10.416667
78180,61590102,60881402,22.433332
41643,60880605,60881402,13.783334
4870,61280000,60881402,29.116667
70564,61230102,60881402,16.783333
56360,60882102,60881402,9.816667
50551,60881504,60881402,2.1666667
36387,60880205,60881402,12.283334
68477,60883602,60881402,13.016666
59310,60882502,60881402,8.6
54894,60881901,60881402,4.5333333
78636,61610101,60881402,26.8
27816,60440102,60881402,26.833334
54159,60881803,60881402,4.866667
46024,60881201,60881402,8.25
17294,60270114,60881402,25.25
43459,60880905,60881402,17.033333
60512,60882603,60881402,7.8166666
9515,60040116,60881402,28.183332
78933,61610102,60881402,24.683332
35318,60880103,60881402,18.766666
4108,61140000,60881402,15.7
7116,60040106,60881402,27.75
640,60190000,60881402,27.383333
71213,61230104,60881402,18.916666
4703,61260000,60881402,27.966667
61051,60882702,60881402,10.3
51000,60881506,60881402,3.4833333
55363,60881903,60881402,4.4
58627,60882401,60881402,8.9
62644,60882803,60881402,13.3
5795,60040101,60881402,24.366667
1119,60320000,60881402,25.366667
48763,60881309,60881402,4.55
43677,60881001,60881402,9.866667
73062,61230110,60881402,23.433332
64749,60882905,60881402,11.65
26745,60330102,60881402,25.6
41406,60880604,60881402,14.65
6121,60040102,60881402,26.7
42992,60880903,60881402,17.216667
56856,60882104,60881402,12.5
71552,61230105,60881402,16.816668
62360,60882802,60881402,12.933333
2171,60590000,60881402,22.95
47439,60881303,60881402,4.7166667
72194,61230107,60881402,19.383333
35134,60880102,60881402,17.6
45750,60881105,60881402,10.566667
67867,60883403,60881402,15.0
38268,60880403,60881402,18.066668
66209,60883101,60881402,17.95
44547,60881005,60881402,10.866667
40702,60880601,60881402,10.0
16521,60270111,60881402,24.033333
40239,60880508,60881402,15.833333
36819,60880301,60881402,10.516666
8844,60040113,60881402,29.983334
39571,60880505,60881402,13.15
79598,61610104,60881402,20.4
58847,60882402,60881402,7.616667
51698,60881603,60881402,9.9
3089,61500000,60881402,19.15
57295,60882202,60881403,9.5
53220,60881704,60881403,9.816667
56857,60882104,60881403,14.6
56361,60882102,60881403,11.933333
68478,60883602,60881403,15.166667
49215,60881402,60881403,2.5
48552,60881308,60881403,15.933333
73968,61490103,60881403,19.4
48378,60881307,60881403,8.35
73579,61490101,60881403,20.75
57078,60882201,60881403,13.133333
65922,60883003,60881403,13.95
62361,60882802,60881403,15.05
6562,60040104,60881403,28.633333
68273,60883601,60881403,15.166667
72798,61230109,60881403,23.783333
68677,60883701,60881403,12.716666
2172,60590000,60881403,23.533333
56098,60882101,60881403,11.95
56618,60882103,60881403,13.15
60041,60882601,60881403,11.95
48764,60881309,60881403,5.1
48988,60881401,60881403,3.95
51001,60881506,60881403,5.983333
62645,60882803,60881403,15.416667
51221,60881601,60881403,12.533334
53434,60881705,60881403,10.2
64750,60882905,60881403,13.766666
65028,60882906,60881403,16.8
62074,60882801,60881403,13.083333
54412,60881804,60881403,6.116667
59796,60882504,60881403,8.833333
73769,61490102,60881403,23.166666
66775,60883201,60881403,20.166666
58848,60882402,60881403,9.3
72195,61230107,60881403,22.7
66210,60883101,60881403,20.0
51699,60881603,60881403,12.466666
67868,60883403,60881403,17.1
4704,61260000,60881403,28.566668
70252,61230101,60881403,19.433332
73351,61230111,60881403,23.033333
61052,60882702,60881403,12.4
58628,60882401,60881403,10.6
5796,60040101,60881403,27.683332
71214,61230104,60881403,21.033333
73063,61230110,60881403,26.75
71553,61230105,60881403,20.133333
47440,60881303,60881403,6.5333333
55364,60881903,60881403,6.1
59555,60882503,60881403,10.216666
60778,60882701,60881403,13.616667
47227,60881302,60881403,4.733333
60267,60882602,60881403,13.35
65629,60883002,60881403,13.516666
46770,60881204,60881403,10.966666
51929,60881604,60881403,10.683333
70565,61230102,60881403,18.9
59311,60882502,60881403,10.766666
54895,60881901,60881403,6.6833334
50552,60881504,60881403,4.6666665
54160,60881803,60881403,6.983333
60513,60882603,60881403,9.966666
3090,61500000,60881403,19.733334
50101,60881502,60881403,6.1666665
55137,60881902,60881403,6.35
47000,60881301,60881403,3.8166666
59081,60882501,60881403,13.65
67440,60883401,60881403,17.75
67224,60883301,60881403,24.15
67658,60883402,60881403,15.733334
49877,60881501,60881403,7.0
52575,60881701,60881403,13.416667
4109,61140000,60881403,16.3
2354,60600000,60881403,20.083334
63803,60882902,60881403,17.8
63471,60882901,60881403,16.966667
65334,60883001,60881403,15.983334
68080,60883501,60881403,22.016666
46539,60881203,60881403,8.783334
50774,60881505,60881403,6.766667
53004,60881703,60881403,8.833333
55838,60882002,60881403,9.183333
62907,60882804,60881403,14.6
61543,60882704,60881403,17.316668
48162,60881306,60881403,4.1666665
52152,60881605,60881403,8.183333
74155,61490104,60881403,25.283333
1950,60540000,60881403,19.116667
57507,60882203,60881403,10.35
68890,60883801,60881403,14.35
53656,60881801,60881403,11.133333
61780,60882705,60881403,15.533334
70901,61230103,60881403,19.183332
49433,60881403,60881403,0.0
57730,60882301,60881403,8.366667
71878,61230106,60881403,20.333334
72494,61230108,60881403,24.15
52361,60881606,60881403,9.566667
58413,60882304,60881403,8.2
64141,60882903,60881403,19.016666
64453,60882904,60881403,15.25
5411,61470000,60881403,29.466667
49646,60881404,60881403,5.883333
52787,60881702,60881403,12.833333
58189,60882303,60881403,7.7
54648,60881805,60881403,3.9833333
47693,60881304,60881403,6.8166666
61308,60882703,60881403,12.816667
57956,60882302,60881403,8.75
55589,60882001,60881403,9.783334
63153,60882805,60881403,17.8
66544,60883102,60881403,18.116667
50323,60881503,60881403,6.4166665
51463,60881602,60881403,9.716666
1683,60460000,60881403,24.066668
66990,60883202,60881403,18.283333
53908,60881802,60881403,9.9
47945,60881305,60881403,6.266667
37279,60880303,60881403,13.716666
13325,60270101,60881403,24.866667
39138,60880503,60881403,16.05
35319,60880103,60881403,20.466667
39353,60880504,60881403,15.266666
43887,60881002,60881403,9.366667
1232,60340000,60881403,27.966667
35135,60880102,60881403,19.283333
28207,60480101,60881403,28.25
41872,60880701,60881403,18.15
43678,60881001,60881403,12.366667
34942,60880101,60881403,16.466667
78009,61590101,60881403,22.683332
14300,60270104,60881403,26.783333
79258,61610103,60881403,25.683332
39797,60880506,60881403,16.95
44109,60881003,60881403,10.066667
38917,60880502,60881403,13.833333
35539,60880201,60881403,12.816667
12117,60120103,60881403,25.283333
36388,60880205,60881403,14.85
26746,60330102,60881403,26.183332
38269,60880403,60881403,20.633333
79599,61610104,60881403,23.716667
26977,60330103,60881403,24.633333
36170,60880204,60881403,14.283334
44786,60881101,60881403,5.9666667
43460,60880905,60881403,17.616667
27172,60330104,60881403,28.583334
27348,60330105,60881403,28.85
35951,60880203,60881403,16.0
44548,60881005,60881403,13.366667
35746,60880202,60881403,17.25
13990,60270103,60881403,22.866667
38691,60880501,60881403,14.016666
44332,60881004,60881403,9.65
38471,60880404,60881403,16.55
26521,60330101,60881403,24.033333
46302,60881202,60881403,8.383333
14635,60270105,60881403,26.616667
78934,61610102,60881403,27.983334
17295,60270114,60881403,27.35
42297,60880801,60881403,22.233334
1120,60320000,60881403,25.95
15940,60270109,60881403,21.0
41178,60880603,60881403,14.483334
17016,60270113,60881403,23.033333
641,60190000,60881403,27.966667
41407,60880604,60881403,17.15
42102,60880702,60881403,17.133333
16249,60270110,60881403,25.133333
105,60060000,60881403,22.766666
16745,60270112,60881403,28.816668
41644,60880605,60881403,15.816667
16522,60270111,60881403,26.15
40946,60880602,60881403,12.816667
15632,60270108,60881403,25.15
42529,60880901,60881403,14.316667
17557,60270115,60881403,28.933332
40014,60880507,60881403,16.6
43232,60880904,60881403,15.716666
12264,60120104,60881403,27.883333
42993,60880903,60881403,17.8
78181,61590102,60881403,25.0
40240,60880508,60881403,17.683332
14975,60270106,60881403,25.966667
18201,60270117,60881403,25.683332
17870,60270116,60881403,22.216667
42768,60880902,60881403,15.566667
46025,60881201,60881403,8.85
40473,60880509,60881403,17.216667
12380,60120105,60881403,26.883333
15315,60270107,60881403,26.083334
78354,61590103,60881403,23.933332
40703,60880601,60881403,12.566667
80587,61610107,60881403,26.583334
45030,60881102,60881403,7.116667
39572,60880505,60881403,15.716666
37901,60880401,60881403,23.933332
36593,60880206,60881403,16.716667
45278,60881103,60881403,9.316667
38082,60880402,60881403,19.45
45526,60881104,60881403,9.266666
374,60110000,60881403,29.8
930,60310000,60881403,19.05
45751,60881105,60881403,12.4
80261,61610106,60881403,28.65
13654,60270102,60881403,25.466667
36820,60880301,60881403,13.083333
37501,60880304,60881403,14.366667
37719,60880305,60881403,14.65
11917,60120101,60881403,26.816668
37053,60880302,60881403,12.366667
79941,61610105,60881403,23.95
54161,60881803,60881404,8.216666
50775,60881505,60881404,8.416667
62646,60882803,60881404,14.6
66991,60883202,60881404,17.483334
78182,61590102,60881404,24.666666
37502,60880304,60881404,14.55
6563,60040104,60881404,26.616667
47001,60881301,60881404,6.2833333
40241,60880508,60881404,17.866667
80588,61610107,60881404,24.566668
45527,60881104,60881404,11.6
57957,60882302,60881404,9.716666
14976,60270106,60881404,23.95
66776,60883201,60881404,19.35
62908,60882804,60881404,13.783334
42769,60880902,60881404,18.033333
53909,60881802,60881404,8.233334
80262,61610106,60881404,26.633333
46026,60881201,60881404,11.3
13012,60180103,60881404,29.666666
46771,60881204,60881404,13.433333
40474,60880509,60881404,18.183332
37054,60880302,60881404,12.55
17871,60270116,60881404,21.416666
42994,60880903,60881404,20.266666
38083,60880402,60881404,19.016666
62362,60882802,60881404,14.233334
61309,60882703,60881404,12.016666
67869,60883403,60881404,16.3
50102,60881502,60881404,7.1666665
78010,61590101,60881404,22.35
71879,61230106,60881404,19.533333
36821,60880301,60881404,13.266666
72495,61230108,60881404,23.333334
14301,60270104,60881404,24.766666
67659,60883402,60881404,14.916667
61544,60882704,60881404,16.5
79259,61610103,60881404,23.666666
70566,61230102,60881404,18.083334
54896,60881901,60881404,6.7
39798,60880506,60881404,17.15
43461,60880905,60881404,20.066668
57731,60882301,60881404,9.333333
61781,60882705,60881404,14.716666
54413,60881804,60881404,7.35
50553,60881504,60881404,6.116667
58629,60882401,60881404,11.566667
43233,60880904,60881404,18.183332
40015,60880507,60881404,16.783333
79942,61610105,60881404,21.933332
67225,60883301,60881404,26.616667
10315,60040119,60881404,29.433332
54649,60881805,60881404,5.2166667
47694,60881304,60881404,9.283334
18202,60270117,60881404,24.866667
50324,60881503,60881404,7.4166665
67441,60883401,60881404,16.95
46303,60881202,60881404,10.85
14636,60270105,60881404,24.6
62075,60882801,60881404,12.266666
15316,60270107,60881404,25.266666
73770,61490102,60881404,25.616667
47441,60881303,60881404,8.866667
41179,60880603,60881404,14.533334
37280,60880303,60881404,13.9
58190,60882303,60881404,8.666667
51700,60881603,60881404,12.65
5797,60040101,60881404,25.666666
64454,60882904,60881404,14.433333
65630,60883002,60881404,12.7
52788,60881702,60881404,13.833333
71215,61230104,60881404,20.216667
41408,60880604,60881404,18.8
42103,60880702,60881404,19.6
72196,61230107,60881404,20.7
16250,60270110,60881404,24.316668
17017,60270113,60881404,22.233334
5412,61470000,60881404,28.283333
51930,60881604,60881404,11.683333
45752,60881105,60881404,14.716666
106,60060000,60881404,21.566668
16746,60270112,60881404,28.0
52576,60881701,60881404,14.416667
78637,61610101,60881404,28.1
13655,60270102,60881404,23.45
41645,60880605,60881404,16.016666
65335,60883001,60881404,15.183333
52153,60881605,60881404,9.183333
16523,60270111,60881404,25.333334
73969,61490103,60881404,21.85
65029,60882906,60881404,15.983334
41873,60880701,60881404,19.8
64751,60882905,60881404,12.95
15941,60270109,60881404,20.183332
53005,60881703,60881404,9.833333
1121,60320000,60881404,28.4
63154,60882805,60881404,16.983334
51002,60881506,60881404,7.633333
78355,61590103,60881404,24.116667
66545,60883102,60881404,17.3
53657,60881801,60881404,12.133333
7920,60040109,60881404,28.566668
40704,60880601,60881404,12.75
17558,60270115,60881404,26.916666
47228,60881302,60881404,7.0666666
63472,60882901,60881404,16.15
51222,60881601,60881404,13.533334
9516,60040116,60881404,29.483334
42530,60880901,60881404,16.783333
53435,60881705,60881404,11.2
66211,60883101,60881404,19.25
6122,60040102,60881404,28.0
15633,60270108,60881404,24.35
70902,61230103,60881404,18.383333
64142,60882903,60881404,18.416666
74156,61490104,60881404,27.75
42298,60880801,60881404,22.416666
1951,60540000,60881404,21.583334
65923,60883003,60881404,13.15
12381,60120105,60881404,29.35
51464,60881602,60881404,9.9
53221,60881704,60881404,10.816667
931,60310000,60881404,21.516666
17296,60270114,60881404,26.55
40947,60880602,60881404,13.816667
58414,60882304,60881404,9.166667
78935,61610102,60881404,25.983334
63804,60882902,60881404,16.983334
34943,60880101,60881404,17.433332
52362,60881606,60881404,11.216666
48765,60881309,60881404,7.5666666
45279,60881103,60881404,11.65
55839,60882002,60881404,7.516667
56858,60882104,60881404,13.8
11918,60120101,60881404,29.266666
56619,60882103,60881404,12.35
68479,60883602,60881404,13.5
79600,61610104,60881404,21.7
13326,60270101,60881404,22.85
3091,61500000,60881404,22.2
2173,60590000,60881404,26.0
39139,60880503,60881404,16.233334
73580,61490101,60881404,23.216667
35747,60880202,60881404,17.433332
38270,60880403,60881404,20.3
27564,60440101,60881404,28.75
49434,60881403,60881404,5.05
35320,60880103,60881404,21.416666
36594,60880206,60881404,17.716667
60268,60882602,60881404,11.7
44110,60881003,60881404,11.716666
13991,60270103,60881404,20.85
375,60110000,60881404,29.466667
36171,60880204,60881404,14.483334
59797,60882504,60881404,8.766666
44333,60881004,60881404,11.3
38692,60880501,60881404,14.216666
37902,60880401,60881404,23.516666
73064,61230110,60881404,24.733334
12118,60120103,60881404,27.75
44787,60881101,60881404,8.3
48989,60881401,60881404,5.85
56099,60882101,60881404,11.15
68891,60883801,60881404,16.816668
68678,60883701,60881404,8.833333
35540,60880201,60881404,13.816667
26978,60330103,60881404,27.083334
57508,60882203,60881404,11.316667
2355,60600000,60881404,22.6
38918,60880502,60881404,14.016666
70253,61230101,60881404,18.616667
57296,60882202,60881404,10.466666
49216,60881402,60881404,4.15
60514,60882603,60881404,8.3
27817,60440102,60881404,28.133333
60779,60882701,60881404,12.816667
48379,60881307,60881404,10.816667
75180,61550101,60881404,29.666666
44549,60881005,60881404,15.016666
57079,60882201,60881404,14.1
35136,60880102,60881404,20.25
48163,60881306,60881404,3.9333334
71554,61230105,60881404,18.116667
61053,60882702,60881404,11.6
68081,60883501,60881404,21.216667
35952,60880203,60881404,17.0
59082,60882501,60881404,11.983334
55365,60881903,60881404,4.8
73352,61230111,60881404,22.233334
45031,60881102,60881404,9.466666
46540,60881203,60881404,11.25
56362,60882102,60881404,11.116667
4466,61210000,60881404,29.7
43679,60881001,60881404,13.983334
37720,60880305,60881404,14.833333
60042,60882601,60881404,11.15
49878,60881501,60881404,8.0
55138,60881902,60881404,5.55
39573,60880505,60881404,15.9
49647,60881404,60881404,0.0
4110,61140000,60881404,18.75
77559,61570105,60881404,28.95
1684,60460000,60881404,22.883333
26747,60330102,60881404,28.633333
59556,60882503,60881404,8.55
55590,60882001,60881404,8.8
59312,60882502,60881404,10.383333
38472,60880404,60881404,16.733334
39354,60880504,60881404,15.45
68274,60883601,60881404,14.183333
36389,60880205,60881404,15.033334
47946,60881305,60881404,8.716666
48553,60881308,60881404,11.666667
43888,60881002,60881404,11.016666
26522,60330101,60881404,26.483334
58849,60882402,60881404,10.266666
1233,60340000,60881404,26.766666
7117,60040106,60881404,29.05
72799,61230109,60881404,21.766666
65924,60883003,60881501,9.85
27173,60330104,60881501,28.616667
47947,60881305,60881501,9.616667
27349,60330105,60881501,28.866667
51465,60881602,60881501,3.25
48554,60881308,60881501,19.983334
42299,60880801,60881501,15.766666
70903,61230103,60881501,15.083333
1122,60320000,60881501,28.083334
70254,61230101,60881501,15.316667
49879,60881501,60881501,0.0
17018,60270113,60881501,18.933332
45032,60881102,60881501,7.3
41874,60880701,60881501,13.666667
73970,61490103,60881501,18.65
52154,60881605,60881501,2.25
4111,61140000,60881501,13.533334
69951,61050102,60881501,29.166666
48164,60881306,60881501,9.316667
65336,60883001,60881501,11.883333
75885,61550104,60881501,29.433332
26523,60330101,60881501,24.05
45753,60881105,60881501,12.233334
16747,60270112,60881501,24.7
47442,60881303,60881501,9.333333
51931,60881604,60881501,4.75
26748,60330102,60881501,26.2
12565,60180101,60881501,28.783333
71216,61230104,60881501,16.916666
48380,60881307,60881501,12.683333
79601,61610104,60881501,18.4
17297,60270114,60881501,23.25
42104,60880702,60881501,16.083334
65631,60883002,60881501,9.4
51701,60881603,60881501,5.983333
642,60190000,60881501,25.433332
26979,60330103,60881501,24.65
44788,60881101,60881501,6.8166666
5413,61470000,60881501,25.6
376,60110000,60881501,23.333334
3862,60920000,60881501,29.366667
48766,60881309,60881501,9.433333
10316,60040119,60881501,26.133333
71555,61230105,60881501,14.816667
43234,60880904,60881501,14.783334
68275,60883601,60881501,14.8
1685,60460000,60881501,22.6
49435,60881403,60881501,8.283334
4871,61280000,60881501,27.116667
79943,61610105,60881501,18.633333
67226,60883301,60881501,24.333334
11018,60040122,60881501,28.683332
42995,60880903,60881501,15.266666
28027,60440103,60881501,27.366667
73581,61490101,60881501,18.216667
45280,60881103,60881501,9.2
50554,60881504,60881501,5.4
66992,60883202,60881501,14.183333
10575,60040120,60881501,28.95
18203,60270117,60881501,21.566668
28315,60480102,60881501,29.566668
43680,60881001,60881501,7.05
71880,61230106,60881501,16.233334
28208,60480101,60881501,25.733334
50103,60881502,60881501,2.9666667
67660,60883402,60881501,11.616667
43889,60881002,60881501,7.4166665
73353,61230111,60881501,18.933332
43462,60880905,60881501,15.966666
70567,61230102,60881501,14.783334
68082,60883501,60881501,17.916666
49648,60881404,60881501,8.333333
67442,60883401,60881501,13.65
50325,60881503,60881501,3.6833334
79260,61610103,60881501,20.366667
47002,60881301,60881501,8.95
68480,60883602,60881501,11.866667
50776,60881505,60881501,5.95
66546,60883102,60881501,14.0
17559,60270115,60881501,23.616667
11919,60120101,60881501,28.95
27565,60440101,60881501,25.45
51223,60881601,60881501,6.0666666
68892,60883801,60881501,14.033334
51003,60881506,60881501,5.1666665
42531,60880901,60881501,13.366667
66212,60883101,60881501,15.95
10045,60040118,60881501,29.183332
44550,60881005,60881501,10.65
25383,60300112,60881501,29.733334
78936,61610102,60881501,22.683332
76294,61550106,60881501,29.583334
47229,60881302,60881501,7.5333333
67870,60883403,60881501,13.0
48990,60881401,60881501,7.35
73771,61490102,60881501,20.633333
12119,60120103,60881501,27.433332
17872,60270116,60881501,18.116667
44111,60881003,60881501,9.083333
45528,60881104,60881501,9.433333
49217,60881402,60881501,6.133333
66777,60883201,60881501,16.05
27818,60440102,60881501,24.833334
42770,60880902,60881501,14.633333
80263,61610106,60881501,23.333334
11752,60040126,60881501,29.683332
68679,60883701,60881501,17.166666
46027,60881201,60881501,10.983334
73065,61230110,60881501,21.433332
12382,60120105,60881501,29.016666
44334,60881004,60881501,7.0
4467,61210000,60881501,23.566668
47695,60881304,60881501,10.35
41409,60880604,60881501,11.666667
61054,60882702,60881501,8.3
55139,60881902,60881501,7.9166665
75446,61550102,60881501,28.833334
39574,60880505,60881501,9.25
9795,60040117,60881501,27.133333
35137,60880102,60881501,11.95
55366,60881903,60881501,7.1666665
7118,60040106,60881501,25.75
8845,60040113,60881501,27.983334
39355,60880504,60881501,8.8
34944,60880101,60881501,11.516666
55591,60882001,60881501,9.1
35321,60880103,60881501,14.133333
39140,60880503,60881501,9.583333
13327,60270101,60881501,19.55
74743,61520103,60881501,29.966667
55840,60882002,60881501,5.866667
60515,60882603,60881501,6.1833334
38919,60880502,60881501,7.366667
35541,60880201,60881501,6.35
56100,60882101,60881501,7.85
60780,60882701,60881501,9.516666
61310,60882703,60881501,8.716666
78011,61590101,60881501,16.216667
72496,61230108,60881501,20.033333
14977,60270106,60881501,20.65
80589,61610107,60881501,21.266666
40242,60880508,60881501,11.216666
54162,60881803,60881501,2.8
62647,60882803,60881501,11.3
78183,61590102,60881501,18.533333
6564,60040104,60881501,23.316668
62363,60882802,60881501,10.933333
54414,60881804,60881501,2.8666666
62076,60882801,60881501,8.966666
40016,60880507,60881501,10.133333
14637,60270105,60881501,21.3
6844,60040105,60881501,27.783333
54650,60881805,60881501,5.9
9082,60040114,60881501,29.366667
61782,60882705,60881501,11.416667
46304,60881202,60881501,11.85
39799,60880506,60881501,10.483334
54897,60881901,60881501,6.2833333
61545,60882704,60881501,13.2
14302,60270104,60881501,21.466667
8628,60040112,60881501,28.516666
38693,60880501,60881501,7.55
60269,60882602,60881501,9.583333
13992,60270103,60881501,17.55
59083,60882501,60881501,9.866667
8183,60040110,60881501,29.316668
37903,60880401,60881501,17.466667
57509,60882203,60881501,5.6
3092,61500000,60881501,21.866667
58850,60882402,60881501,7.05
72800,61230109,60881501,18.466667
37721,60880305,60881501,8.183333
36822,60880301,60881501,6.616667
57732,60882301,60881501,6.1
58630,60882401,60881501,8.333333
37503,60880304,60881501,7.9
77740,61570106,60881501,28.783333
57958,60882302,60881501,6.483333
37055,60880302,60881501,5.9
7921,60040109,60881501,25.266666
58415,60882304,60881501,5.766667
932,60310000,60881501,16.516666
37281,60880303,60881501,7.25
58191,60882303,60881501,6.133333
13656,60270102,60881501,20.15
57297,60882202,60881501,5.3166666
62909,60882804,60881501,10.483334
36595,60880206,60881501,10.25
38084,60880402,60881501,12.983334
2174,60590000,60881501,23.066668
35748,60880202,60881501,10.783334
7387,60040107,60881501,27.383333
77560,61570105,60881501,25.65
56363,60882102,60881501,7.8166666
60043,60882601,60881501,7.85
38473,60880404,60881501,10.083333
56620,60882103,60881501,9.05
59798,60882504,60881501,7.55
35953,60880203,60881501,9.533334
8405,60040111,60881501,29.783333
2356,60600000,60881501,19.55
36172,60880204,60881501,7.8166666
56859,60882104,60881501,10.5
38271,60880403,60881501,14.166667
75181,61550101,60881501,26.35
59557,60882503,60881501,6.45
36390,60880205,60881501,8.383333
7634,60040108,60881501,28.983334
57080,60882201,60881501,9.683333
46541,60881203,60881501,13.116667
59313,60882502,60881501,8.266666
53910,60881802,60881501,5.866667
3547,60570000,60881501,29.266666
13013,60180103,60881501,26.366667
78638,61610101,60881501,24.8
52577,60881701,60881501,6.95
53658,60881801,60881501,5.2
40705,60880601,60881501,6.1
63473,60882901,60881501,12.85
107,60060000,60881501,25.466667
9517,60040116,60881501,26.183332
64752,60882905,60881501,9.65
53436,60881705,60881501,3.1333334
16251,60270110,60881501,21.016666
72197,61230107,60881501,17.383333
41646,60880605,60881501,9.35
6123,60040102,60881501,24.7
52789,60881702,60881501,6.366667
40948,60880602,60881501,6.883333
53222,60881704,60881501,2.6
64455,60882904,60881501,11.133333
63805,60882902,60881501,13.683333
5798,60040101,60881501,22.366667
41180,60880603,60881501,7.866667
1952,60540000,60881501,16.583334
74157,61490104,60881501,22.75
64143,60882903,60881501,15.116667
15942,60270109,60881501,16.883333
15634,60270108,60881501,21.05
16524,60270111,60881501,22.033333
53006,60881703,60881501,1.8333334
40475,60880509,60881501,11.533334
78356,61590103,60881501,17.466667
65030,60882906,60881501,12.683333
15317,60270107,60881501,21.966667
52363,60881606,60881501,7.616667
63155,60882805,60881501,13.683333
46772,60881204,60881501,15.3
71217,61230104,60881502,17.333334
58192,60882303,60881502,6.9666667
44789,60881101,60881502,6.85
26980,60330103,60881502,25.066668
