origin_id,destination_id,origin_city,destination_city,latitude,longitude,distance,duration
190010000,191700000,Affieux (commune non irisée),Queyssac-les-Vignes (commune non irisée),45.517646,1.76851499999998,82302.7,5283.5
190010000,191710000,Affieux (commune non irisée),Reygade (commune non irisée),45.517646,1.76851499999998,81565.8,5371.7
190010000,191720000,Affieux (commune non irisée),Rilhac-Treignac (commune non irisée),45.517646,1.76851499999998,10357.7,775.2
190010000,191730000,Affieux (commune non irisée),Rilhac-Xaintrie (commune non irisée),45.517646,1.76851499999998,76447.6,5281.8
190010000,191750000,Affieux (commune non irisée),Roche-le-Peyroux (commune non irisée),45.517646,1.76851499999998,78837.6,4808.4
190010000,191760000,Affieux (commune non irisée),Rosiers-d'Égletons (commune non irisée),45.517646,1.76851499999998,34242.3,2515.8
190010000,191770000,Affieux (commune non irisée),Rosiers-de-Juillac (commune non irisée),45.517646,1.76851499999998,63821.6,4251.0
190010000,191780000,Affieux (commune non irisée),Sadroc (commune non irisée),45.517646,1.76851499999998,48846.2,2779.5
190010000,191790000,Affieux (commune non irisée),Saillac (commune non irisée),45.517646,1.76851499999998,84320.9,4669.4
190010000,191800000,Affieux (commune non irisée),Saint-Angel (commune non irisée),45.517646,1.76851499999998,54142.8,3384.5
190010000,191810000,Affieux (commune non irisée),Saint-Augustin (commune non irisée),45.517646,1.76851499999998,15836.5,1170.5
190010000,191820000,Affieux (commune non irisée),Saint-Aulaire (commune non irisée),45.517646,1.76851499999998,65250.2,3918.9
190010000,191840000,Affieux (commune non irisée),Saint-Bazile-de-Meyssac (commune non irisée),45.517646,1.76851499999998,68866.3,4508.7
190010000,191860000,Affieux (commune non irisée),Saint-Bonnet-Elvert (commune non irisée),45.517646,1.76851499999998,57042.0,3881.1
190010000,191870000,Affieux (commune non irisée),Saint-Bonnet-la-Rivière (commune non irisée),45.517646,1.76851499999998,56810.0,4007.8
190010000,191880000,Affieux (commune non irisée),Saint-Bonnet-l'Enfantier (commune non irisée),45.517646,1.76851499999998,43721.0,2744.1
190010000,191890000,Affieux (commune non irisée),Saint-Bonnet-les-Tours-de-Merle (commune non irisée),45.517646,1.76851499999998,87762.8,5761.2
190010000,191900000,Affieux (commune non irisée),Saint-Bonnet-près-Bort (commune non irisée),45.517646,1.76851499999998,79925.2,4726.8
190010000,191910000,Affieux (commune non irisée),Saint-Cernin-de-Larche (commune non irisée),45.517646,1.76851499999998,68728.6,3723.0
190010000,191920000,Affieux (commune non irisée),Saint-Chamant (commune non irisée),45.517646,1.76851499999998,62019.6,3997.6
190010000,191930000,Affieux (commune non irisée),Saint-Cirgues-la-Loutre (commune non irisée),45.517646,1.76851499999998,82317.6,5580.1
190010000,191940000,Affieux (commune non irisée),Saint-Clément (commune non irisée),45.517646,1.76851499999998,28512.3,1988.3
190010000,191950000,Affieux (commune non irisée),Saint-Cyprien (commune non irisée),45.517646,1.76851499999998,67706.9,4112.5
190010000,191960000,Affieux (commune non irisée),Saint-Cyr-la-Roche (commune non irisée),45.517646,1.76851499999998,56937.9,3907.5
190010000,192020000,Affieux (commune non irisée),Sainte-Féréole (commune non irisée),45.517646,1.76851499999998,45551.1,3122.2
190010000,192030000,Affieux (commune non irisée),Sainte-Fortunade (commune non irisée),45.517646,1.76851499999998,46192.7,3123.7
190010000,191980000,Affieux (commune non irisée),Saint-Éloy-les-Tuileries (commune non irisée),45.517646,1.76851499999998,53281.2,3839.0
190010000,192190000,Affieux (commune non irisée),Sainte-Marie-Lapanouze (commune non irisée),45.517646,1.76851499999998,75471.8,4516.5
190010000,191990000,Affieux (commune non irisée),Saint-Étienne-aux-Clos (commune non irisée),45.517646,1.76851499999998,91638.3,4885.1
190010000,192000000,Affieux (commune non irisée),Saint-Étienne-la-Geneste (commune non irisée),45.517646,1.76851499999998,73844.8,4398.2
